,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
11,11,8.215400000000095e-05,-9.634085e-05,-7.103475e-06,-8.4649735e-05,-0.51239294,-0.4192973,-1.4740384,-1.2062232,-0.0035729674,-0.011064714,-2.6986731e-07,-9.2796506e-07,-0.04639858,-0.037968516,-2.6986734e-07,-9.2796546e-07,-0.04639857,-0.037968505,40.312344,31.122055,0.21915874,8.971128,8.895645,17.866774,-0.01112638327179388,0.0035665995156337563
12,12,8.962300000000048e-05,-9.648884e-05,-7.103475e-06,-8.479772e-05,-0.51312596,-0.42003033,-1.476147,-1.208332,-0.0035729674,-0.011064714,-2.9655268e-07,-1.0106039e-06,-0.046464957,-0.038034894,-2.965527e-07,-1.0106044e-06,-0.046464942,-0.038034882,40.436283,31.230967,0.21915874,8.986157,8.910548,17.896706,-0.01112638327179388,0.0035665995156337563
13,13,9.709299999999949e-05,-9.67848e-05,-7.103475e-06,-8.49457e-05,-0.51459193,-0.42076328,-1.4803644,-1.2104406,-0.0036882223,-0.011064714,-3.2366844e-07,-1.0932428e-06,-0.046597708,-0.038101267,-3.2366847e-07,-1.0932433e-06,-0.046597693,-0.038101256,40.684727,31.340063,0.21915874,9.125505,9.048723,18.174229,-0.01112638327179388,0.003681437485618093
14,14,0.0001045619999999,-9.693279e-05,-7.103475e-06,-8.5093685e-05,-0.515325,-0.42149633,-1.4824731,-1.2125493,-0.0036882223,-0.011064714,-3.512146e-07,-1.1758815e-06,-0.046664085,-0.038167644,-3.5121465e-07,-1.1758823e-06,-0.04666407,-0.03816763,40.80924,31.449356,0.21915874,9.140726,9.063815,18.20454,-0.01112638327179388,0.003681437485618093
15,15,0.0001120289999999,-9.72288e-05,-7.103475e-06,-8.524166e-05,-0.5167912,-0.4222293,-1.4866912,-1.214658,-0.0038035167,-0.011064714,-3.791913e-07,-1.2585203e-06,-0.04679686,-0.038234018,-3.7919136e-07,-1.2585211e-06,-0.04679684,-0.038234003,41.058865,31.55883,0.21915874,9.280876,9.202786,18.483662,-0.01112638327179388,0.003796301619688199
16,16,0.0001194979999999,-9.737679e-05,-7.103475e-06,-8.538965e-05,-0.51752424,-0.42296234,-1.4887999,-1.2167667,-0.0038035167,-0.011064714,-4.0759858e-07,-1.3411592e-06,-0.046863236,-0.038300395,-4.0759863e-07,-1.3411601e-06,-0.046863217,-0.03830038,41.18395,31.668503,0.21915874,9.296286,9.218066,18.51435,-0.01112638327179388,0.003796301619688199
17,17,0.0001269679999999,-9.752476e-05,-7.103475e-06,-8.538965e-05,-0.5182572,-0.42296234,-1.4909085,-1.2167667,-0.0039187605,-0.011064714,-4.3643618e-07,-1.423798e-06,-0.04692961,-0.038300395,-4.3643627e-07,-1.4237991e-06,-0.04692959,-0.03830038,41.309208,31.668503,0.21915874,9.421546,9.342273,18.763819,-0.01112638327179388,0.0039111021590211015
18,18,0.0001344349999999,-9.7820724e-05,-7.103475e-06,-8.5537635e-05,-0.51972324,-0.42369536,-1.4951259,-1.2188754,-0.0040340093,-0.011064714,-4.6613454e-07,-1.5064369e-06,-0.04706236,-0.038366772,-4.6613465e-07,-1.506438e-06,-0.047062337,-0.038366754,41.560314,31.778364,0.21915874,9.562792,9.48233,19.045122,-0.01112638327179388,0.004025894500613934
19,19,0.0001419039999999,-9.796871e-05,-7.103475e-06,-8.5685664e-05,-0.52045625,-0.42442858,-1.4972346,-1.2209848,-0.0040339753,-0.011064714,-4.9626317e-07,-1.5890757e-06,-0.047128737,-0.038433168,-4.962633e-07,-1.589077e-06,-0.047128715,-0.03843315,41.686157,31.88845,0.21915874,9.578548,9.497954,19.076504,-0.01112638327179388,0.004025860637218683
20,20,0.000149373,-9.8116696e-05,-6.955482e-06,-8.583365e-05,-0.5204562,-0.4251616,-1.4972345,-1.2230935,-0.004149236,-0.010834193,-5.268221e-07,-1.6708537e-06,-0.047128733,-0.038499545,-5.268222e-07,-1.6708551e-06,-0.047128707,-0.038499527,41.812187,31.998693,0.21012202,9.603372,9.522569,19.12594,-0.010893310248519902,0.004140651657756943
21,21,0.000156842,-9.8264725e-05,-6.955482e-06,-8.598163e-05,-0.52118945,-0.4258946,-1.4993439,-1.2252022,-0.0041492754,-0.010834193,-5.578115e-07,-1.7517709e-06,-0.04719513,-0.03856592,-5.578117e-07,-1.7517724e-06,-0.047195103,-0.038565896,41.938446,32.10912,0.21012202,9.619204,9.538267,19.15747,-0.010893310248519902,0.00414069089495194
22,22,0.00016431,-9.856069e-05,-6.955482e-06,-8.6129614e-05,-0.5226554,-0.4266276,-1.5035613,-1.2273109,-0.0042645247,-0.010834193,-5.8923155e-07,-1.832688e-06,-0.04732788,-0.038632296,-5.892317e-07,-1.8326897e-06,-0.047327854,-0.038632274,42.19146,32.21974,0.21012202,9.761594,9.679459,19.441051,-0.010893310248519902,0.00425545738393006
23,23,0.000171779,-9.8708675e-05,-6.955482e-06,-8.62776e-05,-0.52338845,-0.42736062,-1.50567,-1.2294197,-0.0042645247,-0.010834193,-6.210819e-07,-1.9136053e-06,-0.047394257,-0.038698673,-6.210821e-07,-1.913607e-06,-0.047394227,-0.03869865,42.318253,32.330555,0.21012202,9.777572,9.695303,19.472874,-0.010893310248519902,0.00425545738393006
24,24,0.0001792479999999,-9.885666e-05,-6.955482e-06,-8.642558e-05,-0.52412146,-0.4280936,-1.5077786,-1.2315283,-0.0042645303,-0.010834193,-6.5293233e-07,-1.9945223e-06,-0.047460634,-0.038765047,-6.529325e-07,-1.9945244e-06,-0.047460604,-0.03876502,42.445236,32.441555,0.21012202,9.793557,9.711154,19.504711,-0.010893310248519902,0.004255462960150135
25,25,0.0001867159999999,-9.900464e-05,-6.955482e-06,-8.6573564e-05,-0.5248545,-0.42882663,-1.5098873,-1.233637,-0.0042645247,-0.010834193,-6.847827e-07,-2.0754394e-06,-0.047527008,-0.038831424,-6.8478295e-07,-2.0754417e-06,-0.047526974,-0.038831398,42.572403,32.552746,0.21012202,9.809532,9.726994,19.536526,-0.010893310248519902,0.00425545738393006
26,26,0.0001941849999999,-9.9300654e-05,-6.955482e-06,-8.672154e-05,-0.5263207,-0.42955962,-1.5141054,-1.2357457,-0.004379819,-0.010834193,-7.1706364e-07,-2.1563567e-06,-0.04765978,-0.038897797,-7.170639e-07,-2.156359e-06,-0.047659747,-0.03889777,42.82736,32.664127,0.21012202,9.953108,9.869362,19.82247,-0.010893310248519902,0.004370255506841411
27,27,0.0002016539999999,-9.944864e-05,-6.955482e-06,-8.686958e-05,-0.5270538,-0.4302929,-1.5162141,-1.2378551,-0.0043797796,-0.010834193,-7.49775e-07,-2.2372737e-06,-0.047726158,-0.038964197,-7.4977527e-07,-2.2372762e-06,-0.04772612,-0.038964167,42.955105,32.775738,0.21012202,9.96924,9.885359,19.854599,-0.010893310248519902,0.004370216278653073
28,28,0.0002091229999999,-9.959662e-05,-6.955482e-06,-8.701756e-05,-0.52778673,-0.43102586,-1.5183228,-1.2399638,-0.0043797796,-0.010834193,-7.8248615e-07,-2.318191e-06,-0.04779253,-0.03903057,-7.8248644e-07,-2.3181935e-06,-0.047792494,-0.03903054,43.083035,32.887497,0.21012202,9.985412,9.901394,19.886806,-0.010893310248519902,0.004370216278653073
29,29,0.0002165909999999,-9.9744604e-05,-6.955482e-06,-8.716554e-05,-0.52851975,-0.4317589,-1.5204315,-1.2420725,-0.0043797796,-0.010834193,-8.151973e-07,-2.399108e-06,-0.04785891,-0.039096948,-8.1519767e-07,-2.399111e-06,-0.04785887,-0.039096914,43.211155,32.999454,0.21012202,10.001578,9.917425,19.919003,-0.010893310248519902,0.004370216278653073
30,30,0.0002240599999999,-0.00010004057,-6.8074946e-06,-8.731353e-05,-0.5292527,-0.43249193,-1.5225401,-1.2441812,-0.0046102833,-0.01060368,-8.487693e-07,-2.4791643e-06,-0.047925282,-0.039163325,-8.487697e-07,-2.4791675e-06,-0.04792524,-0.03916329,43.46797,33.1116,0.20127586,10.1551,10.069654,20.224754,-0.010660299621360614,0.004599688494835794
31,31,0.000231529,-0.000100188554,-6.8074946e-06,-8.746151e-05,-0.5299857,-0.43322492,-1.5246489,-1.2462898,-0.0046102894,-0.01060368,-8.8320206e-07,-2.55836e-06,-0.04799166,-0.0392297,-8.8320246e-07,-2.5583631e-06,-0.04799162,-0.039229665,43.59667,33.223927,0.20127586,10.171468,10.085884,20.25735,-0.010660299621360614,0.004599694566842167
32,32,0.0002389959999999,-0.00010033654,-6.8074946e-06,-8.7609485e-05,-0.5307188,-0.43395787,-1.5267576,-1.2483984,-0.004610295,-0.01060368,-9.1763485e-07,-2.6375556e-06,-0.048058037,-0.039296072,-9.176353e-07,-2.637559e-06,-0.048057992,-0.039296035,43.725555,33.33645,0.20127586,10.187831,10.10211,20.28994,-0.010660299621360614,0.00459970014114303
33,33,0.000246466,-0.00010063255,-6.8074946e-06,-8.790545e-05,-0.532185,-0.43542388,-1.5309756,-1.2526158,-0.004610329,-0.01060368,-9.520678e-07,-2.716751e-06,-0.048190806,-0.039428823,-9.5206826e-07,-2.7167548e-06,-0.04819076,-0.039428785,43.98393,33.562065,0.20127586,10.22059,10.134593,20.355183,-0.010660299621360614,0.004599733985111702
34,34,0.000253935,-0.000100780526,-6.8074946e-06,-8.805348e-05,-0.532918,-0.43615714,-1.5330843,-1.2547252,-0.0046102894,-0.01060368,-9.865007e-07,-2.7959466e-06,-0.04825718,-0.039495222,-9.865013e-07,-2.7959504e-06,-0.04825713,-0.039495185,44.11338,33.675194,0.20127586,10.236912,10.150778,20.38769,-0.010660299621360614,0.004599694566842167
35,35,0.0002614039999999,-0.00010092851,-6.8074946e-06,-8.8201465e-05,-0.533651,-0.43689016,-1.535193,-1.2568339,-0.0046102894,-0.01060368,-1.0209335e-06,-2.875142e-06,-0.048323557,-0.0395616,-1.0209341e-06,-2.8751463e-06,-0.04832351,-0.03956156,44.243027,33.78848,0.20127586,10.253272,10.167,20.420273,-0.010660299621360614,0.004599694566842167
36,36,0.000268871,-0.000101224476,-6.8074946e-06,-8.834945e-05,-0.53511703,-0.43762317,-1.5394104,-1.2589426,-0.004725538,-0.01060368,-1.0557967e-06,-2.9543376e-06,-0.048456308,-0.039627973,-1.0557973e-06,-2.9543419e-06,-0.048456255,-0.039627932,44.502884,33.90196,0.20127586,10.3996525,10.312149,20.711802,-0.010660299621360614,0.004714407695981475
37,37,0.0002763399999999,-0.00010137246,-6.8074946e-06,-8.849743e-05,-0.53585005,-0.43835616,-1.541519,-1.2610513,-0.0047255442,-0.01060368,-1.0910903e-06,-3.0335332e-06,-0.048522685,-0.03969435,-1.0910909e-06,-3.0335377e-06,-0.048522633,-0.039694306,44.633102,34.015617,0.20127586,10.416209,10.328567,20.744776,-0.010660299621360614,0.004714413866820988
38,38,0.0002838099999999,-0.00010152044,-6.8074946e-06,-8.8645415e-05,-0.536583,-0.43908918,-1.5436277,-1.26316,-0.004725538,-0.01060368,-1.1263838e-06,-3.1127286e-06,-0.04858906,-0.039760724,-1.1263845e-06,-3.1127336e-06,-0.048589002,-0.03976068,44.7635,34.129475,0.20127586,10.432751,10.344969,20.77772,-0.010660299621360614,0.004714407695981475
39,39,0.0002912789999999,-0.00010166848,-6.8074946e-06,-8.87934e-05,-0.53731626,-0.4398222,-1.5457371,-1.2652688,-0.0047255782,-0.01060368,-1.1616776e-06,-3.1919242e-06,-0.048655458,-0.0398271,-1.1616783e-06,-3.1919292e-06,-0.048655402,-0.039827056,44.894146,34.243526,0.20127586,10.449346,10.361424,20.81077,-0.010660299621360614,0.004714447706907514
40,40,0.0002987459999999,-0.000101816455,-6.8074946e-06,-8.894138e-05,-0.5380493,-0.44055519,-1.5478457,-1.2673774,-0.0047255782,-0.01060368,-1.1969714e-06,-3.2711198e-06,-0.04872183,-0.03989348,-1.1969721e-06,-3.271125e-06,-0.04872177,-0.03989343,45.024925,34.357758,0.20127586,10.465895,10.377834,20.843729,-0.010660299621360614,0.004714447706907514
41,41,0.0003062159999999,-0.00010196444,-6.955482e-06,-8.9089364e-05,-0.5395153,-0.4412882,-1.5520632,-1.2694861,-0.0046103233,-0.010834193,-1.2318349e-06,-3.351176e-06,-0.048854586,-0.03995985,-1.2318355e-06,-3.3511817e-06,-0.048854526,-0.039959803,45.155907,34.472183,0.21012202,10.4735985,10.385473,20.859072,-0.010893310248519902,0.004599728311270156
42,42,0.000313685,-0.000102260405,-6.955482e-06,-8.9237394e-05,-0.5409813,-0.44202143,-1.5562806,-1.2715955,-0.004725538,-0.010834193,-1.2666981e-06,-3.432093e-06,-0.048987336,-0.04002625,-1.266699e-06,-3.432099e-06,-0.048987273,-0.0400262,45.418427,34.586838,0.21012202,10.621468,10.532099,21.153566,-0.010893310248519902,0.004714407695981475
43,43,0.0003211519999999,-0.00010240839,-6.8074946e-06,-8.938538e-05,-0.5409813,-0.44275445,-1.5562806,-1.2737042,-0.004840793,-0.01060368,-1.3024221e-06,-3.5121495e-06,-0.048987336,-0.04009263,-1.3024229e-06,-3.5121557e-06,-0.048987273,-0.040092576,45.549976,34.70164,0.20127586,10.647059,10.557474,21.204533,-0.010660299621360614,0.0048291140366964
44,44,0.000328621,-0.000102704355,-6.8074946e-06,-8.953336e-05,-0.5424473,-0.44348744,-1.560498,-1.2758129,-0.004956048,-0.01060368,-1.3390068e-06,-3.5913451e-06,-0.049120087,-0.040159002,-1.3390077e-06,-3.5913515e-06,-0.04912002,-0.04015895,45.81364,34.81664,0.20127586,10.795728,10.704891,21.500618,-0.010660299621360614,0.004943807221375571
45,45,0.00033609,-0.000102852384,-6.8074946e-06,-8.968134e-05,-0.5431806,-0.44422045,-1.5626073,-1.2779216,-0.004956082,-0.01060368,-1.376022e-06,-3.6705405e-06,-0.049186487,-0.04022538,-1.3760231e-06,-3.6705474e-06,-0.04918642,-0.040225323,45.945797,34.931828,0.20127586,10.812697,10.721719,21.534416,-0.010660299621360614,0.004943841053700518
46,46,0.0003435599999999,-0.00010300037,-6.8074946e-06,-8.982933e-05,-0.5439136,-0.44495347,-1.5647161,-1.2800303,-0.004956082,-0.01060368,-1.4130375e-06,-3.7497362e-06,-0.04925286,-0.040291756,-1.4130385e-06,-3.7497432e-06,-0.04925279,-0.0402917,46.07811,35.047207,0.20127586,10.829628,10.738507,21.568134,-0.010660299621360614,0.004943841053700518
47,47,0.000351027,-0.000103296334,-6.8074946e-06,-8.997731e-05,-0.5453796,-0.44568646,-1.5689335,-1.282139,-0.005071337,-0.01060368,-1.4504833e-06,-3.8289318e-06,-0.04938561,-0.04035813,-1.4504843e-06,-3.828939e-06,-0.04938554,-0.04035807,46.343292,35.16277,0.20127586,10.979249,10.886869,21.86612,-0.010660299621360614,0.005058521081481955
48,48,0.0003584959999999,-0.00010344432,-6.8074946e-06,-9.012529e-05,-0.5461126,-0.44641948,-1.5710422,-1.2842476,-0.005071337,-0.01060368,-1.4883595e-06,-3.908127e-06,-0.04945199,-0.040424507,-1.4883606e-06,-3.9081347e-06,-0.049451914,-0.040424448,46.476173,35.278526,0.20127586,10.996373,10.903849,21.900223,-0.010660299621360614,0.005058521081481955
49,49,0.0003659659999999,-0.0001035923,-6.8074946e-06,-9.042131e-05,-0.5468456,-0.44788575,-1.5731508,-1.2884657,-0.0049560424,-0.01060368,-1.5258051e-06,-3.9873225e-06,-0.049518365,-0.04055728,-1.5258063e-06,-3.9873307e-06,-0.04951829,-0.040557217,46.609238,35.51065,0.20127586,10.897313,10.805623,21.702936,-0.010660299621360614,0.0049438016489925345
50,50,0.0003734329999999,-0.00010374028,-6.8074946e-06,-9.0569294e-05,-0.54757863,-0.44861877,-1.5752596,-1.2905746,-0.0049560424,-0.01060368,-1.5628202e-06,-4.066518e-06,-0.04958474,-0.040623657,-1.5628215e-06,-4.0665263e-06,-0.04958466,-0.040623594,46.7425,35.62698,0.20127586,10.914245,10.822412,21.736656,-0.010660299621360614,0.0049438016489925345
51,51,0.0003809019999999,-0.00010403629,-6.8074946e-06,-9.071727e-05,-0.54904485,-0.44935176,-1.5794775,-1.2926831,-0.0050713313,-0.01060368,-1.6002659e-06,-4.145714e-06,-0.049717512,-0.04069003,-1.6002672e-06,-4.1457224e-06,-0.049717434,-0.040689968,47.00963,35.743496,0.20127586,11.064857,10.971757,22.036613,-0.010660299621360614,0.005058515410242676
52,52,0.0003883709999999,-0.00010418428,-6.8074946e-06,-9.086525e-05,-0.54977787,-0.45008475,-1.5815862,-1.2947918,-0.005071337,-0.01060368,-1.6381421e-06,-4.2249094e-06,-0.04978389,-0.040756404,-1.6381434e-06,-4.224918e-06,-0.049783807,-0.040756337,47.14346,35.860203,0.20127586,11.081981,10.988736,22.070717,-0.010660299621360614,0.005058521081481955
53,53,0.0003958399999999,-0.000104332255,-6.8074946e-06,-9.101323e-05,-0.5505108,-0.45081773,-1.5836949,-1.2969004,-0.005071337,-0.01060368,-1.6760183e-06,-4.3041046e-06,-0.049850263,-0.040822778,-1.6760197e-06,-4.304114e-06,-0.04985018,-0.04082271,47.277477,35.977097,0.20127586,11.099105,11.005716,22.10482,-0.010660299621360614,0.005058521081481955
54,54,0.0004033079999999,-0.00010462822,-6.8074946e-06,-9.1161215e-05,-0.55197686,-0.45155075,-1.5879122,-1.2990091,-0.005186586,-0.01060368,-1.7143249e-06,-4.3833e-06,-0.049983013,-0.040889155,-1.7143263e-06,-4.3833097e-06,-0.049982928,-0.040889084,47.546085,36.09419,0.20127586,11.25062,11.155956,22.406576,-0.010660299621360614,0.0051731819902217785
55,55,0.0004107759999999,-0.000104776205,-6.8074946e-06,-9.13092e-05,-0.5527099,-0.45228377,-1.590021,-1.3011179,-0.005186586,-0.01060368,-1.7530618e-06,-4.462496e-06,-0.05004939,-0.040955532,-1.7530633e-06,-4.462506e-06,-0.0500493,-0.04095546,47.680676,36.211468,0.20127586,11.267933,11.173123,22.441055,-0.010660299621360614,0.0051731819902217785
56,56,0.000418246,-0.00010492419,-6.8074946e-06,-9.145723e-05,-0.5534429,-0.453017,-1.5921297,-1.3032272,-0.005186552,-0.01060368,-1.7917987e-06,-4.5416914e-06,-0.050115768,-0.04102193,-1.7918003e-06,-4.541702e-06,-0.05011568,-0.041021854,47.81546,36.328976,0.20127586,11.285211,11.190256,22.475468,-0.010660299621360614,0.0051731481656553
57,57,0.000425713,-0.000105220206,-6.8074946e-06,-9.1605216e-05,-0.55490917,-0.45375,-1.5963478,-1.305336,-0.0053018406,-0.01060368,-1.8309659e-06,-4.620887e-06,-0.05024854,-0.041088305,-1.8309676e-06,-4.6208975e-06,-0.050248448,-0.04108823,48.085636,36.44664,0.20127586,11.437721,11.341483,22.779205,-0.010660299621360614,0.005287835323811194
58,58,0.000433183,-0.000105368184,-6.8074946e-06,-9.1753194e-05,-0.5556421,-0.454483,-1.5984564,-1.3074446,-0.0053018406,-0.01060368,-1.8705637e-06,-4.7000826e-06,-0.050314914,-0.04115468,-1.8705654e-06,-4.7000935e-06,-0.05031482,-0.0411546,48.22098,36.564487,0.20127586,11.455223,11.358838,22.81406,-0.010660299621360614,0.005287835323811194
59,59,0.0004406519999999,-0.00010551617,-6.8074946e-06,-9.190118e-05,-0.55637515,-0.45521602,-1.6005652,-1.3095533,-0.0053018406,-0.01060368,-1.9101615e-06,-4.779278e-06,-0.05038129,-0.041221056,-1.9101633e-06,-4.779289e-06,-0.050381195,-0.041220978,48.35653,36.68253,0.20127586,11.472725,11.376193,22.848919,-0.010660299621360614,0.005287835323811194
60,60,0.0004481209999999,-0.000105664156,-6.8074946e-06,-9.2049166e-05,-0.55710816,-0.45594904,-1.6026739,-1.3116621,-0.0053018406,-0.01060368,-1.9497593e-06,-4.8584734e-06,-0.05044767,-0.041287433,-1.949761e-06,-4.858485e-06,-0.050447572,-0.04128735,48.49226,36.80076,0.20127586,11.490227,11.393547,22.883774,-0.010660299621360614,0.005287835323811194
61,61,0.0004555879999999,-0.00010596012,-6.8074946e-06,-9.2197144e-05,-0.5585742,-0.45668203,-1.6068913,-1.3137707,-0.0054170955,-0.01060368,-1.9897873e-06,-4.937669e-06,-0.05058042,-0.041353807,-1.9897893e-06,-4.9376813e-06,-0.05058032,-0.041353725,48.764294,36.919178,0.20127586,11.643845,11.545873,23.189716,-0.010660299621360614,0.005402475811904113
62,62,0.0004630579999999,-0.0001061081,-6.8074946e-06,-9.234513e-05,-0.55930716,-0.45741504,-1.6089998,-1.3158795,-0.00541709,-0.01060368,-2.030246e-06,-5.0168646e-06,-0.050646793,-0.041420184,-2.030248e-06,-5.016877e-06,-0.05064669,-0.0414201,48.900597,37.03779,0.20127586,11.661531,11.563411,23.224941,-0.010660299621360614,0.005402470341537584
63,63,0.0004705259999999,-0.000106256135,-6.8074946e-06,-9.249311e-05,-0.5600404,-0.45814803,-1.6111094,-1.317988,-0.005417135,-0.01060368,-2.0707046e-06,-5.0960602e-06,-0.050713193,-0.041486558,-2.0707068e-06,-5.096073e-06,-0.05071309,-0.041486472,49.037136,37.15659,0.20127586,11.679273,11.581002,23.260275,-0.010660299621360614,0.005402515099081106
64,64,0.0004779939999999,-0.0001065521,-6.8074946e-06,-9.2641145e-05,-0.56150645,-0.45888132,-1.6153268,-1.3200974,-0.005532345,-0.01060368,-2.1115936e-06,-5.1752554e-06,-0.050845943,-0.041552957,-2.111596e-06,-5.175269e-06,-0.050845835,-0.041552868,49.31069,37.275623,0.20127586,11.8337965,11.734226,23.568024,-0.010660299621360614,0.005517097788772518
65,65,0.0004854629999999,-0.000106700085,-6.8074946e-06,-9.278912e-05,-0.56223947,-0.4596143,-1.6174355,-1.3222061,-0.0055323504,-0.01060368,-2.152913e-06,-5.254451e-06,-0.05091232,-0.04161933,-2.1529154e-06,-5.2544647e-06,-0.050912213,-0.04161924,49.447758,37.3948,0.20127586,11.851684,11.751964,23.603647,-0.010660299621360614,0.005517103159062211
66,66,0.000492933,-0.00010684806,-6.8074946e-06,-9.293711e-05,-0.5629724,-0.46034732,-1.6195441,-1.3243148,-0.005532345,-0.01060368,-2.1942324e-06,-5.3336466e-06,-0.050978694,-0.041685708,-2.1942349e-06,-5.3336607e-06,-0.050978582,-0.041685615,49.585007,37.51417,0.20127586,11.86956,11.769689,23.639248,-0.010660299621360614,0.005517097788772518
67,67,0.000500402,-0.000107144035,-6.8074946e-06,-9.3085095e-05,-0.56443846,-0.46108034,-1.6237615,-1.3264236,-0.0056475997,-0.01060368,-2.235982e-06,-5.4128423e-06,-0.05111145,-0.041752085,-2.2359845e-06,-5.412857e-06,-0.051111333,-0.041751992,49.86009,37.63374,0.20127586,12.025075,11.923896,23.94897,-0.010660299621360614,0.005631711799746487
