,Time,Incident Raw,Transmitted Raw
118,-0.39849603,2.367825e-06,2.8117915e-05
119,-0.3984835,2.367825e-06,3.3741497e-05
120,-0.39847103,2.367825e-06,3.09297e-05
121,-0.3984585,2.367825e-06,3.09297e-05
122,-0.39844602,2.367825e-06,3.09297e-05
123,-0.3984335,2.367825e-06,3.3741497e-05
124,-0.39842102,2.367825e-06,3.3741497e-05
125,-0.39840853,2.367825e-06,3.3741497e-05
126,-0.39839602,2.367825e-06,3.09297e-05
127,-0.39838353,2.367825e-06,3.3741497e-05
128,-0.398371,2.367825e-06,3.09297e-05
129,-0.39835852,2.367825e-06,3.3741497e-05
130,-0.398346,2.367825e-06,3.09297e-05
131,-0.39833352,2.367825e-06,3.09297e-05
132,-0.39832103,2.367825e-06,3.6553287e-05
133,-0.39830852,2.367825e-06,3.3741497e-05
134,-0.39829603,2.367825e-06,3.3741497e-05
135,-0.3982835,2.5158126e-06,3.6553287e-05
136,-0.39827102,2.367825e-06,3.3741497e-05
137,-0.3982585,2.367825e-06,3.3741497e-05
138,-0.39824602,2.367825e-06,3.3741497e-05
139,-0.39823353,2.367825e-06,3.09297e-05
140,-0.39822102,2.367825e-06,3.09297e-05
141,-0.39820853,2.367825e-06,3.3741497e-05
142,-0.398196,2.367825e-06,3.09297e-05
143,-0.39818352,2.367825e-06,3.3741497e-05
144,-0.398171,2.367825e-06,3.3741497e-05
145,-0.39815852,2.367825e-06,3.09297e-05
146,-0.39814603,2.367825e-06,3.09297e-05
147,-0.39813352,2.367825e-06,3.6553287e-05
148,-0.39812103,2.367825e-06,3.09297e-05
149,-0.3981085,2.367825e-06,3.09297e-05
150,-0.39809602,2.367825e-06,3.6553287e-05
151,-0.3980835,2.367825e-06,2.8117915e-05
152,-0.39807102,2.367825e-06,3.3741497e-05
153,-0.39805853,2.367825e-06,3.6553287e-05
154,-0.39804602,2.367825e-06,3.3741497e-05
155,-0.39803353,2.367825e-06,3.6553287e-05
156,-0.398021,2.367825e-06,3.3741497e-05
157,-0.39800853,2.367825e-06,3.6553287e-05
158,-0.397996,2.367825e-06,3.6553287e-05
159,-0.39798352,2.367825e-06,3.6553287e-05
160,-0.39797103,2.367825e-06,3.6553287e-05
161,-0.39795852,2.367825e-06,3.6553287e-05
162,-0.39794603,2.367825e-06,3.3741497e-05
163,-0.3979335,2.2198374e-06,3.6553287e-05
164,-0.39792103,2.2198374e-06,3.09297e-05
165,-0.3979085,2.2198374e-06,3.09297e-05
166,-0.39789602,2.2198374e-06,3.3741497e-05
167,-0.39788353,2.2198374e-06,3.3741497e-05
168,-0.39787102,2.367825e-06,3.3741497e-05
169,-0.39785853,2.367825e-06,3.6553287e-05
170,-0.397846,2.367825e-06,3.3741497e-05
171,-0.39783353,2.367825e-06,3.3741497e-05
172,-0.397821,2.367825e-06,3.3741497e-05
173,-0.39780852,2.367825e-06,3.3741497e-05
174,-0.39779603,2.2198374e-06,3.09297e-05
175,-0.39778352,2.2198374e-06,3.09297e-05
176,-0.39777103,2.2198374e-06,2.8117915e-05
177,-0.3977585,2.2198374e-06,3.6553287e-05
178,-0.39774603,2.2198374e-06,3.9365077e-05
179,-0.3977335,2.2198374e-06,3.6553287e-05
180,-0.39772102,2.2198374e-06,3.3741497e-05
181,-0.3977085,2.2198374e-06,3.3741497e-05
182,-0.39769602,2.2198374e-06,3.3741497e-05
183,-0.39768353,2.2198374e-06,3.3741497e-05
184,-0.397671,2.2198374e-06,2.8117915e-05
185,-0.39765853,2.2198374e-06,3.09297e-05
186,-0.397646,2.2198374e-06,3.6553287e-05
187,-0.39763352,2.2198374e-06,3.6553287e-05
188,-0.397621,2.367825e-06,3.6553287e-05
189,-0.39760852,2.367825e-06,3.3741497e-05
190,-0.39759603,2.367825e-06,3.9365077e-05
191,-0.3975835,2.2198374e-06,3.6553287e-05
192,-0.39757103,2.2198374e-06,3.3741497e-05
193,-0.3975585,2.2198374e-06,3.09297e-05
194,-0.39754602,2.2198374e-06,2.8117915e-05
195,-0.3975335,2.2198374e-06,3.09297e-05
196,-0.39752102,2.2198374e-06,2.8117915e-05
197,-0.39750853,2.2198374e-06,3.09297e-05
198,-0.397496,2.2198374e-06,2.8117915e-05
199,-0.39748353,2.2198374e-06,3.3741497e-05
200,-0.397471,2.2198374e-06,3.6553287e-05
201,-0.39745852,2.2198374e-06,3.6553287e-05
202,-0.397446,2.2198374e-06,3.09297e-05
203,-0.39743352,2.2198374e-06,3.3741497e-05
204,-0.39742103,2.2198374e-06,3.6553287e-05
205,-0.39740852,2.2198374e-06,3.3741497e-05
206,-0.39739603,2.071845e-06,3.6553287e-05
207,-0.3973835,2.2198374e-06,3.3741497e-05
208,-0.39737102,2.071845e-06,3.3741497e-05
209,-0.3973585,2.071845e-06,3.09297e-05
210,-0.39734602,2.071845e-06,3.3741497e-05
211,-0.39733353,2.071845e-06,3.3741497e-05
212,-0.39732102,2.071845e-06,3.3741497e-05
213,-0.39730853,2.071845e-06,3.3741497e-05
214,-0.397296,2.071845e-06,3.3741497e-05
215,-0.39728352,2.071845e-06,3.3741497e-05
216,-0.397271,2.071845e-06,3.3741497e-05
217,-0.39725852,2.071845e-06,3.3741497e-05
218,-0.39724603,2.071845e-06,3.3741497e-05
219,-0.39723352,2.071845e-06,3.6553287e-05
220,-0.39722103,2.071845e-06,3.3741497e-05
221,-0.3972085,2.071845e-06,3.6553287e-05
222,-0.39719602,2.071845e-06,3.9365077e-05
223,-0.3971835,2.071845e-06,3.3741497e-05
224,-0.39717102,2.071845e-06,3.3741497e-05
225,-0.39715853,2.071845e-06,3.3741497e-05
226,-0.39714602,2.071845e-06,3.09297e-05
227,-0.39713353,2.071845e-06,3.09297e-05
228,-0.397121,2.071845e-06,3.09297e-05
229,-0.39710853,2.071845e-06,3.3741497e-05
230,-0.397096,1.9238573e-06,3.3741497e-05
231,-0.39708352,1.9238573e-06,3.6553287e-05
232,-0.39707103,1.9238573e-06,3.09297e-05
233,-0.39705852,2.071845e-06,3.6553287e-05
234,-0.39704603,2.071845e-06,3.3741497e-05
235,-0.3970335,1.9238573e-06,3.09297e-05
236,-0.39702103,1.9238573e-06,3.3741497e-05
237,-0.3970085,1.9238573e-06,3.09297e-05
238,-0.39699602,1.9238573e-06,3.9365077e-05
239,-0.39698353,1.9238573e-06,3.3741497e-05
240,-0.39697102,1.9238573e-06,3.3741497e-05
241,-0.39695853,1.9238573e-06,3.3741497e-05
242,-0.396946,2.071845e-06,3.3741497e-05
243,-0.39693353,2.071845e-06,3.09297e-05
244,-0.396921,2.071845e-06,3.09297e-05
245,-0.39690852,2.071845e-06,2.8117915e-05
246,-0.39689603,1.9238573e-06,3.3741497e-05
247,-0.39688352,1.9238573e-06,3.3741497e-05
248,-0.39687103,2.071845e-06,3.3741497e-05
249,-0.3968585,1.9238573e-06,3.3741497e-05
250,-0.39684603,1.9238573e-06,3.09297e-05
251,-0.3968335,1.9238573e-06,3.3741497e-05
252,-0.39682102,1.9238573e-06,3.6553287e-05
253,-0.39680853,1.9238573e-06,3.09297e-05
254,-0.39679602,1.9238573e-06,3.9365077e-05
255,-0.39678353,1.9238573e-06,3.6553287e-05
256,-0.396771,1.9238573e-06,3.09297e-05
257,-0.39675853,1.9238573e-06,3.09297e-05
258,-0.396746,1.9238573e-06,3.09297e-05
259,-0.39673352,1.9238573e-06,3.3741497e-05
260,-0.396721,1.9238573e-06,3.3741497e-05
261,-0.39670852,1.9238573e-06,3.6553287e-05
262,-0.39669603,2.071845e-06,3.3741497e-05
263,-0.3966835,2.071845e-06,3.3741497e-05
264,-0.39667103,1.9238573e-06,3.6553287e-05
265,-0.3966585,2.071845e-06,3.6553287e-05
266,-0.39664602,1.9238573e-06,3.09297e-05
267,-0.3966335,1.9238573e-06,3.3741497e-05
268,-0.39662102,1.9238573e-06,3.3741497e-05
269,-0.39660853,1.9238573e-06,3.6553287e-05
270,-0.396596,1.9238573e-06,3.09297e-05
271,-0.39658353,1.9238573e-06,3.3741497e-05
272,-0.396571,1.9238573e-06,3.6553287e-05
273,-0.39655852,1.9238573e-06,3.3741497e-05
274,-0.396546,1.9238573e-06,3.09297e-05
275,-0.39653352,2.071845e-06,3.09297e-05
276,-0.39652103,2.071845e-06,3.09297e-05
277,-0.3965085,2.071845e-06,3.6553287e-05
278,-0.39649603,2.071845e-06,3.9365077e-05
279,-0.3964835,2.071845e-06,3.6553287e-05
280,-0.39647102,2.071845e-06,3.3741497e-05
281,-0.3964585,2.071845e-06,3.3741497e-05
282,-0.39644602,2.071845e-06,3.09297e-05
283,-0.39643353,2.071845e-06,3.3741497e-05
284,-0.39642102,2.071845e-06,3.3741497e-05
285,-0.39640853,2.071845e-06,3.6553287e-05
286,-0.396396,2.2198374e-06,3.09297e-05
287,-0.39638352,2.2198374e-06,3.3741497e-05
288,-0.396371,2.2198374e-06,3.09297e-05
289,-0.39635852,2.2198374e-06,3.3741497e-05
290,-0.39634603,2.2198374e-06,3.09297e-05
291,-0.39633352,2.2198374e-06,3.3741497e-05
292,-0.39632103,2.2198374e-06,3.6553287e-05
293,-0.3963085,2.2198374e-06,3.6553287e-05
294,-0.39629602,2.2198374e-06,3.3741497e-05
295,-0.3962835,2.2198374e-06,3.09297e-05
296,-0.39627102,2.071845e-06,3.09297e-05
297,-0.39625853,2.071845e-06,3.6553287e-05
298,-0.39624602,2.071845e-06,3.3741497e-05
299,-0.39623353,2.071845e-06,3.6553287e-05
300,-0.396221,2.071845e-06,3.09297e-05
301,-0.39620852,2.071845e-06,3.3741497e-05
302,-0.396196,2.071845e-06,2.8117915e-05
303,-0.39618352,2.071845e-06,3.3741497e-05
304,-0.39617103,2.071845e-06,3.3741497e-05
305,-0.39615852,2.071845e-06,3.6553287e-05
306,-0.39614603,2.071845e-06,3.3741497e-05
307,-0.3961335,2.071845e-06,3.3741497e-05
308,-0.39612103,2.071845e-06,3.09297e-05
309,-0.3961085,2.071845e-06,3.09297e-05
310,-0.39609602,2.2198374e-06,3.09297e-05
311,-0.39608353,2.2198374e-06,3.3741497e-05
312,-0.39607102,2.2198374e-06,3.3741497e-05
313,-0.39605853,2.2198374e-06,3.09297e-05
314,-0.396046,2.2198374e-06,2.8117915e-05
315,-0.39603353,2.2198374e-06,3.3741497e-05
316,-0.396021,2.2198374e-06,3.3741497e-05
317,-0.39600852,2.2198374e-06,3.9365077e-05
318,-0.39599603,2.2198374e-06,3.09297e-05
319,-0.39598352,2.2198374e-06,3.9365077e-05
320,-0.39597103,2.2198374e-06,3.9365077e-05
321,-0.3959585,2.2198374e-06,3.9365077e-05
322,-0.39594603,2.2198374e-06,3.3741497e-05
323,-0.3959335,2.367825e-06,3.09297e-05
324,-0.39592102,2.367825e-06,3.6553287e-05
325,-0.39590853,2.367825e-06,3.3741497e-05
326,-0.39589602,2.367825e-06,3.3741497e-05
327,-0.39588353,2.367825e-06,3.9365077e-05
328,-0.395871,2.367825e-06,3.6553287e-05
329,-0.39585853,2.367825e-06,3.6553287e-05
330,-0.395846,2.367825e-06,3.3741497e-05
331,-0.39583352,2.367825e-06,3.3741497e-05
332,-0.395821,2.367825e-06,3.6553287e-05
333,-0.39580852,2.367825e-06,3.9365077e-05
334,-0.39579603,2.367825e-06,3.6553287e-05
335,-0.3957835,2.5158126e-06,3.09297e-05
336,-0.39577103,2.5158126e-06,3.3741497e-05
337,-0.3957585,2.5158126e-06,3.09297e-05
338,-0.39574602,2.5158126e-06,3.3741497e-05
339,-0.3957335,2.367825e-06,3.3741497e-05
340,-0.39572102,2.367825e-06,3.09297e-05
341,-0.39570853,2.367825e-06,3.09297e-05
342,-0.395696,2.367825e-06,3.3741497e-05
343,-0.39568353,2.367825e-06,3.3741497e-05
344,-0.395671,2.367825e-06,3.6553287e-05
345,-0.39565852,2.5158126e-06,3.09297e-05
346,-0.395646,2.5158126e-06,3.9365077e-05
347,-0.39563352,2.5158126e-06,3.3741497e-05
348,-0.39562103,2.5158126e-06,3.6553287e-05
349,-0.3956085,2.5158126e-06,3.09297e-05
350,-0.39559603,2.5158126e-06,2.5454108e-05
351,-0.3955835,2.367825e-06,3.3741497e-05
352,-0.39557102,2.367825e-06,3.3741497e-05
353,-0.3955585,2.367825e-06,3.6553287e-05
354,-0.39554602,2.367825e-06,3.6553287e-05
355,-0.39553353,2.367825e-06,3.3741497e-05
356,-0.39552101,2.367825e-06,3.3741497e-05
357,-0.39550853,2.367825e-06,3.09297e-05
358,-0.395496,2.5158126e-06,3.3741497e-05
359,-0.39548352,2.5158126e-06,3.3741497e-05
360,-0.395471,2.5158126e-06,3.6553287e-05
361,-0.39545852,2.5158126e-06,3.3741497e-05
362,-0.39544603,2.5158126e-06,3.3741497e-05
363,-0.39543352,2.5158126e-06,3.3741497e-05
364,-0.39542103,2.5158126e-06,3.6553287e-05
365,-0.3954085,2.5158126e-06,3.9365077e-05
366,-0.39539602,2.5158126e-06,3.3741497e-05
367,-0.3953835,2.5158126e-06,3.3741497e-05
368,-0.39537102,2.5158126e-06,3.09297e-05
369,-0.39535853,2.5158126e-06,3.09297e-05
370,-0.39534602,2.5158126e-06,3.3741497e-05
371,-0.39533353,2.5158126e-06,3.6553287e-05
372,-0.395321,2.663805e-06,3.3741497e-05
373,-0.39530852,2.663805e-06,3.09297e-05
374,-0.395296,2.663805e-06,3.3741497e-05
375,-0.39528352,2.663805e-06,3.3741497e-05
376,-0.39527103,2.663805e-06,3.09297e-05
377,-0.39525852,2.663805e-06,3.09297e-05
378,-0.39524603,2.663805e-06,3.09297e-05
379,-0.3952335,2.663805e-06,3.3741497e-05
380,-0.39522102,2.663805e-06,3.3741497e-05
381,-0.3952085,2.663805e-06,3.09297e-05
382,-0.39519602,2.663805e-06,3.6553287e-05
383,-0.39518353,2.663805e-06,3.09297e-05
384,-0.39517102,2.663805e-06,2.8117915e-05
385,-0.39515853,2.663805e-06,3.3741497e-05
386,-0.395146,2.663805e-06,3.6553287e-05
387,-0.39513353,2.663805e-06,3.6553287e-05
388,-0.395121,2.663805e-06,3.3741497e-05
389,-0.39510852,2.663805e-06,3.6553287e-05
390,-0.39509603,2.663805e-06,3.6553287e-05
391,-0.39508352,2.663805e-06,3.3741497e-05
392,-0.39507103,2.663805e-06,3.09297e-05
393,-0.3950585,2.8117925e-06,3.3741497e-05
394,-0.39504603,2.8117925e-06,3.6553287e-05
395,-0.3950335,2.8117925e-06,3.3741497e-05
396,-0.39502102,2.8117925e-06,3.9365077e-05
397,-0.39500853,2.8117925e-06,3.6553287e-05
398,-0.39499602,2.8117925e-06,3.3741497e-05
399,-0.39498353,2.8117925e-06,3.3741497e-05
400,-0.394971,2.8117925e-06,3.3741497e-05
401,-0.39495853,2.8117925e-06,2.5454108e-05
402,-0.394946,2.8117925e-06,3.09297e-05
403,-0.39493352,2.8117925e-06,3.09297e-05
404,-0.39492103,2.8117925e-06,3.09297e-05
405,-0.39490852,2.8117925e-06,3.09297e-05
406,-0.39489603,2.8117925e-06,3.3741497e-05
407,-0.3948835,2.95978e-06,3.3741497e-05
408,-0.39487103,2.95978e-06,3.3741497e-05
409,-0.3948585,2.95978e-06,3.3741497e-05
410,-0.39484602,2.95978e-06,3.6553287e-05
411,-0.3948335,2.95978e-06,3.9365077e-05
412,-0.39482102,2.95978e-06,3.09297e-05
413,-0.39480853,2.95978e-06,3.09297e-05
414,-0.394796,2.95978e-06,3.3741497e-05
415,-0.39478353,2.95978e-06,3.09297e-05
416,-0.394771,2.95978e-06,3.09297e-05
417,-0.39475852,2.95978e-06,3.3741497e-05
418,-0.394746,3.1077675e-06,3.3741497e-05
419,-0.39473352,3.1077675e-06,3.3741497e-05
420,-0.39472103,3.1077675e-06,3.09297e-05
421,-0.3947085,3.1077675e-06,3.3741497e-05
422,-0.39469603,3.1077675e-06,3.3741497e-05
423,-0.3946835,3.1077675e-06,3.09297e-05
424,-0.39467102,3.1077675e-06,3.09297e-05
425,-0.3946585,3.1077675e-06,3.6553287e-05
426,-0.39464602,3.1077675e-06,3.09297e-05
427,-0.39463353,3.1077675e-06,3.09297e-05
428,-0.394621,3.1077675e-06,3.6553287e-05
429,-0.39460853,3.1077675e-06,3.3741497e-05
430,-0.394596,3.1077675e-06,3.6553287e-05
431,-0.39458352,3.1077675e-06,3.6553287e-05
432,-0.394571,3.1077675e-06,3.6553287e-05
433,-0.39455852,3.1077675e-06,3.6553287e-05
434,-0.39454603,3.1077675e-06,3.3741497e-05
435,-0.39453351,3.1077675e-06,3.6553287e-05
436,-0.39452103,3.1077675e-06,3.3741497e-05
437,-0.3945085,3.1077675e-06,3.3741497e-05
438,-0.39449602,3.1077675e-06,3.3741497e-05
439,-0.3944835,3.1077675e-06,3.6553287e-05
440,-0.39447102,3.1077675e-06,3.09297e-05
441,-0.39445853,3.1077675e-06,3.3741497e-05
442,-0.39444602,3.1077675e-06,3.09297e-05
443,-0.39443353,3.1077675e-06,3.6553287e-05
444,-0.394421,2.95978e-06,3.09297e-05
445,-0.39440852,2.95978e-06,2.8117915e-05
446,-0.394396,3.1077675e-06,3.6553287e-05
447,-0.39438352,3.1077675e-06,3.9365077e-05
448,-0.39437103,2.95978e-06,3.09297e-05
449,-0.39435852,2.95978e-06,3.3741497e-05
450,-0.39434603,3.1077675e-06,3.3741497e-05
451,-0.3943335,3.1077675e-06,3.3741497e-05
452,-0.39432102,3.1077675e-06,3.3741497e-05
453,-0.3943085,3.1077675e-06,3.09297e-05
454,-0.39429602,3.1077675e-06,3.09297e-05
455,-0.39428353,3.1077675e-06,3.09297e-05
456,-0.39427102,3.1077675e-06,3.3741497e-05
457,-0.39425853,3.1077675e-06,3.3741497e-05
458,-0.394246,3.1077675e-06,3.3741497e-05
459,-0.39423352,3.1077675e-06,3.3741497e-05
460,-0.394221,3.1077675e-06,3.3741497e-05
461,-0.39420852,3.1077675e-06,3.3741497e-05
462,-0.39419603,3.2557598e-06,3.09297e-05
463,-0.39418352,3.2557598e-06,3.3741497e-05
464,-0.39417103,3.2557598e-06,3.09297e-05
465,-0.3941585,3.2557598e-06,3.09297e-05
466,-0.39414603,3.2557598e-06,3.09297e-05
467,-0.3941335,3.2557598e-06,3.6553287e-05
468,-0.39412102,3.2557598e-06,3.3741497e-05
469,-0.39410853,3.2557598e-06,3.09297e-05
470,-0.39409602,3.2557598e-06,3.3741497e-05
471,-0.39408353,3.4037473e-06,3.09297e-05
472,-0.394071,3.4037473e-06,3.6553287e-05
473,-0.39405853,3.4037473e-06,3.6553287e-05
474,-0.394046,3.4037473e-06,3.09297e-05
475,-0.39403352,3.4037473e-06,3.09297e-05
476,-0.39402103,3.4037473e-06,3.3741497e-05
477,-0.39400852,3.4037473e-06,3.09297e-05
478,-0.39399603,3.4037473e-06,3.3741497e-05
479,-0.3939835,3.4037473e-06,3.09297e-05
480,-0.39397103,3.4037473e-06,3.9365077e-05
481,-0.3939585,3.4037473e-06,3.09297e-05
482,-0.39394602,3.4037473e-06,3.3741497e-05
483,-0.39393353,3.4037473e-06,3.09297e-05
484,-0.39392102,3.4037473e-06,3.3741497e-05
485,-0.39390853,3.551735e-06,3.3741497e-05
486,-0.393896,3.551735e-06,3.6553287e-05
487,-0.39388353,3.551735e-06,3.3741497e-05
488,-0.393871,3.551735e-06,3.3741497e-05
489,-0.39385852,3.551735e-06,3.3741497e-05
490,-0.393846,3.551735e-06,3.3741497e-05
491,-0.39383352,3.551735e-06,3.09297e-05
492,-0.39382103,3.6997274e-06,3.6553287e-05
493,-0.3938085,3.6997274e-06,3.3741497e-05
494,-0.39379603,3.6997274e-06,2.8117915e-05
495,-0.3937835,3.6997274e-06,3.09297e-05
496,-0.39377102,3.6997274e-06,3.09297e-05
497,-0.3937585,3.6997274e-06,3.3741497e-05
498,-0.39374602,3.6997274e-06,3.3741497e-05
499,-0.39373353,3.6997274e-06,3.3741497e-05
500,-0.393721,3.6997274e-06,3.3741497e-05
501,-0.39370853,3.6997274e-06,3.6553287e-05
502,-0.393696,3.6997274e-06,3.3741497e-05
503,-0.39368352,3.6997274e-06,3.3741497e-05
504,-0.393671,3.6997274e-06,3.3741497e-05
505,-0.39365852,3.6997274e-06,3.09297e-05
506,-0.39364603,3.6997274e-06,3.09297e-05
507,-0.3936335,3.6997274e-06,2.8117915e-05
508,-0.39362103,3.6997274e-06,3.09297e-05
509,-0.3936085,3.6997274e-06,3.09297e-05
510,-0.39359602,3.6997274e-06,3.3741497e-05
511,-0.3935835,3.6997274e-06,3.3741497e-05
512,-0.39357102,3.6997274e-06,3.3741497e-05
513,-0.39355853,3.6997274e-06,3.3741497e-05
514,-0.39354602,3.6997274e-06,3.3741497e-05
515,-0.39353353,3.6997274e-06,3.09297e-05
516,-0.393521,3.6997274e-06,3.09297e-05
517,-0.39350852,3.6997274e-06,2.5454108e-05
518,-0.393496,3.6997274e-06,2.8117915e-05
519,-0.39348352,3.6997274e-06,3.3741497e-05
520,-0.39347103,3.6997274e-06,3.3741497e-05
521,-0.39345852,3.6997274e-06,3.09297e-05
522,-0.39344603,3.6997274e-06,3.3741497e-05
523,-0.3934335,3.6997274e-06,3.09297e-05
524,-0.39342102,3.6997274e-06,3.6553287e-05
525,-0.3934085,3.6997274e-06,3.3741497e-05
526,-0.39339602,3.6997274e-06,3.6553287e-05
527,-0.39338353,3.6997274e-06,2.8117915e-05
528,-0.39337102,3.8477147e-06,3.6553287e-05
529,-0.39335853,3.8477147e-06,3.6553287e-05
530,-0.393346,3.8477147e-06,3.3741497e-05
531,-0.39333352,3.8477147e-06,3.3741497e-05
532,-0.393321,3.8477147e-06,3.3741497e-05
