,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W
0,0.06076349,-0.00010092851,9.13092e-05,-4.054899e-05,-0.047647532,-0.20085214,-0.13707115,-0.5778061,-0.11813883,0.1422276,0.0,0.0,-0.0043146145,-0.018187711,0.0,0.0,-0.0043146145,-0.018187711
1,0.06077232,-0.00010092851,9.13092e-05,-4.054899e-05,-0.047647532,-0.20085214,-0.13707115,-0.5778061,-0.11813883,0.1422276,-1.0429359e-06,1.2555929e-06,-0.0043146145,-0.018187711,-1.0429364e-06,1.2555921e-06,-0.00431461,-0.018187733
2,0.060781147,-0.00010107649,9.1161215e-05,-4.054899e-05,-0.049113538,-0.20085214,-0.14128852,-0.5778061,-0.11813881,0.14199708,-2.0858718e-06,2.5101683e-06,-0.004447365,-0.018187711,-2.085874e-06,2.5101651e-06,-0.004447356,-0.018187758
3,0.060789973,-0.00010107649,9.1161215e-05,-4.0696974e-05,-0.049113538,-0.20158517,-0.14128852,-0.5799148,-0.11802355,0.14199708,-3.1282989e-06,3.7637262e-06,-0.004447365,-0.018254088,-3.1283037e-06,3.7637192e-06,-0.004447351,-0.018254157
4,0.0607988,-0.000101224476,9.1161215e-05,-4.0696974e-05,-0.049846556,-0.20158517,-0.14339724,-0.5799148,-0.11813881,0.14199708,-4.170726e-06,5.017284e-06,-0.004513742,-0.018254088,-4.1707344e-06,5.0172716e-06,-0.0045137233,-0.01825418
5,0.06080763,-0.000101224476,9.101323e-05,-4.0844967e-05,-0.050579578,-0.20231822,-0.14550598,-0.5820237,-0.11790829,0.14176658,-5.212644e-06,6.2698246e-06,-0.004580119,-0.01832047,-5.2126575e-06,6.269805e-06,-0.0045800954,-0.018320585
6,0.06081646,-0.00010137246,9.101323e-05,-4.0844967e-05,-0.0513126,-0.20231822,-0.14761472,-0.5820237,-0.11802355,0.14176658,-6.2540535e-06,7.5213475e-06,-0.0046464964,-0.01832047,-6.254073e-06,7.5213193e-06,-0.0046464675,-0.018320607
7,0.06082529,-0.00010137246,9.101323e-05,-4.0844967e-05,-0.0513126,-0.20231822,-0.14761472,-0.5820237,-0.11802355,0.14176658,-7.295972e-06,8.77287e-06,-0.0046464964,-0.01832047,-7.2959983e-06,8.772832e-06,-0.0046464624,-0.01832063
8,0.060834114,-0.00010137246,9.086525e-05,-4.0992956e-05,-0.052045584,-0.20305127,-0.14972335,-0.58413243,-0.117793046,0.14153609,-8.336872e-06,1.0023376e-05,-0.00471287,-0.018386846,-8.336908e-06,1.0023326e-05,-0.0047128308,-0.01838703
9,0.060842942,-0.00010152044,9.086525e-05,-4.0992956e-05,-0.052778568,-0.20305127,-0.15183197,-0.58413243,-0.11790831,0.14153609,-9.377265e-06,1.1272864e-05,-0.004779244,-0.018386846,-9.377309e-06,1.12728e-05,-0.004779199,-0.018387053
