,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0.0,-0.0001263826,-7.1922645e-05,-0.00037855594,-0.98226947,-1.875109,-2.8257666,-5.3942637,0.25241375,-0.11203016,0.0,0.0,-0.088947184,-0.16979624,0.0,0.0,-0.088947184,-0.16979624,69.37319,622.41095,22.467169,-575.50494,-570.6626,-1146.1675,-0.11881750053071942,-0.29090559575820363
1,1,7.487999999999939e-06,-0.00012697458,-7.1922645e-05,-0.0003788519,-0.98520184,-1.876575,-2.8342023,-5.398481,0.2521832,-0.11203016,1.8891524e-06,-8.388559e-07,-0.089212716,-0.169929,1.8891506e-06,-8.3885624e-07,-0.08921289,-0.16992933,70.024605,623.38446,22.467169,-575.827,-570.982,-1146.8091,-0.11881750053071942,-0.29059725079150495
2,2,1.4975999999999878e-05,-0.00012727056,-7.162667e-05,-0.00037914785,-0.98520184,-1.8780409,-2.8342023,-5.402698,0.25195268,-0.111569144,3.7765785e-06,-1.6759858e-06,-0.089212716,-0.17006174,3.7765715e-06,-1.6759872e-06,-0.08921305,-0.17006238,70.35144,624.3589,22.282639,-576.2901,-571.44116,-1147.7312,-0.11829845546235367,-0.29028904097653224
3,3,2.2463999999999817e-05,-0.00012786253,-7.133071e-05,-0.0003794438,-0.986668,-1.879507,-2.8384202,-5.406915,0.25149164,-0.11110813,5.6614153e-06,-2.5096635e-06,-0.089345485,-0.17019449,5.6613994e-06,-2.5096667e-06,-0.08934599,-0.17019546,71.00741,625.3339,22.098875,-576.4254,-571.5754,-1148.0007,-0.11777968191200723,-0.2896729061801509
4,4,2.995199999999976e-05,-0.0001281585,-7.1034745e-05,-0.00037973985,-0.98666805,-1.8809733,-2.8384204,-5.411134,0.25126117,-0.11064713,7.5436637e-06,-3.3398896e-06,-0.08934549,-0.17032728,7.543635e-06,-3.3398953e-06,-0.08934616,-0.17032856,71.33652,626.3101,21.915869,-576.8895,-572.0355,-1148.925,-0.11726119308990335,-0.2893650478607504
5,5,3.743900000000022e-05,-0.00012875047,-7.1034745e-05,-0.00038003578,-0.9896003,-1.8824391,-2.8468556,-5.4153504,0.25103062,-0.11064713,9.424186e-06,-4.1683898e-06,-0.089611016,-0.17046002,9.424141e-06,-4.1683984e-06,-0.08961186,-0.17046162,71.99705,627.2866,21.915869,-577.20544,-572.3488,-1149.5542,-0.11726119308990335,-0.28905717747547544
6,6,4.492700000000016e-05,-0.00012904643,-7.073874e-05,-0.00038003578,-0.9896,-1.8824391,-2.846855,-5.4153504,0.25056958,-0.110186055,1.1302119e-05,-4.9951636e-06,-0.08961099,-0.17046002,1.1302055e-05,-4.995176e-06,-0.089612,-0.17046194,72.32844,627.2866,21.7336,-576.69183,-571.83954,-1148.5314,-0.11674288867186378,-0.28844180097242317
7,7,5.24150000000001e-05,-0.00012963836,-7.044277e-05,-0.00038033177,-0.991066,-1.8839053,-2.851072,-5.4195685,0.25010857,-0.10972504,1.3176599e-05,-5.818485e-06,-0.08974373,-0.17059277,1.3176513e-05,-5.8185024e-06,-0.08974492,-0.17059502,72.993484,628.2641,21.552118,-576.82275,-571.9693,-1148.792,-0.116224920149042,-0.28782684293052097
8,8,5.990300000000004e-05,-0.00013023034,-7.044277e-05,-0.00038062778,-0.99399835,-1.8853716,-2.859508,-5.4237866,0.24987808,-0.10972504,1.5048491e-05,-6.6400808e-06,-0.09000927,-0.17072554,1.5048378e-05,-6.640103e-06,-0.09001063,-0.1707281,73.66165,629.2425,21.552118,-577.13293,-572.2769,-1149.4099,-0.116224920149042,-0.28751952566322597
9,9,6.739099999999998e-05,-0.00013052631,-7.01468e-05,-0.00038092377,-0.99399835,-1.8868376,-2.859508,-5.4280043,0.24964757,-0.10926403,1.6918657e-05,-7.4599507e-06,-0.09000927,-0.17085831,1.6918515e-05,-7.4599784e-06,-0.09001079,-0.1708612,73.99685,630.2215,21.371393,-577.59607,-572.73615,-1150.3323,-0.11570722539205779,-0.28721227615667716
