,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0,0.0,-0.00030929703,0.00021502802,-5.401601e-05,-0.46694463,-0.26755863,-1.3432939,-0.76970553,-0.366288,0.334938,0.0,0.0,-0.042283114,-0.024228165,0.0,0.0,-0.042283114,-0.024228165,415.49765,12.672494,200.8201,202.00507,200.30537,402.31042,0.28888484882618665,0.31209757347955797
1,1,1,1,7.692999999999589e-06,-0.00031003696,0.00021591596,-5.4163993e-05,-0.46621153,-0.26829162,-1.3411849,-0.7718142,-0.36744052,0.3363211,-2.8222028e-06,2.581921e-06,-0.04221673,-0.02429454,-2.8222069e-06,2.5819177e-06,-0.04221661,-0.024294471,417.488,12.742024,202.48207,202.26392,200.56206,402.826,0.2899203905477642,0.31294075893842943
2,2,2,2,1.5384999999999704e-05,-0.00031092492,0.0002168039,-5.4163993e-05,-0.4662116,-0.26829162,-1.3411851,-0.7718142,-0.36882365,0.33770415,-5.654159e-06,5.1744823e-06,-0.042216733,-0.02429454,-5.654175e-06,5.1744687e-06,-0.042216495,-0.024294402,419.88284,12.742024,204.1509,202.98993,201.28197,404.2719,0.2909548236544284,0.31395172135424165
3,3,3,3,2.3077999999999294e-05,-0.00031166483,0.00021769186,-5.4311975e-05,-0.46547824,-0.26902464,-1.3390753,-0.77392286,-0.36997625,0.3390873,-8.495868e-06,7.777683e-06,-0.042150326,-0.024360916,-8.495904e-06,7.777653e-06,-0.04214997,-0.024360709,421.8836,12.811745,205.82658,203.2453,201.53517,404.78046,0.2919882624926315,0.31479340392334415
4,4,4,4,3.076999999999941e-05,-0.0003125528,0.00021857975,-5.4459957e-05,-0.4654786,-0.26975763,-1.3390764,-0.77603155,-0.37124407,0.3404703,-1.1346888e-05,1.0391524e-05,-0.04215036,-0.024427291,-1.1346951e-05,1.039147e-05,-0.042149883,-0.024427013,424.29102,12.881655,207.50899,203.90036,202.18474,406.08508,0.29302052253645794,0.31571840807653007
5,5,5,5,3.846400000000194e-05,-0.00031329275,0.00021961569,-5.4459957e-05,-0.46401256,-0.26975763,-1.3348589,-0.77603155,-0.37262717,0.34208393,-1.4208103e-05,1.301689e-05,-0.042017605,-0.024427291,-1.42082035e-05,1.30168055e-05,-0.04201701,-0.024426945,426.3024,12.881655,209.48059,203.94014,202.22418,406.1643,0.29422357757749085,0.31672654584697574
6,6,6,6,4.6156000000002056e-05,-0.00031418068,0.00022050363,-5.4607943e-05,-0.4640125,-0.27049065,-1.3348588,-0.7781403,-0.373895,0.34346703,-1.7079516e-05,1.5653784e-05,-0.0420176,-0.024493668,-1.7079661e-05,1.565366e-05,-0.042016882,-0.02449325,428.72226,12.951758,211.17793,204.59256,202.8711,407.46365,0.29525360839268333,0.317649771666087
7,7,7,7,5.3849000000001646e-05,-0.0003149206,0.00022139156,-5.4755925e-05,-0.46327928,-0.27122366,-1.3327495,-0.780249,-0.37504753,0.34485012,-1.9960236e-05,1.8301316e-05,-0.041951206,-0.024560044,-1.9960436e-05,1.8301149e-05,-0.041950367,-0.024559554,430.74393,13.022048,212.88213,204.83978,203.11624,407.95602,0.29628257190022983,0.3184882977938275
8,8,8,8,6.154200000000123e-05,-0.00031580857,0.0002222795,-5.4755925e-05,-0.46327952,-0.27122366,-1.3327501,-0.780249,-0.37643072,0.34623322,-2.285071e-05,2.0959491e-05,-0.041951228,-0.024560044,-2.2850973e-05,2.095927e-05,-0.04195027,-0.024559483,433.1765,13.022048,214.59317,205.56131,203.8317,409.393,0.29731048515822844,0.3194937137854079
9,9,9,9,6.923400000000135e-05,-0.0003165485,0.00022316744,-5.4903907e-05,-0.46254638,-0.27195665,-1.330641,-0.7823577,-0.3775833,0.34761634,-2.575094e-05,2.3628303e-05,-0.04188484,-0.024626419,-2.5751271e-05,2.3628025e-05,-0.04188376,-0.024625786,435.20877,13.092529,216.31108,205.80515,204.0735,409.87866,0.2983373577364714,0.3203307320859112
