,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0,0.0,-0.00014532522,9.708082e-05,-0.0001225349,-0.23897,-0.60695463,-0.6874625,-1.746071,-0.093358524,0.15121774,0.0,0.0,-0.021639386,-0.054961402,0.0,0.0,-0.021639386,-0.054961402,91.727394,65.21338,40.933975,-14.419959,-14.298629,-28.718588,0.14082028647923725,0.08925417370642287
1,1,1,1,7.444000000002282e-06,-0.00014591715,9.796871e-05,-0.0001225349,-0.23750399,-0.60695463,-0.6832451,-1.746071,-0.09451104,0.15260077,-6.9923516e-07,1.1307877e-06,-0.021506635,-0.054961402,-6.992354e-07,1.1307872e-06,-0.02150662,-0.054961365,92.47615,65.21338,41.686157,-14.423381,-14.302022,-28.725403,0.14202092807503836,0.09030772472753365
2,2,2,2,1.488700000000162e-05,-0.00014650912,9.9152625e-05,-0.00012312684,-0.2345719,-0.60988677,-0.67481023,-1.7545059,-0.09543312,0.15444489,-1.4061918e-06,2.2735867e-06,-0.021241128,-0.05522691,-1.4061928e-06,2.273584e-06,-0.021241099,-0.055226833,93.228004,65.844955,42.699768,-15.31672,-15.187844,-30.504564,0.14361961372286908,0.09114982844079934
3,3,3,3,2.2331999999999907e-05,-0.00014710106,0.00010004057,-0.00012342284,-0.23310572,-0.6113529,-0.6705923,-1.7587237,-0.09635517,0.15582798,-2.1200121e-06,3.428397e-06,-0.021108361,-0.05535968,-2.1200144e-06,3.4283912e-06,-0.021108316,-0.05535956,93.98287,66.16193,43.46797,-15.647031,-15.515376,-31.162407,0.14481695294906674,0.09199119624863014
4,4,4,4,2.977500000000272e-05,-0.00014769303,0.000101224476,-0.00012371881,-0.23017368,-0.61281896,-0.6621575,-1.7629412,-0.097507745,0.1576721,-2.841554e-06,4.595219e-06,-0.020842856,-0.055492435,-2.8415582e-06,4.5952083e-06,-0.020842796,-0.05549228,94.74081,66.47962,44.502884,-16.2417,-16.105042,-32.34674,0.14641117843150353,0.09304192288989735
5,5,5,5,3.721900000000153e-05,-0.00014828496,0.00010211242,-0.00012401478,-0.22870742,-0.614285,-0.6579394,-1.7671587,-0.09842979,0.15905522,-3.5708176e-06,5.774052e-06,-0.020710083,-0.055625185,-3.570824e-06,5.7740353e-06,-0.020710008,-0.055624988,95.50175,66.79808,45.287067,-16.583403,-16.443869,-33.02727,0.14760520774378938,0.09388169637114717
6,6,6,6,4.4663999999999815e-05,-0.00014887693,0.00010300037,-0.00012431074,-0.22724134,-0.61575097,-0.6537218,-1.771376,-0.0993519,0.16043833,-4.306945e-06,6.963181e-06,-0.020577325,-0.055757936,-4.306954e-06,6.9631565e-06,-0.020577235,-0.055757698,96.26577,67.11729,46.07811,-16.92962,-16.787174,-33.716797,0.1487978044327793,0.09472082435033026
7,7,7,7,5.2107000000002623e-05,-0.00014946886,0.00010418428,-0.00012460675,-0.22430907,-0.61721724,-0.6452864,-1.775594,-0.100504436,0.16228244,-5.050794e-06,8.164321e-06,-0.0203118,-0.05589071,-5.0508065e-06,8.1642875e-06,-0.020311698,-0.055890426,97.0328,67.43731,47.14346,-17.547976,-17.400326,-34.948303,0.15038569257783294,0.095768652871303
8,8,8,8,5.955200000000091e-05,-0.00015006085,0.00010507222,-0.00012490273,-0.22284311,-0.6186833,-0.6410691,-1.7798115,-0.101426534,0.16366555,-5.8023643e-06,9.377472e-06,-0.020179054,-0.056023464,-5.802381e-06,9.377429e-06,-0.020178936,-0.05602314,97.802925,67.75805,47.950474,-17.905594,-17.754936,-35.66053,0.151574979843902,0.09660618871276647
9,9,9,9,6.699500000000025e-05,-0.00015065284,0.00010596012,-0.0001251987,-0.22137736,-0.6201493,-0.63685244,-1.784029,-0.10234858,0.16504857,-6.5607987e-06,1.060092e-05,-0.020046325,-0.056156214,-6.56082e-06,1.0600864e-05,-0.020046193,-0.056155846,98.57611,68.07955,48.764294,-18.26773,-18.114025,-36.381756,0.15276277713574327,0.09744297650290425
