,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0,0.0,-0.00031418068,0.0001914978,-2.7525955e-05,-0.60768765,-0.1363449,-1.7481796,-0.39223334,-0.37239668,0.29828617,0.0,0.0,-0.05502778,-0.012346403,0.0,0.0,-0.05502778,-0.012346403,428.72226,3.290803,159.27393,266.15753,263.91806,530.07556,0.2610450639357445,0.3165586128794414
1,1,1,1,7.465999999997641e-06,-0.00031477262,0.00019223771,-2.7673947e-05,-0.60695475,-0.13707793,-1.7460711,-0.39434215,-0.37331867,0.2994387,-2.783573e-06,2.2311608e-06,-0.05496141,-0.012412782,-2.783577e-06,2.2311583e-06,-0.054961257,-0.012412747,430.33926,3.3262837,160.5071,266.50586,264.2635,530.76935,0.261932401997548,0.31723019745185776
2,2,2,2,1.4930999999999278e-05,-0.0003153646,0.00019282968,-2.7673947e-05,-0.60695475,-0.13707793,-1.7460711,-0.39434215,-0.37424076,0.30036077,-5.5740297e-06,4.470066e-06,-0.05496141,-0.012412782,-5.574045e-06,4.470056e-06,-0.054961104,-0.012412713,431.9594,3.3262837,161.49715,267.136,264.8883,532.0243,0.2626417413518348,0.3179014040685737
3,3,3,3,2.2396000000000915e-05,-0.0003161045,0.0001935696,-2.7673947e-05,-0.60695463,-0.13707793,-1.746071,-0.39434215,-0.37539327,0.3015133,-8.372231e-06,6.716715e-06,-0.054961402,-0.012412782,-8.372265e-06,6.716692e-06,-0.05496094,-0.0124126775,433.9887,3.3262837,162.7389,267.92352,265.6692,533.5927,0.2635276643783717,0.3187397047696265
4,4,4,4,2.986199999999856e-05,-0.0003166965,0.00019430957,-2.7673947e-05,-0.60622174,-0.13707793,-1.7439625,-0.39434215,-0.3764307,0.30266592,-1.1178606e-05,8.971968e-06,-0.054895036,-0.012412782,-1.1178668e-05,8.971928e-06,-0.05489442,-0.012412643,435.61578,3.3262837,163.9855,268.30402,266.04648,534.35046,0.26441287232904837,0.31949369925507237
5,5,5,5,3.732799999999967e-05,-0.00031728842,0.00019504952,-2.7821934e-05,-0.6054885,-0.13781096,-1.7418531,-0.3964509,-0.3773527,0.3038185,-1.3992295e-05,1.1235826e-05,-0.054828636,-0.01247916,-1.3992392e-05,1.1235763e-05,-0.05482787,-0.012478986,437.24567,3.3619537,165.23683,268.64688,266.38647,535.0333,0.26529726670047116,0.3201633234778429
6,6,6,6,4.479299999999784e-05,-0.00031802838,0.00019564145,-2.7821934e-05,-0.60622174,-0.13781096,-1.7439625,-0.3964509,-0.37839,0.30474052,-1.6813297e-05,1.3507428e-05,-0.054895036,-0.01247916,-1.681344e-05,1.3507337e-05,-0.054894112,-0.01247895,439.28748,3.3619537,166.24126,269.6843,267.41516,537.0995,0.2660041857552657,0.32091615141710655
7,7,7,7,5.225899999999895e-05,-0.00031862035,0.00019638143,-2.7821934e-05,-0.6054886,-0.13781096,-1.7418535,-0.3964509,-0.37942737,0.30589315,-1.9642044e-05,1.5786774e-05,-0.05482865,-0.01247916,-1.9642237e-05,1.578665e-05,-0.054827575,-0.012478915,440.92438,3.3619537,167.50119,270.06122,267.7889,537.8501,0.2668872128058558,0.32166846377847724
8,8,8,8,5.972400000000058e-05,-0.00031936026,0.00019712138,-2.7969922e-05,-0.6054884,-0.138544,-1.7418529,-0.39855966,-0.38046464,0.30704573,-2.2478536e-05,1.8074727e-05,-0.05482863,-0.012545537,-2.247879e-05,1.8074563e-05,-0.054827396,-0.012545255,442.9746,3.3978136,168.76584,270.81094,268.53235,539.34326,0.2677694225533367,0.32242013815202597
9,9,9,9,6.718999999999822e-05,-0.00031995226,0.0001978613,-2.7969922e-05,-0.6047557,-0.138544,-1.739745,-0.39855966,-0.38150197,0.30819824,-2.5322772e-05,2.037128e-05,-0.05476228,-0.012545537,-2.5323092e-05,2.0371073e-05,-0.054760896,-0.01254522,444.6184,3.3978136,170.03517,271.18542,268.90366,540.0891,0.26865080118403367,0.32317129136656425
10,10,10,10,7.465599999999933e-05,-0.00032054418,0.00019845327,-2.7969922e-05,-0.6047554,-0.138544,-1.7397442,-0.39855966,-0.382424,0.30912036,-2.817432e-05,2.267558e-05,-0.054762255,-0.012545537,-2.8174716e-05,2.2675324e-05,-0.054760713,-0.012545183,446.265,3.3978136,171.05414,271.81308,269.52603,541.3391,0.269355430752748,0.3238384800280628
11,11,11,11,8.21209999999975e-05,-0.00032128414,0.0001991932,-2.7969922e-05,-0.60475564,-0.138544,-1.7397449,-0.39855966,-0.38357657,0.3102729,-3.103361e-05,2.4987625e-05,-0.054762274,-0.012545537,-3.1034095e-05,2.4987312e-05,-0.054760575,-0.012545148,448.3278,3.3978136,172.33205,272.59793,270.30426,542.9022,0.2702354361280218,0.3246718638524977
12,12,12,12,8.958599999999914e-05,-0.00032187608,0.00019993314,-2.8117915e-05,-0.6040225,-0.13927706,-1.7376359,-0.4006685,-0.38449866,0.31142548,-3.390065e-05,2.7308271e-05,-0.05469589,-0.012611918,-3.3901226e-05,2.7307899e-05,-0.054694034,-0.012611491,449.98132,3.4338655,173.61476,272.9327,270.63623,543.569,0.27111469827583246,0.32533809576997846
13,13,13,13,9.705200000000024e-05,-0.00032261605,0.00020067312,-2.8117915e-05,-0.60402244,-0.13927706,-1.7376356,-0.4006685,-0.3856513,0.31257808,-3.6775433e-05,2.9637526e-05,-0.054695882,-0.012611918,-3.6776106e-05,2.9637085e-05,-0.05469387,-0.012611454,452.05264,3.4338655,174.9023,273.7165,271.41342,545.1299,0.27199320323801973,0.3261702818127298
14,14,14,14,0.0001045169999999,-0.00032320805,0.00020126505,-2.8117915e-05,-0.6040228,-0.13927706,-1.7376367,-0.4006685,-0.38657334,0.3135001,-3.9657956e-05,3.1974523e-05,-0.054695915,-0.012611918,-3.9658742e-05,3.197401e-05,-0.054693747,-0.012611418,453.7132,3.4338655,175.93564,274.34372,272.03537,546.3791,0.2726954062759251,0.3268354804555061
15,15,15,15,0.0001119829999999,-0.00032394796,0.00020200502,-2.8265902e-05,-0.6040225,-0.14001007,-1.7376359,-0.40277725,-0.3876106,0.3146527,-4.2547796e-05,3.4319262e-05,-0.05469589,-0.012678295,-4.25487e-05,3.4318673e-05,-0.05469356,-0.012677756,455.7929,3.4701064,177.23169,275.09113,272.7765,547.8676,0.27357252428359546,0.3275832751733545
16,16,16,16,0.0001194479999999,-0.0003246879,0.00020274492,-2.8265902e-05,-0.6040226,-0.14001007,-1.7376362,-0.40277725,-0.3887632,0.31580523,-4.544581e-05,3.667261e-05,-0.0546959,-0.012678295,-4.5446843e-05,3.6671936e-05,-0.054693416,-0.012677719,457.87744,3.4701064,178.53241,275.87494,273.5537,549.42865,0.27444882043006297,0.32841356687702605
17,17,17,17,0.0001269139999999,-0.0003252799,0.00020348489,-2.8265902e-05,-0.6032897,-0.14001007,-1.7355278,-0.40277725,-0.38980058,0.3169578,-4.8351998e-05,3.903456e-05,-0.054629534,-0.012678295,-4.835317e-05,3.9033795e-05,-0.054626893,-0.012677683,459.54868,3.4701064,179.83797,276.24057,273.91626,550.15686,0.2753243797268906,0.3291602692242368
18,18,18,18,0.000134379,-0.0003258718,0.00020422484,-2.8265902e-05,-0.60255647,-0.14001007,-1.7334183,-0.40277725,-0.39083782,0.31811044,-5.126593e-05,4.1405114e-05,-0.054563135,-0.012678295,-5.1267245e-05,4.1404255e-05,-0.054560337,-0.012677645,461.22266,3.4701064,181.14827,276.60428,274.27692,550.8812,0.2761992261965327,0.32990631376430296
19,19,19,19,0.0001418449999999,-0.0003266117,0.00020496474,-2.841389e-05,-0.60255647,-0.1407431,-1.7334183,-0.40488604,-0.3918751,0.31926295,-5.4187607e-05,4.3784272e-05,-0.054563135,-0.0127446735,-5.4189077e-05,4.3783315e-05,-0.054560177,-0.0127439825,463.3195,3.5065372,182.46326,277.3497,275.01608,552.3658,0.2770732094388993,0.3306518308750246
20,20,20,20,0.0001493099999999,-0.00032735168,0.00020555673,-2.841389e-05,-0.6032894,-0.1407431,-1.7355269,-0.40488604,-0.39291248,0.32018504,-5.7117028e-05,4.6171175e-05,-0.05462951,-0.0127446735,-5.7118657e-05,4.617011e-05,-0.054626387,-0.012743945,465.42126,3.5065372,183.51877,278.39597,276.05353,554.44946,0.2777719085919083,0.33139686439602684
21,21,21,21,0.000156776,-0.00032794365,0.00020629671,-2.841389e-05,-0.6025563,-0.1407431,-1.7334179,-0.40488604,-0.39394984,0.32133767,-6.005419e-05,4.8565824e-05,-0.05456312,-0.0127446735,-6.0055994e-05,4.856464e-05,-0.05455984,-0.012743908,467.10608,3.5065372,184.84244,278.7571,276.41165,555.16876,0.2786446098325912,0.3321413289075789
22,22,22,22,0.0001642409999999,-0.00032868356,0.00020703662,-2.856188e-05,-0.6025563,-0.14147615,-1.7334179,-0.40699485,-0.39498708,0.3224902,-6.29991e-05,5.0969073e-05,-0.05456312,-0.012811053,-6.300108e-05,5.0967774e-05,-0.05455968,-0.012810245,469.21622,3.5431595,186.17073,279.50235,277.1506,556.65295,0.27951647451492223,0.33288515358169407
23,23,23,23,0.000171706,-0.00032927556,0.00020777658,-2.856188e-05,-0.6018234,-0.14147615,-1.7313095,-0.40699485,-0.39602447,0.3236428,-6.5951754e-05,5.3380933e-05,-0.054496754,-0.012811053,-6.595393e-05,5.3379506e-05,-0.05449316,-0.012810208,470.908,3.5431595,187.50389,279.86096,277.5062,557.3672,0.2803876325957094,0.3336285328398508
24,24,24,24,0.0001791719999999,-0.00033001552,0.00020851653,-2.856188e-05,-0.60182345,-0.14147615,-1.7313097,-0.40699485,-0.39717704,0.32479537,-6.891258e-05,5.5801393e-05,-0.05449676,-0.012811053,-6.891495e-05,5.5799836e-05,-0.054493006,-0.01281017,473.02686,3.5431595,188.84177,280.6419,278.28058,558.9225,0.28125800977560134,0.33445380094978727
25,25,25,25,0.0001866369999999,-0.00033075543,0.00020925644,-2.856188e-05,-0.60182345,-0.14147615,-1.7313097,-0.40699485,-0.39832956,0.32594788,-7.188201e-05,5.8230456e-05,-0.05449676,-0.012811053,-7.18846e-05,5.822876e-05,-0.054492842,-0.012810132,475.15033,3.5431595,190.18434,281.42282,279.0549,560.4777,0.2821275848071504,0.3352783527968827
26,26,26,26,0.0001941029999999,-0.00033134743,0.00020999642,-2.856188e-05,-0.6010905,-0.14147615,-1.7292011,-0.40699485,-0.39936692,0.3271005,-7.485962e-05,6.0668128e-05,-0.054430388,-0.012811053,-7.486242e-05,6.0666287e-05,-0.054426312,-0.012810093,476.85272,3.5431595,191.53178,281.77777,279.4069,561.1847,0.28299648722235493,0.33601993434795985
27,27,27,27,0.0002015679999999,-0.00033208734,0.00021073637,-2.856188e-05,-0.60109025,-0.14147615,-1.7292005,-0.40699485,-0.4005195,0.3282531,-7.78454e-05,6.31144e-05,-0.05443037,-0.012811053,-7.7848425e-05,6.311241e-05,-0.054426134,-0.012810055,478.98477,3.5431595,192.88393,282.55768,280.18024,562.7379,0.2838646202441781,0.33684323921980847
