Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0.0,-0.00031699246,0.00018261845,-2.071846e-05,-0.6655976,-0.102625184,-1.9147735,-0.29522938,-0.37297294,0.28445524,0.0,0.0,-0.060271684,-0.009292991,0.0,0.0,-0.060271684,-0.009292991,654.6455,2.7965546,217.26894,434.58002,430.92346,865.5035,0.25033474,0.31697842
8.166487e-06,-0.00031788042,0.00018350639,-2.101444e-05,-0.6655977,-0.104091264,-1.9147736,-0.29944697,-0.37412554,0.28583837,-3.0505848e-06,2.3286477e-06,-0.060271688,-0.009425749,-3.0505896e-06,2.328645e-06,-0.060271505,-0.00942572,658.31824,2.8770275,219.38692,436.05426,432.38528,868.4396,0.25141093,0.3178175
1.6332973e-05,-0.00031876835,0.0001846903,-2.101444e-05,-0.6641316,-0.104091264,-1.910556,-0.29944697,-0.37573916,0.28768247,-6.1124647e-06,4.670473e-06,-0.06013893,-0.009425749,-6.1124833e-06,4.670462e-06,-0.06013856,-0.009425691,662.0011,2.8770275,222.22684,436.89722,433.22116,870.1184,0.2528441,0.31899112
2.4499459e-05,-0.0003196563,0.00018557825,-2.101444e-05,-0.66413164,-0.104091264,-1.9105562,-0.29944697,-0.37712228,0.2890656,-9.186581e-06,7.0254755e-06,-0.060138937,-0.009425749,-9.186623e-06,7.025451e-06,-0.060138386,-0.009425662,665.69434,2.8770275,224.3688,438.44855,434.7594,873.20795,0.2539176,0.31999603
3.2665946e-05,-0.00032054418,0.00018676216,-2.101444e-05,-0.66266525,-0.104091264,-1.9063376,-0.29944697,-0.37873578,0.2909097,-1.2272933e-05,9.393656e-06,-0.06000615,-0.009425749,-1.2273009e-05,9.393611e-06,-0.06000541,-0.009425634,669.3975,2.8770275,227.2407,439.27975,435.58362,874.8634,0.25534722,0.321167
4.083243e-05,-0.00032143213,0.00018794608,-2.131042e-05,-0.6611993,-0.105557345,-1.9021204,-0.30366454,-0.38011894,0.29275382,-1.5371523e-05,1.1776896e-05,-0.059873402,-0.009558506,-1.537164e-05,1.1776827e-05,-0.059872482,-0.009558359,673.1114,2.9586413,230.13084,440.02185,436.3195,876.3413,0.25677466,0.32216972
4.8998918e-05,-0.00032232006,0.00018883396,-2.131042e-05,-0.66119945,-0.105557345,-1.9021211,-0.30366454,-0.38150197,0.29413685,-1.8481405e-05,1.41733135e-05,-0.05987342,-0.009558506,-1.8481576e-05,1.41732135e-05,-0.059872314,-0.009558329,676.8353,2.9586413,232.31033,441.5663,437.85095,879.41724,0.25784397,0.3231713
5.71654e-05,-0.00032320805,0.00019001788,-2.131042e-05,-0.65973365,-0.105557345,-1.8979042,-0.30366454,-0.38311562,0.29598096,-2.1603524e-05,1.6582908e-05,-0.059740685,-0.009558506,-2.1603759e-05,1.6582771e-05,-0.059739396,-0.0095583,680.5698,2.9586413,235.23247,442.37872,438.65652,881.0353,0.25926787,0.32433867
6.533189e-05,-0.00032379993,0.00019090582,-2.1606395e-05,-0.6582672,-0.1070234,-1.8936855,-0.30788207,-0.38403764,0.29736406,-2.4735999e-05,1.900568e-05,-0.059607893,-0.009691262,-2.4736304e-05,1.90055e-05,-0.059606418,-0.009691022,683.0647,3.041396,237.43604,442.5873,438.86334,881.4507,0.26033452,0.32500505
7.349838e-05,-0.0003246879,0.00019208973,-2.1606395e-05,-0.6568012,-0.1070234,-1.8894682,-0.30788207,-0.38565126,0.2992082,-2.7878825e-05,2.144163e-05,-0.059475146,-0.009691262,-2.7879214e-05,2.14414e-05,-0.05947349,-0.009690992,686.81616,3.041396,240.39014,443.38467,439.654,883.0387,0.261755,0.32617024
8.166486e-05,-0.00032557582,0.00019327365,-2.1606395e-05,-0.65533507,-0.1070234,-1.8852506,-0.30788207,-0.38726485,0.3010523,-3.103483e-05,2.389264e-05,-0.059342384,-0.009691262,-3.103531e-05,2.3892355e-05,-0.059340544,-0.009690961,690.5778,3.041396,243.36247,444.17398,440.43668,884.61066,0.26317343,0.32733408
8.9831345e-05,-0.0003264638,0.00019445756,-2.1606395e-05,-0.6538693,-0.1070234,-1.8810337,-0.30788207,-0.3888785,0.30289644,-3.420401e-05,2.635871e-05,-0.059209652,-0.009691262,-3.4204597e-05,2.6358362e-05,-0.059207626,-0.00969093,694.35,3.041396,246.35309,444.9555,441.21164,886.1671,0.26458985,0.32849658
9.7997836e-05,-0.00032735168,0.00019534549,-2.1902373e-05,-0.653869,-0.10848948,-1.8810328,-0.31209964,-0.390031,0.3042795,-3.738449e-05,2.8837956e-05,-0.059209626,-0.009824019,-3.7385187e-05,2.8837541e-05,-0.059207413,-0.009823652,698.1319,3.1252925,248.60802,446.3986,442.64258,889.04114,0.26565084,0.32932606
0.00010616432,-0.00032823964,0.0001965294,-2.1902373e-05,-0.652403,-0.10848948,-1.8768156,-0.31209964,-0.39164466,0.30612364,-4.0576262e-05,3.1330383e-05,-0.059076875,-0.009824019,-4.0577084e-05,3.132989e-05,-0.05907448,-0.00982362,701.92444,3.1252925,251.63057,447.16855,443.40607,890.5746,0.26706368,0.3304863
