,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
2462,2462,2462,2462,2462,2462,2462,2462,2462,2462,2462,0.019569576,-0.0041854256,0.002185206,-0.0023178041,-9.907729,-11.480827,-28.502293,-33.027737,-3.156439,3.4037817,-0.04670439,0.05065438,-0.89717203,-1.0396203,-0.047830235,0.04941319,-0.85527015,-0.99106544,76084.52,23332.998,20739.67,32011.852,31742.502,63754.35,1.4824636490578476,1.4246586980723412
2463,2463,2463,2463,2463,2463,2463,2463,2463,2463,2463,0.019577526,-0.0041854256,0.0021849098,-0.0023181,-9.909197,-11.482293,-28.506512,-33.031956,-3.1559782,3.4033206,-0.04672948,0.050681435,-0.89730483,-1.0397531,-0.04785655,0.04943894,-0.8553743,-0.99116594,76084.52,23338.957,20734.049,32011.518,31742.17,63753.688,1.4823589381132678,1.4245478277949273
2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,0.019585472,-0.0041857213,0.002184614,-0.0023181,-9.912126,-11.482293,-28.51494,-33.031956,-3.1559782,3.40286,-0.046754565,0.050708484,-0.89757013,-1.0397531,-0.047882866,0.049464684,-0.85560465,-0.9911399,76095.27,23338.957,20728.436,32027.879,31758.395,63786.273,1.4822543297657127,1.4245478277949273
2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,0.019593422,-0.0041857213,0.0021843177,-0.0023183958,-9.913594,-11.483758,-28.519163,-33.036167,-3.1555169,3.402398,-0.046779647,0.05073553,-0.89770305,-1.0398856,-0.04790918,0.049490426,-0.85570884,-0.99124014,76095.27,23344.912,20722.812,32027.549,31758.068,63785.617,1.482149392465653,1.4244368249019643
2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,0.01960137,-0.0041857213,0.002184022,-0.002318692,-9.915059,-11.485225,-28.523376,-33.04039,-3.1550562,3.4019377,-0.046804726,0.050762575,-0.8978357,-1.0400186,-0.047935493,0.04951616,-0.8558127,-0.99134076,76095.27,23350.877,20717.201,32027.193,31757.715,63784.906,1.4820448303462372,1.4243259540883808
2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,0.019609318,-0.0041860174,0.002183726,-0.002318692,-9.917992,-11.485225,-28.531813,-33.04039,-3.1550562,3.4014766,-0.046829805,0.050789613,-0.8981013,-1.0400186,-0.047961805,0.049541894,-0.85604334,-0.9913147,76106.04,23350.877,20711.588,32043.578,31773.963,63817.54,1.4819400755352725,1.4243259540883808
2468,2468,2468,2468,2468,2468,2468,2468,2468,2468,2468,0.019617268,-0.0041860174,0.0021834297,-0.0023189879,-9.919459,-11.4866905,-28.536037,-33.044605,-3.1545954,3.4010148,-0.046854883,0.050816648,-0.8982342,-1.0401512,-0.047988113,0.04956762,-0.8561475,-0.9914151,76106.04,23356.838,20705.967,32043.234,31773.621,63816.855,1.4818351506953746,1.4242150469113644
2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,0.019625217,-0.0041860174,0.0021831335,-0.0023192836,-9.920927,-11.488155,-28.540257,-33.04882,-3.154134,3.4005537,-0.046879955,0.05084368,-0.89836705,-1.0402839,-0.048014417,0.049593344,-0.85625166,-0.99151546,76106.04,23362.795,20700.35,32042.895,31773.285,63816.18,1.4817303739160033,1.4241039829981565
2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,0.019633163,-0.0041860174,0.0021828378,-0.0023192836,-9.922391,-11.488155,-28.54447,-33.04882,-3.1539035,3.400093,-0.046905026,0.050870705,-0.89849967,-1.0402839,-0.04804072,0.049619064,-0.8563555,-0.99148935,76106.04,23362.795,20694.742,32048.504,31778.848,63827.35,1.481625677064482,1.4240484945629974
2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,0.019641113,-0.004186313,0.002182542,-0.0023195797,-9.925321,-11.489622,-28.552898,-33.05304,-3.1536727,3.3996325,-0.046930093,0.050897732,-0.8987649,-1.0404167,-0.048067026,0.04964478,-0.8565858,-0.99158984,76116.79,23368.762,20689.135,32058.9,31789.154,63848.055,1.4815210147087254,1.4239929308234653
2472,2472,2472,2472,2472,2472,2472,2472,2472,2472,2472,0.019649063,-0.004186313,0.002182542,-0.0023195797,-9.925321,-11.489622,-28.552898,-33.05304,-3.1536727,3.3996325,-0.04695516,0.050924756,-0.8987649,-1.0404167,-0.048093326,0.049670495,-0.85656327,-0.9915638,76116.79,23368.762,20689.135,32058.9,31789.154,63848.055,1.4815210147087254,1.4239929308234653
2473,2473,2473,2473,2473,2473,2473,2473,2473,2473,2473,0.019657013,-0.0041866093,0.0021822457,-0.002319876,-9.928256,-11.491091,-28.56134,-33.057262,-3.1534421,3.3991709,-0.04698023,0.050951775,-0.8990307,-1.0405496,-0.048119627,0.049696207,-0.856794,-0.99166435,76127.57,23374.734,20683.518,32069.32,31799.486,63868.805,1.481416091350528,1.4239374121492658
2474,2474,2474,2474,2474,2474,2474,2474,2474,2474,2474,0.01966496,-0.0041866093,0.00218195,-0.0023201718,-9.929721,-11.492556,-28.565556,-33.061478,-3.1529815,3.3987103,-0.047005292,0.05097879,-0.89916337,-1.0406823,-0.048145927,0.04972191,-0.85689795,-0.9917647,76127.57,23380.693,20677.912,32068.963,31799.133,63868.094,1.4813113843216537,1.4238265100275702
2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,0.01967291,-0.0041866093,0.0021816543,-0.0023201718,-9.931185,-11.492556,-28.569769,-33.061478,-3.1527512,3.3982496,-0.047030352,0.051005807,-0.899296,-1.0406823,-0.048172224,0.049747616,-0.8570018,-0.9917387,76127.57,23380.693,20672.307,32074.572,31804.695,63879.266,1.481206643591752,1.423771054354151
2476,2476,2476,2476,2476,2476,2476,2476,2476,2476,2476,0.01968086,-0.004186905,0.002181358,-0.0023204675,-9.934118,-11.4940195,-28.578205,-33.06569,-3.1525202,3.397788,-0.047055412,0.051032815,-0.8995615,-1.0408149,-0.04819852,0.049773313,-0.8572323,-0.99183893,76138.32,23386.65,20666.691,32084.979,31815.014,63899.992,1.4811016872417646,1.423715427032915
2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,0.019688804,-0.004186905,0.0021810622,-0.002320764,-9.935582,-11.495488,-28.582418,-33.069912,-3.1520596,3.3973274,-0.04708047,0.05105982,-0.89969414,-1.0409479,-0.048224814,0.049799006,-0.8573361,-0.9919396,76138.32,23392.625,20661.088,32084.61,31814.648,63899.258,1.48099694728567,1.4236045002885005
2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,0.019696754,-0.004187201,0.0021810622,-0.002320764,-9.93705,-11.495488,-28.58664,-33.069912,-3.1522903,3.3973274,-0.047105525,0.051086824,-0.899827,-1.0409479,-0.04825111,0.0498247,-0.8574402,-0.9919135,76149.086,23392.625,20661.088,32095.377,31825.326,63920.703,1.48099694728567,1.4236600615311839
2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,0.019704704,-0.004187201,0.002180766,-0.0023210596,-9.938517,-11.496953,-28.590858,-33.074127,-3.151829,3.396866,-0.047130577,0.051113825,-0.89995986,-1.0410805,-0.048277404,0.04985039,-0.85754424,-0.99201375,76149.086,23398.588,20655.477,32095.023,31824.975,63920.0,1.4808920144102065,1.4235489600443652
2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,0.01971265,-0.004187497,0.002180766,-0.0023213553,-9.939981,-11.498418,-28.595072,-33.07834,-3.151829,3.396866,-0.04715563,0.051140826,-0.9000925,-1.0412132,-0.048303697,0.049876075,-0.8576481,-0.99211407,76159.85,23404.549,20655.477,32099.824,31829.734,63929.56,1.4808920144102065,1.4235489600443652
2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,0.0197206,-0.004187497,0.0021804702,-0.0023213553,-9.941447,-11.498418,-28.599289,-33.07834,-3.1515982,3.3964052,-0.047180682,0.051167827,-0.9002252,-1.0412132,-0.048329987,0.04990176,-0.85775197,-0.992088,76159.85,23404.549,20649.871,32105.428,31835.291,63940.72,1.4807872069978245,1.423493368541122
2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,0.01972855,-0.004187497,0.002180174,-0.0023216514,-9.942914,-11.499885,-28.60351,-33.08256,-3.1511369,3.3959436,-0.04720573,0.05119482,-0.9003581,-1.041346,-0.048356276,0.049927443,-0.85785604,-0.99218845,76159.85,23410.521,20644.262,32105.064,31834.932,63939.996,1.4806822066137577,1.4233822485318914
2483,2483,2483,2483,2483,2483,2483,2483,2483,2483,2483,0.0197365,-0.004187793,0.002180174,-0.0023219478,-9.944381,-11.501352,-28.607729,-33.086784,-3.1511369,3.3959436,-0.04723078,0.051221814,-0.9004909,-1.0414789,-0.048382565,0.04995312,-0.85796,-0.992289,76170.62,23416.5,20644.262,32109.855,31839.682,63949.54,1.4806822066137577,1.4233822485318914
2484,2484,2484,2484,2484,2484,2484,2484,2484,2484,2484,0.019744445,-0.004187793,0.0021798783,-0.0023219478,-9.945846,-11.501352,-28.611944,-33.086784,-3.1509066,3.3954833,-0.047255825,0.051248807,-0.9006235,-1.0414789,-0.048408855,0.049978796,-0.8580638,-0.9922629,76170.62,23416.5,20638.662,32115.453,31845.23,63960.684,1.4805774909616445,1.4233267682154949
2485,2485,2485,2485,2485,2485,2485,2485,2485,2485,2485,0.019752395,-0.0041880887,0.0021798783,-0.0023222435,-9.94731,-11.502817,-28.616158,-33.090996,-3.1509066,3.3954833,-0.04728087,0.051275793,-0.9007562,-1.0416116,-0.048435144,0.05000447,-0.85816765,-0.9923633,76181.375,23422.465,20638.662,32120.248,31849.986,63970.234,1.4805774909616445,1.4233267682154949
2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,0.019760345,-0.0041880887,0.0021795826,-0.0023225392,-9.948775,-11.504282,-28.62037,-33.09521,-3.1504462,3.3950226,-0.047305916,0.051302783,-0.9008888,-1.0417442,-0.04846143,0.050030142,-0.8582714,-0.9924636,76181.375,23428.43,20633.064,32119.885,31849.627,63969.51,1.4804726733309728,1.4232158465352425
2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,0.01976829,-0.0041883853,0.0021792862,-0.0023225392,-9.951713,-11.504282,-28.62882,-33.09521,-3.1504462,3.3945608,-0.047330957,0.051329765,-0.90115476,-1.0417442,-0.048487715,0.05005581,-0.85850227,-0.9924375,76192.17,23428.43,20627.455,32136.285,31865.889,64002.17,1.4803675944030168,1.4232158465352425
2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,0.01977624,-0.0041883853,0.0021792862,-0.0023228358,-9.951713,-11.505751,-28.62882,-33.099438,-3.1502151,3.3945608,-0.047356,0.051356748,-0.90115476,-1.0418773,-0.048514,0.050081473,-0.8584797,-0.99253815,76192.17,23434.414,20627.455,32130.3,31859.955,63990.258,1.4803675944030168,1.4231601642247116
2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,0.01978419,-0.004188681,0.0021792862,-0.0023228358,-9.953177,-11.505751,-28.633034,-33.099438,-3.1504457,3.3945608,-0.04738104,0.05138373,-0.9012874,-1.0418773,-0.048540287,0.050107136,-0.85858345,-0.99251205,76202.93,23434.414,20627.455,32141.06,31870.625,64011.688,1.4803675944030168,1.4232157260662601
2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,0.019792136,-0.004188681,0.0021789905,-0.0023231315,-9.954641,-11.5072155,-28.637247,-33.103653,-3.1499848,3.3941002,-0.047406077,0.051410712,-0.90142006,-1.0420098,-0.048566572,0.050132796,-0.8586873,-0.99261224,76202.93,23440.38,20621.857,32140.691,31870.258,64010.95,1.4802627775258108,1.423104671585297
2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,0.019800086,-0.004188977,0.0021789905,-0.0023234277,-9.956109,-11.508683,-28.641468,-33.107872,-3.1499848,3.3941002,-0.047431115,0.05143769,-0.90155286,-1.0421427,-0.048592858,0.050158456,-0.8587912,-0.99271274,76213.7,23446.357,20621.857,32145.492,31875.018,64020.508,1.4802627775258108,1.423104671585297
2492,2492,2492,2492,2492,2492,2492,2492,2492,2492,2492,0.019808036,-0.004188977,0.0021786941,-0.0023237236,-9.957577,-11.510149,-28.64569,-33.112087,-3.1495237,3.3936386,-0.047456153,0.051464666,-0.90168583,-1.0422754,-0.04861914,0.050184112,-0.8588953,-0.99281305,76213.7,23452.33,20616.246,32145.133,31874.662,64019.797,1.4801577220591133,1.4229935565715646
2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,0.019815986,-0.004189273,0.0021786941,-0.0023237236,-9.959042,-11.510149,-28.649904,-33.112087,-3.1497538,3.3936386,-0.047481187,0.05149164,-0.90181845,-1.0422754,-0.04864542,0.050209768,-0.858999,-0.99278694,76224.47,23452.33,20616.246,32155.893,31885.33,64041.223,1.4801577220591133,1.423049007181587
2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,0.01982393,-0.004189273,0.0021783982,-0.0023240198,-9.960507,-11.511616,-28.654121,-33.11631,-3.1492932,3.3931777,-0.047506224,0.051518615,-0.9019512,-1.0424082,-0.048671704,0.05023542,-0.8591029,-0.9928874,76224.47,23458.309,20610.646,32155.512,31884.953,64040.465,1.4800528148925842,1.4229380064846457
2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,0.01983188,-0.004189569,0.0021783982,-0.0023240198,-9.961974,-11.511616,-28.658342,-33.11631,-3.1495237,3.3931777,-0.047531255,0.051545586,-0.902084,-1.0424082,-0.04869799,0.05026107,-0.8592068,-0.9928613,76235.24,23458.309,20610.646,32166.287,31895.639,64061.926,1.4800528148925842,1.4229935565715646
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,0.01983983,-0.0041898647,0.0021783982,-0.0023243155,-9.963439,-11.513081,-28.662556,-33.12052,-3.149523,3.3931777,-0.047556292,0.051572558,-0.9022167,-1.0425409,-0.04872427,0.050286718,-0.85931057,-0.9929615,76246.0,23464.28,20610.646,32171.076,31900.387,64071.46,1.4800528148925842,1.4229933878774905
2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,0.019847777,-0.0041898647,0.0021781025,-0.0023243155,-9.964904,-11.513081,-28.666769,-33.12052,-3.1492932,3.392717,-0.047581326,0.051599525,-0.9023493,-1.0425409,-0.048750557,0.050312363,-0.85941434,-0.9929354,76246.0,23464.28,20605.05,32176.674,31905.938,64082.61,1.4799479422492956,1.4229380064846457
2498,2498,2498,2498,2498,2498,2498,2498,2498,2498,2498,0.019855727,-0.0041898647,0.0021781025,-0.0023246112,-9.964904,-11.5145445,-28.666769,-33.124737,-3.1490633,3.392717,-0.047606356,0.051626492,-0.9023493,-1.0426736,-0.04877684,0.050338008,-0.85939175,-0.9930357,76246.0,23470.25,20605.05,32170.703,31900.018,64070.72,1.4799479422492956,1.4228825979227073
2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,0.019863677,-0.004190161,0.0021781025,-0.0023249076,-9.966371,-11.516013,-28.67099,-33.12896,-3.1490629,3.392717,-0.047631387,0.05165346,-0.9024821,-1.0428065,-0.04880312,0.050363652,-0.85949564,-0.99313617,76256.78,23476.236,20605.05,32175.494,31904.77,64080.266,1.4799479422492956,1.4228825015154005
2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,0.019871623,-0.004190457,0.0021781025,-0.0023249076,-9.967837,-11.516013,-28.675209,-33.12896,-3.1492934,3.392717,-0.047656417,0.05168043,-0.90261495,-1.0428065,-0.048829403,0.050389294,-0.85959953,-0.99311006,76267.56,23476.236,20605.05,32186.28,31915.463,64101.742,1.4799479422492956,1.422938054685625
2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,0.019879573,-0.004190457,0.0021778063,-0.0023252033,-9.969305,-11.517478,-28.67943,-33.13317,-3.1488326,3.3922558,-0.04768145,0.051707394,-0.9027478,-1.0429391,-0.04885569,0.050414935,-0.8597035,-0.9932102,76267.56,23482.209,20599.447,32185.908,31915.094,64101.0,1.479842944769867,1.4228269934651825
2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,0.019887522,-0.0041907527,0.0021778063,-0.0023252033,-9.970769,-11.517478,-28.683643,-33.13317,-3.1490624,3.3922558,-0.04770648,0.051734358,-0.90288043,-1.0429391,-0.04888197,0.050440572,-0.8598072,-0.9931841,76278.32,23482.209,20599.447,32196.668,31925.764,64122.43,1.479842944769867,1.4228823810062536
2503,2503,2503,2503,2503,2503,2503,2503,2503,2503,2503,0.019895472,-0.0041907527,0.0021778063,-0.0023254994,-9.970769,-11.518945,-28.683643,-33.137394,-3.1488318,3.3922558,-0.047731508,0.05176132,-0.90288043,-1.043072,-0.048908256,0.05046621,-0.8597846,-0.9932846,76278.32,23488.191,20599.447,32190.686,31919.832,64110.516,1.479842944769867,1.4228268006398375
2504,2504,2504,2504,2504,2504,2504,2504,2504,2504,2504,0.01990342,-0.004191049,0.0021778063,-0.0023254994,-9.972237,-11.518945,-28.687862,-33.137394,-3.1490624,3.3922558,-0.047756538,0.051788285,-0.9030133,-1.043072,-0.04893454,0.050491847,-0.8598885,-0.9932585,76289.11,23488.191,20599.447,32201.469,31930.525,64131.992,1.479842944769867,1.4228823810062536
2505,2505,2505,2505,2505,2505,2505,2505,2505,2505,2505,0.019911368,-0.004191049,0.0021775104,-0.0023257954,-9.973702,-11.520411,-28.69208,-33.14161,-3.148602,3.391795,-0.047781568,0.05181525,-0.903146,-1.0432047,-0.048960824,0.05051748,-0.85999227,-0.99335873,76289.11,23494.168,20593.85,32201.09,31930.148,64131.24,1.4797380273437468,1.4227714100201356
2506,2506,2506,2506,2506,2506,2506,2506,2506,2506,2506,0.019919318,-0.0041913446,0.0021775104,-0.002326091,-9.975167,-11.521875,-28.696293,-33.145824,-3.148602,3.391795,-0.047806595,0.05184221,-0.90327865,-1.0433373,-0.04898711,0.05054311,-0.860096,-0.9934589,76299.875,23500.143,20593.85,32205.883,31934.902,64140.785,1.4797380273437468,1.4227714100201356
2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,0.019927264,-0.0041913446,0.0021775104,-0.002326091,-9.975167,-11.521875,-28.696293,-33.145824,-3.148602,3.391795,-0.04783162,0.05186917,-0.90327865,-1.0433373,-0.04901339,0.05056874,-0.8600734,-0.9934328,76299.875,23500.143,20593.85,32205.883,31934.902,64140.785,1.4797380273437468,1.4227714100201356
2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,0.019935214,-0.0041916408,0.0021775104,-0.0023263872,-9.976634,-11.523342,-28.700514,-33.150043,-3.148602,3.391795,-0.04785665,0.05189613,-0.90341145,-1.0434701,-0.049039677,0.05059437,-0.8601772,-0.99353313,76310.65,23506.127,20593.85,32210.676,31939.652,64150.33,1.4797380273437468,1.4227714100201356
2509,2509,2509,2509,2509,2509,2509,2509,2509,2509,2509,0.019943163,-0.0041916408,0.0021775104,-0.0023263872,-9.976634,-11.523342,-28.700514,-33.150043,-3.148602,3.391795,-0.047881678,0.05192309,-0.90341145,-1.0434701,-0.049065962,0.05062,-0.86015457,-0.993507,76310.65,23506.127,20593.85,32210.676,31939.652,64150.33,1.4797380273437468,1.4227714100201356
2510,2510,2510,2510,2510,2510,2510,2510,2510,2510,2510,0.01995111,-0.0041919365,0.0021775104,-0.0023266831,-9.978099,-11.524808,-28.704727,-33.15426,-3.1486015,3.391795,-0.047906704,0.05195005,-0.9035441,-1.0436028,-0.049092248,0.05064563,-0.8602583,-0.9936073,76321.42,23512.107,20593.85,32215.463,31944.4,64159.863,1.4797380273437468,1.4227712894976003
2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,0.01995906,-0.0041919365,0.0021775104,-0.0023266831,-9.978099,-11.524808,-28.704727,-33.15426,-3.1486015,3.391795,-0.04793173,0.05197701,-0.9035441,-1.0436028,-0.049118534,0.05067126,-0.8602357,-0.9935811,76321.42,23512.107,20593.85,32215.463,31944.4,64159.863,1.4797380273437468,1.4227712894976003
2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,0.01996701,-0.004192233,0.0021775104,-0.0023269793,-9.979568,-11.526275,-28.708954,-33.15848,-3.148602,3.391795,-0.047956757,0.05200397,-0.90367717,-1.0437357,-0.049144823,0.050696887,-0.86033976,-0.99368155,76332.23,23518.094,20593.85,32220.283,31949.182,64169.465,1.4797380273437468,1.4227714100201356
2513,2513,2513,2513,2513,2513,2513,2513,2513,2513,2513,0.01997496,-0.004192529,0.0021775104,-0.0023269793,-9.981032,-11.526275,-28.713167,-33.15848,-3.1488323,3.391795,-0.047981787,0.05203093,-0.9038098,-1.0437357,-0.049171112,0.050722513,-0.86044335,-0.99365544,76342.99,23518.094,20593.85,32231.053,31959.86,64190.914,1.4797380273437468,1.4228269211556825
2514,2514,2514,2514,2514,2514,2514,2514,2514,2514,2514,0.019982905,-0.004192529,0.0021775104,-0.002327275,-9.981032,-11.52774,-28.713167,-33.162693,-3.148602,3.391795,-0.048006814,0.05205789,-0.9038098,-1.0438683,-0.0491974,0.05074814,-0.86042076,-0.9937555,76342.99,23524.07,20593.85,32225.076,31953.932,64179.008,1.4797380273437468,1.4227714100201356
2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,0.019990855,-0.004192825,0.0021775104,-0.002327275,-9.982499,-11.52774,-28.717388,-33.162693,-3.1488326,3.391795,-0.04803184,0.052084852,-0.90394264,-1.0438683,-0.04922369,0.050773766,-0.8605246,-0.9937294,76353.78,23524.07,20593.85,32235.86,31964.625,64200.484,1.4797380273437468,1.4228269934651825
2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,0.019998804,-0.0041931206,0.0021775104,-0.0023275714,-9.983964,-11.529208,-28.721601,-33.166916,-3.1488318,3.391795,-0.04805687,0.052111812,-0.90407526,-1.0440013,-0.049249984,0.050799392,-0.86062825,-0.9938299,76364.55,23530.062,20593.85,32240.635,31969.361,64209.996,1.4797380273437468,1.4228268006398375
2517,2517,2517,2517,2517,2517,2517,2517,2517,2517,2517,0.02000675,-0.0041931206,0.0021775104,-0.0023278673,-9.983964,-11.530674,-28.721601,-33.171135,-3.1486015,3.391795,-0.0480819,0.05213877,-0.90407526,-1.044134,-0.049276277,0.05082502,-0.8606056,-0.9939301,76364.55,23536.047,20593.85,32234.65,31963.428,64198.08,1.4797380273437468,1.4227712894976003
2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,0.0200147,-0.004193417,0.0021775104,-0.0023278673,-9.985431,-11.530674,-28.72582,-33.171135,-3.1488323,3.391795,-0.048106927,0.05216573,-0.90420806,-1.044134,-0.04930257,0.05085064,-0.86070937,-0.99390393,76375.336,23536.047,20593.85,32245.436,31974.121,64219.555,1.4797380273437468,1.4228269211556825
2519,2519,2519,2519,2519,2519,2519,2519,2519,2519,2519,0.02002265,-0.004193417,0.0021775104,-0.002328163,-9.985431,-11.532138,-28.72582,-33.175346,-3.148602,3.391795,-0.048131954,0.05219269,-0.90420806,-1.0442667,-0.049328864,0.050876264,-0.8606868,-0.99400413,76375.336,23542.025,20593.85,32239.457,31968.191,64207.65,1.4797380273437468,1.4227714100201356
2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,0.020030596,-0.0041937125,0.0021775104,-0.002328163,-9.986896,-11.532138,-28.730036,-33.175346,-3.1488323,3.391795,-0.048156984,0.05221965,-0.90434074,-1.0442667,-0.049355157,0.050901886,-0.86079043,-0.99397796,76386.11,23542.025,20593.85,32250.232,31978.877,64229.11,1.4797380273437468,1.4228269211556825
2521,2521,2521,2521,2521,2521,2521,2521,2521,2521,2521,0.020038546,-0.0041937125,0.0021775104,-0.0023284592,-9.986896,-11.533606,-28.730036,-33.17957,-3.1486015,3.391795,-0.04818201,0.05224661,-0.90434074,-1.0443995,-0.04938145,0.05092751,-0.8607678,-0.9940782,76386.11,23548.016,20593.85,32244.242,31972.938,64217.18,1.4797380273437468,1.4227712894976003
2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,0.020046495,-0.0041940087,0.0021775104,-0.0023284592,-9.988362,-11.533606,-28.734255,-33.17957,-3.1488323,3.391795,-0.04820704,0.05227357,-0.90447354,-1.0443995,-0.049407747,0.05095313,-0.86087155,-0.9940521,76396.9,23548.016,20593.85,32255.033,31983.639,64238.67,1.4797380273437468,1.4228269211556825
2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,0.020054445,-0.004194305,0.0021775104,-0.002328755,-9.98983,-11.535071,-28.738476,-33.183784,-3.1488326,3.391795,-0.048232067,0.05230053,-0.9046064,-1.0445322,-0.049434043,0.05097875,-0.8609754,-0.99415225,76407.69,23554.002,20593.85,32259.832,31988.396,64248.227,1.4797380273437468,1.4228269934651825
2524,2524,2524,2524,2524,2524,2524,2524,2524,2524,2524,0.02006239,-0.004194305,0.0021778063,-0.002328755,-9.988364,-11.535071,-28.734259,-33.183784,-3.1490624,3.3922558,-0.048257098,0.052327495,-0.90447366,-1.0445322,-0.04946034,0.051004373,-0.8608264,-0.9941261,76407.69,23554.002,20599.447,32254.234,31982.846,64237.08,1.479842944769867,1.4228823810062536
2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,0.02007034,-0.0041946005,0.0021778063,-0.0023290513,-9.989828,-11.536538,-28.738472,-33.188004,-3.1490624,3.3922558,-0.048282128,0.05235446,-0.9046063,-1.0446651,-0.04948664,0.051029995,-0.86092997,-0.99422646,76418.46,23559.994,20599.447,32259.02,31987.59,64246.61,1.479842944769867,1.4228823810062536
2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,0.02007829,-0.0041946005,0.0021778063,-0.002329347,-9.989828,-11.538003,-28.738472,-33.19222,-3.1488326,3.3922558,-0.048307158,0.052381422,-0.9046063,-1.0447977,-0.04951294,0.051055618,-0.8609073,-0.9943265,76418.46,23565.977,20599.447,32253.037,31981.658,64234.695,1.479842944769867,1.4228269934651825
2527,2527,2527,2527,2527,2527,2527,2527,2527,2527,2527,0.020086237,-0.0041948967,0.0021778063,-0.002329347,-9.991296,-11.538003,-28.742693,-33.19222,-3.1490633,3.3922558,-0.04833219,0.052408386,-0.90473914,-1.0447977,-0.049539242,0.051081236,-0.86101115,-0.9943003,76429.25,23565.977,20599.447,32263.828,31992.36,64256.188,1.479842944769867,1.4228825979227073
2528,2528,2528,2528,2528,2528,2528,2528,2528,2528,2528,0.020094187,-0.0041951924,0.0021778063,-0.0023296434,-9.99276,-11.539471,-28.746906,-33.19644,-3.1490622,3.3922558,-0.04835722,0.05243535,-0.90487176,-1.0449307,-0.049565546,0.05110686,-0.8611147,-0.99440074,76440.03,23571.975,20599.447,32268.607,31997.098,64265.703,1.479842944769867,1.4228823328025908
2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,0.020102136,-0.0041951924,0.0021781025,-0.0023296434,-9.991293,-11.539471,-28.742685,-33.19644,-3.1492927,3.392717,-0.048382252,0.052462313,-0.9047389,-1.0449307,-0.04959185,0.05113248,-0.8609656,-0.9943746,76440.03,23571.975,20605.05,32263.006,31991.543,64254.547,1.4799479422492956,1.4229378859821877
