,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0,0.0,-0.000119723096,-4.410072e-05,-1.8646613e-05,-0.81147194,-0.09236266,-2.3344207,-0.26570642,-0.044374093,-0.0686934,0.0,0.0,-0.073481,-0.008363691,0.0,0.0,-0.073481,-0.008363691,62.254814,1.5101392,8.447116,52.29756,51.857525,104.15509,-0.07116673261181748,0.04341775190514525
1,1,1,1,7.88699999999809e-06,-0.0001200191,-4.3952736e-05,-1.8646613e-05,-0.81220514,-0.09236266,-2.33653,-0.26570642,-0.044719886,-0.06846289,-3.5132015e-07,-5.408421e-07,-0.07354739,-0.008363691,-3.5132024e-07,-5.408422e-07,-0.07354737,-0.008363688,62.563038,1.5101392,8.39052,52.662376,52.219273,104.88165,-0.07091925076464033,0.043748797809861746
2,2,2,2,1.5773000000000176e-05,-0.00012016709,-4.3656764e-05,-1.8646613e-05,-0.8114721,-0.09236266,-2.3344214,-0.26570642,-0.04506565,-0.068001874,-7.053673e-07,-1.0789573e-06,-0.07348102,-0.008363691,-7.0536754e-07,-1.0789579e-06,-0.07348097,-0.008363686,62.717415,1.5101392,8.2779,52.92938,52.484028,105.41341,-0.07042447502818114,0.04407970641000155
3,3,3,3,2.3659999999998262e-05,-0.000120315075,-4.350877e-05,-1.8794606e-05,-0.81147206,-0.09309571,-2.3344212,-0.26781526,-0.045180906,-0.06777135,-1.0612324e-06,-1.6143456e-06,-0.073481016,-0.008430071,-1.061233e-06,-1.614347e-06,-0.07348094,-0.008430062,62.871986,1.5342054,8.221871,53.11591,52.668987,105.7849,-0.07017716176764573,0.04418998622343879
4,4,4,4,3.154600000000035e-05,-0.00012046305,-4.3212796e-05,-1.8794606e-05,-0.810739,-0.09309571,-2.3323123,-0.26781526,-0.045526665,-0.067310326,-1.4189153e-06,-2.147007e-06,-0.07341463,-0.008430071,-1.4189163e-06,-2.1470094e-06,-0.07341453,-0.008430059,63.026737,1.5342054,8.110392,53.382137,52.932976,106.31511,-0.06968274439455394,0.04452074410459652
5,5,5,5,3.943299999999844e-05,-0.00012075902,-4.3064803e-05,-1.8942594e-05,-0.81147194,-0.093828745,-2.3344207,-0.269924,-0.04575718,-0.067079805,-1.7788707e-06,-2.6769414e-06,-0.073481,-0.008496449,-1.7788723e-06,-2.676945e-06,-0.07348087,-0.008496434,63.336815,1.5584611,8.0549345,53.72342,53.271385,106.994804,-0.06943561769887802,0.04474119720232868
6,6,6,6,4.731900000000053e-05,-0.000120906996,-4.2916814e-05,-1.8942594e-05,-0.8114719,-0.093828745,-2.3344204,-0.269924,-0.045987684,-0.06684929,-2.140644e-06,-3.2050577e-06,-0.07348099,-0.008496449,-2.1406463e-06,-3.205063e-06,-0.07348084,-0.008496431,63.492138,1.5584611,7.999669,53.934006,53.4802,107.41421,-0.06918855848954689,0.044961591194827503
7,7,7,7,5.520699999999809e-05,-0.00012105503,-4.2768825e-05,-1.8942594e-05,-0.8114721,-0.093828745,-2.3344214,-0.269924,-0.04621823,-0.06661878,-2.5042352e-06,-3.7313564e-06,-0.07348102,-0.008496449,-2.5042384e-06,-3.7313632e-06,-0.07348084,-0.008496428,63.64771,1.5584611,7.944594,54.144653,53.689075,107.833725,-0.06894156566026073,0.0451819767691063
8,8,8,8,6.309300000000018e-05,-0.00012120301,-4.2472846e-05,-1.8942594e-05,-0.810739,-0.093828745,-2.3323123,-0.269924,-0.046564,-0.06615774,-2.8700993e-06,-4.2549277e-06,-0.07341463,-0.008496449,-2.8701033e-06,-4.254937e-06,-0.07341442,-0.008496425,63.80341,1.5584611,7.8350143,54.40993,53.952126,108.36206,-0.06844774152586283,0.045512417269020396
9,9,9,9,7.097999999999827e-05,-0.000121498975,-4.2324857e-05,-1.9090583e-05,-0.811472,-0.094561785,-2.334421,-0.2720328,-0.0467945,-0.06592723,-3.2382354e-06,-4.7757726e-06,-0.07348101,-0.0085628275,-3.2382407e-06,-4.775784e-06,-0.07348077,-0.0085628,64.115395,1.5829072,7.78051,54.751976,54.29129,109.04327,-0.06820093158272524,0.04573263755229396
