Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E
0.03920959,-0.00024181405,0.00010240839,-5.2388103e-05,-0.69052094,-0.25949508,-1.9864722,-0.74650854,-0.2272876,0.15951623,-9.427923e-05,6.7221634e-05,-0.06252856,-0.02349799,-9.428368e-05,6.721937e-05,-0.062522665,-0.023495775,380.953,17.880253,68.32497,294.74777,292.26776,587.0155
0.039217044,-0.00024240602,0.00010240839,-5.2388103e-05,-0.6934532,-0.25949508,-1.9949076,-0.74650854,-0.22774865,0.15951623,-9.597554e-05,6.841094e-05,-0.06279408,-0.02349799,-9.598015e-05,6.84086e-05,-0.062788054,-0.023495734,382.82047,17.880253,68.32497,296.61523,294.1195,590.73474
0.039224498,-0.00024299795,0.000102704355,-5.2388103e-05,-0.69491917,-0.25949508,-1.9991249,-0.74650854,-0.22844017,0.15997723,-9.7676144e-05,6.960196e-05,-0.06292683,-0.02349799,-9.768092e-05,6.959954e-05,-0.06292068,-0.023495695,384.69235,17.880253,68.72046,298.09164,295.5835,593.6752
0.039231956,-0.00024329398,0.00010300037,-5.268407e-05,-0.6949193,-0.26096112,-1.9991252,-0.7507259,-0.22867073,0.16043833,-9.938019e-05,7.079643e-05,-0.062926844,-0.023630742,-9.938513e-05,7.0793925e-05,-0.06292059,-0.023628393,385.63022,18.082853,69.117165,298.4302,295.9192,594.34937
0.03923941,-0.0002438859,0.00010300037,-5.268407e-05,-0.69785124,-0.26096112,-2.0075598,-0.7507259,-0.22913173,0.16043833,-0.00010108681,7.199261e-05,-0.06319234,-0.023630742,-0.00010109192,7.199002e-05,-0.06318595,-0.023628354,387.5089,18.082853,69.117165,300.30887,297.78207,598.09094
0.039246865,-0.00024447782,0.000103296334,-5.268407e-05,-0.6993172,-0.26096112,-2.0117772,-0.7507259,-0.22982325,0.16089933,-0.00010279773,7.319051e-05,-0.063325085,-0.023630742,-0.00010280301,7.318783e-05,-0.06331857,-0.023628313,389.3922,18.082853,69.51494,301.79443,299.25513,601.04956
0.039254323,-0.0002450698,0.000103296334,-5.268407e-05,-0.7022494,-0.26096112,-2.0202124,-0.7507259,-0.23028429,0.16089933,-0.00010451295,7.439013e-05,-0.06359061,-0.023630742,-0.0001045184,7.438736e-05,-0.06358396,-0.023628272,391.28024,18.082853,69.51494,303.68246,301.12726,604.8097
0.039261777,-0.0002456618,0.0001035923,-5.2980085e-05,-0.70371586,-0.26242736,-2.024431,-0.754944,-0.23074532,0.16136034,-0.00010623159,7.5591466e-05,-0.06372339,-0.023763515,-0.00010623724,7.5588614e-05,-0.06371662,-0.023760991,393.1729,18.286629,69.91386,304.97244,302.4064,607.37885
0.039269235,-0.00024595775,0.00010388827,-5.2980085e-05,-0.7037157,-0.26242736,-2.0244305,-0.754944,-0.23120633,0.16182137,-0.00010795368,7.679624e-05,-0.06372338,-0.023763515,-0.00010795951,7.6793294e-05,-0.0637165,-0.02376095,394.12082,18.286629,70.31393,305.52026,302.9496,608.46985
0.03927669,-0.0002465497,0.00010388827,-5.327605e-05,-0.70664775,-0.26389337,-2.0328655,-0.7591614,-0.23143685,0.16182137,-0.00010967835,7.800274e-05,-0.06398889,-0.023896266,-0.00010968437,7.799969e-05,-0.06398187,-0.023893645,396.02014,18.49151,70.31393,307.2147,304.62976,611.8445
0.039284144,-0.00024714167,0.00010418428,-5.327605e-05,-0.7081138,-0.26389337,-2.037083,-0.7591614,-0.23212844,0.16228244,-0.00011140646,7.921095e-05,-0.06412164,-0.023896266,-0.000111412664,7.920781e-05,-0.064114496,-0.023893604,397.92416,18.49151,70.71519,308.71744,306.11987,614.8373
0.0392916,-0.0002477336,0.00010448024,-5.327605e-05,-0.7095798,-0.26389337,-2.0413003,-0.7591614,-0.23281996,0.16274343,-0.000113139715,8.04226e-05,-0.064254396,-0.023896266,-0.00011314612,8.041936e-05,-0.064247124,-0.023893563,399.8326,18.49151,71.11753,310.22354,307.6133,617.83685
0.039299056,-0.00024832558,0.00010448024,-5.327605e-05,-0.7125121,-0.26389337,-2.0497358,-0.7591614,-0.233281,0.16274343,-0.00011487727,8.163597e-05,-0.06451992,-0.023896266,-0.00011488387,8.1632636e-05,-0.064512506,-0.02389352,401.74573,18.49151,71.11753,312.1367,309.51035,621.64703
0.03930651,-0.00024862154,0.000104776205,-5.3572017e-05,-0.7125121,-0.2653594,-2.0497358,-0.7633788,-0.2335115,0.16320445,-0.00011661741,8.285105e-05,-0.06451992,-0.024029018,-0.00011662421,8.284762e-05,-0.064512394,-0.024026217,402.70392,18.697533,71.52101,312.48535,309.8561,622.34143
