,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
11,11,11,11,11,11,11,11,11,11,11,8.5572596e-05,-0.00017551494,-4.8836373e-05,-0.000100188554,-1.111284,-0.49626604,-3.1969123,-1.427645,-0.02063106,-0.07606988,-1.633202e-06,-6.6950984e-06,-0.10062981,-0.044938248,-1.6332033e-06,-6.695121e-06,-0.10062964,-0.044938173,133.79666,43.59667,10.358667,79.841324,79.16953,159.01086,-0.07911883790599976,0.020421122263238438
12,12,12,12,12,12,12,12,12,12,12,9.335192e-05,-0.00017610691,-4.854041e-05,-0.00010048457,-1.1127502,-0.4977323,-3.2011302,-1.4318631,-0.021092068,-0.07560887,-1.7954909e-06,-7.285078e-06,-0.100762576,-0.04507102,-1.7954925e-06,-7.2851044e-06,-0.1007624,-0.04507094,134.70071,43.854668,10.233494,80.61255,79.93427,160.54681,-0.07861999604118862,0.020872709455950617
13,13,13,13,13,13,13,13,13,13,13,0.00010113125,-0.00017655088,-4.824442e-05,-0.00010092851,-1.1134832,-0.4999313,-3.2032387,-1.438189,-0.021322606,-0.07514782,-1.9604697e-06,-7.871471e-06,-0.100828946,-0.045270145,-1.9604718e-06,-7.871502e-06,-0.100828744,-0.045270056,135.38072,44.243027,10.109071,81.028625,80.34685,161.37547,-0.07812135964536156,0.021098459891367962
14,14,14,14,14,14,14,14,14,14,14,0.00010891057,-0.00017714285,-4.794844e-05,-0.000101224476,-1.1149493,-0.5013973,-3.2074566,-1.4424064,-0.021783654,-0.074686795,-2.1281385e-06,-8.454277e-06,-0.100961715,-0.045402896,-2.1281407e-06,-8.454313e-06,-0.1009615,-0.0454028,136.2901,44.502884,9.985414,81.801796,81.11352,162.91531,-0.07762299878175495,0.021549780526865344
15,15,15,15,15,15,15,15,15,15,15,0.0001166899,-0.0001775868,-4.7652462e-05,-0.00010166848,-1.1156824,-0.5035966,-3.2095652,-1.4487332,-0.022014135,-0.07422576,-2.2984973e-06,-9.033497e-06,-0.101028085,-0.045602046,-2.2984998e-06,-9.033537e-06,-0.101027854,-0.04560194,136.9741,44.894146,9.862517,82.21743,81.52565,163.74307,-0.0771248753562213,0.021775322409939603
16,16,16,16,16,16,16,16,16,16,16,0.00012446922,-0.00017817877,-4.7356483e-05,-0.00010196444,-1.1171485,-0.5050626,-3.213783,-1.4529506,-0.022475183,-0.073764734,-2.4715457e-06,-9.60913e-06,-0.101160854,-0.045734797,-2.4715487e-06,-9.609176e-06,-0.1011606,-0.045734685,137.8888,45.155907,9.740381,82.992516,82.29421,165.28673,-0.07662700965085718,0.022226337735631173
17,17,17,17,17,17,17,17,17,17,17,0.00013224855,-0.00017862272,-4.7060505e-05,-0.00010240839,-1.1178814,-0.50726163,-3.2158914,-1.4592767,-0.022705704,-0.0733037,-2.6472842e-06,-1.0181177e-05,-0.10122722,-0.045933925,-2.6472876e-06,-1.0181228e-05,-0.10122695,-0.0459338,138.57678,45.549976,9.619007,83.4078,82.706,166.1138,-0.07612938305959646,0.02245176620745143
18,18,18,18,18,18,18,18,18,18,18,0.00014002789,-0.00017906672,-4.676453e-05,-0.000102704355,-1.1186146,-0.5087276,-3.2180007,-1.4634941,-0.023051502,-0.07284267,-2.8252643e-06,-1.0749637e-05,-0.10129361,-0.046066675,-2.8252682e-06,-1.0749694e-05,-0.101293325,-0.046066545,139.26656,45.81364,9.498395,83.95451,83.248116,167.20264,-0.07563200829166059,0.022789829788289914
19,19,19,19,19,19,19,19,19,19,19,0.00014780721,-0.00017965866,-4.646855e-05,-0.000103148355,-1.1200806,-0.5109269,-3.222218,-1.4698209,-0.023397233,-0.072381645,-3.0059343e-06,-1.1314511e-05,-0.10142636,-0.046265826,-3.0059387e-06,-1.1314574e-05,-0.10142606,-0.046265688,140.18883,46.21061,9.378542,84.59968,83.887856,168.48753,-0.07513488617255705,0.02312771365254351
20,20,20,20,20,20,20,20,20,20,20,0.00015558653,-0.00018010265,-4.6172572e-05,-0.0001035923,-1.1208137,-0.5131259,-3.224327,-1.4761468,-0.023627793,-0.07192062,-3.1888458e-06,-1.1875798e-05,-0.101492755,-0.046464954,-3.1888508e-06,-1.1875868e-05,-0.101492435,-0.046464805,140.88258,46.609238,9.259451,85.01389,84.298584,169.31247,-0.07463801106106698,0.02335297714277583
21,21,21,21,21,21,21,21,21,21,21,0.00016336585,-0.00018069458,-4.5876594e-05,-0.00010388827,-1.1222796,-0.51459193,-3.2285442,-1.4803643,-0.024088813,-0.071459584,-3.3744473e-06,-1.2433498e-05,-0.101625495,-0.046597704,-3.374453e-06,-1.2433576e-05,-0.10162515,-0.046597548,141.81017,46.875954,9.14112,85.79308,85.07121,170.86429,-0.07414137086529875,0.023803254301674296
22,22,22,22,22,22,22,22,22,22,22,0.00017114519,-0.00018113859,-4.5728604e-05,-0.000104332255,-1.123746,-0.5167911,-3.2327626,-1.4866909,-0.024204079,-0.07122907,-3.5622904e-06,-1.2988509e-05,-0.10175827,-0.04679685,-3.5622968e-06,-1.2988594e-05,-0.10175791,-0.046796683,142.50792,47.277477,9.08224,86.1482,85.42335,171.57155,-0.07389314753787442,0.02391580265896417
23,23,23,23,23,23,23,23,23,23,23,0.00017892451,-0.0001817305,-4.5432625e-05,-0.00010462822,-1.1252118,-0.51825714,-3.2369792,-1.4909083,-0.024665093,-0.07076804,-3.752375e-06,-1.354083e-05,-0.10189101,-0.0469296,-3.752382e-06,-1.3540922e-05,-0.10189063,-0.046929426,143.44081,47.546085,8.965051,86.92968,86.19825,173.12793,-0.0733968834987353,0.024365820663120395
24,24,24,24,24,24,24,24,24,24,24,0.00018670384,-0.00018217451,-4.5136654e-05,-0.00010507222,-1.1259451,-0.52045643,-3.2390888,-1.4972352,-0.024895608,-0.07030702,-3.9451493e-06,-1.40895645e-05,-0.10195741,-0.047128752,-3.9451575e-06,-1.4089665e-05,-0.10195701,-0.047128566,144.14258,47.950474,8.848625,87.343475,86.60856,173.95203,-0.0729008763716785,0.024590761550071862
25,25,25,25,25,25,25,25,25,25,25,0.00019448316,-0.00018276644,-4.484067e-05,-0.00010551617,-1.1274111,-0.5226554,-3.2433062,-1.5035613,-0.025241368,-0.06984598,-4.1401654e-06,-1.4634713e-05,-0.10209016,-0.04732788,-4.140174e-06,-1.463482e-05,-0.10208973,-0.047327682,145.08081,48.35653,8.732957,87.99132,87.25095,175.24228,-0.07240509364391252,0.02492806584468822
26,26,26,26,26,26,26,26,26,26,26,0.0002022625,-0.00018321043,-4.4544693e-05,-0.000105812134,-1.1281441,-0.52412146,-3.2454152,-1.5077785,-0.025587177,-0.069384955,-4.3378714e-06,-1.5176274e-05,-0.10215654,-0.04746063,-4.337881e-06,-1.517639e-05,-0.1021561,-0.047460426,145.78656,48.62818,8.61805,88.54034,87.79535,176.3357,-0.07190957271323391,0.025265304180989333
27,27,27,27,27,27,27,27,27,27,27,0.00021004182,-0.00018380236,-4.4248714e-05,-0.000106256135,-1.1296101,-0.5263207,-3.2496321,-1.5141054,-0.025932908,-0.06892392,-4.538267e-06,-1.571425e-05,-0.10228928,-0.04765978,-4.5382776e-06,-1.5714373e-05,-0.10228882,-0.047659565,146.73012,49.037136,8.503904,89.189064,88.43862,177.62769,-0.07141428646168174,0.02560235279757441
28,28,28,28,28,28,28,28,28,28,28,0.00021782114,-0.00018424631,-4.3952736e-05,-0.000106700085,-1.1303431,-0.52851975,-3.2517407,-1.5204315,-0.026163416,-0.06846289,-4.7409044e-06,-1.6248638e-05,-0.10235566,-0.04785891,-4.7409158e-06,-1.624877e-05,-0.102355175,-0.04785868,147.43977,49.447758,8.39052,89.6015,88.84759,178.4491,-0.07091925076464033,0.02582700891948607
29,29,29,29,29,29,29,29,29,29,29,0.00022560047,-0.0001848383,-4.3656764e-05,-0.000107144035,-1.1318094,-0.5307188,-3.2559588,-1.5267576,-0.026509222,-0.068001874,-4.945783e-06,-1.677944e-05,-0.10248843,-0.048058037,-4.9457954e-06,-1.677958e-05,-0.10248792,-0.0480578,148.38876,49.86009,8.2779,90.25076,89.49139,179.74216,-0.07042447502818114,0.02616394136245805
30,30,30,30,30,30,30,30,30,30,30,0.0002333798,-0.00018528223,-4.3360782e-05,-0.000107440035,-1.1325421,-0.53218496,-3.2580671,-1.5309755,-0.026854957,-0.06754084,-5.153352e-06,-1.7306655e-05,-0.10255479,-0.048190802,-5.1533652e-06,-1.7306806e-05,-0.10255426,-0.048190553,149.1024,50.13596,8.166036,90.80041,90.03641,180.83682,-0.0699299246698989,0.026500691177033655
31,31,31,31,31,31,31,31,31,31,31,0.00024115913,-0.00018587422,-4.3064803e-05,-0.000107883985,-1.1340084,-0.534384,-3.2622852,-1.5373015,-0.02720076,-0.067079805,-5.3636104e-06,-1.7830285e-05,-0.10268757,-0.04838993,-5.363625e-06,-1.7830444e-05,-0.102687016,-0.04838967,150.05669,50.551147,8.0549345,91.450615,90.681145,182.13176,-0.06943561769887802,0.026837393828675313
32,32,32,32,32,32,32,32,32,32,32,0.00024893845,-0.00018631815,-4.2768825e-05,-0.000108327935,-1.1347413,-0.536583,-3.2643933,-1.5436277,-0.02743127,-0.06661878,-5.5761107e-06,-1.8350327e-05,-0.10275392,-0.04858906,-5.576126e-06,-1.8350494e-05,-0.10275335,-0.048588786,150.77432,50.96805,7.944594,91.86169,91.08876,182.95044,-0.06894156566026073,0.027061774640033617
33,33,33,33,33,33,33,33,33,33,33,0.0002567178,-0.00018691014,-4.2472846e-05,-0.00010862395,-1.1362076,-0.5380493,-3.2686114,-1.5478457,-0.02789229,-0.06615774,-5.7913007e-06,-1.8866784e-05,-0.1028867,-0.04872183,-5.7913176e-06,-1.886696e-05,-0.1028861,-0.04872155,151.73396,51.24698,7.8350143,92.65196,91.87239,184.52435,-0.06844774152586283,0.02751038527896571
34,34,34,34,34,34,34,34,34,34,34,0.0002644971,-0.00018735409,-4.2176864e-05,-0.0001090679,-1.1369405,-0.5402483,-3.27072,-1.5541719,-0.02812281,-0.06569671,-6.0091807e-06,-1.9379653e-05,-0.10295307,-0.04892096,-6.0091984e-06,-1.937984e-05,-0.10295245,-0.048920665,152.45561,51.66673,7.7261944,93.06269,92.279655,185.34235,-0.06795417183654254,0.02773462487814555
35,35,35,35,35,35,35,35,35,35,35,0.00027227643,-0.00018794608,-4.202888e-05,-0.00010951185,-1.1391398,-0.5424473,-3.277047,-1.560498,-0.028353354,-0.0654662,-6.2288536e-06,-1.9889832e-05,-0.10315222,-0.049120087,-6.228873e-06,-1.989003e-05,-0.10315158,-0.04911978,153.42056,52.088192,7.6720734,93.66029,92.87223,186.53253,-0.06770748366623344,0.027958837543482253
36,36,36,36,36,36,36,36,36,36,36,0.00028005577,-0.00018839003,-4.1732907e-05,-0.000109807865,-1.1398728,-0.5439136,-3.2791555,-1.5647161,-0.02869908,-0.06500518,-6.4507685e-06,-2.0397321e-05,-0.10321859,-0.04925286,-6.4507894e-06,-2.039753e-05,-0.10321793,-0.049252544,154.14622,52.370167,7.5643973,94.211655,93.41895,187.63062,-0.06721428981574837,0.02829497482179451
37,37,37,37,37,37,37,37,37,37,37,0.00028783508,-0.00018898195,-4.1288935e-05,-0.000110251814,-1.1406056,-0.5461126,-3.2812636,-1.5710422,-0.02916011,-0.06431363,-6.675821e-06,-2.0900328e-05,-0.103284955,-0.04945199,-6.6758435e-06,-2.0900547e-05,-0.10328426,-0.049451657,155.11641,52.794483,7.404307,94.91762,94.11898,189.03659,-0.06647493344096936,0.02874304241548958
38,38,38,38,38,38,38,38,38,38,38,0.00029561442,-0.00018957393,-4.1140946e-05,-0.000110695764,-1.1428047,-0.54831165,-3.2875903,-1.5773683,-0.029390654,-0.064083114,-6.903564e-06,-2.1399748e-05,-0.103484094,-0.049651116,-6.9035877e-06,-2.1399977e-05,-0.10348338,-0.049650773,156.08972,53.220516,7.351325,95.51788,94.714195,190.23209,-0.06622860345577977,0.028967029120112578
39,39,39,39,39,39,39,39,39,39,39,0.00030339372,-0.00019001788,-4.0844967e-05,-0.00011113975,-1.1435378,-0.5505108,-3.2896988,-1.5836949,-0.029621135,-0.06362208,-7.1331e-06,-2.189648e-05,-0.10355047,-0.049850263,-7.1331256e-06,-2.1896718e-05,-0.103549734,-0.04984991,156.82164,53.648293,7.24593,95.92742,95.120285,191.0477,-0.06573612331019515,0.029190904478373237
40,40,40,40,40,40,40,40,40,40,40,0.00031117306,-0.00019060985,-4.054899e-05,-0.00011143572,-1.1450038,-0.55197686,-3.2939165,-1.5879123,-0.030082189,-0.06316105,-7.365326e-06,-2.2389622e-05,-0.10368323,-0.049983017,-7.365353e-06,-2.2389873e-05,-0.10368247,-0.04998265,157.80028,53.93441,7.1412973,96.724556,95.91071,192.63527,-0.06524388985160068,0.02963859420371222
41,41,41,41,41,41,41,41,41,41,41,0.0003189524,-0.00019120179,-4.0253017e-05,-0.000111879715,-1.14647,-0.5541761,-3.298134,-1.5942391,-0.030427925,-0.06270003,-7.60069e-06,-2.287918e-05,-0.10381598,-0.050182164,-7.6007186e-06,-2.2879442e-05,-0.10381519,-0.050181784,158.78189,54.365047,7.0374274,97.379425,96.56007,193.93948,-0.06475190923652557,0.029974177126499555
42,42,42,42,42,42,42,42,42,42,42,0.0003267317,-0.00019164577,-3.9957034e-05,-0.000112323665,-1.147203,-0.55637515,-3.3002431,-1.6005652,-0.030658457,-0.062238995,-7.8382955e-06,-2.336515e-05,-0.10388237,-0.05038129,-7.838326e-06,-2.3365423e-05,-0.10388156,-0.050380897,159.52014,54.797356,6.934315,97.78847,96.965675,194.75415,-0.0642601545518111,0.03019787663077521
43,43,43,43,43,43,43,43,43,43,43,0.00033451105,-0.00019223771,-3.9661056e-05,-0.00011261963,-1.148669,-0.5578412,-3.3044603,-1.6047826,-0.031119494,-0.061777964,-8.078591e-06,-2.3847535e-05,-0.10401512,-0.050514042,-8.078623e-06,-2.3847819e-05,-0.10401428,-0.050513633,160.5071,55.08651,6.831965,98.58863,97.7591,196.34773,-0.06376864583429567,0.03064509938573837
44,44,44,44,44,44,44,44,44,44,44,0.00034229038,-0.00019282968,-3.9217084e-05,-0.00011306363,-1.149402,-0.5600404,-3.306569,-1.6111094,-0.03158052,-0.061086413,-8.322473e-06,-2.4325436e-05,-0.1040815,-0.050713193,-8.322508e-06,-2.4325731e-05,-0.10408063,-0.05071277,161.49715,55.52172,6.6798644,99.295555,98.460075,197.75563,-0.06303183063265182,0.031092111558664863
45,45,45,45,45,45,45,45,45,45,45,0.0003500697,-0.00019342163,-3.892111e-05,-0.00011350758,-1.150868,-0.56223947,-3.3107865,-1.6174355,-0.03192629,-0.060625385,-8.569493e-06,-2.4798854e-05,-0.10421425,-0.05091232,-8.569529e-06,-2.4799161e-05,-0.10421336,-0.050911885,162.49019,55.958595,6.5794177,99.95218,99.111176,199.06335,-0.06254092832195486,0.031427240089921
46,46,46,46,46,46,46,46,46,46,46,0.00035784903,-0.0001940136,-3.8625134e-05,-0.00011395153,-1.1523343,-0.56443846,-3.3150046,-1.6237615,-0.03227208,-0.060164366,-8.819203e-06,-2.5268686e-05,-0.10434702,-0.05111145,-8.819242e-06,-2.5269004e-05,-0.1043461,-0.051110998,163.48631,56.39718,6.479732,100.60939,99.76286,200.37225,-0.06205027645424163,0.03176227572240692
47,47,47,47,47,47,47,47,47,47,47,0.00036562834,-0.00019460553,-3.832916e-05,-0.000114395516,-1.1538002,-0.5666377,-3.3192217,-1.6300882,-0.03261781,-0.05970334,-9.071603e-06,-2.5734931e-05,-0.10447977,-0.05131059,-9.071644e-06,-2.5735262e-05,-0.10447882,-0.051310126,164.48541,56.837513,6.3808074,101.26709,100.41502,201.68211,-0.06155985776326828,0.03209714103886284
48,48,48,48,48,48,48,48,48,48,48,0.00037340767,-0.00019504952,-3.8033177e-05,-0.000114839466,-1.1545334,-0.5688367,-3.3213308,-1.6364143,-0.032848366,-0.0592423,-9.326244e-06,-2.619759e-05,-0.10454615,-0.05150972,-9.326288e-06,-2.6197933e-05,-0.104545176,-0.05150924,165.23683,57.279526,6.2826414,101.67466,100.81917,202.49384,-0.06106966458327751,0.032320389430568836
49,49,49,49,49,49,49,49,49,49,49,0.000381187,-0.00019564145,-3.7737198e-05,-0.00011528347,-1.1559993,-0.571036,-3.325548,-1.6427411,-0.0331941,-0.05878127,-9.583127e-06,-2.665666e-05,-0.10467889,-0.05170887,-9.583173e-06,-2.6657017e-05,-0.104677886,-0.051708374,166.24126,57.723297,6.1852374,102.33273,101.471695,203.80443,-0.060579722199437726,0.032655071808996905
50,50,50,50,50,50,50,50,50,50,50,0.00038896632,-0.00019623344,-3.744122e-05,-0.00011572741,-1.1574656,-0.573235,-3.329766,-1.649067,-0.033539906,-0.058320243,-9.8427e-06,-2.7112146e-05,-0.10481167,-0.051907994,-9.842748e-06,-2.7112514e-05,-0.10481064,-0.051907483,167.24883,58.168724,6.088594,102.991516,102.12494,205.11646,-0.06009002292738875,0.03298971187610088
51,51,51,51,51,51,51,51,51,51,51,0.00039674566,-0.00019682536,-3.7145244e-05,-0.00011617136,-1.1589315,-0.575434,-3.3339832,-1.6553932,-0.033885665,-0.057859216,-1.0104963e-05,-2.7564045e-05,-0.104944415,-0.05210712,-1.0105014e-05,-2.7564425e-05,-0.10494336,-0.052106597,168.25935,58.61587,5.9927135,103.65077,102.77865,206.42941,-0.059600563343346444,0.03332419453712006
52,52,52,52,52,52,52,52,52,52,52,0.000404525,-0.00019726937,-3.684927e-05,-0.000116467374,-1.1596648,-0.57690024,-3.3360925,-1.6596113,-0.034231447,-0.05739819,-1.0369915e-05,-2.8012359e-05,-0.10501081,-0.052239895,-1.03699695e-05,-2.801275e-05,-0.10500972,-0.052239355,169.01933,58.914967,5.897593,104.20678,103.32998,207.53676,-0.059111344273683974,0.03365858759563289
53,53,53,53,53,53,53,53,53,53,53,0.0004123043,-0.0001978613,-3.6553287e-05,-0.000116911324,-1.1611307,-0.5790993,-3.3403096,-1.6659374,-0.034577206,-0.056937154,-1.0637558e-05,-2.8457083e-05,-0.105143555,-0.052439023,-1.0637615e-05,-2.8457489e-05,-0.10514244,-0.052438464,170.03517,59.364967,5.803232,104.866974,103.98462,208.8516,-0.058622353818546954,0.03399284664150249
54,54,54,54,54,54,54,54,54,54,54,0.00042008364,-0.00019845327,-3.625731e-05,-0.00011735527,-1.1625968,-0.5812983,-3.3445275,-1.6722634,-0.034923017,-0.056476127,-1.090789e-05,-2.8898223e-05,-0.10527632,-0.05263815,-1.090795e-05,-2.8898641e-05,-0.10527517,-0.052637577,171.05414,59.816673,5.709633,105.52783,104.639915,210.16776,-0.05813361189692313,0.03432704424087976
55,55,55,55,55,55,55,55,55,55,55,0.00042786295,-0.0001990452,-3.596133e-05,-0.00011779927,-1.1640627,-0.5834976,-3.3487446,-1.6785902,-0.035268735,-0.056015093,-1.1180912e-05,-2.9335777e-05,-0.10540906,-0.0528373,-1.1180975e-05,-2.9336206e-05,-0.105407886,-0.05283671,172.07608,60.270145,5.6167946,106.18914,105.29566,211.4848,-0.05764510131190894,0.034661040357789975
56,56,56,56,56,56,56,56,56,56,56,0.0004356423,-0.00019963719,-3.566535e-05,-0.00011824322,-1.1655289,-0.5856966,-3.3529625,-1.6849163,-0.03561455,-0.055554062,-1.1456625e-05,-2.9769742e-05,-0.10554183,-0.05303643,-1.145669e-05,-2.9770186e-05,-0.105540626,-0.05303582,173.10115,60.725285,5.5247173,106.85114,105.952095,212.80324,-0.057156832429434354,0.03499501862273537
57,57,57,57,57,57,57,57,57,57,57,0.00044342162,-0.00020022911,-3.536938e-05,-0.00011868721,-1.1669949,-0.5878958,-3.3571799,-1.691243,-0.035960276,-0.055093046,-1.1735026e-05,-3.0200123e-05,-0.10567458,-0.053235576,-1.17350955e-05,-3.020058e-05,-0.10567334,-0.05323495,174.12917,61.182175,5.4334035,107.513596,106.60897,214.12256,-0.05666881771169511,0.0353287994728119
58,58,58,58,58,58,58,58,58,58,58,0.00045120093,-0.0002008211,-3.5073397e-05,-0.00011913116,-1.1684611,-0.59009486,-3.3613977,-1.6975691,-0.03630609,-0.054632008,-1.20161185e-05,-3.0626918e-05,-0.10580735,-0.053434703,-1.201619e-05,-3.0627387e-05,-0.105806075,-0.053434063,175.16034,61.640736,5.3428473,108.17675,107.26655,215.4433,-0.056181017764795824,0.03566255386740519
59,59,59,59,59,59,59,59,59,59,59,0.00045898027,-0.00020141303,-3.477742e-05,-0.00011957511,-1.169927,-0.59229386,-3.365615,-1.7038952,-0.03665185,-0.054170977,-1.22999e-05,-3.1050124e-05,-0.105940096,-0.05363383,-1.2299976e-05,-3.1050604e-05,-0.10593879,-0.053633172,176.19444,62.10101,5.2530527,108.84038,107.92459,216.76497,-0.0556934630515893,0.03599614481639116
60,60,60,60,60,60,60,60,60,60,60,0.0004667596,-0.00020200502,-3.448144e-05,-0.0001200191,-1.1713933,-0.59449315,-3.369833,-1.7102219,-0.03699762,-0.053709947,-1.2586372e-05,-3.1469743e-05,-0.106072865,-0.053832978,-1.2586451e-05,-3.1470237e-05,-0.10607153,-0.0538323,177.23169,62.563038,5.164019,109.50464,108.58326,218.08789,-0.055206146988904414,0.036329634162789316
61,61,61,61,61,61,61,61,61,61,61,0.00047453892,-0.00020259694,-3.418546e-05,-0.00012046305,-1.1728592,-0.59669214,-3.3740501,-1.7165481,-0.03734339,-0.053248916,-1.2875534e-05,-3.188578e-05,-0.10620561,-0.054032106,-1.2875616e-05,-3.1886288e-05,-0.10620424,-0.05403141,178.27188,63.026737,5.075747,110.169395,109.242424,219.41182,-0.05471906723125541,0.03666301233111898
62,62,62,62,62,62,62,62,62,62,62,0.00048231825,-0.00020318892,-3.388948e-05,-0.000120906996,-1.1743253,-0.59889114,-3.3782678,-1.722874,-0.037689198,-0.052787878,-1.3167385e-05,-3.2298227e-05,-0.10633837,-0.05423123,-1.31674715e-05,-3.2298747e-05,-0.106336966,-0.054230515,179.31519,63.492138,4.988234,110.83482,109.90225,220.73708,-0.05423221721469129,0.0369963160153129
