,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W
0,0.070551455,-0.00017181523,-8.583364e-06,-9.3085095e-05,-0.8935721,-0.46108034,-2.5706043,-1.3264236,-0.054631997,-0.01336986,0.0,0.0,-0.0809154,-0.041752085,0.0,0.0,-0.0809154,-0.041752085
1,0.07055994,-0.00017196321,-8.435372e-06,-9.323307e-05,-0.89357203,-0.46181333,-2.570604,-1.3285322,-0.054747257,-0.013139341,-4.6420033e-07,-1.1250379e-07,-0.08091539,-0.04181846,-4.6420044e-07,-1.125038e-07,-0.080915354,-0.041818455
2,0.070568435,-0.00017225923,-8.287385e-06,-9.338106e-05,-0.8943053,-0.46254635,-2.5727136,-1.3306409,-0.054977797,-0.012908828,-9.2986824e-07,-2.2305098e-07,-0.08098179,-0.041884836,-9.2986863e-07,-2.23051e-07,-0.08098172,-0.041884825
3,0.07057692,-0.0001725552,-8.139397e-06,-9.352904e-05,-0.8950383,-0.46327934,-2.5748222,-1.3327496,-0.055208318,-0.012678317,-1.3974928e-06,-3.316416e-07,-0.08104817,-0.04195121,-1.3974937e-06,-3.3164164e-07,-0.08104806,-0.041951194
4,0.07058541,-0.00017285116,-7.991405e-06,-9.367702e-05,-0.8957712,-0.46401235,-2.5769308,-1.3348583,-0.05543882,-0.012447796,-1.8670739e-06,-4.382756e-07,-0.08111453,-0.042017587,-1.8670758e-06,-4.382757e-07,-0.08111438,-0.042017568
5,0.07059389,-0.00017299913,-7.843418e-06,-9.382505e-05,-0.8957712,-0.46474558,-2.5769308,-1.3369677,-0.055554032,-0.012217284,-2.3381224e-06,-5.4295305e-07,-0.08111453,-0.042083982,-2.3381251e-06,-5.4295316e-07,-0.081114344,-0.04208396
6,0.07060239,-0.00017329515,-7.695429e-06,-9.397304e-05,-0.8965044,-0.4654786,-2.57904,-1.3390764,-0.05578458,-0.011986771,-2.810638e-06,-6.456739e-07,-0.08118092,-0.04215036,-2.810642e-06,-6.456741e-07,-0.08118069,-0.042150334
7,0.07061087,-0.00017344314,-7.5474372e-06,-9.412102e-05,-0.8965044,-0.4662116,-2.57904,-1.3411851,-0.05589985,-0.011756251,-3.2846215e-06,-7.464381e-07,-0.08118092,-0.042216733,-3.284627e-06,-7.464384e-07,-0.081180654,-0.042216703
8,0.07061936,-0.0001737391,-7.3994497e-06,-9.4268995e-05,-0.8972373,-0.46694458,-2.5811484,-1.3432937,-0.05613036,-0.011525739,-3.7600723e-06,-8.452458e-07,-0.08124729,-0.042283107,-3.7600794e-06,-8.452461e-07,-0.08124699,-0.04228307
9,0.070627846,-0.00017388708,-7.251462e-06,-9.441698e-05,-0.8972373,-0.4676776,-2.5811484,-1.3454024,-0.056245606,-0.0112952255,-4.2369907e-06,-9.4209685e-07,-0.08124729,-0.042349484,-4.2369993e-06,-9.420973e-07,-0.08124695,-0.042349443
10,0.07063633,-0.00017418305,-7.103475e-06,-9.4564966e-05,-0.8979703,-0.4684106,-2.583257,-1.3475112,-0.05647612,-0.011064714,-4.7153762e-06,-1.0369914e-06,-0.08131367,-0.04241586,-4.715387e-06,-1.0369919e-06,-0.08131329,-0.042415816
11,0.070644826,-0.00017447906,-6.955482e-06,-9.486093e-05,-0.8987035,-0.46987662,-2.5853662,-1.3517286,-0.05659142,-0.010834193,-5.1952293e-06,-1.1299293e-06,-0.08138006,-0.04254861,-5.195243e-06,-1.12993e-06,-0.08137964,-0.042548563
12,0.07065331,-0.00017462706,-6.6595076e-06,-9.500896e-05,-0.8979705,-0.47060984,-2.5832577,-1.3538378,-0.0568219,-0.010373169,-5.6765502e-06,-1.2199323e-06,-0.081313685,-0.042615008,-5.676566e-06,-1.2199331e-06,-0.08131322,-0.042614955
13,0.0706618,-0.00017492301,-6.5115146e-06,-9.5156945e-05,-0.89870346,-0.4713429,-2.585366,-1.3559467,-0.057052407,-0.010142648,-6.159827e-06,-1.3070005e-06,-0.081380054,-0.042681385,-6.159846e-06,-1.3070013e-06,-0.081379555,-0.04268133
14,0.070670284,-0.00017521897,-6.363527e-06,-9.5304924e-05,-0.89943635,-0.47207585,-2.5874746,-1.3580552,-0.057282917,-0.009912135,-6.6450607e-06,-1.392112e-06,-0.081446424,-0.04274776,-6.645083e-06,-1.392113e-06,-0.08144588,-0.0427477
15,0.07067878,-0.00017551494,-6.21554e-06,-9.545291e-05,-0.90016943,-0.47280887,-2.5895834,-1.3601639,-0.05751342,-0.009681623,-7.132251e-06,-1.475267e-06,-0.0815128,-0.042814136,-7.1322766e-06,-1.475268e-06,-0.08151222,-0.042814072
16,0.070687264,-0.00017566298,-5.91956e-06,-9.5600895e-05,-0.89943653,-0.47354192,-2.587475,-1.3622727,-0.05774398,-0.009220591,-7.621398e-06,-1.5554871e-06,-0.08144644,-0.042880513,-7.621427e-06,-1.5554883e-06,-0.08144582,-0.042880446
17,0.07069575,-0.00017595894,-5.7715724e-06,-9.5748874e-05,-0.9001695,-0.47427487,-2.5895836,-1.3643813,-0.05797449,-0.008990078,-8.112502e-06,-1.6327723e-06,-0.08151281,-0.042946886,-8.1125345e-06,-1.6327737e-06,-0.081512146,-0.042946815
18,0.07070424,-0.0001762549,-5.623585e-06,-9.589686e-05,-0.9009025,-0.47500792,-2.5916924,-1.3664901,-0.058204994,-0.008759566,-8.605562e-06,-1.708101e-06,-0.081579186,-0.043013263,-8.605599e-06,-1.7081023e-06,-0.081578486,-0.04301319
19,0.07071273,-0.00017655088,-5.327605e-06,-9.604489e-05,-0.90090245,-0.47574115,-2.5916922,-1.3685994,-0.058550734,-0.008298533,-9.101067e-06,-1.7804947e-06,-0.08157918,-0.043079663,-9.101109e-06,-1.7804963e-06,-0.08157843,-0.043079585
20,0.07072122,-0.00017669884,-5.1796173e-06,-9.6192874e-05,-0.9009024,-0.47647417,-2.591692,-1.3707081,-0.05866597,-0.008068021,-9.59853e-06,-1.8499535e-06,-0.08157917,-0.04314604,-9.598575e-06,-1.8499553e-06,-0.08157839,-0.043145962
21,0.0707297,-0.00017699486,-5.0316253e-06,-9.634085e-05,-0.9016356,-0.47720715,-2.5938013,-1.3728168,-0.058896523,-0.007837501,-1.0097459e-05,-1.9174558e-06,-0.08164557,-0.043212414,-1.009751e-05,-1.9174577e-06,-0.08164474,-0.04321233
22,0.07073819,-0.00017729083,-4.8836373e-06,-9.648884e-05,-0.90236855,-0.47794017,-2.5959098,-1.3749255,-0.059127036,-0.0076069883,-1.0598345e-05,-1.9830015e-06,-0.08171194,-0.04327879,-1.0598402e-05,-1.9830034e-06,-0.081711076,-0.043278705
23,0.070746675,-0.0001775868,-4.5876577e-06,-9.67848e-05,-0.9023685,-0.47940618,-2.5959096,-1.3791429,-0.059357565,-0.007145956,-1.1101189e-05,-2.0456123e-06,-0.08171193,-0.04341154,-1.110125e-05,-2.0456143e-06,-0.081711024,-0.043411452
24,0.07075517,-0.00017788282,-4.43967e-06,-9.693279e-05,-0.9031018,-0.4801392,-2.5980191,-1.3812516,-0.059588104,-0.0069154436,-1.1605988e-05,-2.105288e-06,-0.08177833,-0.04347792,-1.16060555e-05,-2.1052904e-06,-0.08177739,-0.043477826
25,0.070763655,-0.00017817877,-4.291682e-06,-9.708082e-05,-0.9038347,-0.48087242,-2.6001275,-1.383361,-0.059818573,-0.00668493,-1.2112744e-05,-2.1630076e-06,-0.0818447,-0.043544315,-1.2112818e-05,-2.1630099e-06,-0.08184371,-0.04354422
26,0.07077214,-0.00017832677,-3.9957026e-06,-9.72288e-05,-0.9031017,-0.48160544,-2.598019,-1.3854697,-0.060049087,-0.006223898,-1.2621457e-05,-2.217792e-06,-0.081778325,-0.043610692,-1.2621536e-05,-2.2177944e-06,-0.08177729,-0.043610595
27,0.07078063,-0.00017862272,-3.8477147e-06,-9.737679e-05,-0.90383464,-0.4823385,-2.6001272,-1.3875785,-0.060279593,-0.0059933853,-1.3132126e-05,-2.2696415e-06,-0.081844695,-0.04367707,-1.3132212e-05,-2.269644e-06,-0.08184362,-0.04367697
