,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0,0.0,-0.00027673948,9.17532e-06,-5.3867978e-05,-1.3253311,-0.26682538,-3.812677,-0.7675961,-0.18072365,0.014291919,0.0,0.0,-0.12001235,-0.024161767,0.0,0.0,-0.12001235,-0.024161767,332.6284,12.60313,0.3656449,319.65964,316.97,636.62964,0.014190752297189276,0.16612751322070649
1,1,1,1,7.335000000000674e-06,-0.00027703543,9.471295e-06,-5.3867978e-05,-1.3253311,-0.26682538,-3.812677,-0.7675961,-0.18118465,0.014752943,-1.327482e-06,1.06536746e-07,-0.12001235,-0.024161767,-1.3274829e-06,1.0653674e-07,-0.120012194,-0.024161736,333.34024,12.60313,0.38961512,320.3475,317.65207,637.9996,0.014645176954393877,0.16651787554413292
2,2,2,2,1.4672000000000296e-05,-0.00027733142,9.471295e-06,-5.4163993e-05,-1.3267971,-0.26829162,-3.8168945,-0.7718142,-0.18118462,0.014752943,-2.6566547e-06,2.1476454e-07,-0.12014511,-0.02429454,-2.6566584e-06,2.1476451e-07,-0.12014479,-0.024294475,334.05286,12.742024,0.38961512,320.92123,318.22098,639.1422,0.014645176954393877,0.16651785014590206
3,3,3,3,2.2008000000000444e-05,-0.00027792336,9.767275e-06,-5.4163993e-05,-1.3282632,-0.26829162,-3.821112,-0.7718142,-0.18187617,0.015213977,-3.988364e-06,3.2468338e-07,-0.12027786,-0.02429454,-3.988372e-06,3.2468336e-07,-0.12027738,-0.024294443,335.48044,12.742024,0.4143467,322.32407,319.612,641.93604,0.01509940505376291,0.16710315038250104
4,4,4,4,2.9344000000000592e-05,-0.00027821935,9.767275e-06,-5.4163993e-05,-1.3297292,-0.26829162,-3.8253295,-0.7718142,-0.18210669,0.015213977,-5.3234553e-06,4.3629333e-07,-0.12041062,-0.02429454,-5.32347e-06,4.3629322e-07,-0.12040998,-0.024294412,336.19537,12.742024,0.4143467,323.039,320.32095,643.36,0.01509940505376291,0.16729817717785653
5,5,5,5,3.668000000000074e-05,-0.0002785153,1.0063255e-05,-5.4459957e-05,-1.3297291,-0.26975763,-3.825329,-0.77603155,-0.1823372,0.015675008,-6.660238e-06,5.4959435e-07,-0.120410606,-0.024427291,-6.66026e-06,5.495942e-07,-0.1204098,-0.024427129,336.911,12.881655,0.4398393,323.58954,320.86685,644.4564,0.015553423969936853,0.16749315748735372
6,6,6,6,4.401700000000036e-05,-0.00027881132,1.0063255e-05,-5.4459957e-05,-1.3311954,-0.26975763,-3.8295472,-0.77603155,-0.18256775,0.015675008,-7.998711e-06,6.645864e-07,-0.120543376,-0.024427291,-7.998744e-06,6.645862e-07,-0.120542414,-0.024427095,337.62753,12.881655,0.4398393,324.30606,321.57733,645.8834,0.015553423969936853,0.16768813361164175
7,7,7,7,5.135200000000104e-05,-0.00027910728,1.035923e-05,-5.4459957e-05,-1.3311954,-0.26975763,-3.8295472,-0.77603155,-0.18302874,0.016136035,-9.339722e-06,7.8126953e-07,-0.120543376,-0.024427291,-9.339766e-06,7.812692e-07,-0.12054225,-0.024427064,338.3447,12.881655,0.46609244,324.99698,322.26245,647.2594,0.01600723290999578,0.16807787886852224
8,8,8,8,5.868900000000066e-05,-0.00027940326,1.035923e-05,-5.4755925e-05,-1.3326615,-0.27122366,-3.833765,-0.780249,-0.18302876,0.016136035,-1.0682423e-05,8.996437e-07,-0.12067614,-0.024560044,-1.068248e-05,8.996433e-07,-0.12067485,-0.024559781,339.0627,13.022048,0.46609244,325.57455,322.83517,648.4097,0.01600723290999578,0.16807789577428223
9,9,9,9,6.602400000000133e-05,-0.00027999518,1.065521e-05,-5.4755925e-05,-1.3341273,-0.27122366,-3.8379817,-0.780249,-0.18372028,0.016597066,-1.2027661e-05,1.0197089e-06,-0.12080888,-0.024560044,-1.2027733e-05,1.0197084e-06,-0.120807424,-0.024559747,340.50082,13.022048,0.4931069,326.9857,324.2344,651.2201,0.01646083993560921,0.16866225855038652
