Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0.0,-0.00043153594,2.6342044e-05,-0.00031847233,-2.0070553,-1.5774956,-5.7738433,-4.5380974,-0.108572476,0.041031636,0.0,0.0,-0.18174435,-0.14284654,0.0,0.0,-0.18174435,-0.14284654,1213.2275,660.77216,4.5207167,547.93463,543.3243,1091.2589,0.040212143,0.10307313
8.159628e-06,-0.00043271985,2.6933998e-05,-0.0003196563,-2.0099876,-1.5833602,-5.7822785,-4.5549684,-0.10903345,0.04195369,-8.877917e-07,3.385647e-07,-0.18200986,-0.1433776,-8.877921e-07,3.3856463e-07,-0.1820097,-0.14337747,1219.8937,665.69434,4.726177,549.47314,544.84985,1094.323,0.041097492,0.10348888
1.6319256e-05,-0.0004341998,2.7821934e-05,-0.00032054418,-2.0129201,-1.5877582,-5.7907147,-4.5676203,-0.11018612,0.04333678,-1.7821668e-06,6.8653395e-07,-0.18227541,-0.14377584,-1.7821684e-06,6.865337e-07,-0.18227509,-0.14377558,1228.2523,669.3975,5.0429306,553.8119,549.1521,1102.964,0.04242399,0.10452766
2.4478884e-05,-0.00043567966,2.841389e-05,-0.00032172815,-2.017318,-1.5936227,-5.8033667,-4.5844913,-0.110877596,0.044258837,-2.6840657e-06,1.0439078e-06,-0.18267366,-0.1443069,-2.6840694e-06,1.0439072e-06,-0.18267317,-0.14430651,1236.6388,674.3517,5.2598057,557.02734,552.3405,1109.3679,0.043307383,0.10515036
3.2638512e-05,-0.00043715953,2.9005845e-05,-0.00032261605,-2.021716,-1.5980208,-5.816019,-4.5971437,-0.11179966,0.045180894,-3.5925475e-06,1.4088054e-06,-0.18307193,-0.14470515,-3.5925539e-06,1.4088043e-06,-0.18307127,-0.14470463,1245.0541,678.079,5.481247,561.4939,556.7695,1118.2634,0.044189997,0.10598007
4.079814e-05,-0.00043863943,2.989378e-05,-0.00032350398,-2.0246484,-1.602419,-5.8244543,-4.609796,-0.11295224,0.046563987,-4.5094935e-06,1.7831075e-06,-0.18333745,-0.14510342,-4.5095035e-06,1.7831059e-06,-0.18333663,-0.14510277,1253.498,681.8166,5.8219705,565.85944,561.09827,1126.9578,0.0455124,0.10701616
4.895777e-05,-0.0004398234,3.048574e-05,-0.0003246879,-2.0275807,-1.6082833,-5.83289,-4.6266665,-0.11341333,0.047486056,-5.433023e-06,2.166814e-06,-0.18360299,-0.14563444,-5.4330376e-06,2.1668118e-06,-0.18360199,-0.14563365,1260.274,686.81616,6.054828,567.4031,562.6289,1130.032,0.046393074,0.107430376
5.7117395e-05,-0.00044130324,3.137367e-05,-0.00032557582,-2.0305128,-1.6126815,-5.841325,-4.639319,-0.114565864,0.048869137,-6.3631355e-06,2.5599254e-06,-0.18386848,-0.14603272,-6.363156e-06,2.559922e-06,-0.1838673,-0.1460318,1268.769,690.5778,6.4126716,571.77856,566.9676,1138.7461,0.04771257,0.10846495
6.5277025e-05,-0.00044278312,3.1965632e-05,-0.00032675973,-2.0349107,-1.6185458,-5.8539767,-4.6561894,-0.115257405,0.049791202,-7.300772e-06,2.9624412e-06,-0.18426673,-0.14656375,-7.3007986e-06,2.9624368e-06,-0.18426539,-0.14656268,1277.2927,695.6093,6.6569443,575.0264,570.1882,1145.2146,0.0485913,0.109085225
7.343665e-05,-0.00044426302,3.2557582e-05,-0.00032794365,-2.039309,-1.6244102,-5.86663,-4.6730595,-0.115948945,0.050713252,-8.244051e-06,3.3724807e-06,-0.18466501,-0.14709477,-8.244085e-06,3.372475e-06,-0.18466349,-0.14709356,1285.8451,700.6591,6.9057784,578.28015,573.4145,1151.6946,0.04946927,0.10970508
8.159628e-05,-0.0004457429,3.344552e-05,-0.0003288316,-2.042241,-1.6288085,-5.875065,-4.685713,-0.11710148,0.052096352,-9.194853e-06,3.7919249e-06,-0.18493052,-0.14749306,-9.194895e-06,3.7919176e-06,-0.18492882,-0.14749171,1294.4258,704.45856,7.2875957,582.6797,577.777,1160.4567,0.050784715,0.11073732
8.975591e-05,-0.00044722282,3.403747e-05,-0.00033001552,-2.0466394,-1.6346728,-5.8877177,-4.702583,-0.11779307,0.053018402,-1.015318e-05,4.2207735e-06,-0.18532881,-0.14802408,-1.01532305e-05,4.2207644e-06,-0.18532693,-0.14802258,1303.0354,709.5403,7.547844,585.94727,581.0171,1166.9644,0.051660758,0.11135628
9.791554e-05,-0.0004487027,3.462943e-05,-0.00033090345,-2.0510378,-1.639071,-5.9003706,-4.7152357,-0.11871511,0.053940464,-1.1118089e-05,4.657146e-06,-0.18572707,-0.14842236,-1.1118151e-05,4.657135e-06,-0.185725,-0.1484207,1311.6733,713.3636,7.8126616,590.4971,585.5286,1176.0256,0.052535918,0.11218074
0.00010607516,-0.00045018253,3.5221386e-05,-0.00033208734,-2.0554357,-1.6449351,-5.9130225,-4.7321053,-0.11940665,0.05486252,-1.2089581e-05,5.1010416e-06,-0.18612531,-0.14895338,-1.2089654e-05,5.101029e-06,-0.18612306,-0.14895158,1320.3395,718.4772,8.082045,593.7802,588.7841,1182.5643,0.053410426,0.112798825
0.00011423479,-0.0004516625,3.610932e-05,-0.00033297527,-2.0583682,-1.6493334,-5.9214587,-4.744758,-0.120559275,0.056245606,-1.3068598e-05,5.5543424e-06,-0.18639086,-0.14935164,-1.3068683e-05,5.554327e-06,-0.18638843,-0.14934969,1329.0349,722.3244,8.494678,598.2158,593.1824,1191.3982,0.054720704,0.113827854
0.00012239441,-0.00045314236,3.6701276e-05,-0.00033415918,-2.0627663,-1.6551976,-5.934111,-4.761628,-0.121250816,0.05716767,-1.4055137e-05,6.0170473e-06,-0.18678913,-0.14988267,-1.40552365e-05,6.017029e-06,-0.1867865,-0.14988057,1337.7583,727.4701,8.7754755,601.5127,596.45154,1197.9642,0.055593308,0.1144449
0.00013055405,-0.00045462223,3.758921e-05,-0.0003353431,-2.0656984,-1.6610619,-5.942546,-4.7784986,-0.12217283,0.058550756,-1.5048261e-05,6.489157e-06,-0.18705463,-0.1504137,-1.5048374e-05,6.489136e-06,-0.18705182,-0.15041144,1346.5103,732.634,9.205232,604.6711,599.5834,1204.2544,0.05690073,0.11526684
0.00013871367,-0.00045580615,3.8181166e-05,-0.00033623105,-2.0686305,-1.6654602,-5.950981,-4.7911515,-0.12286435,0.05947282,-1.6047967e-05,6.970671e-06,-0.18732014,-0.15081199,-1.6048096e-05,6.970647e-06,-0.18731713,-0.15080957,1353.5325,736.51904,9.497443,607.516,602.4043,1209.9203,0.057771433,0.115882896
