,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0.0,-6.985084e-05,-6.363527e-06,-6.807494e-05,-0.37751418,-0.33719704,-1.0860227,-0.9700394,0.0035729562,-0.009912135,0.0,0.0,-0.03418494,-0.030534113,0.0,0.0,-0.03418494,-0.030534113,21.191431,20.127584,0.17587854,0.88796955,0.8804982,1.7684677,-0.009961587266521254,-0.0035793544530018134
1,1,7.2329999999988515e-06,-6.999882e-05,-6.21554e-06,-6.822293e-05,-0.37751418,-0.33793005,-1.0860227,-0.9721482,0.0034577013,-0.009681623,2.542626e-08,-7.0860516e-08,-0.03418494,-0.03060049,2.542626e-08,-7.0860516e-08,-0.03418494,-0.03060049,21.281319,20.215189,0.16779338,0.8983369,0.89077824,1.7891152,-0.009728794624130647,-0.0034636929647183243
2,2,1.446499999999823e-05,-6.999882e-05,-6.21554e-06,-6.8370915e-05,-0.37751418,-0.33866307,-1.0860227,-0.9742569,0.0035729562,-0.009681623,5.085252e-08,-1.408874e-07,-0.03418494,-0.030666867,5.085252e-08,-1.408874e-07,-0.03418494,-0.03066687,21.281319,20.302984,0.16779338,0.81054175,0.8037218,1.6142635,-0.009728794624130647,-0.0035793544530018134
3,3,2.1699999999999497e-05,-7.01468e-05,-6.21554e-06,-6.8370915e-05,-0.37824717,-0.33866307,-1.0881313,-0.9742569,0.003457707,-0.009681623,7.62788e-08,-2.1091427e-07,-0.034251314,-0.030666867,7.6278795e-08,-2.109143e-07,-0.034251317,-0.03066687,21.371393,20.302984,0.16779338,0.9006148,0.89303696,1.7936518,-0.009728794624130647,-0.0034636986844956497
4,4,2.893299999999835e-05,-7.01468e-05,-6.0675475e-06,-6.851889e-05,-0.3775141,-0.33939606,-1.0860225,-0.9763655,0.0034576957,-0.009451103,1.01288244e-07,-2.8010749e-07,-0.034184936,-0.03073324,1.0128824e-07,-2.801075e-07,-0.03418494,-0.030733244,21.371393,20.390965,0.15989815,0.820531,0.813627,1.634158,-0.00949604808521172,-0.003463687345288009
5,5,3.616499999999773e-05,-7.029479e-05,-6.0675475e-06,-6.866688e-05,-0.37824714,-0.34012908,-1.0881312,-0.97847426,0.0034576957,-0.009451103,1.2629765e-07,-3.48467e-07,-0.03425131,-0.030799618,1.2629764e-07,-3.4846707e-07,-0.034251314,-0.030799622,21.46166,20.47914,0.15989815,0.8226237,0.81570214,1.6383259,-0.00949604808521172,-0.003463687345288009
6,6,4.339800000000005e-05,-7.029479e-05,-6.0675475e-06,-6.866688e-05,-0.37824714,-0.34012908,-1.0881312,-0.97847426,0.0034576957,-0.009451103,1.5130705e-07,-4.1682654e-07,-0.03425131,-0.030799618,1.5130703e-07,-4.1682662e-07,-0.034251314,-0.030799624,21.46166,20.47914,0.15989815,0.8226237,0.81570214,1.6383259,-0.00949604808521172,-0.003463687345288009
7,7,5.062999999999943e-05,-7.044277e-05,-6.0675475e-06,-6.881491e-05,-0.37898016,-0.3408623,-1.09024,-0.9805836,0.0034577297,-0.009451103,1.7631658e-07,-4.8518604e-07,-0.034317687,-0.030866016,1.7631656e-07,-4.851862e-07,-0.034317695,-0.030866021,21.552118,20.56753,0.15989815,0.8246914,0.8177524,1.6424439,-0.00949604808521172,-0.0034637214632581856
8,8,5.786299999999828e-05,-7.044277e-05,-5.91956e-06,-6.881491e-05,-0.37824714,-0.3408623,-1.0881312,-0.9805836,0.0033424748,-0.009220591,2.009094e-07,-5.527119e-07,-0.03425131,-0.030866016,2.0090938e-07,-5.527121e-07,-0.034251317,-0.030866021,21.552118,20.56753,0.15219343,0.832395,0.82539123,1.6577863,-0.009263363779090534,-0.0033480733477118797
9,9,6.509700000000007e-05,-7.059075e-05,-5.91956e-06,-6.8962894e-05,-0.3789801,-0.34159535,-1.0902399,-0.98269236,0.0033424804,-0.009220591,2.2508544e-07,-6.194042e-07,-0.034317687,-0.030932391,2.2508542e-07,-6.194044e-07,-0.034317695,-0.030932399,21.642761,20.656086,0.15219343,0.834482,0.82746065,1.6619427,-0.009263363779090534,-0.003348078966492436
10,10,7.232999999999892e-05,-7.059075e-05,-5.91956e-06,-6.911087e-05,-0.3789801,-0.3423283,-1.0902399,-0.984801,0.0034577297,-0.009220591,2.496783e-07,-6.860964e-07,-0.034317687,-0.030998766,2.4967827e-07,-6.8609666e-07,-0.034317695,-0.030998774,21.642761,20.744827,0.15219343,0.7457398,0.7394651,1.4852049,-0.009263363779090534,-0.0034637214632581856
11,11,7.956299999999777e-05,-7.073874e-05,-5.91956e-06,-6.911087e-05,-0.37971312,-0.3423283,-1.0923486,-0.984801,0.0033424748,-0.009220591,2.7427112e-07,-7.5278865e-07,-0.03438406,-0.030998766,2.742711e-07,-7.5278894e-07,-0.03438407,-0.030998776,21.7336,20.744827,0.15219343,0.8365786,0.8295396,1.6661181,-0.009263363779090534,-0.0033480733477118797
12,12,8.679500000000062e-05,-7.073874e-05,-5.91956e-06,-6.925886e-05,-0.37971312,-0.34306136,-1.0923486,-0.9869097,0.0034577297,-0.009220591,2.9886394e-07,-8.1948093e-07,-0.03438406,-0.031065144,2.988639e-07,-8.194813e-07,-0.03438407,-0.031065153,21.7336,20.833765,0.15219343,0.7476416,0.74135095,1.4889926,-0.009263363779090534,-0.0034637214632581856
13,13,9.402799999999949e-05,-7.088677e-05,-5.7715724e-06,-6.9406844e-05,-0.37971336,-0.34379438,-1.0923492,-0.98901844,0.0033424408,-0.008990078,3.2345665e-07,-8.853395e-07,-0.034384083,-0.031131519,3.2345662e-07,-8.853399e-07,-0.034384094,-0.031131528,21.824657,20.92289,0.14467897,0.75708693,0.7507168,1.5078037,-0.00903073259328902,-0.003348039233687154
14,14,0.0001012609999999,-7.088677e-05,-5.7715724e-06,-6.9406844e-05,-0.37971336,-0.34379438,-1.0923492,-0.98901844,0.0033424408,-0.008990078,3.4763244e-07,-9.5036444e-07,-0.034384083,-0.031131519,3.4763235e-07,-9.503649e-07,-0.034384094,-0.03113153,21.824657,20.92289,0.14467897,0.75708693,0.7507168,1.5078037,-0.00903073259328902,-0.003348039233687154
15,15,0.000108495,-7.1034745e-05,-5.7715724e-06,-6.955482e-05,-0.38044634,-0.34452733,-1.0944579,-0.9911271,0.0033424408,-0.008990078,3.718082e-07,-1.0153894e-06,-0.034450457,-0.031197894,3.718081e-07,-1.0153899e-06,-0.034450468,-0.031197906,21.915869,21.012201,0.14467897,0.75898874,0.7526026,1.5115913,-0.00903073259328902,-0.003348039233687154
16,16,0.0001157279999999,-7.1034745e-05,-5.7715724e-06,-6.955482e-05,-0.38044634,-0.34452733,-1.0944579,-0.9911271,0.0033424408,-0.008990078,3.9598396e-07,-1.0804143e-06,-0.034450457,-0.031197894,3.9598388e-07,-1.0804149e-06,-0.03445047,-0.031197907,21.915869,21.012201,0.14467897,0.75898874,0.7526026,1.5115913,-0.00903073259328902,-0.003348039233687154
17,17,0.0001229609999999,-7.118273e-05,-5.623585e-06,-6.970281e-05,-0.38044634,-0.34526038,-1.0944579,-0.9932358,0.003227186,-0.008759566,4.1974292e-07,-1.1446057e-06,-0.034450457,-0.03126427,4.1974283e-07,-1.1446064e-06,-0.03445047,-0.031264286,22.007278,21.10171,0.13735472,0.7682142,0.7617504,1.5299647,-0.00879815652100709,-0.0032324045953492473
18,18,0.000130193,-7.133071e-05,-5.623585e-06,-6.970281e-05,-0.38117933,-0.34526038,-1.0965664,-0.9932358,0.0031119369,-0.008759566,4.4266824e-07,-1.2079634e-06,-0.03451683,-0.03126427,4.4266815e-07,-1.207964e-06,-0.034516845,-0.031264286,22.098875,21.10171,0.13735472,0.8598091,0.8525746,1.7123837,-0.00879815652100709,-0.003116789044628236
19,19,0.0001374259999999,-7.133071e-05,-5.623585e-06,-6.985084e-05,-0.38117933,-0.3459936,-1.0965664,-0.9953452,0.0032272257,-0.008759566,4.6559373e-07,-1.271321e-06,-0.03451683,-0.031330667,4.6559362e-07,-1.2713218e-06,-0.034516845,-0.031330682,22.098875,21.191431,0.13735472,0.77008706,0.7636075,1.5336945,-0.00879815652100709,-0.0032324444238840816
20,20,0.0001446579999999,-7.1478695e-05,-5.4755924e-06,-6.999882e-05,-0.38117927,-0.34672663,-1.0965664,-0.9974539,0.0031119653,-0.008529046,4.8851933e-07,-1.3338449e-06,-0.034516826,-0.031397045,4.8851916e-07,-1.3338458e-06,-0.034516845,-0.03139706,22.190664,21.281319,0.13022047,0.7791235,0.7725679,1.5516914,-0.008565626458957835,-0.0031168175332835567
21,21,0.000151893,-7.1478695e-05,-5.4755924e-06,-6.999882e-05,-0.38117927,-0.34672663,-1.0965664,-0.9974539,0.0031119653,-0.008529046,5.110281e-07,-1.3955353e-06,-0.034516826,-0.031397045,5.110279e-07,-1.3955363e-06,-0.034516845,-0.03139706,22.190664,21.281319,0.13022047,0.7791235,0.7725679,1.5516914,-0.008565626458957835,-0.0031168175332835567
22,22,0.0001591259999999,-7.162667e-05,-5.4755924e-06,-7.01468e-05,-0.38191226,-0.3474596,-1.098675,-0.99956256,0.0031119653,-0.008529046,5.335368e-07,-1.4572256e-06,-0.0345832,-0.03146342,5.3353665e-07,-1.4572266e-06,-0.03458322,-0.031463437,22.282639,21.371393,0.13022047,0.7810253,0.7744537,1.555479,-0.008565626458957835,-0.0031168175332835567
23,23,0.0001663579999999,-7.162667e-05,-5.327605e-06,-7.01468e-05,-0.3811792,-0.3474596,-1.0965662,-0.99956256,0.0029967048,-0.008298533,5.5562873e-07,-1.5180823e-06,-0.03451682,-0.03146342,5.5562856e-07,-1.5180834e-06,-0.034516837,-0.031463437,22.282639,21.371393,0.123276725,0.787969,0.781339,1.569308,-0.008333157513144375,-0.0030012039104145927
