,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0,0.0,-0.0002181358,8.228187e-05,-3.596133e-05,-0.6729281,-0.178128,-1.9358616,-0.5124339,-0.20596494,0.12816618,0.0,0.0,-0.06093548,-0.016129978,0.0,0.0,-0.06093548,-0.016129978,206.66692,5.6167946,29.405283,171.64485,170.20062,341.84546,0.1205934649199801,0.18728002657229897
1,1,1,1,7.721999999998203e-06,-0.00021857975,8.272586e-05,-3.596133e-05,-0.67292786,-0.178128,-1.935861,-0.5124339,-0.2066565,0.12885778,-1.592976e-06,9.922727e-07,-0.06093546,-0.016129978,-1.5929772e-06,9.922722e-07,-0.060935363,-0.016129952,207.50899,5.6167946,29.723482,172.16872,170.7201,342.8888,0.12120630734779872,0.18785331171971137
2,2,2,2,1.54430000000004e-05,-0.00021902374,8.316981e-05,-3.610932e-05,-0.6729281,-0.17886104,-1.9358616,-0.51454264,-0.2072328,0.1295493,-3.1908467e-06,1.989885e-06,-0.06093548,-0.016196357,-3.1908517e-06,1.9898832e-06,-0.060935285,-0.016196305,208.35286,5.663119,30.043362,172.6464,171.19373,343.84012,0.12181870360508627,0.1883307984138603
3,3,3,3,2.316399999999913e-05,-0.00021946769,8.361381e-05,-3.610932e-05,-0.67292786,-0.17886104,-1.935861,-0.51454264,-0.20792435,0.13024089,-4.793612e-06,2.9928374e-06,-0.06093546,-0.016196357,-4.7936237e-06,2.9928328e-06,-0.06093517,-0.016196279,209.19836,5.663119,30.36499,173.17026,171.7132,344.88345,0.12243078699641363,0.1889034733794625
4,4,4,4,3.08860000000008e-05,-0.00022005966,8.405776e-05,-3.625731e-05,-0.6736611,-0.17959408,-1.9379703,-0.51665145,-0.20861588,0.1309324,-6.4017167e-06,4.001129e-06,-0.061001852,-0.016262734,-6.401737e-06,4.001121e-06,-0.06100146,-0.01626263,210.32841,5.709633,30.688293,173.9305,172.46703,346.39752,0.12304242523273642,0.18947580402828973
5,5,5,5,3.860699999999953e-05,-0.00022050363,8.4649735e-05,-3.625731e-05,-0.67292786,-0.17959408,-1.935861,-0.51665145,-0.20942271,0.13185449,-8.015606e-06,5.0156505e-06,-0.06093546,-0.016262734,-8.015639e-06,5.0156377e-06,-0.060934972,-0.016262604,211.17793,5.709633,31.122055,174.34625,172.87929,347.22552,0.12385742911588167,0.19014314658707276
6,6,6,6,4.632799999999826e-05,-0.00022094762,8.5093685e-05,-3.6405298e-05,-0.67292815,-0.18032712,-1.9358618,-0.51876026,-0.209999,0.13254601,-9.634836e-06,6.036401e-06,-0.060935486,-0.016329113,-9.634882e-06,6.0363827e-06,-0.060934898,-0.016328957,212.02924,5.7563376,31.449356,174.82353,173.35257,348.1761,0.12446820448136792,0.19061953316202726
7,7,7,7,5.404999999999993e-05,-0.00022153955,8.5537635e-05,-3.6405298e-05,-0.6736611,-0.18032712,-1.9379703,-0.51876026,-0.21080579,0.13323753,-1.1259404e-05,7.062491e-06,-0.061001852,-0.016329113,-1.1259468e-05,7.0624665e-06,-0.061001167,-0.016328929,213.16682,5.7563376,31.778364,175.63213,174.15434,349.78647,0.12507860702800408,0.19128608011633194
8,8,8,8,6.177099999999866e-05,-0.00022198354,8.598163e-05,-3.6405298e-05,-0.6736611,-0.18032712,-1.9379703,-0.51876026,-0.21149735,0.13392912,-1.2889757e-05,8.093921e-06,-0.061001852,-0.016329113,-1.2889841e-05,8.093888e-06,-0.061001066,-0.016328903,214.02211,5.7563376,32.10912,176.15663,174.67444,350.83105,0.12568869894290718,0.19185707390102336
9,9,9,9,6.949100000000138e-05,-0.0002224275,8.642558e-05,-3.6553287e-05,-0.6736611,-0.18106015,-1.9379703,-0.520869,-0.21207364,0.13462064,-1.4525006e-05,9.13069e-06,-0.061001852,-0.016395492,-1.45251115e-05,9.130649e-06,-0.061000966,-0.016395254,214.87901,5.803232,32.441555,176.63422,175.14801,351.78223,0.1262983571779719,0.19233264487727247
