Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0.0,-0.00033031148,0.00024788157,-6.245136e-05,-0.40830177,-0.30934164,-1.1745917,-0.88990575,-0.40167204,0.38611224,0.0,0.0,-0.036972843,-0.028011732,0.0,0.0,-0.036972843,-0.028011732,710.8135,25.40927,400.31036,285.09384,282.69504,567.7889,0.32650283,0.33766583
1.3234168e-05,-0.0003310514,0.00024891752,-6.259935e-05,-0.40683538,-0.31007466,-1.1703731,-0.8920145,-0.40293983,0.3877259,-5.3241847e-06,5.120553e-06,-0.036840055,-0.028078107,-5.324199e-06,5.1205398e-06,-0.036839858,-0.028077958,714.0015,25.52983,403.6633,284.80844,282.41205,567.22046,0.32766634,0.33856988
2.6468337e-05,-0.00033179135,0.00025010144,-6.274733e-05,-0.40463635,-0.31080765,-1.164047,-0.89412314,-0.40432295,0.38957003,-1.0665911e-05,1.0263985e-05,-0.036640927,-0.028144483,-1.0665968e-05,1.0263932e-05,-0.036640536,-0.028144183,717.19696,25.650675,407.5123,284.034,281.64413,565.6781,0.32899433,0.33955532
3.9702507e-05,-0.00033253134,0.00025113733,-6.289531e-05,-0.40317065,-0.31154066,-1.1598306,-0.8962319,-0.40559083,0.39118356,-1.6025178e-05,1.5430298e-05,-0.036508206,-0.02821086,-1.6025308e-05,1.5430178e-05,-0.03650762,-0.028210407,720.3997,25.77181,410.89505,283.73285,281.34552,565.07837,0.3301549,0.34045768
5.2936673e-05,-0.00033327128,0.0002520253,-6.304334e-05,-0.40243745,-0.3122739,-1.1577213,-0.89834124,-0.40674335,0.39256668,-2.1400463e-05,2.061644e-05,-0.03644181,-0.028277256,-2.1400692e-05,2.0616228e-05,-0.03644103,-0.02827665,723.60925,25.893263,413.8058,283.9102,281.52136,565.4315,0.3311486,0.3412773
6.617085e-05,-0.00033415918,0.0002530612,-6.319133e-05,-0.40170425,-0.3130069,-1.1556121,-0.90044993,-0.40812644,0.39418027,-2.6792524e-05,2.5822412e-05,-0.03637542,-0.028343633,-2.6792884e-05,2.5822077e-05,-0.036374442,-0.028342873,727.4701,26.014969,417.21457,284.24054,281.8489,566.0895,0.33230662,0.34226006
7.9405014e-05,-0.00033489912,0.00025409713,-6.333931e-05,-0.40023816,-0.3137399,-1.1513944,-0.90255857,-0.40939423,0.39579388,-3.220213e-05,3.1049738e-05,-0.03624266,-0.028410006,-3.2202646e-05,3.1049254e-05,-0.036241494,-0.028409092,730.6953,26.136951,420.6374,283.921,281.53204,565.453,0.33346337,0.34316003
9.263918e-05,-0.0003356391,0.00025513308,-6.348729e-05,-0.39877218,-0.3144729,-1.1471771,-0.9046673,-0.41066217,0.39740756,-3.762851e-05,3.6298417e-05,-0.03610991,-0.028476384,-3.762922e-05,3.629776e-05,-0.03610855,-0.028475313,733.928,26.259228,424.07425,283.5945,281.20834,564.80286,0.33461875,0.34405923
0.00010587335,-0.00033637902,0.000256169,-6.363528e-05,-0.3973059,-0.31520593,-1.142959,-0.9067761,-0.41192997,0.39902115,-4.3071672e-05,4.1568455e-05,-0.035977136,-0.02854276,-4.30726e-05,4.156759e-05,-0.035975587,-0.028541531,737.16736,26.381788,427.52496,283.26065,280.87726,564.13794,0.33577278,0.34495756
0.00011910752,-0.00033711898,0.00025720487,-6.3783256e-05,-0.39584023,-0.31593892,-1.1387426,-0.9088847,-0.41319776,0.40063465,-4.8531612e-05,4.6859845e-05,-0.035844415,-0.028609134,-4.853279e-05,4.6858746e-05,-0.035842676,-0.028607747,740.4142,26.50463,430.9895,282.92007,280.53958,563.45966,0.33692545,0.34585506
0.0001323417,-0.00033785895,0.00025838878,-6.393124e-05,-0.3936412,-0.31667194,-1.1324165,-0.9109934,-0.41458088,0.40247878,-5.4009095e-05,5.2174113e-05,-0.035645287,-0.028675511,-5.4010554e-05,5.2172752e-05,-0.03564336,-0.028673964,743.66815,26.62776,434.96634,282.07407,279.70068,561.7748,0.33824122,0.34683326
0.00014557586,-0.0003387469,0.00025942476,-6.407923e-05,-0.392908,-0.317405,-1.1303073,-0.91310215,-0.415964,0.40409246,-5.950488e-05,5.7511264e-05,-0.035578895,-0.028741889,-5.9506652e-05,5.7509613e-05,-0.03557678,-0.028740179,747.58234,26.751175,438.4612,282.3699,279.99402,562.3639,0.33939114,0.34781054
0.00015881003,-0.0003394868,0.00026046063,-6.422726e-05,-0.39144203,-0.3181382,-1.12609,-0.9152115,-0.41723174,0.405706,-6.5018205e-05,6.286977e-05,-0.03544615,-0.028808285,-6.502032e-05,6.2867795e-05,-0.035443842,-0.02880641,750.8517,26.874914,441.9697,282.00708,279.63425,561.64136,0.3405396,0.34870553
0.0001720442,-0.00034022675,0.00026149658,-6.4375236e-05,-0.3899758,-0.3188712,-1.121872,-0.91732013,-0.41849962,0.4073196,-7.054831e-05,6.824963e-05,-0.035313375,-0.028874658,-7.05508e-05,6.8247304e-05,-0.035310883,-0.02887262,754.1283,26.998894,445.49243,281.63696,279.26727,560.90424,0.34168684,0.34959972
0.00018527836,-0.00034096665,0.0002625325,-6.46712e-05,-0.3885095,-0.3203372,-1.1176538,-0.9215375,-0.41965213,0.40893322,-7.609443e-05,7.3650845e-05,-0.0351806,-0.029007409,-7.609733e-05,7.364813e-05,-0.03517792,-0.029005202,757.4119,27.24772,449.02908,281.1351,278.76962,559.9047,0.3428328,0.35041186
0.00019851253,-0.00034170662,0.0002637164,-6.481918e-05,-0.3863105,-0.3210702,-1.1113278,-0.92364615,-0.42103526,0.41077736,-8.165733e-05,7.907494e-05,-0.03498147,-0.029073782,-8.166067e-05,7.907181e-05,-0.034978613,-0.029071407,760.70294,27.372557,453.0881,280.2423,277.88434,558.12665,0.34414083,0.35138565
0.0002117467,-0.00034244655,0.00026475234,-6.4967164e-05,-0.3848444,-0.3218032,-1.10711,-0.92575485,-0.42230314,0.41239095,-8.723777e-05,8.452191e-05,-0.034848712,-0.02914016,-8.724158e-05,8.451834e-05,-0.034845673,-0.029137617,764.00104,27.497684,456.6547,279.84866,277.494,557.34265,0.345284,0.35227752
0.00022498087,-0.00034318652,0.00026578826,-6.511515e-05,-0.38337842,-0.32253623,-1.1028928,-0.9278636,-0.42357093,0.41400456,-9.2835e-05,8.9990244e-05,-0.034715965,-0.029206537,-9.2839306e-05,8.998619e-05,-0.034712743,-0.029203825,767.3063,27.623098,460.23526,279.44794,277.09665,556.54456,0.3464258,0.35316843
