Time,Incident
0.05597652,-0.000689185
0.055985898,-0.000690961
0.055995278,-0.000692884
0.056004655,-0.00069466
0.05601403,-0.000696437
0.05602341,-0.000698212
0.056032788,-0.000700136
0.056042165,-0.000701912
0.056051545,-0.000703836
0.05606092,-0.000705612
0.056070298,-0.000707536
0.05607968,-0.000709459
0.056089055,-0.000711235
0.056098435,-0.000713159
0.05610781,-0.000714935
0.05611719,-0.000716859
0.05612657,-0.000718635
0.056135945,-0.000720558
0.05614532,-0.000722482
0.0561547,-0.000724406
0.05616408,-0.00072633
0.056173455,-0.000728106
0.056182835,-0.00073003
0.05619221,-0.000731954
0.05620159,-0.000733877
0.05621097,-0.000735801
0.056220345,-0.000737725
0.056229725,-0.000739649
0.056239102,-0.000741573
0.05624848,-0.000743497
0.05625786,-0.000745421
0.056267235,-0.000747493
0.056276612,-0.000749417
0.056285992,-0.00075134
0.05629537,-0.000753264
0.056304745,-0.000755188
0.056314126,-0.00075726
0.056323502,-0.000759184
0.05633288,-0.000761108
0.05634226,-0.00076318
0.056351636,-0.000765103
0.056361012,-0.000767175
0.056370392,-0.000769099
0.05637977,-0.000771171
0.05638915,-0.000773243
0.056398526,-0.000775314
0.056407902,-0.000777386
0.056417283,-0.00077931
0.05642666,-0.000781382
0.056436036,-0.000783454
0.056445416,-0.000785526
0.056454793,-0.00078745
0.05646417,-0.000789522
0.05647355,-0.000791741
0.056482926,-0.000793813
0.056492303,-0.000795885
0.056501683,-0.000797957
0.05651106,-0.000800029
0.056520436,-0.000802101
0.056529816,-0.00080432
0.056539193,-0.000806392
0.056548573,-0.000808464
0.05655795,-0.000810684
0.056567326,-0.000812756
0.056576706,-0.000814975
0.056586083,-0.000817047
0.05659546,-0.000819267
0.05660484,-0.000821339
0.056614216,-0.000823559
0.056623593,-0.00082563
0.056632973,-0.000827851
0.05664235,-0.00083007
0.056651726,-0.000832142
0.056661107,-0.000834362
0.056670483,-0.000836582
0.05667986,-0.000838802
0.05668924,-0.000841022
0.056698617,-0.000843094
0.056707997,-0.000845313
0.056717373,-0.000847533
0.05672675,-0.000849753
0.05673613,-0.000851973
0.056745507,-0.000854193
0.056754883,-0.00085656
0.056764264,-0.00085878
0.05677364,-0.000861
0.056783017,-0.00086322
0.056792397,-0.000865588
0.056801774,-0.000867808
0.05681115,-0.000870027
0.05682053,-0.000872395
0.056829907,-0.000874615
0.056839284,-0.000876983
0.056848664,-0.000879203
0.05685804,-0.000881571
0.05686742,-0.000883939
0.056876797,-0.000886158
0.056886174,-0.000888526
0.056895554,-0.000890894
0.05690493,-0.000893114
0.056914307,-0.000895481
0.056923687,-0.000897849
0.056933064,-0.000900217
0.05694244,-0.000902585
0.05695182,-0.000904953
0.056961197,-0.000907321
0.056970574,-0.000909689
0.056979954,-0.000912056
0.05698933,-0.000914424
0.056998707,-0.000916792
0.057008088,-0.00091916
0.057017464,-0.000921528
0.057026844,-0.000923895
0.05703622,-0.000926263
0.057045598,-0.000928631
0.057054978,-0.000930999
0.057064354,-0.000933515
0.05707373,-0.000935882
0.05708311,-0.000938398
0.057092488,-0.000940766
0.057101864,-0.000943282
0.057111245,-0.00094565
0.05712062,-0.000948166
0.057129998,-0.000950533
0.057139378,-0.000953049
0.057148755,-0.000955417
0.057158135,-0.000957933
0.05716751,-0.000960449
0.057176888,-0.000962817
0.05718627,-0.000965333
0.057195645,-0.000967848
0.05720502,-0.000970364
0.0572144,-0.000972732
0.05722378,-0.000975248
0.057233155,-0.000977763
0.057242535,-0.000980279
0.05725191,-0.000982795
0.05726129,-0.000985311
0.05727067,-0.000987827
0.057280045,-0.000990343
0.05728942,-0.000992858
0.0572988,-0.000995374
0.05730818,-0.00099789
0.05731756,-0.001000554
0.057326935,-0.00100307
0.05733631,-0.001005586
0.057345692,-0.001008101
0.05735507,-0.001010617
0.057364445,-0.001013281
0.057373825,-0.001015796
0.057383202,-0.001018313
0.05739258,-0.001020976
0.05740196,-0.001023492
0.057411335,-0.001026156
0.057420712,-0.001028672
0.057430092,-0.001031336
0.05743947,-0.001033851
0.057448845,-0.001036515
0.057458226,-0.001039179
0.057467602,-0.001041695
0.057476982,-0.001044358
0.05748636,-0.001047022
0.057495736,-0.001049686
0.057505116,-0.001052202
0.057514492,-0.001054866
0.05752387,-0.001057529
0.05753325,-0.001060193
0.057542626,-0.001062857
0.057552002,-0.001065521
0.057561383,-0.001068185
0.05757076,-0.0010707
0.057580136,-0.001073364
0.057589516,-0.001076176
0.057598893,-0.00107884
0.05760827,-0.001081504
0.05761765,-0.001084168
0.057627026,-0.001086832
0.057636406,-0.001089495
0.057645783,-0.001092307
0.05765516,-0.001094971
0.05766454,-0.001097635
0.057673916,-0.001100446
0.057683293,-0.00110311
0.057692673,-0.001105774
0.05770205,-0.001108586
0.057711426,-0.00111125
0.057720806,-0.001114061
0.057730183,-0.001116725
0.05773956,-0.001119537
0.05774894,-0.001122349
0.057758316,-0.001125013
0.057767693,-0.001127825
0.057777073,-0.001130636
0.05778645,-0.0011333
0.05779583,-0.001136112
0.057805207,-0.001138923
0.057814583,-0.001141587
0.057823963,-0.001144399
0.05783334,-0.001147211
0.057842717,-0.001150022
0.057852097,-0.001152834
0.057861473,-0.001155646
0.05787085,-0.001158458
0.05788023,-0.00116127
0.057889607,-0.001164082
0.057898983,-0.001166894
0.057908364,-0.001169705
0.05791774,-0.001172517
0.057927117,-0.001175477
0.057936497,-0.001178288
0.057945874,-0.0011811
0.057955254,-0.001183912
0.05796463,-0.001186872
0.057974007,-0.001189684
0.057983387,-0.001192644
0.057992764,-0.001195455
0.05800214,-0.001198415
0.05801152,-0.001201227
0.058020897,-0.001204186
0.058030274,-0.001206998
0.058039654,-0.001209958
0.05804903,-0.00121277
0.058058407,-0.00121573
0.058067787,-0.001218689
0.058077164,-0.001221501
0.05808654,-0.001224461
0.05809592,-0.001227421
0.058105297,-0.001230381
0.058114678,-0.001233192
0.058124054,-0.001236152
0.05813343,-0.001239112
0.05814281,-0.001242072
0.058152188,-0.001245031
0.058161564,-0.001247992
0.058170944,-0.001250951
0.05818032,-0.001253911
0.058189698,-0.001256871
0.058199078,-0.001259831
0.058208454,-0.00126279
0.05821783,-0.00126575
0.05822721,-0.001268858
0.058236588,-0.001271818
0.058245968,-0.001274777
0.058255345,-0.001277737
0.05826472,-0.001280697
0.0582741,-0.001283657
0.058283478,-0.001286764
0.058292855,-0.001289724
0.058302235,-0.001292684
0.05831161,-0.001295644
0.058320988,-0.001298604
0.05833037,-0.001301711
0.058339745,-0.001304671
0.05834912,-0.001307779
0.0583585,-0.001310739
0.05836788,-0.001313846
0.058377255,-0.001316806
0.058386635,-0.001319914
0.05839601,-0.001323022
0.058405392,-0.001325982
0.05841477,-0.001329089
0.058424145,-0.001332197
0.058433525,-0.001335305
0.0584429,-0.001338264
0.05845228,-0.001341372
0.05846166,-0.00134448
0.058471035,-0.00134744
0.05848041,-0.001350548
0.058489792,-0.001353656
0.05849917,-0.001356615
0.058508545,-0.001359871
0.058517925,-0.001362979
0.058527302,-0.001366086
0.05853668,-0.001369194
0.05854606,-0.001372302
0.058555435,-0.00137541
0.058564816,-0.001378518
0.058574192,-0.001381625
0.05858357,-0.001384733
0.05859295,-0.001387989
0.058602326,-0.001391097
0.058611702,-0.001394204
0.058621082,-0.001397312
0.05863046,-0.001400568
0.058639836,-0.001403676
0.058649216,-0.001406784
0.058658592,-0.00141004
0.05866797,-0.001413147
0.05867735,-0.001416255
0.058686726,-0.001419363
0.058696102,-0.001422618
0.058705483,-0.001425726
0.05871486,-0.001428982
0.05872424,-0.00143209
0.058733616,-0.001435345
0.058742993,-0.001438601
0.058752373,-0.001441709
0.05876175,-0.001444965
0.058771126,-0.001448073
0.058780506,-0.001451328
0.058789883,-0.001454436
0.05879926,-0.001457692
0.05880864,-0.001460947
0.058818016,-0.001464204
0.058827393,-0.001467311
0.058836773,-0.001470567
0.05884615,-0.001473823
0.058855526,-0.001477078
0.058864906,-0.001480334
0.058874283,-0.00148359
0.058883663,-0.001486698
0.05889304,-0.001489954
0.058902416,-0.001493061
0.058911797,-0.001496317
0.058921173,-0.001499573
0.05893055,-0.001502828
0.05893993,-0.001506084
0.058949307,-0.00150934
0.058958683,-0.001512596
0.058968063,-0.001515852
0.05897744,-0.001519107
0.058986817,-0.001522215
0.058996197,-0.001525471
0.059005573,-0.001528727
0.05901495,-0.001531982
0.05902433,-0.001535238
0.059033707,-0.001538494
0.059043087,-0.001541749
0.059052464,-0.001545153
0.05906184,-0.001548409
0.05907122,-0.001551665
0.059080597,-0.00155492
0.059089974,-0.001558324
0.059099354,-0.00156158
0.05910873,-0.001564836
0.059118107,-0.00156824
0.059127487,-0.001571495
0.059136864,-0.001574751
0.05914624,-0.001578007
0.05915562,-0.001581262
0.059164997,-0.001584666
0.059174377,-0.001587922
0.059183754,-0.001591178
0.05919313,-0.001594582
0.05920251,-0.001597837
0.059211887,-0.001601093
0.059221264,-0.001604497
0.059230644,-0.001607901
0.05924002,-0.001611156
0.059249397,-0.001614412
0.059258778,-0.001617816
0.059268154,-0.001621072
0.05927753,-0.001624475
0.05928691,-0.001627731
0.059296288,-0.001631135
0.059305664,-0.001634391
0.059315044,-0.001637795
0.05932442,-0.00164105
0.0593338,-0.001644454
0.059343178,-0.001647858
0.059352554,-0.001651114
0.059361935,-0.001654517
0.05937131,-0.001657773
0.059380688,-0.001661177
0.059390068,-0.00166458
0.059399445,-0.001667836
0.05940882,-0.00167124
0.0594182,-0.001674644
0.059427578,-0.001677899
0.059436955,-0.001681303
0.059446335,-0.001684707
0.05945571,-0.001688111
0.059465088,-0.001691514
0.05947447,-0.00169477
0.059483845,-0.001698174
0.059493225,-0.001701578
0.0595026,-0.001704981
0.05951198,-0.001708385
0.05952136,-0.001711789
0.059530735,-0.001715193
0.05954011,-0.001718596
0.05954949,-0.001722
0.05955887,-0.001725404
0.059568245,-0.001728808
0.059577625,-0.001732212
0.059587,-0.001735467
0.05959638,-0.001738871
0.05960576,-0.001742275
0.059615135,-0.001745678
0.05962451,-0.001749082
0.059633892,-0.001752486
0.05964327,-0.00175589
0.05965265,-0.001759442
0.059662025,-0.001762845
0.059671402,-0.001766249
0.059680782,-0.001769652
0.05969016,-0.001773056
0.059699535,-0.00177646
0.059708916,-0.001779864
0.059718292,-0.001783415
0.05972767,-0.001786819
0.05973705,-0.001790223
0.059746426,-0.001793627
0.059755802,-0.001797031
0.059765182,-0.001800434
0.05977456,-0.001803986
0.059783936,-0.00180739
0.059793316,-0.001810794
0.059802692,-0.001814197
0.059812073,-0.001817601
0.05982145,-0.001821005
0.059830826,-0.001824408
0.059840206,-0.00182796
0.059849583,-0.001831364
0.05985896,-0.001834768
0.05986834,-0.00183832
0.059877716,-0.001841723
0.059887093,-0.001845127
0.059896473,-0.001848531
0.05990585,-0.001852082
0.059915226,-0.001855486
0.059924606,-0.00185889
0.059933983,-0.001862294
0.05994336,-0.001865846
0.05995274,-0.001869249
0.059962116,-0.001872653
0.059971496,-0.001876205
0.059980873,-0.001879609
0.05999025,-0.001883013
0.05999963,-0.001886564
0.060009006,-0.001889968
0.060018383,-0.001893372
0.060027763,-0.001896923
0.06003714,-0.001900327
0.060046516,-0.001903879
0.060055897,-0.001907283
0.060065273,-0.001910834
0.06007465,-0.001914238
0.06008403,-0.001917642
0.060093407,-0.001921194
0.060102783,-0.001924597
0.060112163,-0.001928149
0.06012154,-0.001931552
0.06013092,-0.001934956
0.060140297,-0.001938508
0.060149673,-0.001941912
0.060159054,-0.001945464
0.06016843,-0.001948868
0.060177807,-0.001952271
0.060187187,-0.001955823
0.060196564,-0.001959227
0.06020594,-0.001962778
0.06021532,-0.001966182
0.060224697,-0.001969734
0.060234074,-0.001973138
0.060243454,-0.00197669
0.06025283,-0.001980093
0.06026221,-0.001983644
0.060271587,-0.001987048
0.060280964,-0.001990601
0.060290344,-0.001994004
0.06029972,-0.001997556
0.060309097,-0.002000959
0.060318477,-0.002004363
0.060327854,-0.002007915
0.06033723,-0.002011319
0.06034661,-0.002014871
0.060355987,-0.002018274
0.060365364,-0.002021826
0.060374744,-0.002025229
0.06038412,-0.002028633
0.060393497,-0.002032185
0.060402878,-0.002035589
0.060412254,-0.002038993
0.060421634,-0.002042544
0.06043101,-0.002045948
0.060440388,-0.0020495
0.060449768,-0.002052903
0.060459144,-0.002056307
0.06046852,-0.002059859
0.0604779,-0.002063263
0.060487278,-0.002066667
0.060496654,-0.002070218
0.060506035,-0.002073622
0.06051541,-0.002077174
0.060524788,-0.002080577
0.060534168,-0.002083981
0.060543545,-0.002087533
0.06055292,-0.002090937
0.0605623,-0.002094341
0.060571678,-0.002097892
0.06058106,-0.002101296
0.060590435,-0.0021047
0.06059981,-0.002108251
0.06060919,-0.002111655
0.06061857,-0.002115059
0.060627945,-0.002118463
0.060637325,-0.002122015
0.0606467,-0.002125419
0.06065608,-0.002128822
0.06066546,-0.002132226
0.060674835,-0.002135778
0.06068421,-0.002139181
0.06069359,-0.002142585
0.06070297,-0.002145988
0.060712345,-0.00214954
0.060721725,-0.002152944
0.0607311,-0.002156348
0.060740482,-0.002159752
0.06074986,-0.002163156
0.060759235,-0.002166559
0.060768615,-0.002169963
0.060777992,-0.002173366
0.06078737,-0.00217677
0.06079675,-0.002180322
0.060806125,-0.002183726
0.060815502,-0.00218713
0.060824882,-0.002190533
0.06083426,-0.002193937
0.060843635,-0.002197341
0.060853016,-0.002200745
0.060862392,-0.002204149
0.06087177,-0.002207552
0.06088115,-0.002210956
0.060890526,-0.00221436
0.060899906,-0.002217764
0.060909282,-0.002221168
0.06091866,-0.002224571
0.06092804,-0.002227975
0.060937416,-0.002231378
0.060946792,-0.002234634
0.060956173,-0.002238038
0.06096555,-0.002241441
0.060974926,-0.002244697
0.060984306,-0.002248101
0.060993683,-0.002251505
0.06100306,-0.002254908
0.06101244,-0.002258165
0.061021816,-0.002261568
0.061031193,-0.002264972
0.061040573,-0.002268228
0.06104995,-0.002271631
0.06105933,-0.002274887
0.061068706,-0.002278291
0.061078083,-0.002281695
0.061087463,-0.00228495
0.06109684,-0.002288354
0.061106216,-0.00229161
0.061115596,-0.002295014
0.061124973,-0.002298269
0.06113435,-0.002301673
0.06114373,-0.002304929
0.061153106,-0.002308333
0.061162483,-0.002311588
0.061171863,-0.002314844
0.06118124,-0.002318248
0.06119062,-0.002321504
0.061199997,-0.002324759
0.061209373,-0.002328163
0.061218753,-0.002331419
0.06122813,-0.002334675
0.061237507,-0.00233793
0.061246887,-0.002341186
0.061256263,-0.002344442
0.06126564,-0.002347698
0.06127502,-0.002350953
0.061284397,-0.002354209
0.061293773,-0.002357613
0.061303154,-0.002360869
0.06131253,-0.002364124
0.061321907,-0.00236738
0.061331287,-0.002370636
0.061340664,-0.002373892
0.061350044,-0.002377148
0.06135942,-0.002380404
0.061368797,-0.002383511
0.061378177,-0.002386767
0.061387554,-0.002390023
0.06139693,-0.002393278
0.06140631,-0.002396534
0.061415687,-0.00239979
0.061425064,-0.002402898
0.061434444,-0.002406154
0.06144382,-0.002409409
0.061453197,-0.002412517
0.061462577,-0.002415624
0.061471954,-0.00241888
0.06148133,-0.002421989
0.06149071,-0.002425244
0.061500087,-0.002428352
0.061509468,-0.002431459
0.061518844,-0.002434715
0.06152822,-0.002437823
0.0615376,-0.002440931
0.061546978,-0.002444186
0.061556354,-0.002447294
0.061565734,-0.002450402
0.06157511,-0.00245351
0.061584488,-0.002456618
0.061593868,-0.002459726
0.061603244,-0.002462833
0.06161262,-0.002465941
0.061622,-0.002469049
0.061631378,-0.002472157
0.061640754,-0.002475264
0.061650135,-0.002478372
0.06165951,-0.00248148
0.06166889,-0.002484588
0.061678268,-0.002487547
0.061687645,-0.002490655
0.061697025,-0.002493763
0.0617064,-0.002496723
0.061715778,-0.002499831
0.06172516,-0.002502938
0.061734535,-0.002506046
0.06174391,-0.002509006
0.06175329,-0.002512113
0.06176267,-0.002515221
0.061772045,-0.002518181
0.061781425,-0.002521289
0.0617908,-0.002524249
0.06180018,-0.002527356
0.06180956,-0.002530316
0.061818935,-0.002533424
0.061828315,-0.002536384
0.06183769,-0.002539344
0.06184707,-0.002542303
0.06185645,-0.002545411
0.061865825,-0.002548371
0.0618752,-0.002551331
0.061884582,-0.002554291
0.06189396,-0.00255725
0.061903335,-0.00256021
0.061912715,-0.00256317
0.061922092,-0.00256613
0.06193147,-0.002568941
0.06194085,-0.002571901
0.061950225,-0.002574861
0.061959602,-0.002577673
0.061968982,-0.002580633
0.06197836,-0.002583444
0.06198774,-0.002586404
0.061997116,-0.002589364
0.062006492,-0.002592175
0.062015872,-0.002595135
0.06202525,-0.002597947
0.062034626,-0.002600759
0.062044006,-0.002603719
0.062053382,-0.00260653
0.06206276,-0.002609342
0.06207214,-0.002612154
0.062081516,-0.002615114
0.062090892,-0.002617926
0.062100273,-0.002620738
0.06210965,-0.002623549
0.062119026,-0.002626361
0.062128406,-0.002629173
0.062137783,-0.002631985
0.062147163,-0.002634796
0.06215654,-0.002637608
0.062165916,-0.00264042
0.062175296,-0.002643232
0.062184673,-0.002645896
0.06219405,-0.002648708
0.06220343,-0.002651519
0.062212806,-0.002654183
0.062222183,-0.002656995
0.062231563,-0.002659659
0.06224094,-0.002662471
0.062250316,-0.002665134
0.062259696,-0.002667798
0.062269073,-0.00267061
0.062278453,-0.002673273
0.06228783,-0.002675937
0.062297206,-0.002678749
0.062306587,-0.002681413
0.062315963,-0.002684077
0.06232534,-0.00268674
0.06233472,-0.002689405
0.062344097,-0.002692216
0.062353473,-0.00269488
0.062362853,-0.002697544
0.06237223,-0.002700208
0.062381607,-0.002702871
0.062390987,-0.002705535
0.062400363,-0.002708051
0.06240974,-0.002710715
0.06241912,-0.002713379
0.062428497,-0.002715895
0.062437877,-0.002718558
0.062447254,-0.002721074
0.06245663,-0.00272359
0.06246601,-0.002726253
0.062475387,-0.002728769
0.062484764,-0.002731433
0.062494144,-0.002733949
0.06250352,-0.002736465
0.0625129,-0.002738981
0.06252228,-0.002741496
0.06253166,-0.002744012
0.06254103,-0.002746528
0.06255041,-0.002749044
0.06255979,-0.00275156
0.062569164,-0.002754076
0.062578544,-0.002756591
0.062587924,-0.002759107
0.0625973,-0.002761623
0.06260668,-0.002763991
0.06261606,-0.002766507
0.06262543,-0.002768874
0.06263481,-0.00277139
0.06264419,-0.002773758
0.062653564,-0.002776126
0.062662944,-0.002778642
0.062672324,-0.002781009
0.0626817,-0.002783377
0.06269108,-0.002785893
0.06270046,-0.002788261
0.06270983,-0.002790629
0.06271921,-0.002792996
0.06272859,-0.002795365
0.062737964,-0.002797732
0.062747344,-0.0028001
0.062756725,-0.002802468
0.0627661,-0.002804836
0.06277548,-0.002807204
0.06278486,-0.002809571
0.06279423,-0.002811791
0.06280361,-0.002814159
0.06281299,-0.002816379
0.06282237,-0.002818747
0.062831745,-0.002820967
0.062841125,-0.002823334
0.062850505,-0.002825555
0.06285988,-0.002827922
0.06286926,-0.002830142
0.06287864,-0.002832509
0.06288801,-0.002834729
0.06289739,-0.002836949
0.06290677,-0.002839169
0.062916145,-0.002841389
0.062925525,-0.002843609
0.062934905,-0.002845828
0.06294428,-0.002848049
0.06295366,-0.00285012
0.06296304,-0.00285234
0.06297241,-0.00285456
0.06298179,-0.002856632
0.06299117,-0.002858852
0.063000545,-0.002861071
0.063009925,-0.002863143
0.063019305,-0.002865363
0.06302868,-0.002867435
0.06303806,-0.002869655
0.06304744,-0.002871727
0.06305681,-0.002873799
0.06306619,-0.002875871
0.06307557,-0.00287809
0.063084945,-0.002880162
0.063094325,-0.002882234
0.063103706,-0.002884306
0.06311308,-0.002886378
0.06312246,-0.00288845
0.06313184,-0.002890521
