Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0.0,-0.00024196203,5.164814e-05,-4.9872302e-05,-0.9426858,-0.2470335,-2.7118933,-0.7106594,-0.18982892,0.080449626,0.0,0.0,-0.08536277,-0.02236956,0.0,0.0,-0.08536277,-0.02236956,381.4194,16.204184,17.378717,347.8365,344.90976,692.7462,0.07737723,0.1738095
1.273742e-05,-0.00024255396,5.224012e-05,-5.0020284e-05,-0.9426855,-0.24776651,-2.7118924,-0.7127681,-0.1906357,0.08137172,-2.4230687e-06,1.0305932e-06,-0.08536275,-0.022435935,-2.4230717e-06,1.0305927e-06,-0.08536254,-0.022435881,383.28787,16.30049,17.779383,349.20798,346.2697,695.47766,0.07823029,0.17448734
2.547484e-05,-0.00024299795,5.28321e-05,-5.016827e-05,-0.94195247,-0.24849953,-2.7097838,-0.71487683,-0.19132729,0.082293816,-4.85568e-06,2.0729317e-06,-0.08529637,-0.022502312,-4.8556917e-06,2.0729294e-06,-0.08529595,-0.022502203,384.69235,16.397083,18.184614,350.11066,347.1648,697.27545,0.07908274,0.1750681
3.821226e-05,-0.0002434419,5.327605e-05,-5.0316252e-05,-0.94195247,-0.24923253,-2.7097838,-0.7169855,-0.19190356,0.082985334,-7.296366e-06,3.1255465e-06,-0.08529637,-0.022568688,-7.2963926e-06,3.1255418e-06,-0.085295744,-0.022568524,386.09927,16.49396,18.49151,351.1138,348.15952,699.2733,0.07972137,0.17555168
5.094968e-05,-0.0002438859,5.3867978e-05,-5.0316252e-05,-0.9412197,-0.24923253,-2.7076757,-0.7169855,-0.19271037,0.08390735,-9.745861e-06,4.1884377e-06,-0.085230015,-0.022568688,-9.745908e-06,4.188429e-06,-0.08522919,-0.022568468,387.5089,16.49396,18.904696,352.11026,349.14758,701.2578,0.08057244,0.17622837
6.36871e-05,-0.00024432986,5.4459957e-05,-5.046423e-05,-0.9404865,-0.24996552,-2.7055664,-0.71909416,-0.19340193,0.08482944,-1.2204898e-05,5.2630735e-06,-0.08516362,-0.022635061,-1.2204972e-05,5.2630594e-06,-0.08516258,-0.022634786,388.92102,16.591118,19.322481,353.00742,350.0372,703.0446,0.08142278,0.17680798
7.642452e-05,-0.00024477384,5.4903907e-05,-5.0612263e-05,-0.94048667,-0.25069878,-2.705567,-0.72120357,-0.19397819,0.08552096,-1.46720095e-05,6.3479856e-06,-0.08516364,-0.022701459,-1.4672118e-05,6.3479656e-06,-0.08516239,-0.022701126,390.33572,16.688597,19.638794,354.00833,351.0297,705.038,0.08206004,0.17729075
8.9161935e-05,-0.00024521782,5.5495886e-05,-5.0760245e-05,-0.9397536,-0.2514318,-2.703458,-0.72331226,-0.19466975,0.08644306,-1.7147197e-05,7.4431746e-06,-0.08509726,-0.022767834,-1.7147342e-05,7.443147e-06,-0.0850958,-0.022767443,391.75302,16.78633,20.064571,354.90213,351.91595,706.8181,0.08290912,0.17786978
0.00010189936,-0.0002456618,5.6087818e-05,-5.0760245e-05,-0.9390207,-0.2514318,-2.7013497,-0.72331226,-0.19547655,0.087365076,-1.9631925e-05,8.550109e-06,-0.08503089,-0.022767834,-1.9632118e-05,8.5500715e-06,-0.08502922,-0.022767387,393.1729,16.78633,20.494883,355.89172,352.89722,708.78894,0.08375737,0.17854488
0.00011463677,-0.0002462537,5.6679797e-05,-5.0908227e-05,-0.9390204,-0.25216478,-2.7013488,-0.7254209,-0.19628336,0.088287175,-2.212693e-05,9.668786e-06,-0.08503086,-0.02283421,-2.2127175e-05,9.66874e-06,-0.085028976,-0.022833705,395.06982,16.884348,20.92979,357.2557,354.24973,711.50543,0.08460501,0.17921953
