Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E
0.039810244,-0.00011957511,0.00017788282,-0.00011395153,0.28881678,-0.56443846,0.8308604,-1.6237615,-0.14291917,0.2770788,0.0,0.0,0.02615315,-0.05111145,0.0,0.0,0.02615315,-0.05111145,93.15151,84.59577,206.14668,-197.59093,-195.92839,-393.51932
0.039818536,-0.000119871125,0.0001787707,-0.00011424754,0.2917485,-0.5659047,0.83929425,-1.6279795,-0.1436107,0.27846184,-1.1882108e-06,2.303772e-06,0.026418624,-0.051244218,-1.1882116e-06,2.3037694e-06,0.026418593,-0.05124416,93.61329,85.03584,208.20972,-199.63228,-197.95256,-397.58484
0.039826833,-0.00012016709,0.00017936269,-0.000114839466,0.2932148,-0.5688367,0.8435125,-1.6364143,-0.14384125,0.27938393,-2.3802456e-06,4.617103e-06,0.026551401,-0.05150972,-2.3802484e-06,4.6170926e-06,0.026551338,-0.051509596,94.07612,85.91929,209.59096,-201.43411,-199.73924,-401.17334
0.039835125,-0.00012075902,0.00018025063,-0.00011513543,0.29468104,-0.5703027,0.8477306,-1.6406317,-0.14476332,0.28076702,-3.57706e-06,6.9399935e-06,0.026684174,-0.05164247,-3.5770663e-06,6.9399694e-06,0.02668408,-0.051642284,95.00522,86.36272,211.67128,-203.02878,-201.32048,-404.34924
0.039843418,-0.00012105503,0.00018084257,-0.000115431445,0.29614687,-0.571769,0.8519474,-1.6448498,-0.14522433,0.28168908,-4.77961e-06,9.272443e-06,0.026816908,-0.051775243,-4.7796216e-06,9.2724e-06,0.02681678,-0.051774997,95.471565,86.80737,213.06381,-204.39963,-202.6798,-407.0794
0.039851714,-0.00012164696,0.0001817305,-0.00011602338,0.29761305,-0.574701,0.8561653,-1.6532845,-0.14591585,0.28307217,-5.9869394e-06,1.1614452e-05,0.026949676,-0.05204075,-5.986957e-06,1.1614385e-05,0.026949514,-0.052040435,96.40751,87.69995,215.16122,-206.45366,-204.71655,-411.17023
0.039860006,-0.00012194293,0.00018232247,-0.000116319345,0.29907924,-0.57616705,0.86038315,-1.6575019,-0.14637692,0.28399423,-7.1990485e-06,1.396602e-05,0.027082443,-0.0521735,-7.1990744e-06,1.3965922e-05,0.027082248,-0.052173123,96.877205,88.14796,216.56523,-207.83598,-206.08725,-413.92322
0.039868303,-0.0001225349,0.00018321043,-0.00011661536,0.3005454,-0.57763326,0.86460096,-1.66172,-0.14729898,0.28537735,-8.416893e-06,1.6327147e-05,0.027215207,-0.052306272,-8.416929e-06,1.6327014e-05,0.027214978,-0.052305833,97.82006,88.59717,218.67984,-209.45694,-207.69456,-417.1515
0.039876595,-0.00012312684,0.00018380236,-0.000116911324,0.3005453,-0.5790993,0.8646007,-1.6659374,-0.1479905,0.28629938,-9.64143e-06,1.8697834e-05,0.0272152,-0.052439023,-9.641476e-06,1.869766e-05,0.027214937,-0.052438516,98.76743,89.04745,220.09517,-210.37517,-208.60507,-418.98022
0.039884888,-0.00012342284,0.0001846903,-0.00011750325,0.3034774,-0.5820313,0.87303567,-1.6743721,-0.14845157,0.28768247,-1.0870745e-05,2.107808e-05,0.027480708,-0.052704524,-1.08708045e-05,2.1077858e-05,0.02748041,-0.05270395,99.24289,89.95144,222.22684,-212.93538,-211.14372,-424.0791
