Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0.0,-0.00012371881,0.0001035923,-6.925886e-05,-0.09969308,-0.34306136,-0.2867944,-0.9869097,-0.123094894,0.16136034,0.0,0.0,-0.009027481,-0.031065144,0.0,0.0,-0.009027481,-0.031065144,99.71944,31.250647,69.91386,-1.4450669,-1.432908,-2.877975,0.14959206,0.11608818
8.161793e-06,-0.00012371881,0.000103296334,-6.955482e-05,-0.10115909,-0.34452733,-0.29101175,-0.9911271,-0.12263388,0.16089933,-1.0027937e-06,1.3151083e-06,-0.009160232,-0.031197894,-1.0027942e-06,1.3151074e-06,-0.0091602225,-0.031197863,99.71944,31.518303,69.51494,-1.3138024,-1.302748,-2.6165504,0.14919494,0.11567766
1.6323585e-05,-0.00012371881,0.00010300037,-6.955482e-05,-0.10262509,-0.34452733,-0.2952291,-0.9911271,-0.12240338,0.16043833,-2.0027653e-06,2.626454e-06,-0.0092929825,-0.031197894,-2.0027674e-06,2.6264506e-06,-0.009292964,-0.031197831,99.71944,31.518303,69.117165,-0.91602784,-0.9083203,-1.8243482,0.1487978,0.115472265
2.4485376e-05,-0.00012401478,0.000102704355,-6.985084e-05,-0.10555739,-0.3459936,-0.30366468,-0.9953452,-0.122172795,0.15997723,-3.0008555e-06,3.9340366e-06,-0.00955851,-0.031330667,-3.00086e-06,3.934029e-06,-0.009558481,-0.031330574,100.19711,31.787148,68.72046,-0.31048962,-0.30787715,-0.6183668,0.14840035,0.11526684
3.264717e-05,-0.00012401478,0.00010211242,-6.985084e-05,-0.10848944,-0.3459936,-0.31209952,-0.9953452,-0.12171179,0.15905522,-3.9961233e-06,5.235975e-06,-0.009824015,-0.031330667,-3.996131e-06,5.2359615e-06,-0.009823976,-0.03133054,100.19711,31.787148,67.9306,0.47936574,0.47533232,0.9546981,0.14760521,0.11485585
4.080896e-05,-0.00012401478,0.000101816455,-7.01468e-05,-0.10995544,-0.3474596,-0.31631687,-0.99956256,-0.12125077,0.1585942,-4.987628e-06,6.5322697e-06,-0.009956766,-0.03146342,-4.9876408e-06,6.5322483e-06,-0.009956717,-0.03146326,100.19711,32.057087,67.53739,0.60263926,0.5975686,1.2002078,0.14720741,0.1144448
4.8970753e-05,-0.00012401478,0.00010152044,-7.01468e-05,-0.1114217,-0.3474596,-0.32053497,-0.99956256,-0.12102023,0.1581331,-5.976311e-06,7.824801e-06,-0.01008954,-0.03146342,-5.976329e-06,7.82477e-06,-0.010089479,-0.031463232,100.19711,32.057087,67.14525,0.99477786,0.98640776,1.9811857,0.14680935,0.11423916
5.7132547e-05,-0.00012431074,0.000101224476,-7.044277e-05,-0.11435367,-0.34892565,-0.3289696,-1.00378,-0.12078973,0.1576721,-6.9631124e-06,9.113569e-06,-0.010355038,-0.031596173,-6.9631365e-06,9.113528e-06,-0.010354966,-0.031595953,100.67593,32.32818,66.754326,1.5934244,1.5800173,3.173442,0.14641123,0.11403359
6.529434e-05,-0.00012431074,0.00010063255,-7.044277e-05,-0.117285684,-0.34892565,-0.3374043,-1.00378,-0.12032871,0.1567501,-7.947092e-06,1.0396694e-05,-0.010620539,-0.031596173,-7.947123e-06,1.03966395e-05,-0.010620454,-0.031595923,100.67593,32.32818,65.97589,2.3718574,2.3519006,4.7237577,0.14561443,0.113622084
7.345613e-05,-0.00012431074,0.00010033654,-7.073874e-05,-0.118751906,-0.35039166,-0.34162232,-1.0079974,-0.119867675,0.15628901,-8.927308e-06,1.1674174e-05,-0.010753309,-0.031728923,-8.927348e-06,1.1674106e-05,-0.010753213,-0.03172864,100.67593,32.6004,65.58833,2.4871979,2.4662704,4.9534683,0.14521573,0.11321054
