,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W
0,0.002357694,-8.006203e-05,8.006203e-05,-8.006203e-05,0.0,-0.39657292,0.0,-1.1408504,-0.062354237,0.12470846,0.0,0.0,0.0,-0.035910763,0.0,0.0,0.0,-0.035910763
1,0.00237109,-8.021006e-05,8.094998e-05,-8.021006e-05,0.0036650673,-0.39730617,0.010543567,-1.1429598,-0.06304579,0.12609158,-8.3992876e-07,1.6798575e-06,0.00033188186,-0.03597716,-8.399291e-07,1.679856e-06,0.00033188157,-0.03597722
2,0.002384486,-8.050603e-05,8.1689934e-05,-8.035805e-05,0.0058642374,-0.3980392,0.016870081,-1.1450685,-0.06373734,0.12724416,-1.6891215e-06,3.376699e-06,0.0005310227,-0.036043536,-1.6891229e-06,3.3766933e-06,0.00053102185,-0.03604366
3,0.002397882,-8.065401e-05,8.2577884e-05,-8.065401e-05,0.009529557,-0.3995052,0.027414374,-1.1492859,-0.064313635,0.12862729,-2.5468062e-06,5.0905246e-06,0.0008629274,-0.036176287,-2.5468096e-06,5.0905114e-06,0.0008629252,-0.03617647
4,0.002411278,-8.094998e-05,8.33178e-05,-8.0802e-05,0.011728547,-0.40023822,0.03374037,-1.1513946,-0.06500516,0.1297798,-3.4129828e-06,6.8213335e-06,0.001062052,-0.036242664,-3.4129887e-06,6.8213103e-06,0.0010620484,-0.03624291
5,0.0024246739,-8.1097955e-05,8.420574e-05,-8.094998e-05,0.015393866,-0.40097123,0.044284664,-1.1535033,-0.0656967,0.13116291,-4.288423e-06,8.569126e-06,0.0013939567,-0.03630904,-4.288432e-06,8.56909e-06,0.0013939508,-0.036309354
6,0.00243807,-8.139397e-05,8.49457e-05,-8.124594e-05,0.017592857,-0.4024372,0.050610658,-1.1577206,-0.06627304,0.1323155,-5.172356e-06,1.0333903e-05,0.0015930813,-0.036441788,-5.172369e-06,1.033385e-05,0.001593073,-0.036442164
7,0.002451466,-8.1541955e-05,8.583365e-05,-8.139397e-05,0.02125814,-0.40317044,0.06115485,-1.15983,-0.06696457,0.13369861,-6.064781e-06,1.21156645e-05,0.0019249826,-0.036508188,-6.064799e-06,1.2115591e-05,0.001924971,-0.03650863
8,0.0024648618,-8.183792e-05,8.672154e-05,-8.1541955e-05,0.02419015,-0.40390345,0.06958958,-1.1619387,-0.06777132,0.13508163,-6.967241e-06,1.3915953e-05,0.0021904842,-0.036574565,-6.967265e-06,1.39158565e-05,0.0021904688,-0.036575075
9,0.002478258,-8.1985905e-05,8.746151e-05,-8.1689934e-05,0.027122414,-0.40463644,0.078025036,-1.1640474,-0.06834764,0.13623425,-7.878964e-06,1.5733225e-05,0.0024560087,-0.03664094,-7.878996e-06,1.5733101e-05,0.0024559894,-0.036641516
