,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0,0.0,-0.00034688629,0.0001402936,-5.1204195e-05,-1.0233198,-0.25363082,-2.943859,-0.72963834,-0.33954835,0.21852806,0.0,0.0,-0.092664406,-0.022966962,0.0,0.0,-0.092664406,-0.022966962,522.6264,11.387494,85.48557,425.75336,422.17105,847.92444,0.19764362213147646,0.2923325049091415
1,1,1,1,7.784000000003732e-06,-0.0003476262,0.0001411815,-5.1204195e-05,-1.0225868,-0.25363082,-2.9417503,-0.72963834,-0.3408161,0.21991108,-2.6478951e-06,1.7063514e-06,-0.09259803,-0.022966962,-2.6478986e-06,1.7063501e-06,-0.09259778,-0.0229669,524.8583,11.387494,86.571045,426.89972,423.30777,850.2075,0.1987779708430049,0.2932784584301523
2,2,2,2,1.5568000000000526e-05,-0.00034821816,0.00014206945,-5.1204195e-05,-1.0211208,-0.25363082,-2.937533,-0.72963834,-0.34196872,0.2212942,-5.30521e-06,3.4234683e-06,-0.092465274,-0.022966962,-5.305224e-06,3.4234624e-06,-0.09246478,-0.022966841,526.6474,11.387494,87.66342,427.59647,423.99866,851.5951,0.19991111614571866,0.294137729783059
3,3,3,3,2.334999999999837e-05,-0.00034895807,0.00014310538,-5.1352177e-05,-1.0196544,-0.2543638,-2.9333146,-0.73174703,-0.34323657,0.22290781,-7.971945e-06,5.152248e-06,-0.0923325,-0.023033338,-7.971977e-06,5.1522347e-06,-0.09233176,-0.023033153,528.8878,11.45341,88.94653,428.48788,424.88257,853.3705,0.20123147365121224,0.2950820524379697
4,4,4,4,3.113600000000105e-05,-0.00034955004,0.00014399333,-5.1352177e-05,-1.0181884,-0.2543638,-2.9290972,-0.73174703,-0.3443891,0.22429092,-1.06481e-05,6.8926906e-06,-0.09219974,-0.023033338,-1.0648157e-05,6.892667e-06,-0.09219876,-0.023033092,530.6837,11.45341,90.05375,429.17657,425.56546,854.74207,0.20236183558734225,0.29593970912990597
5,5,5,5,3.89179999999989e-05,-0.00035028998,0.00014488127,-5.150016e-05,-1.0174552,-0.25509682,-2.9269881,-0.73385566,-0.3455417,0.22567402,-1.3333226e-05,8.6438995e-06,-0.09213335,-0.023099713,-1.3333315e-05,8.643862e-06,-0.09213212,-0.023099406,532.93286,11.519516,91.167816,430.24554,426.62543,856.871,0.20349091308910694,0.29679668290078487
6,6,6,6,4.670100000000316e-05,-0.00035088195,0.00014576915,-5.150016e-05,-1.0159894,-0.25509682,-2.9227715,-0.73385566,-0.34669426,0.22705702,-1.6027323e-05,1.0405874e-05,-0.092000626,-0.023099713,-1.6027452e-05,1.0405819e-05,-0.09199915,-0.023099342,534.73566,11.519516,92.28866,430.92746,427.30164,858.2291,0.20461863571667238,0.2976528931940397
7,7,7,7,5.4485999999999424e-05,-0.00035162191,0.0001466571,-5.150016e-05,-1.0152565,-0.25509682,-2.9206629,-0.73385566,-0.3479621,0.22844014,-1.8730841e-05,1.2178612e-05,-0.09193425,-0.023099713,-1.8731016e-05,1.2178539e-05,-0.09193253,-0.02309928,536.9934,11.519516,93.41643,432.05746,428.42212,860.4796,0.20574518570321626,0.2985938963678578
8,8,8,8,6.226900000000368e-05,-0.0003522139,0.00014769303,-5.164814e-05,-1.0130574,-0.2558298,-2.9143364,-0.73596436,-0.34911472,0.23005375,-2.1443779e-05,1.3963015e-05,-0.09173512,-0.023166088,-2.1444008e-05,1.3962917e-05,-0.09173315,-0.023165591,538.80304,11.585812,94.74081,432.47638,428.8375,861.31384,0.2070578676165363,0.2994486143807989
9,9,9,9,7.005399999999995e-05,-0.00035295382,0.00014858098,-5.164814e-05,-1.0123242,-0.2558298,-2.9122274,-0.73596436,-0.35038254,0.23143686,-2.4166136e-05,1.575908e-05,-0.09166873,-0.023166088,-2.416643e-05,1.5758957e-05,-0.09166652,-0.023165528,541.0693,11.585812,95.883415,433.6,429.9517,863.5517,0.20818166645610503,0.3003879152735992
10,10,10,10,7.783700000000421e-05,-0.0003536938,0.00014946886,-5.164814e-05,-1.0115916,-0.2558298,-2.9101195,-0.73596436,-0.35165033,0.23281989,-2.6898362e-05,1.756591e-05,-0.091602385,-0.023166088,-2.6898724e-05,1.7565755e-05,-0.09159992,-0.023165464,543.34033,11.585812,97.0328,434.72168,431.0639,865.7856,0.2093041388975109,0.3013263125130329
11,11,11,11,8.562399999999942e-05,-0.0003542857,0.0001505048,-5.1796174e-05,-1.0093921,-0.25656307,-2.9037924,-0.73807377,-0.35280287,0.2344335,-2.9640009e-05,1.9384403e-05,-0.09140322,-0.023232488,-2.9640447e-05,1.9384215e-05,-0.09140051,-0.023231799,545.1604,11.652321,98.38248,435.1256,431.46445,866.5901,0.21061216038942834,0.30217864012570755
12,12,12,12,9.340399999999832e-05,-0.0003550256,0.00015139276,-5.1796174e-05,-1.0086589,-0.25656307,-2.9016829,-0.73807377,-0.35407066,0.23581663,-3.239107e-05,2.1214559e-05,-0.09133682,-0.023232488,-3.23916e-05,2.1214333e-05,-0.09133386,-0.023231735,547.4399,11.652321,99.54679,436.24075,432.5702,868.8109,0.21173199042424293,0.3031153592436496
13,13,13,13,0.000101187,-0.0003556176,0.00015228069,-5.1944156e-05,-1.007193,-0.2572961,-2.897466,-0.74018246,-0.35510802,0.23719971,-3.5151108e-05,2.3055482e-05,-0.091204084,-0.023298863,-3.5151726e-05,2.3055214e-05,-0.09120088,-0.023298044,549.26715,11.718998,100.71792,436.83023,433.1547,869.9849,0.21285052742849142,0.30388117071142484
14,14,14,14,0.0001089739999999,-0.00035635754,0.00015331662,-5.1944156e-05,-1.0057268,-0.2572961,-2.893248,-0.74018246,-0.35649115,0.23881333,-3.7920567e-05,2.4908066e-05,-0.091071315,-0.023298863,-3.7921287e-05,2.4907755e-05,-0.09106786,-0.02329798,551.5552,11.718998,102.0929,437.7433,434.0601,871.80334,0.21415392947232098,0.304901328952552
15,15,15,15,0.000116754,-0.00035709745,0.00015420456,-5.209214e-05,-1.0049936,-0.25802907,-2.8911386,-0.74229115,-0.3576437,0.24019644,-4.069989e-05,2.6772314e-05,-0.091004916,-0.023365239,-4.070072e-05,2.6771955e-05,-0.09100121,-0.023364287,553.84796,11.785865,103.278885,438.7832,435.09128,873.8745,0.21526978642476338,0.30575062357715627
