,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
20,20,0.0001467719999999,-8.1541955e-05,3.596133e-05,-7.577039e-05,-0.22577547,-0.37531504,-0.64950484,-1.0796963,-0.03250258,0.056015093,-4.7878325e-06,8.228256e-06,-0.020444585,-0.033985805,-4.7878443e-06,8.228222e-06,-0.020444486,-0.03398564,28.878813,24.935387,5.6167946,-1.6733694,-1.6592896,-3.332659,0.05450247779556773,0.0319855446392751
21,21,0.0001541109999999,-8.1541955e-05,3.596133e-05,-7.591837e-05,-0.22577547,-0.37604803,-0.64950484,-1.081805,-0.03238733,0.056015093,-5.0259346e-06,8.639331e-06,-0.020444585,-0.03405218,-5.025947e-06,8.639294e-06,-0.020444483,-0.034052007,28.878813,25.032879,5.6167946,-1.7708606,-1.7559605,-3.5268211,0.05450247779556773,0.031873916411967046
22,22,0.00016145,-8.1689934e-05,3.5813337e-05,-7.606635e-05,-0.2272415,-0.37678105,-0.6537223,-1.0839137,-0.032272063,0.055784572,-5.2631904e-06,9.04956e-06,-0.02057734,-0.034118555,-5.263204e-06,9.049519e-06,-0.020577231,-0.034118377,28.98372,25.130566,5.5706596,-1.7175041,-1.703053,-3.420557,0.054284160684587815,0.031762259253880314
23,23,0.0001687889999999,-8.183792e-05,3.5813337e-05,-7.621434e-05,-0.22797452,-0.37751406,-0.65583104,-1.0860224,-0.03227207,0.055784572,-5.5000232e-06,9.458942e-06,-0.020643717,-0.034184933,-5.5000382e-06,9.458898e-06,-0.020643603,-0.034184746,29.088829,25.228443,5.5706596,-1.7102731,-1.6958828,-3.406156,0.054284160684587815,0.03176226603503846
24,24,0.0001761259999999,-8.183792e-05,3.596133e-05,-7.636232e-05,-0.22724147,-0.37824705,-0.65372217,-1.0881311,-0.03227208,0.056015093,-5.7368566e-06,9.869171e-06,-0.020577336,-0.034251306,-5.736873e-06,9.869122e-06,-0.020577218,-0.03425111,29.088829,25.326506,5.6167946,-1.8544703,-1.8388666,-3.693337,0.05450247779556773,0.03176227572240692
25,25,0.000183465,-8.1985905e-05,3.5813337e-05,-7.65103e-05,-0.22870754,-0.37898007,-0.65793973,-1.0902398,-0.032156814,0.055784572,-5.9732665e-06,1.0279399e-05,-0.020710094,-0.034317683,-5.9732843e-06,1.02793465e-05,-0.020709971,-0.03431748,29.194124,25.424763,5.5706596,-1.8012971,-1.7861409,-3.587438,0.054284160684587815,0.03165060706629103
26,26,0.0001908029999999,-8.1985905e-05,3.5813337e-05,-7.65103e-05,-0.22870754,-0.37898007,-0.65793973,-1.0902398,-0.032156814,0.055784572,-6.2092536e-06,1.0688782e-05,-0.020710094,-0.034317683,-6.209273e-06,1.0688725e-05,-0.020709965,-0.03431747,29.194124,25.424763,5.5706596,-1.8012971,-1.7861409,-3.587438,0.054284160684587815,0.03165060706629103
27,27,0.0001981419999999,-8.213388e-05,3.5813337e-05,-7.665833e-05,-0.22944053,-0.37971333,-0.66004837,-1.0923492,-0.032156777,0.055784572,-6.4452406e-06,1.1098165e-05,-0.020776467,-0.03438408,-6.4452615e-06,1.1098104e-05,-0.020776333,-0.03438386,29.299606,25.52324,5.5706596,-1.7942916,-1.7791944,-3.5734859,0.054284160684587815,0.0316505712190243
28,28,0.000205481,-8.213388e-05,3.5813337e-05,-7.680632e-05,-0.22944053,-0.38044634,-0.66004837,-1.0944579,-0.03204152,0.055784572,-6.6808047e-06,1.1507547e-05,-0.020776467,-0.034450457,-6.680827e-06,1.1507482e-05,-0.020776328,-0.034450226,29.299606,25.621878,5.5706596,-1.8929305,-1.8770033,-3.7699337,0.054284160684587815,0.0315388988082028
29,29,0.0002128199999999,-8.228187e-05,3.5813337e-05,-7.680632e-05,-0.23017354,-0.38044634,-0.6621571,-1.0944579,-0.03215678,0.055784572,-6.916369e-06,1.1916931e-05,-0.020842845,-0.034450457,-6.916393e-06,1.191686e-05,-0.020842701,-0.034450218,29.405283,25.621878,5.5706596,-1.7872535,-1.7722155,-3.559469,0.054284160684587815,0.03165057412555952
30,30,0.000220159,-8.228187e-05,3.5813337e-05,-7.69543e-05,-0.23017354,-0.38117933,-0.6621571,-1.0965664,-0.03204153,0.055784572,-7.151933e-06,1.23263135e-05,-0.020842845,-0.03451683,-7.1519585e-06,1.2326237e-05,-0.020842696,-0.034516584,29.405283,25.720703,5.5706596,-1.8860775,-1.8702079,-3.7562854,0.054284160684587815,0.03153890849773556
31,31,0.000227497,-8.24299e-05,3.5813337e-05,-7.710228e-05,-0.23090678,-0.38191235,-0.66426647,-1.0986753,-0.03204156,0.055784572,-7.387074e-06,1.2735696e-05,-0.02090924,-0.034583207,-7.3871015e-06,1.2735615e-05,-0.020909086,-0.03458295,29.511183,25.819721,5.5706596,-1.8791975,-1.8633858,-3.7425833,0.054284160684587815,0.031538937566332616
32,32,0.0002348359999999,-8.2577884e-05,3.5813337e-05,-7.725027e-05,-0.2316398,-0.38264537,-0.6663752,-1.100784,-0.032041565,0.055784572,-7.6222154e-06,1.3145079e-05,-0.020975618,-0.034649584,-7.6222445e-06,1.3144992e-05,-0.020975458,-0.03464932,29.617239,25.918928,5.5706596,-1.8723483,-1.8565943,-3.7289426,0.054284160684587815,0.031538942411098926
33,33,0.000242175,-8.2577884e-05,3.5813337e-05,-7.739825e-05,-0.2316398,-0.38337836,-0.6663752,-1.1028926,-0.031926315,0.055784572,-7.856934e-06,1.35544615e-05,-0.020975618,-0.034715958,-7.856965e-06,1.355437e-05,-0.020975454,-0.034715686,29.617239,26.018324,5.5706596,-1.9717432,-1.9551529,-3.926896,0.054284160684587815,0.03142726431645735
34,34,0.000249512,-8.272586e-05,3.5813337e-05,-7.754623e-05,-0.23237279,-0.38411137,-0.66848385,-1.1050013,-0.03192631,0.055784572,-8.09123e-06,1.3963844e-05,-0.021041991,-0.034782335,-8.091262e-06,1.3963747e-05,-0.021041822,-0.034782052,29.723482,26.117914,5.5706596,-1.9650908,-1.9485564,-3.9136472,0.054284160684587815,0.031427259471150173
35,35,0.0002568499999999,-8.287385e-05,3.5813337e-05,-7.754623e-05,-0.23310581,-0.38411137,-0.6705926,-1.1050013,-0.03204156,0.055784572,-8.325948e-06,1.4373227e-05,-0.021108368,-0.034782335,-8.325983e-06,1.4373124e-05,-0.021108193,-0.034782045,29.82992,26.117914,5.5706596,-1.8586538,-1.843015,-3.7016687,0.054284160684587815,0.031538937566332616
36,36,0.00026419,-8.287385e-05,3.5813337e-05,-7.769421e-05,-0.23310581,-0.38484436,-0.6705926,-1.1071099,-0.03192631,0.055784572,-8.560667e-06,1.47826095e-05,-0.021108368,-0.03484871,-8.5607035e-06,1.47825e-05,-0.021108188,-0.03484841,29.82992,26.217688,5.5706596,-1.9584287,-1.9419504,-3.9003792,0.054284160684587815,0.031427259471150173
37,37,0.0002715289999999,-8.3021834e-05,3.5813337e-05,-7.784224e-05,-0.23383883,-0.3855776,-0.6727013,-1.1092193,-0.03192628,0.055784572,-8.794962e-06,1.5191992e-05,-0.021174746,-0.034915105,-8.795001e-06,1.51918775e-05,-0.02117456,-0.0349148,29.936548,26.317688,5.5706596,-1.9517975,-1.935375,-3.8871725,0.054284160684587815,0.031427230399306394
38,38,0.0002788669999999,-8.316981e-05,3.5813337e-05,-7.784224e-05,-0.23457181,-0.3855776,-0.67480993,-1.1092193,-0.03204153,0.055784572,-9.029681e-06,1.5601376e-05,-0.02124112,-0.034915105,-9.029722e-06,1.5601254e-05,-0.021240927,-0.034914788,30.043362,26.317688,5.5706596,-1.8449844,-1.8294606,-3.6744452,0.054284160684587815,0.03153890849773556
39,39,0.000286206,-8.316981e-05,3.5813337e-05,-7.7990226e-05,-0.23457181,-0.3863106,-0.67480993,-1.111328,-0.031926278,0.055784572,-9.264399e-06,1.6010757e-05,-0.02124112,-0.03498148,-9.264442e-06,1.601063e-05,-0.021240922,-0.034981158,30.043362,26.417849,5.5706596,-1.9451451,-1.9287785,-3.8739238,0.054284160684587815,0.0314272284611835
40,40,0.0002935449999999,-8.33178e-05,3.5813337e-05,-7.8138204e-05,-0.23530483,-0.3870436,-0.6769187,-1.1134367,-0.031926278,0.055784572,-9.498694e-06,1.6420141e-05,-0.021307496,-0.035047855,-9.498739e-06,1.6420006e-05,-0.021307293,-0.035047524,30.15037,26.518194,5.5706596,-1.938483,-1.9221725,-3.8606555,0.054284160684587815,0.0314272284611835
41,41,0.000300884,-8.346583e-05,3.566535e-05,-7.828619e-05,-0.23677109,-0.3877766,-0.6811368,-1.1155454,-0.031811055,0.055554062,-9.7325665e-06,1.6828677e-05,-0.02144027,-0.035114232,-9.732615e-06,1.6828537e-05,-0.02144006,-0.03511389,30.257599,26.618732,5.5247173,-1.88585,-1.8699822,-3.7558322,0.05406580632190622,0.03131556405672914
42,42,0.0003082229999999,-8.346583e-05,3.566535e-05,-7.843417e-05,-0.23677109,-0.3885096,-0.6811368,-1.1176541,-0.031695805,0.055554062,-9.965594e-06,1.7236369e-05,-0.02144027,-0.035180606,-9.965644e-06,1.723622e-05,-0.021440055,-0.035180256,30.257599,26.719458,5.5247173,-1.9865757,-1.9698606,-3.9564362,0.05406580632190622,0.031203861011438818
43,43,0.0003155609999999,-8.361381e-05,3.566535e-05,-7.8582154e-05,-0.23750411,-0.38924262,-0.6832455,-1.1197628,-0.031695813,0.055554062,-1.0198198e-05,1.764406e-05,-0.021506647,-0.035246983,-1.019825e-05,1.7643904e-05,-0.021506427,-0.035246626,30.36499,26.820381,5.5247173,-1.9801085,-1.9634477,-3.9435563,0.05406580632190622,0.031203868765662425
44,44,0.0003228979999999,-8.361381e-05,3.566535e-05,-7.8582154e-05,-0.23750411,-0.38924262,-0.6832455,-1.1197628,-0.031695813,0.055554062,-1.0430802e-05,1.805175e-05,-0.021506647,-0.035246983,-1.04308565e-05,1.8051589e-05,-0.021506423,-0.035246614,30.36499,26.820381,5.5247173,-1.9801085,-1.9634477,-3.9435563,0.05406580632190622,0.031203868765662425
45,45,0.000330237,-8.37618e-05,3.551736e-05,-7.873014e-05,-0.23897018,-0.38997564,-0.68746305,-1.1218715,-0.031580552,0.05532355,-1.0662983e-05,1.8458597e-05,-0.021639403,-0.03531336,-1.066304e-05,1.8458426e-05,-0.021639172,-0.035312984,30.472569,26.921492,5.478964,-1.9278882,-1.9116668,-3.8395548,0.053847402375030495,0.031092142579025456
46,46,0.0003375759999999,-8.37618e-05,3.551736e-05,-7.887812e-05,-0.23897018,-0.39070863,-0.68746305,-1.1239802,-0.031465303,0.05532355,-1.0894319e-05,1.8864595e-05,-0.021639403,-0.035379734,-1.0894378e-05,1.8864419e-05,-0.021639166,-0.03537935,30.472569,27.022787,5.478964,-2.029183,-2.0121093,-4.041292,0.053847402375030495,0.03098041554218756
47,47,0.000344915,-8.390978e-05,3.551736e-05,-7.9026155e-05,-0.23970316,-0.39144188,-0.6895717,-1.1260896,-0.03146526,0.05532355,-1.1125231e-05,1.9270596e-05,-0.021705776,-0.035446133,-1.1125293e-05,1.927041e-05,-0.021705534,-0.03544574,30.580332,27.124315,5.478964,-2.022947,-2.005926,-4.028873,0.053847402375030495,0.030980373853920606
48,48,0.0003522539999999,-8.390978e-05,3.551736e-05,-7.917413e-05,-0.23970316,-0.39217487,-0.6895717,-1.1281983,-0.03135001,0.05532355,-1.135572e-05,1.9676596e-05,-0.021705776,-0.035512507,-1.1355784e-05,1.9676401e-05,-0.02170553,-0.035512105,30.580332,27.225992,5.478964,-2.1246238,-2.1067472,-4.231371,0.053847402375030495,0.030868633358495597
49,49,0.0003595929999999,-8.405776e-05,3.551736e-05,-7.932212e-05,-0.24043618,-0.3929079,-0.6916804,-1.130307,-0.03135001,0.05532355,-1.15857865e-05,2.0082594e-05,-0.021772154,-0.035578884,-1.1585854e-05,2.0082392e-05,-0.021771902,-0.03557847,30.688293,27.327864,5.478964,-2.1185346,-2.1007092,-4.219244,0.053847402375030495,0.030868633358495597
50,50,0.000366931,-8.405776e-05,3.551736e-05,-7.9470105e-05,-0.24043618,-0.39364094,-0.6916804,-1.1324157,-0.031234754,0.05532355,-1.1815429e-05,2.0488595e-05,-0.021772154,-0.03564526,-1.1815499e-05,2.0488384e-05,-0.021771897,-0.03564484,30.688293,27.429926,5.478964,-2.220597,-2.2019129,-4.42251,0.053847402375030495,0.03075687455746926
51,51,0.0003742699999999,-8.420574e-05,3.536938e-05,-7.961808e-05,-0.24190217,-0.3943739,-0.6958977,-1.1345243,-0.031119505,0.055093046,-1.2044227e-05,2.0893747e-05,-0.021904903,-0.035711635,-1.20443e-05,2.0893529e-05,-0.021904638,-0.035711206,30.796436,27.532173,5.4334035,-2.1691406,-2.1508894,-4.32003,0.053628958299720066,0.030645110053755052
52,52,0.000381609,-8.420574e-05,3.536938e-05,-7.976607e-05,-0.24190217,-0.39510694,-0.6958977,-1.136633,-0.03100425,0.055093046,-1.2272179e-05,2.1298056e-05,-0.021904903,-0.035778012,-1.2272255e-05,2.1297828e-05,-0.021904634,-0.035777573,30.796436,27.634617,5.4334035,-2.271583,-2.2524698,-4.5240526,0.053628958299720066,0.030533327237771846
53,53,0.000388948,-8.435372e-05,3.536938e-05,-7.991405e-05,-0.24263515,-0.3958399,-0.69800633,-1.1387417,-0.03100425,0.055093046,-1.2499709e-05,2.1702363e-05,-0.021971276,-0.035844386,-1.2499786e-05,2.1702128e-05,-0.021971002,-0.03584394,30.904772,27.737246,5.4334035,-2.2658775,-2.2468123,-4.5126896,0.053628958299720066,0.030533327237771846
54,54,0.0003962849999999,-8.435372e-05,3.536938e-05,-8.006203e-05,-0.24263515,-0.39657292,-0.69800633,-1.1408504,-0.030888995,0.055093046,-1.2726814e-05,2.2106671e-05,-0.021971276,-0.035910763,-1.2726895e-05,2.2106427e-05,-0.021970997,-0.035910305,30.904772,27.840069,5.4334035,-2.3687,-2.3487697,-4.7174697,0.053628958299720066,0.030421531924993535
55,55,0.0004036239999999,-8.4501706e-05,3.536938e-05,-8.021006e-05,-0.24336818,-0.39730617,-0.7001151,-1.1429598,-0.030888956,0.055093046,-1.2953497e-05,2.251098e-05,-0.022037653,-0.03597716,-1.2953581e-05,2.2510725e-05,-0.022037368,-0.035976693,31.013304,27.943113,5.4334035,-2.3632126,-2.3433285,-4.706541,0.053628958299720066,0.030421494093567626
56,56,0.000410962,-8.4649735e-05,3.5221386e-05,-8.035805e-05,-0.24483447,-0.3980392,-0.70433325,-1.1450685,-0.030773735,0.05486252,-1.3179757e-05,2.291444e-05,-0.02217043,-0.036043536,-1.3179844e-05,2.2914179e-05,-0.022170138,-0.03604306,31.122055,28.046316,5.3880296,-2.3122923,-2.2928364,-4.605129,0.053410445640371076,0.030309719261900823
57,57,0.0004183009999999,-8.4649735e-05,3.5221386e-05,-8.050603e-05,-0.24483447,-0.3987722,-0.70433325,-1.1471772,-0.03065848,0.05486252,-1.3405172e-05,2.3317058e-05,-0.02217043,-0.036109913,-1.3405262e-05,2.3316785e-05,-0.022170132,-0.03610943,31.122055,28.14971,5.3880296,-2.4156857,-2.39536,-4.8110456,0.053410445640371076,0.030197898946606135
58,58,0.00042564,-8.479772e-05,3.5221386e-05,-8.065401e-05,-0.24556749,-0.3995052,-0.706442,-1.1492859,-0.03065848,0.05486252,-1.3630163e-05,2.3719673e-05,-0.022236807,-0.036176287,-1.3630256e-05,2.3719393e-05,-0.022236504,-0.036175795,31.230967,28.25329,5.3880296,-2.4103544,-2.3900735,-4.800428,0.053410445640371076,0.030197898946606135
59,59,0.000432979,-8.479772e-05,3.5221386e-05,-8.065401e-05,-0.24556749,-0.3995052,-0.706442,-1.1492859,-0.03065848,0.05486252,-1.3855155e-05,2.412229e-05,-0.022236807,-0.036176287,-1.38552505e-05,2.4121999e-05,-0.0222365,-0.036175784,31.230967,28.25329,5.3880296,-2.4103544,-2.3900735,-4.800428,0.053410445640371076,0.030197898946606135
60,60,0.0004403179999999,-8.49457e-05,3.5221386e-05,-8.0802e-05,-0.24630047,-0.40023822,-0.70855063,-1.1513946,-0.030658474,0.05486252,-1.4080146e-05,2.4524907e-05,-0.02230318,-0.036242664,-1.4080245e-05,2.4524605e-05,-0.022302866,-0.036242153,31.340063,28.357063,5.3880296,-2.405031,-2.384795,-4.789826,0.053410445640371076,0.030197893125085053
61,61,0.000447657,-8.49457e-05,3.5221386e-05,-8.094998e-05,-0.24630047,-0.40097123,-0.70855063,-1.1535033,-0.03054322,0.05486252,-1.4304715e-05,2.4927522e-05,-0.02230318,-0.03630904,-1.4304816e-05,2.492721e-05,-0.022302862,-0.036308523,31.340063,28.461031,5.3880296,-2.5089972,-2.4878862,-4.9968834,0.053410445640371076,0.030086061274319918
62,62,0.0004549949999999,-8.5093685e-05,3.5073397e-05,-8.1097955e-05,-0.24776652,-0.4017042,-0.71276814,-1.1556119,-0.030427976,0.054632008,-1.45284375e-05,2.5329293e-05,-0.022435937,-0.03637541,-1.4528543e-05,2.532897e-05,-0.022435611,-0.036374882,31.449356,28.565174,5.3428473,-2.4586651,-2.4379778,-4.8966427,0.05319189849757669,0.0299742266204986
63,63,0.0004623339999999,-8.524166e-05,3.5073397e-05,-8.124594e-05,-0.24849951,-0.4024372,-0.7148768,-1.1577206,-0.03042797,0.054632008,-1.4751738e-05,2.5730216e-05,-0.02250231,-0.036441788,-1.4751846e-05,2.5729885e-05,-0.022501979,-0.03644125,31.55883,28.66952,5.3428473,-2.4535363,-2.432892,-4.8864284,0.05319189849757669,0.029974220797675477
64,64,0.000469671,-8.524166e-05,3.5073397e-05,-8.139397e-05,-0.24849951,-0.40317044,-0.7148768,-1.15983,-0.030312682,0.054632008,-1.4974614e-05,2.6131142e-05,-0.02250231,-0.036508188,-1.4974726e-05,2.61308e-05,-0.022501973,-0.03650764,31.55883,28.774086,5.3428473,-2.5581024,-2.5365784,-5.094681,0.05319189849757669,0.029862330929332707
65,65,0.0004770099999999,-8.524166e-05,3.5073397e-05,-8.139397e-05,-0.24849951,-0.40317044,-0.7148768,-1.15983,-0.030312682,0.054632008,-1.5197068e-05,2.6532067e-05,-0.02250231,-0.036508188,-1.51971835e-05,2.6531714e-05,-0.022501968,-0.036507633,31.55883,28.774086,5.3428473,-2.5581024,-2.5365784,-5.094681,0.05319189849757669,0.029862330929332707
66,66,0.0004843489999999,-8.538965e-05,3.492541e-05,-8.1541955e-05,-0.24996556,-0.40390345,-0.7190942,-1.1619387,-0.030197427,0.054401502,-1.5419098e-05,2.6932144e-05,-0.022635065,-0.036574565,-1.5419217e-05,2.6931782e-05,-0.022634717,-0.036574002,31.668503,28.878813,5.297856,-2.508164,-2.48706,-4.995224,0.05297330927191958,0.029750460572942165
67,67,0.000491688,-8.5537635e-05,3.492541e-05,-8.1689934e-05,-0.25069857,-0.40463644,-0.72120297,-1.1640474,-0.030197432,0.054401502,-1.5640706e-05,2.7331378e-05,-0.022701442,-0.03664094,-1.564083e-05,2.7331003e-05,-0.022701086,-0.036640365,31.778364,28.98372,5.297856,-2.5032127,-2.4821506,-4.985363,0.05297330927191958,0.029750465426380768
