,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,0.008014697,-0.0031832436,0.0011969352,-0.001926225,-9.838823,-9.54121,-28.304064,-27.447899,-1.911198,1.8644037,-0.0039750747,0.0038208421,-0.8909323,-0.8639827,-0.0039829966,0.0038135613,-0.8873908,-0.86054826,44010.55,16115.029,6222.4062,21673.115,21490.756,43163.87,1.052360195868847,1.0685646803136533
1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,0.008022502,-0.0031864995,0.001200191,-0.0019268171,-9.838823,-9.544144,-28.304064,-27.456337,-1.9158086,1.8694751,-0.0039900076,0.0038354117,-0.8909323,-0.8642483,-0.003997989,0.0038280752,-0.8873775,-0.8607999,44100.63,16124.938,6256.303,21719.385,21536.637,43256.023,1.0541291210586883,1.070147174132071
1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,0.008030306,-0.003190051,0.0012034464,-0.0019274092,-9.84029,-9.547076,-28.308285,-27.464773,-1.9206487,1.8745459,-0.0040049776,0.003850021,-0.8910652,-0.8645139,-0.004013019,0.0038426286,-0.8874965,-0.8610515,44198.99,16134.85,6290.2886,21773.852,21590.645,43364.496,1.0558947139481554,1.0718057491411062
1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,0.008038111,-0.0031936027,0.0012067024,-0.0019280007,-9.841755,-9.550006,-28.312498,-27.473202,-1.92549,1.8796177,-0.0040199854,0.0038646695,-0.8911978,-0.8647792,-0.004028087,0.003857221,-0.8876152,-0.8613028,44297.46,16144.755,6324.3726,21828.334,21644.668,43473.0,1.0576575422811598,1.0734619880212037
1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,0.008045914,-0.0031971545,0.0012099582,-0.001928297,-9.843221,-9.551474,-28.316715,-27.477425,-1.9305612,1.8846891,-0.0040350314,0.0038793578,-0.89133054,-0.86491203,-0.004043194,0.0038718525,-0.887734,-0.86142206,44396.05,16149.717,6358.5464,21887.787,21703.623,43591.41,1.0594171298549802,1.075193940524507
1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,0.00805372,-0.0032004104,0.00121351,-0.001928889,-9.841755,-9.554406,-28.312498,-27.485859,-1.9354023,1.8902216,-0.0040501165,0.0038940876,-0.8911978,-0.8651776,-0.0040583406,0.0038865253,-0.8875883,-0.8616735,44486.52,16159.634,6395.9316,21930.951,21746.424,43677.375,1.06133317738541,1.0768445137335245
1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,0.00806152,-0.003203962,0.001216766,-0.0019294805,-9.84322,-9.557336,-28.316711,-27.494287,-1.9402434,1.895293,-0.0040652393,0.0039088586,-0.8913304,-0.8654429,-0.004073525,0.003901239,-0.88770694,-0.86192465,44585.31,16169.547,6430.299,21985.465,21800.477,43785.94,1.0630863148846768,1.0784923670394069
1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,0.008069324,-0.0032075138,0.0012200213,-0.0019297767,-9.844688,-9.558804,-28.320938,-27.49851,-1.9453142,1.9003637,-0.004080401,0.0039236695,-0.89146346,-0.8655758,-0.0040887482,0.0039159916,-0.8878259,-0.8620439,44684.215,16174.514,6464.7524,22044.951,21859.465,43904.414,1.0648361429218793,1.0802155007165561
1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,0.008077129,-0.0032110654,0.0012232772,-0.0019303688,-9.846153,-9.561736,-28.325151,-27.506947,-1.9501549,1.9054352,-0.004095601,0.0039385194,-0.89159614,-0.8658413,-0.0041040108,0.003930784,-0.8879445,-0.8622952,44783.227,16184.439,6499.3037,22099.486,21913.54,44013.023,1.0665831897546332,1.081857677447783
1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,0.008084934,-0.0032143213,0.0012265332,-0.0019309608,-9.846152,-9.564669,-28.325148,-27.515383,-1.9547653,1.910507,-0.004110838,0.0039534094,-0.891596,-0.86610687,-0.0041193105,0.003945615,-0.8879308,-0.86254644,44874.09,16194.368,6533.948,22145.773,21959.44,44105.21,1.068327292811798,1.083419222999861
1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,0.008092738,-0.003217873,0.0012300848,-0.0019312566,-9.846152,-9.5661335,-28.325148,-27.519598,-1.9600672,1.9160392,-0.0041261134,0.0039683403,-0.891596,-0.86623955,-0.0041346494,0.0039604874,-0.8879172,-0.86266536,44973.312,16199.329,6571.843,22202.139,22015.33,44217.47,1.0702262571287569,1.0852119707809693
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,0.008100544,-0.0032214252,0.0012333402,-0.0019318486,-9.847623,-9.569066,-28.329378,-27.528032,-1.9649084,1.92111,-0.0041414285,0.003983313,-0.8917292,-0.8665051,-0.0041500283,0.0039754007,-0.88803613,-0.8629165,45072.656,16209.262,6606.6743,22256.723,22069.453,44326.176,1.0719636810327329,1.0868461382119272
1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,0.008108347,-0.0032246804,0.0012365961,-0.0019324407,-9.847619,-9.571999,-28.329369,-27.53647,-1.969518,1.9261816,-0.004156781,0.003998325,-0.8917289,-0.8667706,-0.004165444,0.003990353,-0.8880222,-0.86316764,45163.797,16219.2,6641.602,22302.996,22115.338,44418.336,1.0736983649235645,1.0883996500819426
1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,0.008116152,-0.0032282323,0.0012401477,-0.0019327365,-9.84762,-9.573463,-28.329372,-27.540686,-1.9748201,1.9317136,-0.0041721715,0.0040133786,-0.89172894,-0.8669033,-0.0041808994,0.0040053464,-0.8880085,-0.86328644,45263.34,16224.165,6679.807,22359.37,22171.236,44530.605,1.075587098489345,1.090183566580938
1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,0.008123954,-0.0032314882,0.0012434038,-0.0019333285,-9.84762,-9.576396,-28.329372,-27.54912,-1.9794307,1.9367853,-0.004187601,0.0040284735,-0.89172894,-0.86716884,-0.004196394,0.004020381,-0.8879947,-0.8635375,45354.69,16234.105,6714.9287,22405.658,22217.137,44622.797,1.0773155477398533,1.0917322419983402
1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,0.008131757,-0.00323504,0.0012466597,-0.0019336247,-9.849085,-9.577864,-28.333586,-27.553343,-1.9845021,1.9418569,-0.004203068,0.004043608,-0.89186156,-0.86730176,-0.004211926,0.0040354547,-0.888113,-0.86365646,45454.445,16239.081,6750.1416,22465.227,22276.201,44741.43,1.0790409806155707,1.09343293226177
1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,0.008139561,-0.0032382957,0.001249915,-0.0019339204,-9.849088,-9.579329,-28.333591,-27.557556,-1.9893426,1.9469275,-0.004218574,0.004058782,-0.8918618,-0.8674344,-0.0042274976,0.0040505673,-0.88809943,-0.8637751,45545.98,16244.049,6785.44,22516.492,22327.04,44843.53,1.0807631021634942,1.0950534970077384
1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,0.008147366,-0.0032418475,0.0012534668,-0.0019345124,-9.849088,-9.58226,-28.333591,-27.56599,-1.994414,1.95246,-0.004234119,0.0040739975,-0.8918618,-0.8676999,-0.004243108,0.0040657213,-0.88808554,-0.86402595,45645.95,16253.995,6824.0586,22567.893,22378.006,44945.9,1.0826387211567947,1.0967485529912215
1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,0.00815517,-0.003245103,0.0012567227,-0.0019348083,-9.849085,-9.583726,-28.333586,-27.570208,-1.999255,1.9575317,-0.004249702,0.004089254,-0.89186156,-0.8678326,-0.004258758,0.004080916,-0.8880714,-0.86414456,45737.67,16258.968,6859.556,22619.146,22428.828,45047.977,1.084355035325219,1.0983639244949484
1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,0.008162974,-0.0032483588,0.0012599785,-0.0019354003,-9.849085,-9.5866585,-28.333586,-27.578644,-2.0038652,1.9626031,-0.0042653223,0.0041045505,-0.89186156,-0.86809814,-0.0042744447,0.00409615,-0.8880575,-0.86439544,45829.492,16268.919,6895.144,22665.432,22474.723,45140.156,1.0860683075434485,1.0998998593930451
1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,0.008170779,-0.0032519104,0.0012632345,-0.0019356966,-9.85055,-9.588126,-28.3378,-27.582865,-2.0089364,1.9676747,-0.00428098,0.0041198866,-0.89199424,-0.86823106,-0.00429017,0.0041114227,-0.8881756,-0.8645142,45929.766,16273.899,6930.8267,22725.04,22533.83,45258.867,1.087778716872473,1.101586660834298
1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,0.0081785799999999,-0.0032551666,0.0012667861,-0.0019362881,-9.849086,-9.591056,-28.333588,-27.591293,-2.013778,1.9732069,-0.0042966767,0.0041352636,-0.8918617,-0.86849636,-0.004305934,0.004126737,-0.88802963,-0.8647647,46021.793,16283.848,6969.854,22768.09,22576.518,45344.61,1.0896411345981798,1.1031944412208108
1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,0.0081863839999999,-0.0032584222,0.0012700416,-0.0019365844,-9.849088,-9.592524,-28.333591,-27.595516,-2.018618,1.9782777,-0.0043124114,0.0041506826,-0.8918618,-0.8686292,-0.0043217363,0.004142092,-0.88801575,-0.8648833,46113.895,16288.831,7005.7227,22819.344,22627.34,45446.684,1.091345180417953,1.1047991107546309
1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,0.008194189,-0.0032616777,0.0012732976,-0.0019371763,-9.849085,-9.595456,-28.333586,-27.60395,-2.0232282,1.9833496,-0.0043281824,0.0041661407,-0.89186156,-0.86889476,-0.004337576,0.0041574864,-0.88800144,-0.865134,46206.082,16298.791,7041.69,22865.6,22673.209,45538.81,1.0930466961177558,1.1063252008741524
1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,0.008201994,-0.00326523,0.0012765534,-0.0019374721,-9.8505535,-9.596921,-28.337809,-27.608166,-2.0283003,1.9884208,-0.0043439916,0.0041816384,-0.89199454,-0.86902744,-0.004353454,0.00417292,-0.8881197,-0.8652524,46306.785,16303.77,7077.7466,22925.271,22732.377,45657.65,1.0947450873415725,1.1080015050302725
1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,0.008209798,-0.0032684852,0.0012801051,-0.001937768,-9.849085,-9.598387,-28.333586,-27.612381,-2.033371,1.9939531,-0.00435984,0.0041971775,-0.89186156,-0.8691601,-0.004369372,0.004188394,-0.8879732,-0.8653707,46399.16,16308.747,7117.186,22973.227,22779.93,45753.156,1.0965946212120858,1.1096745423600147
1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,0.008217604,-0.0032717413,0.0012833605,-0.0019383599,-9.849088,-9.601318,-28.333591,-27.620817,-2.0379817,1.999024,-0.0043757265,0.004212758,-0.8918618,-0.86942565,-0.004385328,0.0042039095,-0.88795924,-0.86562127,46491.656,16318.714,7153.4316,23019.512,22825.824,45845.336,1.0982869024024067,1.111193380455636
1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,0.008225407,-0.0032749968,0.0012866164,-0.0019386562,-9.849085,-9.602786,-28.333586,-27.625038,-2.0428221,2.0040956,-0.0043916497,0.004228378,-0.89186156,-0.8695585,-0.0044013215,0.004219464,-0.8879448,-0.8657397,46584.22,16323.703,7189.7744,23070.742,22876.623,45947.367,1.0999765576298624,1.1127854071618266
1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,0.008233211,-0.0032782524,0.0012898723,-0.0019389519,-9.849085,-9.604251,-28.333586,-27.629251,-2.047663,2.0091672,-0.0044076107,0.004244038,-0.89186156,-0.8696912,-0.004417353,0.0042350576,-0.8879306,-0.86585796,46676.883,16328.682,7226.209,23121.99,22927.441,46049.43,1.101663362737573,1.1143750674072546
1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,0.0082410139999999,-0.0032815086,0.001293424,-0.001939544,-9.84762,-9.607183,-28.329372,-27.63769,-2.052504,2.0146995,-0.00442361,0.004259739,-0.89172894,-0.86995673,-0.004433423,0.004250692,-0.8877843,-0.86610836,46769.652,16338.656,7266.0596,23164.938,22970.027,46134.965,1.1035001568868896,1.1159622374031746
1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,0.0082488169999999,-0.003284764,0.00129668,-0.0019398398,-9.847618,-9.608649,-28.329365,-27.641905,-2.057345,2.0197709,-0.0044396464,0.0042754817,-0.89172876,-0.8700894,-0.004449531,0.0042663678,-0.8877698,-0.8662265,46862.496,16343.641,7302.6865,23216.17,23020.828,46237.0,1.1051809675820403,1.1175468922818899
1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,0.0082566209999999,-0.0032880197,0.0012999353,-0.001940136,-9.84762,-9.610116,-28.329372,-27.646124,-2.062185,2.0248415,-0.0044557205,0.004291264,-0.89172894,-0.8702223,-0.004465677,0.0042820824,-0.88775563,-0.8663448,46955.438,16348.632,7339.3994,23267.404,23071.633,46339.04,1.106858693415835,1.1191287134378296
1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,0.008264424,-0.0032912758,0.0013034871,-0.0019404319,-9.846156,-9.611582,-28.325157,-27.650341,-2.0672567,2.030374,-0.004471834,0.004307087,-0.8915963,-0.870355,-0.0044818623,0.004297838,-0.88760924,-0.86646295,47048.484,16353.619,7379.5615,23315.3,23119.125,46434.426,1.1086860442473672,1.1207835790538736
1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,0.0082722299999999,-0.0032945313,0.0013067429,-0.0019410237,-9.846153,-9.614513,-28.325151,-27.658775,-2.0718668,2.0354455,-0.004487985,0.004322952,-0.89159614,-0.8706205,-0.004498086,0.0043136347,-0.88759464,-0.86671317,47141.6,16363.597,7416.472,23361.531,23164.967,46526.5,1.1103582012186406,1.122285454970381
1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,0.0082800339999999,-0.003297787,0.0013102947,-0.0019413201,-9.8446865,-9.615981,-28.32093,-27.662998,-2.0769382,2.040978,-0.004504173,0.004338858,-0.8914633,-0.8707534,-0.0045143478,0.0043294723,-0.88744795,-0.86683136,47234.816,16368.595,7456.8438,23409.379,23212.41,46621.79,1.1121791742067109,1.1239350116403208
1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,0.0082878389999999,-0.0033007467,0.0013135505,-0.0019416158,-9.84322,-9.617446,-28.316711,-27.667212,-2.0815487,2.0460494,-0.0045203995,0.0043548057,-0.8913304,-0.870886,-0.0045306473,0.004345351,-0.88730127,-0.86694926,47319.645,16373.582,7493.947,23452.115,23254.79,46706.906,1.1138454723322675,1.1254322952868416
1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,0.00829564,-0.0033040026,0.0013168064,-0.0019419115,-9.84322,-9.618911,-28.316711,-27.671425,-2.08639,2.0511208,-0.0045366627,0.004370793,-0.8913304,-0.87101865,-0.004546985,0.0043612686,-0.8872868,-0.86706716,47413.043,16378.569,7531.144,23503.33,23305.572,46808.902,1.1155089985266045,1.1270021231433427
1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,0.008303444,-0.0033072585,0.0013203581,-0.0019425037,-9.841755,-9.621844,-28.312498,-27.679865,-2.0912304,2.0566533,-0.004552964,0.0043868213,-0.8911978,-0.8712843,-0.0045633605,0.0043772273,-0.8871402,-0.8673174,47506.535,16388.56,7571.8247,23546.15,23348.031,46894.18,1.1173206246354133,1.1285691993562348
1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,0.008311249,-0.0033105146,0.0013236136,-0.0019427999,-9.841759,-9.623311,-28.312508,-27.684084,-2.096071,2.061724,-0.004569303,0.0044028913,-0.8911981,-0.87141716,-0.004579774,0.004393227,-0.88712597,-0.8674354,47600.125,16393.559,7609.209,23597.355,23398.807,46996.164,1.1189781560076422,1.130133888281065
1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,0.008319054,-0.0033137698,0.0013268695,-0.0019430956,-9.841755,-9.624776,-28.312498,-27.688297,-2.1009119,2.0667956,-0.0045856796,0.004419001,-0.8911978,-0.8715498,-0.004596226,0.0044092657,-0.88711107,-0.8675531,47693.78,16398.549,7646.69,23648.545,23449.564,47098.11,1.1206332379813435,1.1316962295244735
1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,0.008326858,-0.00331673,0.0013304212,-0.001943392,-9.838825,-9.626244,-28.30407,-27.692522,-2.1057527,2.0723279,-0.0046020937,0.004435152,-0.89093256,-0.8716827,-0.004612716,0.0044253455,-0.8868324,-0.86767113,47779.027,16403.553,7687.681,23687.795,23488.484,47176.28,1.1224355478705508,1.1332561014664997
1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,0.0083346639999999,-0.0033199855,0.0013336771,-0.0019436877,-9.838823,-9.627708,-28.304064,-27.696735,-2.1105936,2.0773995,-0.004618546,0.004451344,-0.8909323,-0.8718153,-0.0046292446,0.004441466,-0.8868175,-0.8677888,47872.867,16408.543,7725.355,23738.97,23539.229,47278.2,1.124084922166311,1.1348135761453342
1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,0.008342467,-0.0033232414,0.0013372287,-0.0019442798,-9.837358,-9.630641,-28.29985,-27.705172,-2.1154342,2.0829315,-0.004635036,0.0044675777,-0.8907997,-0.8720809,-0.004645811,0.0044576274,-0.8866708,-0.8680388,47966.812,16418.541,7766.5557,23781.715,23581.615,47363.33,1.1258809300389472,1.1363685325736805
1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,0.008350271,-0.0033264973,0.0013404847,-0.0019445755,-9.8373575,-9.632106,-28.299847,-27.709385,-2.1202757,2.0880034,-0.0046515637,0.0044838525,-0.8907996,-0.87221354,-0.004662416,0.00447383,-0.886656,-0.8681564,48060.844,16423.535,7804.423,23832.885,23632.355,47465.242,1.127524733198193,1.1379213633020158
1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,0.008358072,-0.003329457,0.0013440363,-0.0019448717,-9.834426,-9.633574,-28.291412,-27.713608,-2.1251159,2.0935354,-0.004668129,0.004500169,-0.89053416,-0.87234646,-0.0046790587,0.0044900733,-0.88637704,-0.8682742,48146.41,16428.541,7845.8335,23872.033,23671.174,47543.207,1.1293145792723893,1.1394713705006219
1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,0.008365876,-0.0033327122,0.0013472919,-0.0019451677,-9.834425,-9.635039,-28.29141,-27.717825,-2.1299562,2.0986066,-0.0046847323,0.0045165266,-0.89053404,-0.87247914,-0.00469574,0.0045063575,-0.88636214,-0.8683918,48240.598,16433.541,7883.8877,23923.172,23721.88,47645.055,1.1309525265719769,1.1410190108439267
1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,0.008373681,-0.0033359684,0.0013505477,-0.0019454638,-9.834426,-9.636506,-28.291412,-27.722044,-2.134797,2.103678,-0.0047013736,0.004532924,-0.89053416,-0.872612,-0.0047124596,0.0045226812,-0.8863474,-0.86850953,48334.91,16438.545,7922.0376,23974.326,23772.605,47746.93,1.1325878598265038,1.1425644191972628
1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,0.008381484,-0.0033389283,0.0013540994,-0.0019457595,-9.831495,-9.637971,-28.282984,-27.726257,-2.1396384,2.1092103,-0.004718052,0.0045493627,-0.89026874,-0.8727446,-0.0047292174,0.0045390455,-0.8860684,-0.86862695,48420.723,16443.543,7963.76,24013.422,23811.371,47824.793,1.1343687711177006,1.1441076340531593
1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,0.00838929,-0.0033421838,0.0013573553,-0.0019460554,-9.831492,-9.639437,-28.282976,-27.730474,-2.1444793,2.114282,-0.004734769,0.0045658424,-0.89026856,-0.87287736,-0.0047460133,0.0045554508,-0.8860533,-0.8687445,48515.188,16448.545,8002.103,24064.54,23862.059,47926.598,1.1359986280784684,1.1456483120571903
1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,0.008397094,-0.0033451435,0.001360907,-0.0019463516,-9.82856,-9.640903,-28.27454,-27.734695,-2.1493196,2.119814,-0.0047515235,0.004582364,-0.89000297,-0.8730102,-0.0047628474,0.004571897,-0.8857741,-0.8688621,48601.156,16453.553,8044.035,24103.568,23900.76,48004.33,1.1377733846597078,1.147186429506182
1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,0.008404899,-0.0033483992,0.0013641628,-0.0019469435,-9.828559,-9.643836,-28.274536,-27.743128,-2.1539304,2.1248856,-0.004768315,0.0045989268,-0.8900029,-0.8732757,-0.0047797193,0.004588384,-0.8857591,-0.86911166,48695.8,16463.56,8082.57,24149.672,23946.477,48096.15,1.1393976745182757,1.1486494210811287
1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,0.0084127,-0.003351359,0.0013677146,-0.0019472395,-9.825627,-9.645302,-28.266102,-27.747347,-2.1587708,2.130418,-0.004785143,0.004615531,-0.8897374,-0.8734085,-0.004796628,0.004604912,-0.8854799,-0.86922914,48781.926,16468.566,8124.7134,24188.646,23985.123,48173.77,1.1411665419614236,1.1501829645818475
1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,0.008420504,-0.003354615,0.0013709704,-0.0019475352,-9.825628,-9.646767,-28.266106,-27.75156,-2.1636126,2.1354895,-0.0048020086,0.0046321764,-0.88973755,-0.8735411,-0.004813575,0.004621481,-0.885465,-0.8693464,48876.766,16473.568,8163.4404,24239.758,24035.805,48275.562,1.1427853022471253,1.151714602459594
1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,0.008428309,-0.0033575746,0.0013745221,-0.0019478314,-9.822696,-9.648233,-28.25767,-27.755781,-2.1684527,2.1410215,-0.004818912,0.0046488633,-0.88947195,-0.8736739,-0.0048305606,0.0046380907,-0.88518566,-0.86946374,48963.043,16478.58,8205.793,24278.668,24074.387,48353.055,1.1445480654869193,1.1532433614705444
1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,0.008436114,-0.0033605348,0.0013777775,-0.0019481273,-9.821233,-9.649699,-28.253462,-27.759998,-2.173063,2.1460924,-0.004835853,0.0046655918,-0.8893395,-0.87380666,-0.0048475834,0.0046547414,-0.8850388,-0.86958104,49049.418,16483.588,8244.708,24321.123,24116.482,48437.605,1.1461611748341483,1.1546973674307386
1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,0.008443918,-0.00336379,0.0013813293,-0.0019484235,-9.819764,-9.651166,-28.249235,-27.764217,-2.178134,2.1516247,-0.0048528314,0.0046823616,-0.88920647,-0.8739395,-0.0048646443,0.0046714335,-0.8848913,-0.8696984,49144.49,16488.6,8287.2705,24368.617,24163.578,48532.195,1.1479180976476806,1.1562942321091851
1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,0.008451722,-0.0033667497,0.0013845852,-0.0019487191,-9.818297,-9.652631,-28.245014,-27.76843,-2.1827445,2.1566963,-0.0048698476,0.0046991725,-0.88907367,-0.87407213,-0.004881744,0.0046881656,-0.884744,-0.8698155,49231.008,16493.604,8326.384,24411.02,24205.623,48616.64,1.1495260060254133,1.1577438748927724
1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,0.008459527,-0.00336971,0.0013881369,-0.0019490155,-9.815368,-9.654099,-28.236588,-27.772655,-2.187585,2.1622286,-0.0048869005,0.0047160247,-0.88880837,-0.87420505,-0.00489888,0.004704939,-0.88446486,-0.8699329,49317.62,16498.621,8369.155,24449.844,24244.121,48693.965,1.1512770321892296,1.1592635767956618
1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,0.008467331,-0.0033726695,0.0013913927,-0.0019493112,-9.813899,-9.655564,-28.232365,-27.776869,-2.192196,2.1673,-0.0049039903,0.0047329185,-0.88867545,-0.87433773,-0.004916054,0.0047217538,-0.8843174,-0.87005,49404.285,16503.629,8408.461,24492.195,24286.117,48778.312,1.1528794899410517,1.160709081211216
1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,0.008475132,-0.0033759256,0.0013949445,-0.001949607,-9.812435,-9.657029,-28.228151,-27.781084,-2.1972678,2.1728325,-0.004921118,0.0047498536,-0.88854283,-0.8744704,-0.0049332664,0.004738609,-0.88417023,-0.870167,49499.727,16508.637,8451.443,24539.645,24333.166,48872.812,1.1546247220491368,1.1622966326001802
1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,0.008482936,-0.0033788853,0.0013982003,-0.0019499034,-9.810969,-9.658497,-28.223934,-27.785307,-2.2018774,2.177904,-0.0049382835,0.0047668302,-0.8884101,-0.87460333,-0.004950517,0.004755505,-0.8840229,-0.8702843,49586.56,16513.658,8490.941,24581.959,24375.125,48957.086,1.1562218599804783,1.163737325271853
1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,0.008490741,-0.0033818448,0.001401752,-0.0019501996,-9.808035,-9.659965,-28.215494,-27.789528,-2.2067177,2.1834362,-0.004955486,0.0047838483,-0.8881444,-0.8747362,-0.004967805,0.004772442,-0.88374317,-0.87040144,49673.465,16518.676,8534.134,24620.654,24413.496,49034.15,1.1579611794385645,1.1652478906437818
1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,0.008498544,-0.003384805,0.0014050074,-0.0019504953,-9.806573,-9.661428,-28.211287,-27.793741,-2.2113283,2.188507,-0.0049727247,0.004800908,-0.888012,-0.8748688,-0.00498513,0.00478942,-0.8835962,-0.8705183,49760.46,16523.684,8573.819,24662.957,24455.441,49118.4,1.159552782160461,1.1666846521731107
1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,0.00850635,-0.0033877646,0.0014085596,-0.001950791,-9.803637,-9.662893,-28.202839,-27.797955,-2.2161696,2.19404,-0.0049900007,0.0048180083,-0.8877461,-0.87500143,-0.0050024926,0.004806439,-0.8833162,-0.87063515,49847.516,16528.695,8617.228,24701.596,24493.756,49195.35,1.1612865731959305,1.1681910862446172
1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,0.008514154,-0.0033907243,0.001411815,-0.0019510874,-9.802172,-9.664362,-28.198626,-27.802177,-2.2207794,2.199111,-0.005007314,0.00483515,-0.8876135,-0.8751344,-0.0050198925,0.0048234984,-0.88316894,-0.87075233,49934.652,16533.717,8657.105,24743.834,24535.637,49279.47,1.1628729587086395,1.1696233799564582
1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,0.008521959,-0.0033936845,0.0014153667,-0.0019513831,-9.799242,-9.665827,-28.190199,-27.80639,-2.2256207,2.204643,-0.0050246636,0.004852334,-0.8873482,-0.875267,-0.0050373296,0.0048405994,-0.88288957,-0.8708691,50021.88,16538.729,8700.716,24782.432,24573.91,49356.344,1.1646006957129404,1.1711253968449804
