,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
3267,3267,3267,3267,3267,3267,3267,3267,3267,3267,3267,3267,0.02549564,-0.004272443,0.0020786535,-0.0024575053,-10.866542,-12.172812,-31.260578,-35.01842,-3.0324225,3.2378106,-0.060604688,0.06507808,-0.9839951,-1.1022815,-0.062518895,0.06304811,-0.9243604,-1.035478,79281.086,26230.465,18766.414,34284.21,33995.742,68279.95,1.4440467679555093,1.3943673119856732
3268,3268,3268,3268,3268,3268,3268,3268,3268,3268,3268,3268,0.025503441,-0.004272739,0.0020783576,-0.0024578015,-10.869474,-12.174279,-31.269014,-35.02264,-3.0321918,3.2373497,-0.06062835,0.065103345,-0.9842607,-1.1024143,-0.062544085,0.06307183,-0.9245866,-1.0355767,79292.08,26236.79,18761.072,34294.215,34005.66,68299.875,1.4439380030509792,1.3943100990821218
3269,3269,3269,3269,3269,3269,3269,3269,3269,3269,3269,3269,0.025511244,-0.0042730346,0.0020777658,-0.0024580979,-10.873871,-12.175747,-31.281662,-35.026863,-3.0317302,3.2364278,-0.060652014,0.06512861,-0.9846588,-1.1025472,-0.062569275,0.06309555,-0.92493725,-1.0356754,79303.05,26243.117,18750.389,34309.543,34020.86,68330.41,1.443720414141278,1.3941956138476406
3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,0.02551905,-0.004273331,0.00207747,-0.0024583936,-10.876802,-12.177212,-31.290096,-35.03108,-3.0315003,3.2359672,-0.060675673,0.06515386,-0.9849242,-1.1026798,-0.062594466,0.06311926,-0.92516327,-1.035774,79314.05,26249.432,18745.05,34319.562,34030.797,68350.36,1.443611684555263,1.3941385895569265
3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,0.025526854,-0.004273627,0.002076878,-0.0024586893,-10.881203,-12.178677,-31.302753,-35.035294,-3.0310397,3.235045,-0.06069933,0.06517911,-0.98532265,-1.1028125,-0.06261965,0.06314296,-0.9255142,-1.0358726,79325.04,26255.746,18734.37,34334.92,34046.027,68380.95,1.4433939537854632,1.3940243327593167
3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,0.025534659,-0.0042739226,0.0020765818,-0.0024589857,-10.884134,-12.180145,-31.311186,-35.039516,-3.0308082,3.2345834,-0.06072298,0.06520436,-0.9855881,-1.1029454,-0.06264483,0.06316666,-0.92574024,-1.0359713,79336.016,26262.076,18729.025,34344.914,34055.938,68400.85,1.4432849525451121,1.3939669017576568
3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,0.025542464,-0.004274219,0.002076286,-0.0024592814,-10.887067,-12.181609,-31.319624,-35.043728,-3.0305784,3.2341225,-0.060746633,0.065229595,-0.9858537,-1.103078,-0.06267001,0.06319036,-0.9259664,-1.0360698,79347.016,26268.393,18723.688,34354.934,34065.87,68420.805,1.4431761047457206,1.3939098892332697
3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,0.025550268,-0.0042745145,0.002075694,-0.002459577,-10.891463,-12.183074,-31.33227,-35.047943,-3.0301173,3.2332006,-0.06077028,0.06525483,-0.9862518,-1.1032107,-0.06269519,0.06321405,-0.926317,-1.0361682,79357.99,26274.71,18713.014,34370.266,34081.07,68451.336,1.4429583499741698,1.3937954822347518
3275,3275,3275,3275,3275,3275,3275,3275,3275,3275,3275,3275,0.025558074,-0.0042748107,0.002075398,-0.0024598732,-10.894396,-12.184541,-31.340708,-35.052162,-3.029887,3.2327397,-0.06079393,0.065280065,-0.98651737,-1.1033435,-0.062720366,0.063237734,-0.9265431,-1.0362669,79368.984,26281.037,18707.68,34380.27,34090.992,68471.266,1.4428494666170653,1.3937383358632387
3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,0.025565874,-0.0042751064,0.002074806,-0.0024601696,-10.898793,-12.186009,-31.353357,-35.056385,-3.0294251,3.2318175,-0.060817573,0.065305285,-0.9869155,-1.1034764,-0.06274554,0.06326141,-0.9268937,-1.0363656,79379.97,26287.371,18697.006,34395.59,34106.184,68501.77,1.4426315698076142,1.3936237106955383
3277,3277,3277,3277,3277,3277,3277,3277,3277,3277,3277,3277,0.025573678,-0.004275403,0.0020745099,-0.0024601696,-10.90173,-12.186009,-31.361805,-35.056385,-3.0294256,3.2313561,-0.060841214,0.065330505,-0.9871814,-1.1034764,-0.06277071,0.06328509,-0.9271201,-1.0363395,79390.984,26287.371,18691.668,34411.94,34122.4,68534.34,1.4425225326964157,1.393623834782711
3278,3278,3278,3278,3278,3278,3278,3278,3278,3278,3278,3278,0.025581484,-0.004275995,0.002074214,-0.0024604653,-10.906127,-12.187474,-31.374456,-35.0606,-3.0294259,3.2308953,-0.060864855,0.065355726,-0.98757964,-1.1036091,-0.062795885,0.06330875,-0.92747074,-1.0364381,79412.97,26293.691,18686.336,34432.94,34143.223,68576.164,1.4424136255087954,1.3936239092350073
3279,3279,3279,3279,3279,3279,3279,3279,3279,3279,3279,3279,0.025589287,-0.0042762905,0.002073622,-0.002460761,-10.910523,-12.188939,-31.387102,-35.06481,-3.028965,3.2299733,-0.060888495,0.06538093,-0.98797774,-1.1037418,-0.06282106,0.063332416,-0.9278213,-1.0365366,79423.95,26300.012,18675.674,34448.26,34158.41,68606.67,1.442195680981528,1.3935095191523663
3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,0.025597091,-0.0042765867,0.0020733261,-0.0024610574,-10.913456,-12.190407,-31.39554,-35.06904,-3.0287342,3.2295125,-0.060912132,0.065406136,-0.9882433,-1.1038747,-0.06284623,0.06335608,-0.9280473,-1.0366353,79434.95,26306.348,18670.344,34458.26,34168.33,68626.59,1.4420867381896492,1.393452232327844
3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,0.025604894,-0.0042768824,0.0020727343,-0.002461353,-10.917852,-12.191872,-31.408188,-35.07325,-3.028273,3.2285905,-0.060935766,0.065431334,-0.9886414,-1.1040072,-0.0628714,0.06337973,-0.9283978,-1.0367337,79445.94,26312.668,18659.686,34473.582,34183.52,68657.1,1.441868722399666,1.3933377481306588
3282,3282,3282,3282,3282,3282,3282,3282,3282,3282,3282,3282,0.0256127,-0.0042771786,0.002072438,-0.0024616495,-10.920788,-12.193339,-31.41663,-35.077473,-3.0280423,3.2281287,-0.0609594,0.06545653,-0.9889072,-1.1041403,-0.062896565,0.063403375,-0.92862403,-1.0368326,79456.94,26319.006,18654.35,34483.582,34193.438,68677.016,1.4417595074690202,1.3932804762907487
3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,0.025620504,-0.004277474,0.0020721422,-0.0024619454,-10.923715,-12.194805,-31.42505,-35.08169,-3.027811,3.227668,-0.06098303,0.06548172,-0.9891722,-1.104273,-0.062921725,0.063427016,-0.9288495,-1.036931,79467.91,26325.334,18649.027,34493.547,34203.316,68696.86,1.441650540799929,1.3932230522063096
3284,3284,3284,3284,3284,3284,3284,3284,3284,3284,3284,3284,0.025628304,-0.0042777704,0.00207155,-0.0024622416,-10.928117,-12.196272,-31.437716,-35.08591,-3.0273504,3.2267458,-0.061006654,0.065506905,-0.98957086,-1.1044058,-0.062946886,0.06345066,-0.9292005,-1.0370296,79478.93,26331.668,18638.371,34508.887,34218.527,68727.414,1.4414323825631845,1.3931086907484491
3285,3285,3285,3285,3285,3285,3285,3285,3285,3285,3285,3285,0.02563611,-0.004278066,0.002071254,-0.0024625373,-10.931048,-12.197737,-31.446148,-35.090126,-3.0271199,3.2262847,-0.06103028,0.06553209,-0.98983634,-1.1045384,-0.06297205,0.06347429,-0.9294264,-1.0371282,79489.914,26337.994,18633.043,34518.883,34228.438,68747.32,1.4413232855948352,1.3930514554514088
3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,0.025643914,-0.0042786584,0.0020706626,-0.002462833,-10.936912,-12.199202,-31.463017,-35.094337,-3.0268903,3.2253633,-0.061053902,0.065557264,-0.9903673,-1.1046711,-0.06299721,0.063497916,-0.9299015,-1.0372267,79511.94,26344.32,18622.404,34545.215,34254.547,68799.766,1.441105245278047,1.3929944403758474
3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,0.025651719,-0.004278954,0.0020703662,-0.0024631293,-10.939845,-12.20067,-31.471453,-35.09856,-3.026659,3.224902,-0.061077524,0.06558243,-0.99063283,-1.104804,-0.06302236,0.063521534,-0.93012744,-1.0373254,79522.92,26350.662,18617.074,34555.19,34264.44,68819.63,1.4409960652738507,1.3929369998632368
3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,0.025659524,-0.0042792507,0.0020700705,-0.0024631293,-10.942779,-12.20067,-31.479893,-35.09856,-3.0266597,3.2244413,-0.061101142,0.06560759,-0.99089855,-1.104804,-0.06304752,0.063545145,-0.9303535,-1.0372993,79533.945,26350.662,18611.754,34571.53,34280.645,68852.17,1.4408870153787052,1.3929371737046121
3289,3289,3289,3289,3289,3289,3289,3289,3289,3289,3289,3289,0.025667328,-0.0042795464,0.0020694782,-0.002463425,-10.947177,-12.202134,-31.492548,-35.102776,-3.0261981,3.2235186,-0.06112476,0.06563275,-0.9912968,-1.1049366,-0.063072674,0.063568756,-0.93070406,-1.0373976,79544.945,26356.988,18601.107,34586.848,34295.832,68882.68,1.4406685721061065,1.3928225311734836
3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,0.025675134,-0.0042798426,0.002069182,-0.0024637212,-10.950111,-12.203602,-31.500988,-35.106995,-3.0259676,3.223057,-0.061148375,0.06565791,-0.9915625,-1.1050695,-0.06309783,0.06359237,-0.9309301,-1.0374963,79555.945,26363.326,18595.781,34596.844,34305.742,68902.586,1.4405592733743318,1.392765279495202
3291,3291,3291,3291,3291,3291,3291,3291,3291,3291,3291,3291,0.025682934,-0.0042804345,0.0020688863,-0.0024640171,-10.954508,-12.205068,-31.513636,-35.111214,-3.0259676,3.2225964,-0.06117199,0.06568306,-0.9919606,-1.1052022,-0.06312298,0.06361596,-0.9312804,-1.0375948,79577.96,26369.66,18590.467,34617.836,34326.56,68944.39,1.4404501995161845,1.392765279495202
3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,0.0256907379999999,-0.00428073,0.0020685904,-0.0024643128,-10.9574375,-12.206532,-31.522064,-35.115425,-3.0257373,3.2221355,-0.061195605,0.065708205,-0.99222594,-1.1053349,-0.06314813,0.06363956,-0.9315061,-1.0376933,79588.945,26375.988,18585.15,34627.812,34336.453,68964.266,1.4403410427055443,1.3927080742193199
3293,3293,3293,3293,3293,3293,3293,3293,3293,3293,3293,3293,0.0256985419999999,-0.0042810263,0.0020679985,-0.002464609,-10.961837,-12.207999,-31.53472,-35.119644,-3.0252764,3.2212136,-0.061219215,0.06573335,-0.9926243,-1.1054677,-0.06317329,0.063663155,-0.9318566,-1.0377918,79599.96,26382.328,18574.516,34643.117,34351.625,68994.74,1.4401226696422622,1.3925935793202482
3294,3294,3294,3294,3294,3294,3294,3294,3294,3294,3294,3294,0.025706347,-0.004281322,0.0020677028,-0.002464905,-10.964766,-12.209465,-31.543146,-35.123863,-3.0250459,3.2207534,-0.061242826,0.06575849,-0.9928895,-1.1056005,-0.06319843,0.06368674,-0.9320822,-1.0378904,79610.96,26388.664,18569.205,34653.094,34361.52,69014.61,1.4400136429188797,1.392536314532213
3295,3295,3295,3295,3295,3295,3295,3295,3295,3295,3295,3295,0.025714151,-0.004281618,0.0020674064,-0.002465201,-10.967701,-12.210932,-31.55159,-35.128082,-3.0248148,3.2202914,-0.06126643,0.06578362,-0.9931553,-1.1057333,-0.06322358,0.063710324,-0.9323082,-1.0379889,79621.97,26395.006,18563.883,34663.082,34371.426,69034.51,1.439904177796633,1.3924788973895623
3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,0.0257219539999999,-0.00428221,0.0020668146,-0.002465201,-10.973564,-12.210932,-31.568457,-35.128082,-3.0248148,3.2193696,-0.061290037,0.06580875,-0.99368626,-1.1057333,-0.063248724,0.0637339,-0.9327832,-1.0379628,79643.99,26395.006,18553.254,34695.73,34403.8,69099.53,1.4396857330027806,1.3924788973895623
3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,0.02572976,-0.0042825057,0.0020665186,-0.0024654968,-10.976495,-12.212397,-31.576887,-35.132298,-3.0245845,3.2189085,-0.06131364,0.06583387,-0.9939516,-1.1058658,-0.06327387,0.06375747,-0.93300885,-1.0380611,79654.984,26401.338,18547.941,34705.707,34413.69,69119.4,1.4395764453033244,1.3924216757282981
3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,0.025737564,-0.004282802,0.0020662225,-0.0024657932,-10.979429,-12.213864,-31.585327,-35.13652,-3.0243537,3.2184474,-0.061337244,0.06585899,-0.9942173,-1.1059989,-0.063299015,0.06378104,-0.93323475,-1.03816,79666.01,26407.686,18542.627,34715.695,34423.598,69139.3,1.4394671456587622,1.3923643265489831
3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,0.025745364,-0.004283098,0.0020659268,-0.0024660889,-10.982361,-12.215329,-31.593761,-35.14073,-3.024124,3.2179868,-0.061360847,0.065884106,-0.99448276,-1.1061314,-0.06332416,0.0638046,-0.9334605,-1.0382583,79677.02,26414.02,18537.32,34725.684,34433.5,69159.19,1.4393579526064515,1.3923072474320064
3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,0.02575317,-0.004283394,0.0020656304,-0.0024663846,-10.985295,-12.216794,-31.602205,-35.144947,-3.023893,3.2175252,-0.061384447,0.065909214,-0.99474853,-1.1062641,-0.06334931,0.063828155,-0.93368644,-1.0383567,79688.04,26420.357,18532.0,34735.684,34443.418,69179.1,1.43924851052387,1.3922498419866491
3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,0.025760974,-0.004283986,0.0020653347,-0.002466681,-10.989692,-12.218262,-31.614853,-35.14917,-3.023893,3.2170646,-0.061408043,0.06593432,-0.99514663,-1.106397,-0.063374445,0.063851714,-0.9340366,-1.0384554,79710.07,26426.707,18526.695,34756.668,34464.223,69220.89,1.4391392935942078,1.3922498419866491
3302,3302,3302,3302,3302,3302,3302,3302,3302,3302,3302,3302,0.025768779,-0.004284282,0.0020647424,-0.0024669769,-10.994093,-12.2197275,-31.627512,-35.153385,-3.0234318,3.2161417,-0.06143164,0.065959424,-0.99554515,-1.1065298,-0.06339958,0.06387526,-0.9343872,-1.0385538,79721.09,26433.047,18516.07,34771.973,34479.402,69251.375,1.4389204207311819,1.3921352200440864
3303,3303,3303,3303,3303,3303,3303,3303,3303,3303,3303,3303,0.0257765839999999,-0.004284578,0.0020644467,-0.0024672726,-10.997023,-12.221192,-31.63594,-35.1576,-3.0232017,3.215681,-0.061455235,0.065984525,-0.99581045,-1.1066624,-0.06342472,0.0638988,-0.9346127,-1.0386522,79732.09,26439.385,18510.766,34781.95,34489.293,69271.24,1.4388111442397635,1.3920780284247432
3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,0.025784388,-0.004284874,0.002064151,-0.0024672726,-10.999954,-12.221192,-31.644373,-35.1576,-3.0232024,3.215221,-0.061478827,0.06600961,-0.99607587,-1.1066624,-0.06344986,0.063922346,-0.9348383,-1.0386261,79743.12,26439.385,18505.465,34798.27,34505.477,69303.75,1.4387020218705422,1.3920782024155078
3305,3305,3305,3305,3305,3305,3305,3305,3305,3305,3305,3305,0.025792194,-0.004285466,0.0020638548,-0.0024675687,-11.004353,-12.222659,-31.657028,-35.16182,-3.0232017,3.2147593,-0.06150242,0.066034704,-0.9964742,-1.1067952,-0.063475005,0.06394588,-0.93518865,-1.0387247,79765.14,26445.732,18500.154,34819.254,34526.28,69345.53,1.4385924842479072,1.3920780284247432
3306,3306,3306,3306,3306,3306,3306,3306,3306,3306,3306,3306,0.025799994,-0.0042857616,0.0020635584,-0.0024678651,-11.007285,-12.224128,-31.665464,-35.166042,-3.0229704,3.2142978,-0.06152601,0.06605979,-0.9967398,-1.1069282,-0.06350014,0.06396941,-0.9354144,-1.0388234,79776.16,26452.084,18494.842,34829.23,34536.176,69365.41,1.438482982082959,1.3920205352473196
3307,3307,3307,3307,3307,3307,3307,3307,3307,3307,3307,3307,0.025807797,-0.004286058,0.002062967,-0.0024681608,-11.011682,-12.225593,-31.678112,-35.170258,-3.02251,3.2133765,-0.0615496,0.06608487,-0.9971379,-1.1070608,-0.063525274,0.06399294,-0.9357645,-1.0389216,79787.18,26458.424,18484.242,34844.51,34551.33,69395.84,1.438264345251284,1.3919060858974703
3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,0.025815602,-0.0042863535,0.0020626707,-0.0024684565,-11.014614,-12.227057,-31.686548,-35.174473,-3.0222795,3.212915,-0.06157319,0.06610995,-0.99740344,-1.1071935,-0.06355041,0.06401646,-0.93599015,-1.0390201,79798.19,26464.764,18478.932,34854.49,34561.223,69415.71,1.438154807146541,1.391848781725605
3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,0.025823406,-0.004286946,0.002062375,-0.002468753,-11.019013,-12.228525,-31.699202,-35.178696,-3.0222793,3.2124543,-0.061596774,0.06613502,-0.9978018,-1.1073264,-0.06357554,0.064039975,-0.9363404,-1.0391186,79820.25,26471.121,18473.635,34875.496,34582.05,69457.55,1.4380454469549446,1.3918487320025552
3310,3310,3310,3310,3310,3310,3310,3310,3310,3310,3310,3310,0.025831211,-0.004287242,0.0020620793,-0.0024690486,-11.021945,-12.22999,-31.707636,-35.182907,-3.0220497,3.2119937,-0.06162036,0.06616008,-0.9980672,-1.1074591,-0.063600674,0.06406349,-0.93656594,-1.039217,79831.27,26477.463,18468.338,34885.477,34591.945,69477.42,1.4379360985441147,1.3917916483104131
3311,3311,3311,3311,3311,3311,3311,3311,3311,3311,3311,3311,0.025839014,-0.0042875377,0.0020617829,-0.0024693448,-11.024878,-12.231457,-31.716074,-35.18713,-3.0218184,3.211532,-0.061643943,0.066185154,-0.9983328,-1.1075919,-0.06362581,0.064086996,-0.93679166,-1.0393156,79842.29,26483.814,18463.027,34895.445,34601.832,69497.28,1.4378264769873212,1.3917341386652553
3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,0.02584682,-0.0042881295,0.0020614867,-0.0024696407,-11.029276,-12.232923,-31.728727,-35.191345,-3.0218182,3.2110705,-0.061667524,0.06621021,-0.99873114,-1.1077245,-0.06365094,0.0641105,-0.93714184,-1.0394139,79864.33,26490.162,18457.725,34916.445,34622.656,69539.1,1.4377168909061873,1.3917340889365046
3313,3313,3313,3313,3313,3313,3313,3313,3313,3313,3313,3313,0.025854624,-0.0042884257,0.002061191,-0.0024696407,-11.0322075,-12.232923,-31.737162,-35.191345,-3.0218186,3.2106102,-0.061691105,0.06623527,-0.99899656,-1.1077245,-0.063676074,0.064134,-0.9373674,-1.0393878,79875.36,26490.162,18452.43,34932.77,34638.844,69571.61,1.4376075778089907,1.3917341883940035
3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,0.025862424,-0.004288722,0.002060599,-0.0024699369,-11.036608,-12.234389,-31.749819,-35.195564,-3.0213573,3.2096877,-0.061714686,0.06626032,-0.999395,-1.1078575,-0.063701205,0.0641575,-0.9377177,-1.0394864,79886.4,26496.516,18441.83,34948.055,34654.0,69602.055,1.4373884644202137,1.3916194824603672
3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,0.02587023,-0.0042893137,0.0020603032,-0.0024702325,-11.041004,-12.235854,-31.762465,-35.19978,-3.0213575,3.2092273,-0.061738268,0.066285364,-0.9997931,-1.10799,-0.063726336,0.06418099,-0.9380676,-1.0395846,79908.445,26502.86,18436.54,34969.043,34674.812,69643.86,1.4372790916565124,1.3916195321948177
3316,3316,3316,3316,3316,3316,3316,3316,3316,3316,3316,3316,0.025878034,-0.0042896094,0.0020600075,-0.0024705282,-11.043933,-12.237319,-31.770893,-35.20399,-3.0211272,3.2087667,-0.061761845,0.06631041,-1.0000583,-1.1081227,-0.06375147,0.06420448,-0.93829286,-1.039683,79919.47,26509.205,18431.244,34979.016,34684.7,69663.72,1.437169659409243,1.3915622613367051
3317,3317,3317,3317,3317,3317,3317,3317,3317,3317,3317,3317,0.025885839,-0.0042902012,0.002059711,-0.0024708246,-11.048334,-12.238787,-31.783552,-35.208218,-3.0211265,3.2083046,-0.061785422,0.06633545,-1.0004568,-1.1082556,-0.06377659,0.06422796,-0.93864316,-1.0397816,79941.516,26515.568,18425.938,35000.016,34705.523,69705.54,1.4370598587472325,1.3915620872561483
3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,0.025893644,-0.0042904974,0.0020594147,-0.0024711203,-11.051268,-12.240252,-31.791992,-35.21243,-3.0208962,3.2078433,-0.061808996,0.06636049,-1.0007225,-1.1083883,-0.06380172,0.06425144,-0.9388689,-1.0398799,79952.555,26521.914,18420.639,35010.004,34715.43,69725.44,1.4369502361488793,1.3915048131079264
3319,3319,3319,3319,3319,3319,3319,3319,3319,3319,3319,3319,0.025901448,-0.0042907936,0.002059119,-0.0024711203,-11.0542,-12.240252,-31.800426,-35.21243,-3.020897,3.2073827,-0.061832573,0.066385515,-1.000988,-1.1083883,-0.06382685,0.06427491,-0.93909436,-1.0398538,79963.59,26521.914,18415.35,35026.33,34731.613,69757.94,1.4368407679063246,1.3915050120685262
3320,3320,3320,3320,3320,3320,3320,3320,3320,3320,3320,3320,0.025909252,-0.0042913854,0.002058527,-0.0024714165,-11.060064,-12.241718,-31.817297,-35.21665,-3.020666,3.2064605,-0.061856147,0.06641054,-1.0015191,-1.1085211,-0.06385198,0.06429838,-0.939569,-1.0399523,79985.66,26528.271,18404.762,35052.62,34757.688,69810.31,1.436621557735236,1.39144756055069
3321,3321,3321,3321,3321,3321,3321,3321,3321,3321,3321,3321,0.025917054,-0.0042916816,0.0020582313,-0.0024717127,-11.062996,-12.243186,-31.825731,-35.22087,-3.0204356,3.2059999,-0.061879717,0.06643557,-1.0017846,-1.1086539,-0.063877106,0.06432184,-0.9397944,-1.0400507,79996.695,26534.629,18399.475,35062.594,34767.574,69830.17,1.4365120535049491,1.3913902549695583
3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,0.025924857,-0.0042919777,0.0020579349,-0.0024720088,-11.065931,-12.244653,-31.834175,-35.22509,-3.0202048,3.2055383,-0.06190329,0.06646059,-1.0020503,-1.1087868,-0.06390223,0.0643453,-0.9400201,-1.0401492,80007.74,26540.988,18394.176,35072.57,34777.47,69850.04,1.436402299500512,1.3913328466068953
3323,3323,3323,3323,3323,3323,3323,3323,3323,3323,3323,3323,0.025932662,-0.004292569,0.0020576392,-0.0024723045,-11.070325,-12.246118,-31.846815,-35.229305,-3.0202045,3.2050776,-0.061926857,0.0664856,-1.0024482,-1.1089194,-0.06392736,0.064368755,-0.9403697,-1.0402474,80029.79,26547.34,18388.889,35093.562,34798.285,69891.84,1.4362927474757996,1.3913327719838284
3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,0.025940466,-0.0042928653,0.0020573435,-0.0024726004,-11.0732565,-12.247583,-31.85525,-35.23352,-3.0199747,3.204617,-0.061950427,0.06651061,-1.0027137,-1.1090522,-0.06395248,0.06439221,-0.94059515,-1.0403459,80040.836,26553.695,18383.605,35103.53,34808.17,69911.7,1.4361832072315057,1.3912756090787872
3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,0.025948271,-0.004293161,0.0020570473,-0.0024728966,-11.076188,-12.24905,-31.863682,-35.23774,-3.0197434,3.2041557,-0.061973993,0.066535614,-1.0029792,-1.109185,-0.06397761,0.064415656,-0.9408205,-1.0404444,80051.86,26560.057,18378.312,35113.492,34818.043,69931.53,1.4360734884849249,1.3912180697478833
3326,3326,3326,3326,3326,3326,3326,3326,3326,3326,3326,3326,0.025956074,-0.0042937533,0.0020567514,-0.0024731923,-11.080588,-12.250515,-31.876339,-35.241955,-3.0197442,3.2036948,-0.06199756,0.06656062,-1.0033776,-1.1093177,-0.06400273,0.064439096,-0.9411706,-1.0405427,80073.95,26566.408,18373.025,35134.52,34838.895,69973.414,1.4359638528532113,1.391218268765542
3327,3327,3327,3327,3327,3327,3327,3327,3327,3327,3327,3327,0.02596388,-0.004294049,0.0020564557,-0.0024734887,-11.083517,-12.251983,-31.884768,-35.246178,-3.0195134,3.2032342,-0.062021125,0.06658562,-1.0036428,-1.1094506,-0.06402785,0.064462535,-0.94139576,-1.0406412,80084.984,26572.775,18367.742,35144.46,34848.754,69993.22,1.4358542765738205,1.3911608505283002
3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,0.025971684,-0.0042946413,0.0020561595,-0.0024734887,-11.087918,-12.251983,-31.897427,-35.246178,-3.019744,3.2027729,-0.06204469,0.06661061,-1.0040413,-1.1094506,-0.06405298,0.064485975,-0.9417459,-1.0406151,80107.07,26572.775,18362.453,35171.844,34875.906,70047.75,1.435744521729463,1.3912182190111313
3329,3329,3329,3329,3329,3329,3329,3329,3329,3329,3329,3329,0.025979484,-0.0042949375,0.0020558632,-0.0024737844,-11.090854,-12.253448,-31.90587,-35.25039,-3.0195134,3.202311,-0.062068254,0.06663561,-1.0043072,-1.1095831,-0.0640781,0.06450941,-0.94197154,-1.0407132,80118.125,26579.13,18357.16,35181.832,34885.812,70067.64,1.4356346120590875,1.3911608505283002
3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,0.025987289,-0.0042955293,0.0020558632,-0.00247408,-11.093785,-12.254912,-31.914305,-35.254604,-3.0197444,3.202311,-0.06209182,0.0666606,-1.0045726,-1.1097158,-0.06410322,0.06453283,-0.9421969,-1.0408115,80140.2,26585.484,18357.16,35197.562,34901.41,70098.97,1.4356346120590875,1.391218318519951
3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,0.025995094,-0.004295825,0.0020555675,-0.0024743762,-11.096714,-12.256379,-31.922731,-35.258823,-3.0195136,3.2018504,-0.062115386,0.06668559,-1.0048379,-1.1098486,-0.06412835,0.06455626,-0.942422,-1.0409099,80151.24,26591.85,18351.88,35207.508,34911.273,70118.78,1.435524999694798,1.3911609002855656
3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,0.026002898,-0.004296417,0.0020552718,-0.0024746722,-11.10111,-12.257845,-31.935379,-35.263042,-3.0195138,3.2013898,-0.06213895,0.06671058,-1.0052359,-1.1099814,-0.06415348,0.06457968,-0.9427716,-1.0410084,80173.32,26598.209,18346.6,35228.508,34932.094,70160.6,1.4354153753143213,1.3911609500428286
3333,3333,3333,3333,3333,3333,3333,3333,3333,3333,3333,3333,0.026010704,-0.004296713,0.0020549754,-0.0024749683,-11.104046,-12.259312,-31.943823,-35.26726,-3.0192828,3.2009282,-0.062162515,0.06673556,-1.0055017,-1.1101142,-0.0641786,0.064603105,-0.9429972,-1.0411067,80184.38,26604.578,18341.309,35238.496,34941.996,70180.49,1.43530550087242,1.3911034787541374
