,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0.0,-0.00068948104,0.0005891442,-9.752476e-05,-0.4970006,-0.48307142,-1.4297581,-1.389687,-0.9198695,0.91767925,0.0,0.0,-0.045004766,-0.04374344,0.0,0.0,-0.045004766,-0.04374344,0.6511157309853649,0.65225721497971
1,1,1,8.647000000000515e-06,-0.00069184863,0.00059136393,-9.7820724e-05,-0.49773297,-0.48453742,-1.4318649,-1.3939043,-0.92321163,0.92113686,-7.969621e-06,7.95118e-06,-0.04507108,-0.04387619,-7.969653e-06,7.951148e-06,-0.045070723,-0.04387654,0.6529171253923512,0.6539965125534454
2,2,2,1.7296999999999452e-05,-0.0006942163,0.00059373205,-9.8116696e-05,-0.49773064,-0.48600346,-1.4318582,-1.3981218,-0.9266695,0.92482555,-1.5968646e-05,1.5933261e-05,-0.04507087,-0.044008944,-1.5968775e-05,1.5933134e-05,-0.045070153,-0.044009645,0.6548353402565779,0.6557928646033304
3,3,3,2.594499999999944e-05,-0.0006965844,0.0005960997,-9.841271e-05,-0.49773297,-0.48746973,-1.4318649,-1.4023399,-0.93012726,0.9285136,-2.3997576e-05,2.394724e-05,-0.04507108,-0.044141717,-2.3997864e-05,2.3946952e-05,-0.04507,-0.044142775,0.6567495507543206,0.6575859385668256
4,4,4,3.459500000000532e-05,-0.00069880416,0.0005984678,-9.8708675e-05,-0.496998,-0.48893574,-1.4297507,-1.4065573,-0.93346995,0.9322022,-3.2055912e-05,3.1993113e-05,-0.04500453,-0.044274468,-3.2056425e-05,3.1992604e-05,-0.04500309,-0.044275884,0.6586603886991127,0.6593162901807993
5,5,5,4.3239999999999945e-05,-0.0007013202,0.0006008354,-9.885666e-05,-0.49773324,-0.48966876,-1.4318657,-1.408666,-0.9371582,0.93589014,-4.014465e-05,4.0070885e-05,-0.045071106,-0.044340845,-4.0145453e-05,4.0070085e-05,-0.045069296,-0.044342622,0.6605672413765091,0.6612220537795527
6,6,6,5.189000000000582e-05,-0.0007036878,0.0006032031,-9.9152625e-05,-0.49773297,-0.49113476,-1.4318649,-1.4128834,-0.94061553,0.93957806,-4.8264283e-05,4.818055e-05,-0.04507108,-0.044473596,-4.8265447e-05,4.817939e-05,-0.045068905,-0.044475738,0.6624704545744421,0.6630052062566244
7,7,7,6.053500000000045e-05,-0.00070605543,0.0006055712,-9.944864e-05,-0.49773064,-0.492601,-1.4318582,-1.4171015,-0.9440734,0.9432668,-5.641382e-05,5.6322115e-05,-0.04507087,-0.04460637,-5.641541e-05,5.632053e-05,-0.045068327,-0.04460888,0.6643704744015123,0.6647854625271082
8,8,8,6.918499999999939e-05,-0.00070842355,0.0006079388,-9.9744604e-05,-0.49773324,-0.494067,-1.4318657,-1.4213188,-0.94753104,0.94695467,-6.459326e-05,6.449558e-05,-0.045071106,-0.04473912,-6.459535e-05,6.44935e-05,-0.045068197,-0.044742007,0.6662664441467683,0.6665624370182933
9,9,9,7.783299999999937e-05,-0.00071093906,0.0006103069,-9.989259e-05,-0.49846327,-0.49480003,-1.4339658,-1.4234276,-0.9512193,0.95064336,-7.28036e-05,7.270093e-05,-0.04513721,-0.044805497,-7.280625e-05,7.269829e-05,-0.045133926,-0.044808753,0.6681592463664415,0.6684544592195679
10,10,10,8.647900000000042e-05,-0.0007133071,0.0006126745,-0.000100188554,-0.49846557,-0.49626604,-1.4339725,-1.427645,-0.95467716,0.9543312,-8.104484e-05,8.093819e-05,-0.04513742,-0.044938248,-8.104812e-05,8.0934915e-05,-0.045133762,-0.044941884,0.670048037722037,0.6702250442510809
11,11,11,9.513000000000577e-05,-0.0007156747,0.00061519054,-0.00010048457,-0.49773037,-0.4977323,-1.4318575,-1.4318631,-0.9582501,0.95825034,-8.931648e-05,8.920833e-05,-0.045070846,-0.04507102,-8.932047e-05,8.920435e-05,-0.04506682,-0.04507504,0.6720513908896053,0.6720512683312123
12,12,12,0.000103775,-0.00071819074,0.00061755814,-0.00010063255,-0.49846557,-0.4984653,-1.4339725,-1.4339716,-0.9619383,0.9619382,-9.761952e-05,9.751137e-05,-0.04513742,-0.045137394,-9.762429e-05,9.750662e-05,-0.045133013,-0.045141794,0.6739328621761361,0.6739329131461398
13,13,13,0.0001124249999999,-0.00072055834,0.0006199258,-0.00010092851,-0.4984653,-0.4999313,-1.4339716,-1.438189,-0.96539575,0.9656262,-0.000105953455,0.00010584631,-0.045137394,-0.045270145,-0.00010595907,0.00010584071,-0.04513261,-0.045274936,0.6758108713993277,0.6756936245341638
14,14,14,0.0001210719999999,-0.00072307436,0.0006222939,-0.000101224476,-0.4991979,-0.5013973,-1.4360793,-1.4424064,-0.9689691,0.9693149,-0.0001143178,0.00011421314,-0.045203738,-0.045402896,-0.000114324335,0.00011420662,-0.04519857,-0.04540808,0.6776857157676434,0.677510106288546
15,15,15,0.000129723,-0.00072558987,0.0006248094,-0.00010137246,-0.4991979,-0.5021303,-1.4360793,-1.4445151,-0.9727721,0.97323316,-0.00012271403,0.00012261287,-0.045203738,-0.045469273,-0.00012272157,0.00012260534,-0.04519819,-0.04547485,0.6796733954257803,0.6794397109921726
16,16,16,0.0001383689999999,-0.000727958,0.00062717753,-0.00010166848,-0.4991979,-0.5035966,-1.4360793,-1.4487332,-0.97623026,0.97692186,-0.00013114167,0.00013104548,-0.045203738,-0.045602046,-0.00013115027,0.0001310369,-0.04519781,-0.04560802,0.6815410188752457,0.6811911208768574
17,17,17,0.000147019,-0.0007304735,0.00062969304,-0.000101816455,-0.4991979,-0.50432956,-1.4360793,-1.4508418,-0.9800333,0.98084015,-0.0001396007,0.00013951099,-0.045203738,-0.04566842,-0.00013961045,0.00013950127,-0.045197427,-0.04567479,0.6835210728907599,0.683113662746838
18,18,18,0.0001556649999999,-0.00073298946,0.00063206116,-0.00010211242,-0.49993026,-0.5057956,-1.438186,-1.4550592,-0.9836067,0.9845288,-0.00014809163,0.00014800939,-0.04527005,-0.04580117,-0.0001481026,0.00014799845,-0.045263346,-0.04580795,0.6853815056073335,0.6849167533242537
19,19,19,0.000164315,-0.0007355055,0.00063457666,-0.00010240839,-0.49993286,-0.50726163,-1.4381934,-1.4592767,-0.9872948,0.98844707,-0.00015661395,0.00015654069,-0.045270287,-0.045933925,-0.00015662622,0.00015652845,-0.045263197,-0.045941114,0.6873539672575321,0.6867743169331699
20,20,20,0.000172962,-0.000738021,0.0006369448,-0.00010255637,-0.50066286,-0.5079946,-1.4402936,-1.4613853,-0.99098307,0.99213576,-0.00016516817,0.00016510488,-0.04533639,-0.046000298,-0.00016518182,0.00016509126,-0.045328904,-0.046007894,0.6892073094505646,0.6886285217812151
21,21,21,0.000181612,-0.000740537,0.0006394603,-0.000102852384,-0.5006655,-0.50946087,-1.4403011,-1.4656034,-0.9946711,0.996054,-0.00017375429,0.00017370196,-0.045336626,-0.046133075,-0.00017376938,0.00017368689,-0.045328747,-0.046141088,0.6911722316315329,0.6904791745951794
22,22,22,0.000190259,-0.000743053,0.0006418284,-0.000103148355,-0.5013978,-0.5109269,-1.4424078,-1.4698209,-0.9982444,0.99974275,-0.0001823718,0.00018233195,-0.045402944,-0.046265826,-0.00018238844,0.00018231531,-0.045394663,-0.04627426,0.6930185472870406,0.6922689950679188
23,23,23,0.000198909,-0.00074556854,0.00064434437,-0.000103296334,-0.50139576,-0.51165986,-1.442402,-1.4719294,-1.0020479,1.0036618,-0.00019102122,0.00019099482,-0.045402758,-0.046332203,-0.00019103946,0.00019097657,-0.045394085,-0.04634105,0.6949764065055795,0.6941706066807309
24,24,24,0.000207555,-0.00074808457,0.0006468599,-0.0001035923,-0.5013984,-0.5131259,-1.4424095,-1.4761468,-1.0057361,1.00758,-0.00019970303,0.00019969157,-0.045402996,-0.046464954,-0.00019972297,0.00019967163,-0.04539393,-0.046474233,0.6969300166051656,0.6960111255515838
25,25,25,0.000216205,-0.00075074844,0.0006493759,-0.00010374028,-0.50213075,-0.5138589,-1.4445163,-1.4782556,-1.009655,1.011499,-0.00020841774,0.00020842222,-0.04546931,-0.046531327,-0.00020843945,0.00020840051,-0.045459833,-0.046541024,0.6988802152661454,0.6979630655478016
26,26,26,0.000224852,-0.00075326394,0.0006518914,-0.00010403629,-0.50213075,-0.5153251,-1.4445163,-1.4824736,-1.0133427,1.0154173,-0.00021716533,0.00021718677,-0.04546931,-0.0466641,-0.00021718892,0.00021716318,-0.045459434,-0.046674237,0.7008262707312632,0.6997963755856726
27,27,27,0.000233498,-0.0007557799,0.0006544074,-0.000104332255,-0.50213045,-0.5167911,-1.4445155,-1.4866909,-1.0170313,1.0193365,-0.00022594482,0.00022598519,-0.045469284,-0.04679685,-0.00022597035,0.00022595967,-0.04545901,-0.046807427,0.7027689921100213,0.7016267769478528
28,28,28,0.000242148,-0.0007584438,0.000656775,-0.00010462822,-0.503598,-0.51825714,-1.4487373,-1.4909083,-1.0207194,1.0230243,-0.00023475621,0.00023481651,-0.045602176,-0.0469296,-0.00023478377,0.00023478895,-0.04559147,-0.04694062,0.7045935699770357,0.7034535866246715
29,29,29,0.000250795,-0.0007609593,0.00065929105,-0.000104776205,-0.5035954,-0.51899016,-1.4487298,-1.4930171,-1.0245229,1.0269434,-0.00024359999,0.00024368073,-0.045601938,-0.04699598,-0.00024362966,0.00024365104,-0.04559083,-0.04700743,0.7065289440410338,0.7053340678610271
30,30,30,0.000259445,-0.00076362316,0.0006619549,-0.00010507222,-0.5035954,-0.52045643,-1.4487298,-1.4972352,-1.0284417,1.0310928,-0.00025247716,0.00025257983,-0.045601938,-0.047128752,-0.00025250905,0.00025254794,-0.045590423,-0.047140654,0.7085739733318596,0.707267862802743
31,31,31,0.000268091,-0.0007661392,0.0006644709,-0.000105368184,-0.50359565,-0.5219224,-1.4487306,-1.5014524,-1.0321302,1.0350118,-0.00026138723,0.00026151384,-0.045601964,-0.047261503,-0.0002614214,0.00026147964,-0.045590043,-0.047273863,0.7105016174035454,0.7090846024666826
32,32,32,0.000276741,-0.00076880306,0.0006669864,-0.000105664156,-0.50433064,-0.52338845,-1.4508449,-1.50567,-1.0359336,1.03893,-0.0002703297,0.00027048172,-0.045668516,-0.047394257,-0.00027036623,0.00027044513,-0.04565617,-0.047407076,0.7124251604488178,0.7109544851898607
33,33,33,0.000285388,-0.00077146693,0.0006695024,-0.000105812134,-0.50506294,-0.52412146,-1.4529516,-1.5077785,-1.0398525,1.0428492,-0.00027930556,0.00027948347,-0.04573483,-0.04746063,-0.00027934456,0.00027944444,-0.045722056,-0.047473896,0.7143455000911014,0.712877501320502
34,34,34,0.000294038,-0.00077413034,0.0006720179,-0.0001061081,-0.5057956,-0.52558744,-1.4550592,-1.5119959,-1.0436555,1.0467674,-0.0002883148,0.00028851914,-0.04580117,-0.04759338,-0.00028835636,0.00028847752,-0.045787964,-0.047607113,0.716261670520806,0.7147401160622824
35,35,35,0.000302685,-0.0007767942,0.0006745339,-0.00010640411,-0.5065282,-0.5270537,-1.4571668,-1.516214,-1.0474592,1.0506864,-0.00029735695,0.00029758867,-0.045867514,-0.047726154,-0.00029740116,0.0002975444,-0.045853876,-0.04774036,0.7181745663757996,0.7165996098066206
36,36,36,0.000311335,-0.00077945815,0.0006770499,-0.000106700085,-0.5072608,-0.52851975,-1.4592744,-1.5204315,-1.0512629,1.0546055,-0.00030643196,0.00030669212,-0.045933854,-0.04785891,-0.00030647893,0.00030664512,-0.04591978,-0.047873586,0.7200838587165251,0.7184556522506522
37,37,37,0.000319981,-0.000782122,0.00067971327,-0.00010684806,-0.5072634,-0.5292527,-1.4592818,-1.5225401,-1.0552967,1.0587541,-0.00031554088,0.00031583046,-0.04593409,-0.047925282,-0.00031559067,0.00031578058,-0.045919593,-0.047940418,0.7221009940074263,0.7204202170885159
38,38,38,0.000328631,-0.0007847859,0.0006822293,-0.000107144035,-0.5079957,-0.5307188,-1.4613886,-1.5267576,-1.0591003,1.0626731,-0.0003246837,0.00032500367,-0.046000402,-0.048058037,-0.00032473644,0.00032495087,-0.045985468,-0.048073657,0.7240027629777298,0.7222691398266742
39,39,39,0.000337277,-0.00078744977,0.00068474526,-0.000107440035,-0.5087284,-0.53218496,-1.4634962,-1.5309755,-1.062904,1.0665921,-0.0003338594,0.00033421078,-0.046066746,-0.048190802,-0.00033391514,0.00033415493,-0.046051368,-0.048206907,0.7259009220868529,0.7241146988328329
40,40,40,0.000345927,-0.0007901131,0.0006874092,-0.00010773601,-0.50872546,-0.533651,-1.4634879,-1.535193,-1.0668225,1.0707415,-0.0003430685,0.00034345276,-0.046066485,-0.048323557,-0.00034312738,0.0003433938,-0.046050683,-0.048340153,0.7279067556948624,0.7260124037660622
41,41,41,0.000354575,-0.00079277705,0.0006899247,-0.000107883985,-0.5094607,-0.534384,-1.465603,-1.5373015,-1.0707412,1.0746598,-0.0003523115,0.00035272964,-0.04613306,-0.04838993,-0.00035237358,0.00035266744,-0.046116807,-0.048407,0.729797188433866,0.7279066108192119
42,42,42,0.000363225,-0.0007954409,0.0006925886,-0.00010817996,-0.50946045,-0.53585005,-1.4656022,-1.541519,-1.07466,1.0788094,-0.00036158838,0.0003620414,-0.046133034,-0.048522685,-0.00036165377,0.0003619759,-0.046116352,-0.048540253,0.731795325981449,0.7297972848352086
43,43,43,0.00037187,-0.0007981048,0.0006951046,-0.00010847592,-0.51019305,-0.537316,-1.4677098,-1.5457364,-1.0784637,1.0827283,-0.00037089863,0.00037138804,-0.046199374,-0.048655435,-0.00037096743,0.0003713191,-0.046182238,-0.048673507,0.7336787169013076,0.7316290150403676
44,44,44,0.000380515,-0.0008009166,0.000697768,-0.000108771936,-0.510928,-0.5387823,-1.469824,-1.5499545,-1.0824974,1.086877,-0.0003802428,0.00038076958,-0.046265926,-0.04878821,-0.00038031512,0.0003806971,-0.046248335,-0.048806787,0.7356686900860925,0.7335678465586817
45,45,45,0.000389165,-0.00080358045,0.00070028397,-0.0001090679,-0.5116606,-0.5402483,-1.4719316,-1.5541719,-1.0863011,1.090796,-0.00038962084,0.000390186,-0.046332266,-0.04892096,-0.00038969677,0.0003901099,-0.046314213,-0.048940048,0.7375448547115053,0.7353926894027495
46,46,46,0.000397813,-0.0008063922,0.00070294784,-0.000109363864,-0.51239324,-0.5417143,-1.4740392,-1.5583892,-1.0903351,1.0949453,-0.00039903278,0.00039963733,-0.046398606,-0.04905371,-0.0003991124,0.0003995575,-0.04638009,-0.049073312,0.7395274432480318,0.7373243880526784
47,47,47,0.000406465,-0.0008090561,0.0007056117,-0.00010965988,-0.51239324,-0.5431806,-1.4740392,-1.5626073,-1.094254,1.0990947,-0.0004084791,0.0004091245,-0.046398606,-0.049186487,-0.00040856257,0.00040904083,-0.046379652,-0.04920661,0.741506156543016,0.7391974040416017
48,48,48,0.00041511,-0.0008118679,0.0007081272,-0.000109807865,-0.51386076,-0.5439136,-1.478261,-1.5647161,-1.0982877,1.1030129,-0.00041795982,0.0004186466,-0.0465315,-0.04925286,-0.0004180472,0.00041855898,-0.04651205,-0.04927348,0.7433710307959005,0.7411216311731362
49,49,49,0.00042376,-0.00081453176,0.0007107911,-0.00011010383,-0.51386076,-0.5453796,-1.478261,-1.5689335,-1.1022066,1.1071624,-0.00042747494,0.00042820355,-0.0465315,-0.04938561,-0.00042756632,0.0004281119,-0.04651161,-0.04940676,0.7453422082637781,0.7429875549702599
50,50,50,0.000432405,-0.0008173435,0.000713455,-0.00011039979,-0.5145928,-0.5468456,-1.480367,-1.5731508,-1.1062406,1.1113118,-0.00043702443,0.0004377964,-0.046597786,-0.049518365,-0.00043711995,0.0004377006,-0.04657742,-0.049540043,0.7473094604699002,0.7449046522005641
51,51,51,0.000441055,-0.0008201553,0.0007161189,-0.000110695764,-0.5153257,-0.54831165,-1.4824753,-1.5773683,-1.1102748,1.1154611,-0.0004466088,0.00044742515,-0.046664156,-0.049651116,-0.00044670855,0.0004473251,-0.046643317,-0.04967333,0.7492728029209997,0.7468181759747022
52,52,52,0.000449703,-0.00082296703,0.0007187828,-0.00011099177,-0.5160581,-0.54977787,-1.4845821,-1.5815862,-1.1143087,1.1196105,-0.00045622807,0.00045708977,-0.04673047,-0.04978389,-0.00045633217,0.00045698532,-0.04670915,-0.049806643,0.7512323453890616,0.7487279032772821
53,53,53,0.000458353,-0.0008257788,0.0007214462,-0.000111287736,-0.516793,-0.55124384,-1.4866964,-1.5858036,-1.1183425,1.1237592,-0.0004658822,0.00046679025,-0.04679702,-0.04991664,-0.00046599077,0.00046668135,-0.046775218,-0.04993994,0.7531877259545984,0.7506339432652823
54,54,54,0.000466999,-0.00082859065,0.00072411005,-0.00011143572,-0.5175259,-0.55197686,-1.4888047,-1.5879123,-1.1224918,1.1279086,-0.00047557175,0.00047652665,-0.04686339,-0.049983017,-0.00047568488,0.00047641314,-0.0468411,-0.050006837,0.7551396194291523,0.7525907758272333
55,55,55,0.000475649,-0.0008314024,0.0007267739,-0.000111731686,-0.5182583,-0.5534429,-1.4909115,-1.5921297,-1.1265258,1.1320579,-0.00048529668,0.0004862989,-0.046929702,-0.050115768,-0.00048541446,0.0004861807,-0.046906926,-0.05014014,0.7570876635333362,0.7544895682502253
56,56,56,0.000484295,-0.00083421415,0.00072943786,-0.000111879715,-0.5189906,-0.5541761,-1.4930183,-1.5942391,-1.1306752,1.1362075,-0.000495057,0.00049610704,-0.046996016,-0.050182164,-0.00049517956,0.00049598404,-0.04697275,-0.05020706,0.7590320605745133,0.7564389247941016
57,57,57,0.000492945,-0.0008371738,0.00073210173,-0.00011217568,-0.52045554,-0.5556421,-1.4972327,-1.5984564,-1.1348244,1.1403568,-0.0005048532,0.0005059511,-0.047128674,-0.050314914,-0.0005049807,0.0005058232,-0.04710488,-0.050340373,0.7609725441079925,0.758384395054456
58,58,58,0.000501592,-0.00083998556,0.0007347656,-0.00011247165,-0.5211882,-0.55710816,-1.4993402,-1.6026739,-1.1388584,1.1445062,-0.00051468477,0.000515831,-0.047195014,-0.05044767,-0.00051481725,0.00051569805,-0.047170725,-0.05047369,0.7629093160874292,0.7602722287505224
59,59,59,0.000510242,-0.00084279734,0.0007375773,-0.000112767615,-0.52118844,-0.5585742,-1.499341,-1.6068913,-1.1430076,1.1488858,-0.0005245517,0.00052574783,-0.04719504,-0.05058042,-0.0005246893,0.00052560965,-0.047170285,-0.05060701,0.7649494752525287,0.7622102629153893
60,60,60,0.000518889,-0.00084575696,0.00074024126,-0.00011306363,-0.52265316,-0.5600404,-1.5035546,-1.6111094,-1.1471568,1.1530353,-0.00053445454,0.0005357015,-0.04732767,-0.050713193,-0.00053459744,0.00053555804,-0.047302376,-0.05074036,0.7668786139747102,0.7641445483677942
61,61,61,0.000527535,-0.00084856927,0.0007429046,-0.00011321161,-0.52339095,-0.56077343,-1.5056771,-1.613218,-1.1513062,1.1571839,-0.00054439326,0.00054569106,-0.04739448,-0.050779566,-0.0005445415,0.0005455422,-0.04736868,-0.050807275,0.7688036210746301,0.7660751925486876
62,62,62,0.000536185,-0.000851381,0.0007457169,-0.00011350758,-0.5233881,-0.56223947,-1.5056688,-1.6174355,-1.1554557,1.1615645,-0.0005543679,0.0005557175,-0.04739422,-0.05091232,-0.0005545216,0.00055556314,-0.047367945,-0.050940614,0.7708322650689529,0.768002162917771
63,63,63,0.000544832,-0.0008543406,0.0007483803,-0.000113803544,-0.5248553,-0.56370544,-1.5098898,-1.6216528,-1.1596047,1.1657131,-0.0005643784,0.00056578085,-0.047527086,-0.05104507,-0.0005645377,0.00056562084,-0.047500264,-0.051073954,0.7727496836653588,0.7699251956885765
64,64,64,0.000553482,-0.00085715245,0.0007510442,-0.00011395153,-0.5255882,-0.56443846,-1.5119982,-1.6237615,-1.163754,1.1698625,-0.00057442475,0.00057588005,-0.047593452,-0.05111145,-0.0005745898,0.0005757143,-0.047566112,-0.051140882,0.774663801489482,0.7718446761489764
65,65,65,0.000562128,-0.0008601121,0.0007538559,-0.00011424754,-0.5263209,-0.5659047,-1.5141058,-1.6279795,-1.1680183,1.1742421,-0.00058450754,0.0005860161,-0.047659792,-0.051244218,-0.00058467843,0.0005858445,-0.047631934,-0.051274247,0.7766801440443192,0.7738135245011847
66,66,66,0.000570778,-0.0008630717,0.00075666775,-0.0001145435,-0.52705294,-0.5673707,-1.5162117,-1.6321969,-1.1722828,1.178622,-0.00059462717,0.0005961901,-0.047726084,-0.05137697,-0.000594804,0.00059601245,-0.047697704,-0.051407598,0.7786925668434411,0.7757785961743379
67,67,67,0.000579425,-0.00086603186,0.0007593316,-0.000114839466,-0.52852046,-0.5688367,-1.5204335,-1.6364143,-1.1764324,1.1827713,-0.0006047832,0.00060640095,-0.047858972,-0.05150972,-0.00060496613,0.00060621713,-0.047830027,-0.051540956,0.7805953079935465,0.7776870224881305
68,68,68,0.000588075,-0.00086884364,0.00076214335,-0.00011498745,-0.52852076,-0.5695697,-1.5204344,-1.638523,-1.1806968,1.1871511,-0.0006149756,0.00061664864,-0.047859,-0.051576097,-0.00061516475,0.0006164586,-0.047829565,-0.0516079,0.7825998293857533,0.7796444587567668
69,69,69,0.000596721,-0.00087180326,0.0007648072,-0.00011528347,-0.5299857,-0.571036,-1.5246488,-1.6427411,-1.184846,1.1913005,-0.0006252044,0.00062693324,-0.047991656,-0.05170887,-0.00062539993,0.00062673684,-0.047961652,-0.051741287,0.7844952031942507,0.7815453455144838
70,70,70,0.000605371,-0.00087476295,0.000767619,-0.00011557943,-0.5307183,-0.572502,-1.5267564,-1.6469585,-1.1891105,1.1956803,-0.00063546957,0.00063725474,-0.048057996,-0.05184162,-0.00063567155,0.00063705177,-0.048027456,-0.051874656,0.7864919301711086,0.7834952969377529
71,71,71,0.000614018,-0.0008777226,0.0007704308,-0.000115875395,-0.5314507,-0.573968,-1.5288631,-1.6511759,-1.193375,1.2000599,-0.0006457716,0.0006476141,-0.048124313,-0.05197437,-0.0006459802,0.00064740446,-0.048093237,-0.05200803,0.7884845872663421,0.7854414534491625
72,72,72,0.0006226679999999,-0.0008806828,0.00077324256,-0.00011617136,-0.5321859,-0.575434,-1.5309782,-1.6553932,-1.1976397,1.2044398,-0.0006561105,0.00065801135,-0.048190888,-0.05210712,-0.00065632584,0.00065779494,-0.048159268,-0.05214141,0.7904734176634494,0.7873839207977488
73,73,73,0.000631315,-0.0008836424,0.00077590643,-0.000116319345,-0.5336509,-0.57616705,-1.5351925,-1.6575019,-1.2019042,1.2085891,-0.00066648633,0.0006684455,-0.048323546,-0.0521735,-0.0006667085,0.00066822214,-0.04829134,-0.052208375,0.7923538953656135,0.789322531450355
74,74,74,0.0006399649999999,-0.00088660204,0.00077871815,-0.00011661536,-0.5343835,-0.57763326,-1.5373001,-1.66172,-1.2061687,1.2129688,-0.00067689904,0.00067891646,-0.048389886,-0.052306272,-0.0006771282,0.0006786861,-0.04835713,-0.052341785,0.7943349624607161,0.7912573911621402
75,75,75,0.000648611,-0.0008895617,0.00078153,-0.000116911324,-0.53511584,-0.5790993,-1.5394069,-1.6659374,-1.210433,1.2173487,-0.0006873486,0.00068942533,-0.0484562,-0.052439023,-0.0006875849,0.0006891878,-0.04842289,-0.052475177,0.7963122028851,0.7931884239401655
76,76,76,0.0006572609999999,-0.0008925218,0.00078434177,-0.00011720729,-0.53585047,-0.5805653,-1.5415204,-1.6701548,-1.2146977,1.2217283,-0.00069783506,0.0006999721,-0.048522726,-0.052571774,-0.00069807866,0.0006997272,-0.048488867,-0.052608572,0.7982854065132459,0.7951159156277489
77,77,77,0.000665907,-0.0008956294,0.0007871535,-0.00011750325,-0.537316,-0.5820313,-1.5457363,-1.6743721,-1.2190775,1.2261081,-0.0007083589,0.0007105567,-0.04865543,-0.052704524,-0.0007086099,0.0007103044,-0.048620965,-0.052741975,0.8002548141180814,0.797091568982752
78,78,78,0.000674555,-0.0008985895,0.00078996527,-0.00011765128,-0.53805065,-0.58276457,-1.5478498,-1.6764815,-1.2234573,1.2304878,-0.00071892055,0.00072117924,-0.048721958,-0.052770924,-0.0007191791,0.0007209193,-0.04868693,-0.05280898,0.8022203059455794,0.7990633268264913
79,79,79,0.0006832049999999,-0.0009016971,0.00079277705,-0.000117947246,-0.5395159,-0.58423054,-1.5520649,-1.6806989,-1.2278371,1.2348677,-0.00072952016,0.0007318396,-0.048854638,-0.052903675,-0.0007297864,0.0007315719,-0.048818998,-0.05294239,0.8041820316825882,0.8010312044907562
80,80,80,0.00069185,-0.0009046567,0.0007955888,-0.00011824322,-0.5402482,-0.5856966,-1.5541717,-1.6849163,-1.2321014,1.2392473,-0.0007401571,0.00074253784,-0.048920956,-0.05303643,-0.0007404312,0.00074226235,-0.048884746,-0.05307581,0.8061397826115831,0.8029434735946752
81,81,81,0.0007004999999999,-0.0009077647,0.00079840055,-0.00011853918,-0.5417158,-0.5871626,-1.5583935,-1.6891336,-1.2364813,1.2436271,-0.00075083144,0.000753274,-0.049053844,-0.05316918,-0.00075111346,0.0007529904,-0.049017012,-0.05320923,0.8080937973810223,0.8049037825770262
82,82,82,0.000709145,-0.0009108723,0.0008012123,-0.000118835196,-0.543181,-0.5886288,-1.5626087,-1.6933517,-1.2408609,1.2480068,-0.0007615437,0.000764048,-0.049186528,-0.053301953,-0.0007618338,0.0007637563,-0.04914907,-0.053342678,0.8100439569379015,0.8068601223880972
83,83,83,0.0007177969999999,-0.0009139803,0.0008040241,-0.000118983175,-0.5446483,-0.58936185,-1.5668297,-1.6954604,-1.2453562,1.2523866,-0.00077229424,0.0007748599,-0.049319394,-0.053368326,-0.0007725926,0.00077455986,-0.049281307,-0.05340968,0.8119903651708978,0.8088641723055691
84,84,84,0.0007264449999999,-0.00091694,0.00080698426,-0.000119279146,-0.54464597,-0.5908279,-1.566823,-1.6996778,-1.2497362,1.2569975,-0.0007830832,0.0007857107,-0.049319185,-0.05350108,-0.00078339,0.00078540214,-0.049280565,-0.053543117,0.814035390169743,0.8108129648982172
85,85,85,0.000735095,-0.00092004746,0.000809796,-0.00011957511,-0.5461109,-0.59229386,-1.5710374,-1.7038952,-1.2541157,1.2613772,-0.00079391006,0.0007966003,-0.04945184,-0.05363383,-0.0007942254,0.0007962832,-0.04941258,-0.053676557,0.8159740082182478,0.812757745267365
86,86,86,0.0007437399999999,-0.0009231555,0.0008126078,-0.000119871125,-0.5475782,-0.59376013,-1.5752584,-1.7081133,-1.2584957,1.265757,-0.0008047748,0.00080752786,-0.049584705,-0.053766605,-0.0008050988,0.00080720196,-0.0495448,-0.053810023,0.8179089194326995,0.8146989721921793
87,87,87,0.00075239,-0.00092626305,0.00081556744,-0.00012016709,-0.5483108,-0.59522617,-1.577366,-1.7123307,-1.2629905,1.270367,-0.00081567786,0.00081849424,-0.049651045,-0.053899355,-0.00081601075,0.00081815943,-0.049610548,-0.05394347,0.8199414924342879,0.8166871686752888
88,88,88,0.000761035,-0.0009293711,0.00081837917,-0.000120315075,-0.5497787,-0.5959592,-1.5815886,-1.7144394,-1.2674856,1.2747468,-0.00082661986,0.0008294995,-0.049783964,-0.053965732,-0.0008269617,0.0008291556,-0.04974281,-0.054010496,0.8218687495056793,0.8186715523805947
89,89,89,0.000769685,-0.0009324786,0.000821191,-0.00012061103,-0.55124307,-0.59742516,-1.5858014,-1.7186567,-1.2718652,1.2791266,-0.0008376002,0.0008405426,-0.049916565,-0.05409848,-0.0008379512,0.0008401896,-0.049874756,-0.05414395,0.823792299400788,0.8206011681128367
