,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,True Strain Rate 1W,True Strain Rate 3W
3676,3676,3676,3676,3676,3676,3676,3676,3676,3676,3676,3676,0.03532179,-0.0036761952,0.001574899,-0.0021889056,-10.408394,-10.842352,-29.942589,-31.190989,-2.384906,2.453138,-0.09028811,0.09567455,-0.9425085,-0.9818046,-0.09462733,0.0913702,-0.8574112,-0.89315933,1.2392833828568768,1.219326136407017
3677,3677,3677,3677,3677,3677,3677,3677,3677,3677,3677,3677,0.0353313949999999,-0.003676343,0.0015744548,-0.0021892018,-10.411326,-10.843819,-29.951027,-31.195208,-2.3844445,2.4524465,-0.09031102,0.09569812,-0.94277406,-0.9819374,-0.09465252,0.09139171,-0.85763115,-0.8932576,1.2390831101638669,1.2191897865457666
3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,0.035341005,-0.003676343,0.0015740113,-0.0021893498,-10.413524,-10.844552,-29.957346,-31.197319,-2.3839839,2.4517555,-0.09033393,0.095721684,-0.942973,-0.98200387,-0.0946777,0.091413215,-0.8577905,-0.8932956,1.23888294220751,1.219053684049444
3679,3679,3679,3679,3679,3679,3679,3679,3679,3679,3679,3679,0.0353506149999999,-0.0036761952,0.0015735672,-0.0021896455,-10.41499,-10.846017,-29.961567,-31.201532,-2.3832927,2.4510639,-0.090356834,0.095745236,-0.9431059,-0.9821365,-0.094702885,0.09143472,-0.85788983,-0.89339375,1.2386825603165066,1.218849406895351
3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,0.03536022,-0.0036761952,0.0015731235,-0.0021897932,-10.417189,-10.846748,-29.96789,-31.203634,-2.382832,2.4503727,-0.09037973,0.09576879,-0.9433049,-0.9822027,-0.09472805,0.091456205,-0.8580493,-0.8934315,1.238482254194065,1.2187132285004385
3681,3681,3681,3681,3681,3681,3681,3681,3681,3681,3681,3681,0.0353698349999999,-0.003676343,0.0015726793,-0.0021900896,-10.420121,-10.848216,-29.976328,-31.207859,-2.3823705,2.4496806,-0.090402626,0.09579233,-0.9435705,-0.9823356,-0.09475322,0.091477685,-0.8582693,-0.8935299,1.2382816470473577,1.2185767950379618
3682,3682,3682,3682,3682,3682,3682,3682,3682,3682,3682,3682,0.035379445,-0.003676343,0.0015722351,-0.0021902374,-10.42232,-10.8489485,-29.982655,-31.209965,-2.3819094,2.448989,-0.09042551,0.09581586,-0.94376963,-0.98240197,-0.09477839,0.091499165,-0.8584288,-0.89356774,1.2380811446193773,1.218440461235242
3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,0.035389045,-0.003676343,0.0015717915,-0.0021905333,-10.424519,-10.850414,-29.988977,-31.214182,-2.3813334,2.4482977,-0.0904484,0.09583939,-0.9439687,-0.9825347,-0.09480355,0.09152064,-0.8585883,-0.893666,1.237880688981564,1.2182701287428486
3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,0.035398655,-0.003676343,0.0015713474,-0.0021908295,-10.42672,-10.851881,-29.995308,-31.218403,-2.3807566,2.447606,-0.090471275,0.09586291,-0.944168,-0.9826675,-0.0948287,0.0915421,-0.8587479,-0.8937643,1.2376800771306995,1.2180995305989613
3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,0.035408269,-0.003676343,0.0015709032,-0.0021909773,-10.428919,-10.852613,-30.001635,-31.220509,-2.3802958,2.4469142,-0.090494156,0.095886424,-0.9443671,-0.98273385,-0.09485385,0.09156356,-0.8589074,-0.89380217,1.2374793960151895,1.2179632204586306
3686,3686,3686,3686,3686,3686,3686,3686,3686,3686,3686,3686,0.0354178749999999,-0.003676343,0.0015704596,-0.002191273,-10.431116,-10.854078,-30.007956,-31.224722,-2.37972,2.4462233,-0.09051702,0.09590994,-0.9445661,-0.98286647,-0.094878994,0.09158501,-0.8590668,-0.89390033,1.2372789357741705,1.2177928658267991
3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,0.035427485,-0.0036761952,0.0015700153,-0.0021914216,-10.432585,-10.854815,-30.012182,-31.22684,-2.379143,2.4455314,-0.09053989,0.09593344,-0.9446991,-0.9829331,-0.09490413,0.09160645,-0.85916615,-0.8939385,1.2370781451098352,1.2176221270497587
3688,3688,3688,3688,3688,3688,3688,3688,3688,3688,3688,3688,0.0354370949999999,-0.0036761952,0.0015695712,-0.0021917173,-10.434784,-10.856278,-30.018509,-31.231052,-2.378567,2.4448395,-0.090562746,0.09595694,-0.94489825,-0.9830657,-0.09492927,0.091627896,-0.85932565,-0.8940366,1.2368773141205118,1.2174516550995285
3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,0.035446699,-0.0036761952,0.0015691277,-0.0021918654,-10.436981,-10.857012,-30.02483,-31.233164,-2.378106,2.4441485,-0.0905856,0.09598042,-0.9450972,-0.9831321,-0.0949544,0.09164932,-0.85948503,-0.8940745,1.2366767041028088,1.2173151974077872
3690,3690,3690,3690,3690,3690,3690,3690,3690,3690,3690,3690,0.035456311,-0.0036761952,0.0015685356,-0.0021921615,-10.439914,-10.8584795,-30.033266,-31.237383,-2.3774145,2.4432263,-0.09060844,0.096003905,-0.94536275,-0.983265,-0.094979525,0.09167075,-0.8597049,-0.89417285,1.2364089097595967,1.2171104759500062
3691,3691,3691,3691,3691,3691,3691,3691,3691,3691,3691,3691,0.035465925,-0.0036761952,0.0015680915,-0.0021923094,-10.442113,-10.859212,-30.039593,-31.23949,-2.3769534,2.4425344,-0.090631284,0.096027374,-0.94556195,-0.9833313,-0.09500464,0.091692165,-0.8598645,-0.89421076,1.2362079443085816,1.2169739420781345
3692,3692,3692,3692,3692,3692,3692,3692,3692,3692,3692,3692,0.035475525,-0.0036761952,0.0015676478,-0.0021926055,-10.444311,-10.860679,-30.045918,-31.24371,-2.376377,2.4418435,-0.09065412,0.09605084,-0.94576097,-0.9834641,-0.09502975,0.09171358,-0.86002386,-0.89430904,1.2360072290043507,1.2168032411151253
3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,0.035485135,-0.0036761952,0.0015672037,-0.0021929012,-10.446512,-10.8621435,-30.052246,-31.247923,-2.3758008,2.4411516,-0.090676956,0.0960743,-0.9459602,-0.98359674,-0.09505486,0.09173498,-0.8601834,-0.8944072,1.23580618280505,1.2166325702535261
3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,0.035494745,-0.0036761952,0.0015667595,-0.0021930493,-10.448711,-10.862877,-30.058575,-31.250034,-2.3753397,2.44046,-0.09069978,0.09609775,-0.94615936,-0.9836632,-0.095079966,0.09175637,-0.8603429,-0.8944452,1.235605183375693,1.2164959711112873
3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,0.035504355,-0.0036761952,0.0015663159,-0.002193345,-10.450909,-10.864342,-30.064894,-31.254248,-2.374764,2.4397688,-0.0907226,0.0961212,-0.9463583,-0.9837958,-0.09510506,0.091777764,-0.86050224,-0.8945433,1.235404259824335,1.2163253959536358
3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,0.035513965,-0.0036761952,0.0015660196,-0.0021936412,-10.452376,-10.8658085,-30.069118,-31.258467,-2.3743021,2.4393075,-0.09074542,0.09614464,-0.94649124,-0.9839287,-0.09513015,0.091799155,-0.8606015,-0.89464164,1.2352701429805688,1.2161885177563037
3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,0.0355235749999999,-0.0036761952,0.001565576,-0.002193789,-10.454574,-10.866541,-30.075438,-31.260574,-2.3738418,2.4386163,-0.090768225,0.09616808,-0.9466902,-0.98399496,-0.09515524,0.09182053,-0.8607608,-0.8946795,1.2350691520936599,1.2160520950576965
3698,3698,3698,3698,3698,3698,3698,3698,3698,3698,3698,3698,0.035533175,-0.0036761952,0.0015651317,-0.002194085,-10.456774,-10.868007,-30.081768,-31.264791,-2.3732653,2.4379241,-0.09079103,0.0961915,-0.94688946,-0.9841277,-0.095180325,0.09184191,-0.86092037,-0.8947777,1.2348678299281308,1.2158812070036435
3699,3699,3699,3699,3699,3699,3699,3699,3699,3699,3699,3699,0.035542789,-0.0036761952,0.0015646876,-0.0021943813,-10.458975,-10.869474,-30.088099,-31.269014,-2.3726885,2.4372325,-0.09081384,0.09621493,-0.9470887,-0.9842607,-0.095205404,0.091863275,-0.86107993,-0.8948762,1.2346666417828798,1.2157102007920666
3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,0.035552401,-0.0036761952,0.001564244,-0.002194529,-10.461171,-10.870206,-30.09442,-31.271118,-2.3722284,2.4365416,-0.09083663,0.096238345,-0.9472877,-0.98432684,-0.09523048,0.091884635,-0.86123925,-0.8949139,1.234465616845989,1.215573772128071
3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,0.035562005,-0.003676047,0.0015637999,-0.0021948253,-10.462637,-10.871674,-30.098635,-31.275341,-2.3715363,2.43585,-0.09085942,0.096261755,-0.9474204,-0.9844598,-0.095255546,0.09190599,-0.8613383,-0.8950124,1.2342643477558124,1.215368515855583
3702,3702,3702,3702,3702,3702,3702,3702,3702,3702,3702,3702,0.035571615,-0.003676047,0.0015633563,-0.002195121,-10.464835,-10.873138,-30.10496,-31.279554,-2.3709602,2.4351587,-0.09088221,0.09628516,-0.94761944,-0.98459244,-0.09528061,0.091927335,-0.8614977,-0.8951105,1.2340631254804477,1.2151976295966425
3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,0.035581225,-0.003676047,0.001562912,-0.002195269,-10.467036,-10.873872,-30.11129,-31.281666,-2.370499,2.4344668,-0.09090499,0.09630855,-0.9478187,-0.98465884,-0.09530567,0.09194867,-0.86165726,-0.89514846,1.2338616880069377,1.2150608046194271
3704,3704,3704,3704,3704,3704,3704,3704,3704,3704,3704,3704,0.0355908309999999,-0.003676047,0.0015624679,-0.0021955653,-10.469236,-10.8753395,-30.11762,-31.285885,-2.3699224,2.433775,-0.090927765,0.09633194,-0.94801795,-0.9847917,-0.09533072,0.091970004,-0.8618168,-0.8952468,1.2336602390706641,1.2148897173929203
3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,0.035600445,-0.003676047,0.0015620242,-0.002195713,-10.471434,-10.876071,-30.12394,-31.287992,-2.3694615,2.4330838,-0.090950534,0.09635532,-0.9482169,-0.98485804,-0.095355764,0.091991335,-0.8619761,-0.89528465,1.2334589243145389,1.2147529393112566
3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,0.0356100549999999,-0.003676047,0.0015615801,-0.0021960088,-10.473633,-10.877536,-30.130266,-31.292206,-2.3688855,2.4323921,-0.090973295,0.0963787,-0.94841605,-0.98499066,-0.09538081,0.09201266,-0.8621355,-0.8953828,1.2332574233516296,1.2145819775007702
3707,3707,3707,3707,3707,3707,3707,3707,3707,3707,3707,3707,0.035619655,-0.003676047,0.001561136,-0.0021963047,-10.475833,-10.879002,-30.136597,-31.296423,-2.368309,2.4317002,-0.09099606,0.096402064,-0.9486153,-0.9851234,-0.09540585,0.09203397,-0.86229503,-0.89548105,1.2330558234977513,1.2144108380149181
3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,0.035629265,-0.003676047,0.0015606923,-0.002196601,-10.478031,-10.880469,-30.142921,-31.300642,-2.3677328,2.4310093,-0.09101881,0.09642543,-0.9488144,-0.9852562,-0.09543088,0.092055276,-0.8624544,-0.89557934,1.2328544744526448,1.2142397583160347
3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,0.03563888,-0.003676047,0.0015602481,-0.0021967487,-10.480232,-10.881201,-30.14925,-31.30275,-2.3672717,2.4303174,-0.09104156,0.09644879,-0.94901365,-0.98532254,-0.09545591,0.09207658,-0.862614,-0.89561725,1.2326527933397646,1.2141028319039675
3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,0.035648485,-0.003676047,0.001559804,-0.002197045,-10.482431,-10.8826685,-30.155579,-31.306969,-2.3666952,2.4296255,-0.091064304,0.09647214,-0.9492128,-0.9854554,-0.09548093,0.09209787,-0.86277336,-0.8957156,1.232451071543408,1.213931610390714
3711,3711,3711,3711,3711,3711,3711,3711,3711,3711,3711,3711,0.035658095,-0.003676047,0.0015593603,-0.002197193,-10.484628,-10.883402,-30.161898,-31.30908,-2.3662345,2.4289346,-0.09108704,0.09649547,-0.94941175,-0.9855218,-0.095505945,0.092119165,-0.8629326,-0.8957535,1.2322496006829755,1.213794760602807
3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,0.035667705,-0.003676047,0.0015589163,-0.0021974887,-10.486829,-10.884867,-30.168228,-31.313293,-2.3656583,2.428243,-0.091109775,0.096518815,-0.949611,-0.9856544,-0.09553096,0.09214044,-0.8630922,-0.8958517,1.232047885037651,1.2136235754640874
3713,3713,3713,3713,3713,3713,3713,3713,3713,3713,3713,3713,0.03567731,-0.003676047,0.0015584722,-0.002197785,-10.489028,-10.886334,-30.174555,-31.317516,-2.3650813,2.427551,-0.09113251,0.09654214,-0.94981015,-0.98578733,-0.09555596,0.09216172,-0.86325157,-0.8959501,1.231846011993522,1.2134521232803144
3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,0.035686921,-0.003676047,0.0015580285,-0.0021980808,-10.491225,-10.887799,-30.180876,-31.32173,-2.3645058,2.4268599,-0.09115522,0.09656546,-0.9500091,-0.98592,-0.095580965,0.09218299,-0.86341083,-0.89604825,1.2316443608195775,1.2132810875264557
3715,3715,3715,3715,3715,3715,3715,3715,3715,3715,3715,3715,0.0356965349999999,-0.003676047,0.0015577321,-0.0021982286,-10.492694,-10.888532,-30.185102,-31.323837,-2.3641596,2.4263983,-0.09117795,0.09658878,-0.95014215,-0.9859863,-0.09560596,0.09220425,-0.86351013,-0.8960861,1.2315096511713408,1.213178184504913
3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,0.035706135,-0.003676047,0.0015572885,-0.0021985248,-10.494891,-10.889998,-30.191423,-31.328056,-2.3635833,2.4257073,-0.09120066,0.09661209,-0.9503411,-0.98611915,-0.09563096,0.09222551,-0.8636694,-0.89618444,1.231307961342643,1.213006864045741
3717,3717,3717,3717,3717,3717,3717,3717,3717,3717,3717,3717,0.035715745,-0.0036758992,0.0015568443,-0.0021988207,-10.496359,-10.891464,-30.195646,-31.332273,-2.362892,2.4250154,-0.09122337,0.096635394,-0.950474,-0.9862519,-0.09565594,0.09224676,-0.8637686,-0.8962827,1.231105968054445,1.2128013180586965
3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,0.035725355,-0.0036758992,0.0015564002,-0.002198969,-10.498559,-10.892199,-30.201973,-31.334387,-2.3624308,2.4243238,-0.09124607,0.09665869,-0.95067316,-0.9863184,-0.09568092,0.092268005,-0.86392796,-0.89632076,1.2309040215652565,1.2126641647905374
3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,0.035734965,-0.0036758992,0.0015559566,-0.0021992647,-10.500755,-10.893663,-30.208294,-31.3386,-2.361855,2.4236326,-0.09126876,0.09668198,-0.9508721,-0.986451,-0.095705904,0.09228925,-0.8640872,-0.89641887,1.2307021511204193,1.2124929049665103
3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,0.035744575,-0.0036758992,0.0015555124,-0.0021995604,-10.502956,-10.895128,-30.214624,-31.342813,-2.3612785,2.422941,-0.09129146,0.09670527,-0.9510714,-0.98658365,-0.09573087,0.09231047,-0.86424667,-0.896517,1.230500123057111,1.2123214075534625
3721,3721,3721,3721,3721,3721,3721,3721,3721,3721,3721,3721,0.035754185,-0.0036758992,0.0015550688,-0.0021997085,-10.505155,-10.895862,-30.220947,-31.344925,-2.3608177,2.4222498,-0.091314144,0.09672855,-0.95127046,-0.98665005,-0.09575584,0.0923317,-0.864406,-0.89655495,1.2302981710523988,1.2121843074623564
3722,3722,3722,3722,3722,3722,3722,3722,3722,3722,3722,3722,0.035763785,-0.0036758992,0.0015546246,-0.0022000046,-10.507354,-10.897328,-30.227274,-31.349144,-2.360241,2.421558,-0.091336824,0.09675182,-0.9514696,-0.9867829,-0.0957808,0.09235292,-0.8645654,-0.8966533,1.2300960028961405,1.2120126975933887
3723,3723,3723,3723,3723,3723,3723,3723,3723,3723,3723,3723,0.0357734,-0.003675751,0.0015541805,-0.002200301,-10.50882,-10.898797,-30.231491,-31.353369,-2.3595488,2.4208663,-0.0913595,0.096775085,-0.95160234,-0.9869159,-0.09580576,0.09237413,-0.86466444,-0.89675176,1.2298938230920158,1.2118066792436932
3724,3724,3724,3724,3724,3724,3724,3724,3724,3724,3724,3724,0.0357830109999999,-0.003675751,0.0015538847,-0.0022005967,-10.510284,-10.900262,-30.235704,-31.357582,-2.3590882,2.4204054,-0.091382176,0.096798345,-0.95173496,-0.9870485,-0.0958307,0.092395335,-0.8647634,-0.8968499,1.2297590820611348,1.2116695681002512
3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,0.035792615,-0.003675751,0.0015534406,-0.0022008924,-10.512485,-10.901726,-30.242035,-31.361795,-2.358512,2.4197137,-0.09140484,0.0968216,-0.9519342,-0.9871811,-0.095855646,0.09241654,-0.8649228,-0.896948,1.229556834120055,1.2114980187420703
3726,3726,3726,3726,3726,3726,3726,3726,3726,3726,3726,3726,0.035802225,-0.003675751,0.0015529968,-0.0022010403,-10.514683,-10.902458,-30.248358,-31.363901,-2.3580513,2.4190226,-0.0914275,0.096844845,-0.9521333,-0.9872474,-0.09588059,0.09243774,-0.86508214,-0.8969858,1.2293547207552356,1.2113608354892236
3727,3727,3727,3727,3727,3727,3727,3727,3727,3727,3727,3727,0.035811835,-0.003675751,0.0015525527,-0.0022013367,-10.516882,-10.903927,-30.254686,-31.368126,-2.3574743,2.4183307,-0.091450155,0.09686808,-0.95233244,-0.9873804,-0.09590553,0.092458926,-0.86524147,-0.8970843,1.2291523325000135,1.2111889948811196
3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,0.035821441,-0.003675751,0.0015521086,-0.0022016326,-10.519081,-10.905393,-30.261013,-31.372343,-2.3568983,2.4176388,-0.091472805,0.09689132,-0.9525316,-0.9875131,-0.09593046,0.09248011,-0.86540085,-0.8971825,1.228949903275494,1.2110174226328319
3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,0.035831055,-0.003675751,0.001551665,-0.0022019288,-10.521279,-10.906859,-30.267336,-31.376562,-2.356322,2.4169478,-0.09149545,0.096914545,-0.95273066,-0.9876459,-0.09595538,0.09250128,-0.8655601,-0.8972808,1.2287476964580824,1.2108457315589023
3730,3730,3730,3730,3730,3730,3730,3730,3730,3730,3730,3730,0.035840665,-0.003675751,0.0015513687,-0.0022020766,-10.522746,-10.907592,-30.271557,-31.37867,-2.3559763,2.4164865,-0.09151809,0.09693777,-0.95286345,-0.98771226,-0.0959803,0.09252245,-0.86565924,-0.8973187,1.228612683818625,1.210742726601478
3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,0.035850265,-0.003675603,0.0015509251,-0.0022023728,-10.524211,-10.909059,-30.27577,-31.382889,-2.355285,2.4157953,-0.091540724,0.096960984,-0.9529961,-0.9878451,-0.096005216,0.09254362,-0.8657581,-0.89741707,1.2284103502432278,1.2105367146548278
3732,3732,3732,3732,3732,3732,3732,3732,3732,3732,3732,3732,0.035859875,-0.003675603,0.0015504808,-0.0022026685,-10.526412,-10.910523,-30.2821,-31.387102,-2.3547087,2.4151034,-0.09156335,0.09698419,-0.95319533,-0.98797774,-0.09603012,0.09256477,-0.86591756,-0.8975152,1.2282077707488586,1.2103649410206987
3733,3733,3733,3733,3733,3733,3733,3733,3733,3733,3733,3733,0.03586949,-0.003675603,0.0015501851,-0.0022029642,-10.527876,-10.911988,-30.286314,-31.391315,-2.354248,2.4146428,-0.09158597,0.097007394,-0.953328,-0.98811036,-0.09605503,0.09258592,-0.86601657,-0.8976133,1.2280728901874995,1.2102276022297882
3734,3734,3734,3734,3734,3734,3734,3734,3734,3734,3734,3734,0.035879095,-0.003675603,0.001549741,-0.0022032605,-10.530077,-10.913456,-30.292645,-31.39554,-2.3536713,2.413951,-0.09160859,0.097030595,-0.9535273,-0.9882433,-0.09607992,0.09260707,-0.866176,-0.8977117,1.2278702716037533,1.2100556562132578
3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,0.035888705,-0.003675603,0.0015492969,-0.0022034084,-10.532277,-10.914188,-30.298973,-31.397646,-2.3532102,2.4132593,-0.091631204,0.09705379,-0.95372653,-0.9883096,-0.09610482,0.09262821,-0.8663354,-0.8977496,1.2276676412549075,1.2099181556473908
3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,0.035898315,-0.003675455,0.0015490011,-0.0022037043,-10.533009,-10.915654,-30.301077,-31.401863,-2.3526342,2.4127984,-0.09165382,0.097076975,-0.9537927,-0.98844236,-0.09612971,0.09264935,-0.86637396,-0.89784783,1.2275325999115856,1.2097463652010105
3737,3737,3737,3737,3737,3737,3737,3737,3737,3737,3737,3737,0.03590792,-0.003675455,0.001548557,-0.0022040005,-10.535209,-10.917122,-30.307407,-31.406084,-2.3520575,2.4121068,-0.091676414,0.09710015,-0.95399195,-0.9885752,-0.09615459,0.09267048,-0.8665334,-0.8979462,1.2273299304291239,1.209574336410657
3738,3738,3738,3738,3738,3738,3738,3738,3738,3738,3738,3738,0.0359175309999999,-0.003675455,0.0015481133,-0.0022042962,-10.537406,-10.918586,-30.313728,-31.410297,-2.351482,2.4114156,-0.09169901,0.097123325,-0.9541909,-0.98870784,-0.09617947,0.0926916,-0.86669254,-0.8980443,1.2271273371168006,1.2094026360719288
3739,3739,3739,3739,3739,3739,3739,3739,3739,3739,3739,3739,0.035927145,-0.003675455,0.0015476691,-0.0022045926,-10.539606,-10.920054,-30.320059,-31.41452,-2.350905,2.4107237,-0.09172161,0.097146496,-0.95439017,-0.98884076,-0.09620435,0.092712715,-0.866852,-0.8981427,1.2269244975170954,1.2092304586069673
3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,0.035936745,-0.003675455,0.0015473734,-0.0022048883,-10.541071,-10.921519,-30.324272,-31.418734,-2.350444,2.410263,-0.09174419,0.09716966,-0.9545228,-0.9889734,-0.09622922,0.09273382,-0.86695087,-0.8982408,1.2267894144210674,1.2090928743681142
3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,0.035946355,-0.0036753074,0.0015469292,-0.0022050363,-10.54254,-10.922253,-30.328495,-31.420845,-2.3498683,2.4095714,-0.091766775,0.09719282,-0.95465577,-0.98903984,-0.09625408,0.09275493,-0.8670501,-0.89827883,1.226586594246322,1.208921031631346
3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,0.035955969,-0.0036753074,0.0015464851,-0.0022053325,-10.54474,-10.923719,-30.334826,-31.425064,-2.3492916,2.4088795,-0.09178935,0.097215965,-0.954855,-0.98917264,-0.096278936,0.09277603,-0.8672095,-0.8983771,1.226383644921755,1.2087488607890216
3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,0.035965575,-0.0036753074,0.0015461893,-0.0022056282,-10.546205,-10.925184,-30.339039,-31.429277,-2.348831,2.4084187,-0.091811925,0.09723911,-0.95498765,-0.9893053,-0.09630379,0.09279712,-0.8673084,-0.8984753,1.2262484594018663,1.2086113297140526
3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,0.035975185,-0.0036751588,0.0015457452,-0.0022059246,-10.547669,-10.926652,-30.343252,-31.433502,-2.3481383,2.407727,-0.09183449,0.09726225,-0.95512027,-0.98943824,-0.09632864,0.09281821,-0.86740726,-0.8985737,1.2260455001246389,1.2084044600177946
3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,0.035984795,-0.0036751588,0.0015454494,-0.0022062203,-10.549133,-10.928117,-30.347466,-31.437716,-2.347678,2.4072661,-0.09185705,0.09728538,-0.9552529,-0.98957086,-0.09635348,0.09283929,-0.86750615,-0.8986718,1.225910239532606,1.2082669711799585
3746,3746,3746,3746,3746,3746,3746,3746,3746,3746,3746,3746,0.035994399,-0.0036751588,0.0015450052,-0.002206516,-10.551334,-10.929582,-30.353796,-31.441929,-2.3471017,2.4065742,-0.091879606,0.09730851,-0.95545214,-0.9897035,-0.09637832,0.09286037,-0.8676656,-0.8987699,1.2257071528819319,1.208094807187341
3747,3747,3747,3747,3747,3747,3747,3747,3747,3747,3747,3747,0.0360040099999999,-0.0036751588,0.0015447094,-0.0022068121,-10.552799,-10.931048,-30.35801,-31.446148,-2.3466406,2.4061136,-0.09190216,0.09733163,-0.95558476,-0.98983634,-0.09640315,0.09288144,-0.8677645,-0.89886826,1.225571934590936,1.2079570367205188
3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,0.036013625,-0.0036751588,0.0015442653,-0.0022069602,-10.554999,-10.931782,-30.36434,-31.44826,-2.3461792,2.4054217,-0.091924705,0.09735475,-0.955784,-0.98990273,-0.09642798,0.092902504,-0.86792386,-0.89890623,1.225368779216441,1.2078191576158905
3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,0.036023225,-0.0036751588,0.0015439696,-0.002207256,-10.556464,-10.933247,-30.368553,-31.452473,-2.3457186,2.404961,-0.09194724,0.09737786,-0.95591664,-0.99003536,-0.0964528,0.09292357,-0.86802274,-0.89900434,1.2252334857913878,1.2076814986095838
3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,0.036032835,-0.003675011,0.0015435255,-0.0022075523,-10.557931,-10.934715,-30.372774,-31.456696,-2.345027,2.4042695,-0.09196978,0.09740096,-0.9560495,-0.99016833,-0.09647762,0.09294462,-0.86812186,-0.89910275,1.225030379140092,1.2074747652964943
3751,3751,3751,3751,3751,3751,3751,3751,3751,3751,3751,3751,0.036042445,-0.003675011,0.0015432292,-0.002207848,-10.559399,-10.936179,-30.376997,-31.460909,-2.3445659,2.4038079,-0.09199231,0.09742406,-0.9561825,-0.99030095,-0.09650243,0.09296567,-0.86822104,-0.89920086,1.2248947755111712,1.2073369093738326
3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,0.036052055,-0.003675011,0.0015427854,-0.0022081442,-10.561597,-10.937647,-30.38332,-31.46513,-2.3439894,2.4031167,-0.092014834,0.09744716,-0.9563815,-0.9904338,-0.09652724,0.09298672,-0.8683802,-0.8992992,1.2246916882014114,1.2071645253609717
3753,3753,3753,3753,3753,3753,3753,3753,3753,3753,3753,3753,0.036061665,-0.0036748631,0.0015424897,-0.002208292,-10.562329,-10.938378,-30.385427,-31.467236,-2.343529,2.402656,-0.09203736,0.097470246,-0.95644784,-0.9905001,-0.096552044,0.09300775,-0.86841893,-0.89933705,1.2245563031331725,1.207026836019967
3754,3754,3754,3754,3754,3754,3754,3754,3754,3754,3754,3754,0.036071275,-0.0036748631,0.0015420456,-0.0022085877,-10.56453,-10.939843,-30.391758,-31.471449,-2.3429527,2.4019642,-0.09205987,0.09749333,-0.9566471,-0.9906327,-0.09657684,0.093028784,-0.8685783,-0.89943516,1.2243529706966663,1.2068544583698713
