,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0,0.0,-0.00030826114,0.00012860243,-2.9449811e-05,-0.8899072,-0.14587437,-2.5600612,-0.41964749,-0.31730363,0.20031732,0.0,0.0,-0.08058353,-0.0132093225,0.0,0.0,-0.08058353,-0.0132093225,412.71915,3.766883,71.83158,337.1207,334.28415,671.40485,0.18258595517095627,0.275586942886377
1,1,1,1,7.463999999998694e-06,-0.00030885305,0.00012904643,-2.9597804e-05,-0.8906399,-0.14660741,-2.562169,-0.4217563,-0.31799516,0.20100892,-2.371415e-06,1.4980529e-06,-0.080649875,-0.0132757025,-2.3714178e-06,1.4980518e-06,-0.08064968,-0.013275671,414.30566,3.804837,72.32844,338.1724,335.327,673.4994,0.18316197021431205,0.2761117638429203
2,2,2,2,1.4931000000002748e-05,-0.00030929703,0.00012963836,-2.9597804e-05,-0.88990706,-0.14660741,-2.5600607,-0.4217563,-0.31880194,0.20193094,-4.748423e-06,3.002129e-06,-0.08058351,-0.0132757025,-4.748434e-06,3.0021245e-06,-0.08058313,-0.013275639,415.49765,3.804837,72.993484,338.69934,335.8495,674.5488,0.18392938021952915,0.2767237032486305
3,3,3,3,2.239700000000039e-05,-0.000309741,0.00013023034,-2.9745792e-05,-0.8891739,-0.14734045,-2.5579517,-0.42386508,-0.3194935,0.20285302,-7.1310237e-06,4.5130887e-06,-0.08051713,-0.013342081,-7.131049e-06,4.5130782e-06,-0.080516554,-0.013341986,416.69135,3.8429801,73.66165,339.1867,336.3328,675.51953,0.18469625163960385,0.27724795084073406
4,4,4,4,2.9863999999997504e-05,-0.000310333,0.00013082227,-2.9745792e-05,-0.8891743,-0.14734045,-2.557953,-0.42386508,-0.3204156,0.20377505,-9.519648e-06,6.0309317e-06,-0.080517165,-0.013342081,-9.519694e-06,6.0309135e-06,-0.0805164,-0.013341954,418.2857,3.8429801,74.33279,340.10995,337.24823,677.35815,0.18546249388252117,0.27794653552874493
5,5,5,5,3.73279999999962e-05,-0.00031077687,0.00013141426,-2.989378e-05,-0.88844055,-0.14807348,-2.5558422,-0.42597383,-0.32110712,0.20469715,-1.1914295e-05,7.5556586e-06,-0.08045072,-0.013408459,-1.1914366e-05,7.5556304e-06,-0.08044976,-0.013408299,419.4831,3.8813136,75.00704,340.59473,337.72897,678.3237,0.18622820755366384,0.2784701123358354
6,6,6,6,4.479400000000078e-05,-0.00031122088,0.00013200619,-2.989378e-05,-0.8877079,-0.14807348,-2.5537343,-0.42597383,-0.3219139,0.20561917,-1.4314536e-05,9.087269e-06,-0.08038437,-0.013408459,-1.4314638e-05,9.087228e-06,-0.08038323,-0.013408267,420.6826,3.8813136,75.68427,341.117,338.24683,679.36383,0.1869932690000164,0.2790806107154948
7,7,7,7,5.225899999999895e-05,-0.00031181285,0.00013245018,-3.0041772e-05,-0.88844085,-0.14880654,-2.5558429,-0.42808267,-0.3226055,0.20631075,-1.6720369e-05,1.0624904e-05,-0.08045075,-0.013474839,-1.6720509e-05,1.0624847e-05,-0.0804494,-0.013474613,422.28445,3.9198384,76.194244,342.17038,339.29132,681.4617,0.18756673509720131,0.279603654725508
8,8,8,8,5.972399999999711e-05,-0.00031225683,0.00013304211,-3.0189758e-05,-0.887708,-0.14953956,-2.5537348,-0.4301914,-0.32329702,0.20723277,-1.9131365e-05,1.2168561e-05,-0.08038439,-0.013541216,-1.9131548e-05,1.2168486e-05,-0.080382854,-0.013540957,423.48785,3.958552,76.8768,342.6525,339.7694,682.4219,0.18833077356364072,0.2801263648484382
9,9,9,9,6.719000000000169e-05,-0.00031284874,0.0001336341,-3.0189758e-05,-0.88770765,-0.14953956,-2.5537336,-0.4301914,-0.32421908,0.20815487,-2.1548385e-05,1.3719101e-05,-0.08038436,-0.013541216,-2.1548616e-05,1.3719007e-05,-0.08038263,-0.0135409245,425.0949,3.958552,77.56247,343.57388,340.68304,684.25696,0.18909429493762267,0.2808229121043965
