Time (ms),Velocity (mm/ms)
0.0,-0.01319468
7.96872229190062e-06,-0.01319468
1.593744458380124e-05,-0.01319468
2.390616687570186e-05,-0.01319468
3.187488916760248e-05,-0.01319468
3.9843611459503105e-05,-0.01319468
4.781233375140372e-05,-0.01319468
5.578105604330434e-05,-0.01319468
6.374977833520496e-05,-0.01319468
7.171850062710559e-05,-0.01319468
7.968722291900621e-05,-0.01319468
8.765594521090683e-05,-0.01319468
9.562466750280744e-05,-0.01319468
0.00010359338979470806,-0.01319468
0.00011156211208660869,-0.01319468
0.00011953083437850931,-0.01319468
0.00012749955667040993,-0.01319468
0.00013546827896231055,-0.01319468
0.00014343700125421117,-0.01319468
0.0001514057235461118,-0.01319468
0.00015937444583801242,-0.01319468
0.00016734316812991304,-0.01319468
0.00017531189042181366,-0.01319468
0.00018328061271371429,-0.01319468
0.00019124933500561488,-0.01319468
0.0001992180572975155,-0.01319468
0.00020718677958941613,-0.01319468
0.00021515550188131675,-0.01319468
0.00022312422417321737,-0.01319468
0.000231092946465118,-0.01319468
0.00023906166875701861,-0.01319468
0.00024703039104891924,-0.01319468
0.00025499911334081986,-0.01319468
0.0002629678356327205,-0.01319468
0.0002709365579246211,-0.01319468
0.0002789052802165217,-0.01319468
0.00028687400250842235,-0.01319468
0.00029484272480032297,-0.01319468
0.0003028114470922236,-0.01319468
0.0003107801693841242,-0.01319468
0.00031874889167602484,-0.01319468
0.00032671761396792546,-0.01319468
0.0003346863362598261,-0.01319468
0.0003426550585517267,-0.01319468
0.0003506237808436273,-0.01319468
0.00035859250313552795,-0.01319468
0.00036656122542742857,-0.01319468
0.0003745299477193292,-0.01319468
0.00038249867001122976,-0.01319468
0.0003904673923031304,-0.01319468
0.000398436114595031,-0.01319468
0.00040640483688693163,-0.01319468
0.00041437355917883225,-0.01319468
0.0004223422814707329,-0.01319468
0.0004303110037626335,-0.01319468
0.0004382797260545341,-0.01319468
0.00044624844834643474,-0.01319468
0.00045421717063833536,-0.011728596
0.000462185892930236,-0.011728596
0.0004701546152221366,-0.01319468
0.00047812333751403723,-0.01319468
0.00048609205980593785,-0.011728596
0.0004940607820978385,-0.01319468
0.0005020295043897392,-0.01319468
0.0005099982266816397,-0.01319468
0.0005179669489735403,-0.01319468
0.000525935671265441,-0.01319468
0.0005339043935573415,-0.01319468
0.0005418731158492422,-0.01319468
0.0005498418381411428,-0.01319468
0.0005578105604330435,-0.01319468
0.000565779282724944,-0.01319468
0.0005737480050168447,-0.01319468
0.0005817167273087453,-0.01319468
0.0005896854496006459,-0.01319468
0.0005976541718925465,-0.01319468
0.0006056228941844472,-0.01319468
0.0006135916164763478,-0.01319468
0.0006215603387682484,-0.01319468
0.000629529061060149,-0.01319468
0.0006374977833520497,-0.01319468
0.0006454665056439502,-0.01319468
0.0006534352279358509,-0.01319468
0.0006614039502277515,-0.01319468
0.0006693726725196522,-0.01319468
0.0006773413948115527,-0.01319468
0.0006853101171034534,-0.01319468
0.000693278839395354,-0.011728596
0.0007012475616872547,-0.01319468
0.0007092162839791552,-0.01319468
0.0007171850062710559,-0.01319468
0.0007251537285629565,-0.011728596
0.0007331224508548571,-0.011728596
0.0007410911731467577,-0.011728596
0.0007490598954386584,-0.011728596
0.000757028617730559,-0.011728596
0.0007649973400224595,-0.011728596
0.0007729660623143602,-0.011728596
0.0007809347846062608,-0.011728596
0.0007889035068981614,-0.011728596
0.000796872229190062,-0.011728596
0.0008048409514819627,-0.011728596
0.0008128096737738633,-0.011728596
0.0008207783960657639,-0.011728596
0.0008287471183576645,-0.011728596
0.0008367158406495652,-0.011728596
0.0008446845629414657,-0.011728596
0.0008526532852333664,-0.011728596
0.000860622007525267,-0.011728596
0.0008685907298171677,-0.011728596
0.0008765594521090682,-0.011728596
0.0008845281744009689,-0.011728596
0.0008924968966928695,-0.011728596
0.0009004656189847702,-0.011728596
0.0009084343412766707,-0.011728596
0.0009164030635685714,-0.011728596
0.000924371785860472,-0.011728596
0.0009323405081523726,-0.011728596
0.0009403092304442732,-0.011728596
0.0009482779527361739,-0.011728596
0.0009562466750280745,-0.011728596
0.0009642153973199751,-0.011728596
0.0009721841196118757,-0.011728596
0.0009801528419037763,-0.011728596
0.000988121564195677,-0.011728596
0.0009960902864875776,-0.011728596
0.0010040590087794783,-0.0102625135
0.0010120277310713788,-0.0102625135
0.0010199964533632794,-0.0102625135
0.0010279651756551801,-0.0102625135
0.0010359338979470806,-0.0102625135
0.0010439026202389812,-0.0102625135
0.001051871342530882,-0.0102625135
0.0010598400648227826,-0.0102625135
0.001067808787114683,-0.0102625135
0.0010757775094065837,-0.0102625135
0.0010837462316984844,-0.0102625135
0.001091714953990385,-0.0102625135
0.0010996836762822856,-0.0102625135
0.0011076523985741862,-0.0102625135
0.001115621120866087,-0.0102625135
0.0011235898431579876,-0.0102625135
0.001131558565449888,-0.0102625135
0.0011395272877417887,-0.0102625135
0.0011474960100336894,-0.0102625135
0.00115546473232559,-0.0102625135
0.0011634334546174905,-0.0102625135
0.0011714021769093912,-0.008796453
0.0011793708992012919,-0.0102625135
0.0011873396214931926,-0.0102625135
0.001195308343785093,-0.0102625135
0.0012032770660769937,-0.0102625135
0.0012112457883688944,-0.0102625135
0.001219214510660795,-0.0102625135
0.0012271832329526955,-0.0102625135
0.0012351519552445962,-0.0102625135
0.0012431206775364969,-0.0102625135
0.0012510893998283975,-0.0102625135
0.001259058122120298,-0.0102625135
0.0012670268444121987,-0.0102625135
0.0012749955667040994,-0.0102625135
0.0012829642889959998,-0.0102625135
0.0012909330112879005,-0.0102625135
0.0012989017335798012,-0.008796453
0.0013068704558717018,-0.008796453
0.0013148391781636023,-0.008796453
0.001322807900455503,-0.008796453
0.0013307766227474037,-0.008796453
0.0013387453450393043,-0.008796453
0.0013467140673312048,-0.008796453
0.0013546827896231055,-0.008796453
0.0013626515119150061,-0.008796453
0.0013706202342069068,-0.008796453
0.0013785889564988073,-0.008796453
0.001386557678790708,-0.008796453
0.0013945264010826086,-0.008796453
0.0014024951233745093,-0.008796453
0.0014104638456664098,-0.008796453
0.0014184325679583104,-0.008796453
0.0014264012902502111,-0.008796453
0.0014343700125421118,-0.008796453
0.0014423387348340123,-0.008796453
0.001450307457125913,-0.008796453
0.0014582761794178136,-0.008796453
0.0014662449017097143,-0.008796453
0.0014742136240016147,-0.008796453
0.0014821823462935154,-0.008796453
0.001490151068585416,-0.008796453
0.0014981197908773168,-0.008796453
0.0015060885131692172,-0.008796453
0.001514057235461118,-0.008796453
0.0015220259577530186,-0.008796453
0.001529994680044919,-0.008796453
0.0015379634023368197,-0.008796453
0.0015459321246287204,-0.008796453
0.001553900846920621,-0.008796453
0.0015618695692125215,-0.008796453
0.0015698382915044222,-0.008796453
0.0015778070137963229,-0.008796453
0.0015857757360882236,-0.008796453
0.001593744458380124,-0.008796453
0.0016017131806720247,-0.008796453
0.0016096819029639254,-0.008796453
0.001617650625255826,-0.008796453
0.0016256193475477265,-0.008796453
0.0016335880698396272,-0.008796453
0.0016415567921315279,-0.008796453
0.0016495255144234285,-0.008796453
0.001657494236715329,-0.008796453
0.0016654629590072297,-0.008796453
0.0016734316812991304,-0.008796453
0.001681400403591031,-0.008796453
0.0016893691258829315,-0.008796453
0.0016973378481748322,-0.008796453
0.0017053065704667328,-0.008796453
0.0017132752927586335,-0.008796453
0.001721244015050534,-0.008796453
0.0017292127373424347,-0.008796453
0.0017371814596343353,-0.008796453
0.001745150181926236,-0.008796453
0.0017531189042181365,-0.008796453
0.0017610876265100371,-0.008796453
0.0017690563488019378,-0.008796453
0.0017770250710938385,-0.008796453
0.001784993793385739,-0.008796453
0.0017929625156776396,-0.008796453
0.0018009312379695403,-0.008796453
0.0018088999602614408,-0.008796453
0.0018168686825533414,-0.008796453
0.0018248374048452421,-0.008796453
0.0018328061271371428,-0.008796453
0.0018407748494290433,-0.008796453
0.001848743571720944,-0.008796453
0.0018567122940128446,-0.008796453
0.0018646810163047453,-0.008796453
0.0018726497385966458,-0.008796453
0.0018806184608885464,-0.008796453
0.001888587183180447,-0.008796453
0.0018965559054723478,-0.008796453
0.0019045246277642482,-0.008796453
0.001912493350056149,-0.008796453
0.0019204620723480496,-0.008796453
0.0019284307946399503,-0.008796453
0.0019363995169318507,-0.008796453
0.0019443682392237514,-0.008796453
0.001952336961515652,-0.008796453
0.0019603056838075525,-0.008796453
0.0019682744060994534,-0.008796453
0.001976243128391354,-0.008796453
0.0019842118506832544,-0.008796453
0.0019921805729751552,-0.008796453
0.0020001492952670557,-0.008796453
0.0020081180175589566,-0.008796453
0.002016086739850857,-0.008796453
0.0020240554621427575,-0.0102625135
0.0020320241844346584,-0.008796453
0.002039992906726559,-0.0102625135
0.0020479616290184593,-0.0102625135
0.0020559303513103602,-0.0102625135
0.0020638990736022607,-0.0102625135
0.002071867795894161,-0.0102625135
0.002079836518186062,-0.0102625135
0.0020878052404779625,-0.0102625135
0.0020957739627698634,-0.0102625135
0.002103742685061764,-0.0102625135
0.0021117114073536643,-0.0102625135
0.002119680129645565,-0.0102625135
0.0021276488519374657,-0.0102625135
0.002135617574229366,-0.0102625135
0.002143586296521267,-0.0102625135
0.0021515550188131675,-0.0102625135
0.0021595237411050684,-0.0102625135
0.002167492463396969,-0.0102625135
0.0021754611856888693,-0.0102625135
0.00218342990798077,-0.0102625135
0.0021913986302726706,-0.0102625135
0.002199367352564571,-0.0102625135
0.002207336074856472,-0.0102625135
0.0022153047971483725,-0.0102625135
0.0022232735194402733,-0.0102625135
0.002231242241732174,-0.0102625135
0.0022392109640240743,-0.0102625135
0.002247179686315975,-0.0102625135
0.0022551484086078756,-0.0102625135
0.002263117130899776,-0.0102625135
0.002271085853191677,-0.0102625135
0.0022790545754835774,-0.0102625135
0.0022870232977754783,-0.0102625135
0.002294992020067379,-0.0102625135
0.0023029607423592792,-0.0102625135
0.00231092946465118,-0.0102625135
0.0023188981869430806,-0.0102625135
0.002326866909234981,-0.0102625135
0.002334835631526882,-0.0102625135
0.0023428043538187824,-0.0102625135
0.002350773076110683,-0.0102625135
0.0023587417984025838,-0.0102625135
0.0023667105206944842,-0.0102625135
0.002374679242986385,-0.0102625135
0.0023826479652782856,-0.0102625135
0.002390616687570186,-0.0102625135
0.002398585409862087,-0.0102625135
0.0024065541321539874,-0.0102625135
0.002414522854445888,-0.0102625135
0.0024224915767377887,-0.0102625135
