,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
0,0,0,0,0.0,-0.0002817711,0.00015494453,-2.205036e-05,-0.62821263,-0.10922251,-1.8072253,-0.3142084,-0.32295126,0.24134904,0.0,0.0,-0.056886375,-0.009890397,0.0,0.0,-0.056886375,-0.009890397,344.8339,2.111779,104.272446,238.44968,236.44336,474.89304,0.21619872372788615,0.27986504394020684
1,1,1,1,7.493000000000777e-06,-0.00028251103,0.00015553646,-2.205036e-05,-0.62894577,-0.10922251,-1.8093344,-0.3142084,-0.32398856,0.24227107,-2.42428e-06,1.8122715e-06,-0.05695276,-0.009890397,-2.424283e-06,1.8122699e-06,-0.05695262,-0.009890373,346.64734,2.111779,105.07066,239.4649,237.45004,476.91495,0.21694121251564097,0.28064881699410366
2,2,2,2,1.4988999999999976e-05,-0.00028310303,0.00015612843,-2.205036e-05,-0.62894595,-0.10922251,-1.8093349,-0.3142084,-0.32491067,0.24319313,-4.8559023e-06,3.6314534e-06,-0.056952775,-0.009890397,-4.855914e-06,3.6314468e-06,-0.0569525,-0.009890349,348.10165,2.111779,105.87199,240.1179,238.09755,478.21545,0.21768317455420122,0.28134503829750696
3,3,3,3,2.24839999999997e-05,-0.00028369494,0.00015672037,-2.2198354e-05,-0.62894577,-0.109955564,-1.8093344,-0.31631723,-0.32571742,0.24411519,-7.2940034e-06,5.4575457e-06,-0.05695276,-0.009956777,-7.2940297e-06,5.4575307e-06,-0.056952342,-0.009956704,349.5588,2.1402209,106.676315,240.74228,238.71666,479.45892,0.21842458649322238,0.281953761964139
4,4,4,4,2.9977000000000475e-05,-0.00028428694,0.00015731234,-2.2198354e-05,-0.62894595,-0.109955564,-1.8093349,-0.31631723,-0.32663953,0.24503726,-9.738583e-06,7.2905486e-06,-0.056952775,-0.009956777,-9.73863e-06,7.2905223e-06,-0.05695222,-0.00995668,351.01923,2.1402209,107.48372,241.39526,239.36415,480.7594,0.21916545717968924,0.28264907564516556
5,5,5,5,3.747299999999967e-05,-0.00028487886,0.00015790429,-2.2198354e-05,-0.62894577,-0.109955564,-1.8093344,-0.31631723,-0.32756153,0.2459593,-1.2190073e-05,9.130462e-06,-0.05695276,-0.009956777,-1.2190148e-05,9.13042e-06,-0.056952067,-0.009956656,352.48245,2.1402209,108.29413,242.0481,240.01149,482.05957,0.2199057553052794,0.2833438233423016
6,6,6,6,4.49679999999994e-05,-0.00028547086,0.00015849624,-2.2198354e-05,-0.628946,-0.109955564,-1.809335,-0.31631723,-0.32848364,0.24688137,-1.4648474e-05,1.09772855e-05,-0.05695278,-0.009956777,-1.4648581e-05,1.0977225e-05,-0.056951944,-0.009956631,353.94894,2.1402209,109.107605,242.70111,240.65901,483.3601,0.2206455298549714,0.28403817150133326
7,7,7,7,5.2461000000000174e-05,-0.00028606277,0.00015908817,-2.2346341e-05,-0.62894595,-0.1106886,-1.8093349,-0.318426,-0.3292904,0.24780338,-1.7113352e-05,1.283102e-05,-0.056952775,-0.010023155,-1.71135e-05,1.28309375e-05,-0.0569518,-0.010022984,355.41827,2.1688519,109.92409,243.32532,241.27797,484.60327,0.22138470945831082,0.28464526601925444
8,8,8,8,5.995699999999937e-05,-0.00028665477,0.00015968016,-2.2346341e-05,-0.628946,-0.1106886,-1.809335,-0.318426,-0.33021253,0.24872549,-1.958471e-05,1.4691665e-05,-0.05695278,-0.010023155,-1.9584902e-05,1.4691556e-05,-0.056951664,-0.010022959,356.89084,2.1688519,110.74369,243.9783,241.92546,485.90375,0.22212342316037417,0.2853387264599642
9,9,9,9,6.745000000000015e-05,-0.0002872467,0.00016027209,-2.2346341e-05,-0.62894595,-0.1106886,-1.8093349,-0.318426,-0.33113453,0.24964751,-2.2062979e-05,1.655922e-05,-0.056952775,-0.010023155,-2.2063223e-05,1.6559083e-05,-0.05695152,-0.0100229345,358.36627,2.1688519,111.56625,244.63116,242.57283,487.20398,0.2228615195469895,0.28603160868546884
10,10,10,10,7.494499999999987e-05,-0.00028783863,0.00016086407,-2.249433e-05,-0.6289457,-0.11142164,-1.8093342,-0.3205348,-0.33194134,0.2505696,-2.4547726e-05,1.8433684e-05,-0.056952752,-0.010089533,-2.4548026e-05,1.8433515e-05,-0.056951355,-0.010089286,359.8448,2.1976738,112.39195,245.25517,243.19157,488.44675,0.22359912752360753,0.2866375321094114
11,11,11,11,8.24399999999996e-05,-0.00028843057,0.000161456,-2.249433e-05,-0.62894577,-0.11142164,-1.8093344,-0.3205348,-0.33286336,0.2514916,-2.703895e-05,2.0315061e-05,-0.05695276,-0.010089533,-2.7039316e-05,2.0314854e-05,-0.05695122,-0.0100892605,361.3264,2.1976738,113.220604,245.90811,243.83902,489.74713,0.2243361199215015,0.2873295303161042
12,12,12,12,8.993399999999985e-05,-0.00028902254,0.00016204799,-2.2642318e-05,-0.6289457,-0.11215466,-1.8093342,-0.32264355,-0.3336702,0.25241372,-2.9536655e-05,2.2203347e-05,-0.056952752,-0.010155912,-2.953709e-05,2.2203101e-05,-0.05695107,-0.010155612,362.81107,2.2266853,114.05238,246.532,244.45767,490.9897,0.2250726653765728,0.2879346905411444
13,13,13,13,9.742999999999905e-05,-0.0002896145,0.00016263992,-2.2642318e-05,-0.62894577,-0.11215466,-1.8093344,-0.32264355,-0.33459222,0.25333574,-3.2040836e-05,2.4098545e-05,-0.05695276,-0.010155912,-3.204135e-05,2.4098254e-05,-0.056950934,-0.0101555865,364.2987,2.2266853,114.88712,247.18489,245.10507,492.28998,0.22580858894461583,0.28862579200836663
14,14,14,14,0.0001049249999999,-0.00029035448,0.0001632319,-2.279031e-05,-0.6296789,-0.11288771,-1.8114434,-0.32475236,-0.33551434,0.25425786,-3.455193e-05,2.600065e-05,-0.057019148,-0.010222291,-3.4552526e-05,2.6000314e-05,-0.057017177,-0.010221938,366.16272,2.2558877,115.72499,248.18184,246.09363,494.27545,0.2265440510558327,0.28931649106171026
15,15,15,15,0.0001124179999999,-0.00029094637,0.00016382383,-2.279031e-05,-0.62967867,-0.11288771,-1.8114429,-0.32475236,-0.33643633,0.25517988,-3.7069934e-05,2.790967e-05,-0.057019126,-0.010222291,-3.707062e-05,2.790928e-05,-0.057017013,-0.010221912,367.6571,2.2558877,116.56582,248.83539,246.74168,495.5771,0.22727889299017795,0.29000661610551814
16,16,16,16,0.0001199129999999,-0.00029153837,0.00016456378,-2.279031e-05,-0.6289458,-0.11288771,-1.8093346,-0.32475236,-0.33747366,0.25633246,-3.9595277e-05,2.9826462e-05,-0.056952767,-0.010222291,-3.9596063e-05,2.9826017e-05,-0.056950513,-0.0102218855,369.1548,2.2558877,117.6212,249.2777,247.18025,496.45795,0.22819673047204628,0.290782506136162
17,17,17,17,0.0001274089999999,-0.00029213028,0.00016515571,-2.2938297e-05,-0.62894577,-0.11362074,-1.8093344,-0.3268611,-0.3382804,0.25725445,-4.2127533e-05,3.1751028e-05,-0.05695276,-0.010288669,-4.212842e-05,3.1750526e-05,-0.05695036,-0.010288236,370.6553,2.28528,118.46887,249.90115,247.79848,497.69965,0.22893033553474101,0.29138550626723136
18,18,18,18,0.0001349019999999,-0.00029272228,0.0001657477,-2.2938297e-05,-0.6289458,-0.11362074,-1.8093346,-0.3268611,-0.33920252,0.25817657,-4.4666267e-05,3.3682503e-05,-0.056952767,-0.010288669,-4.4667268e-05,3.368194e-05,-0.056950223,-0.01028821,372.1591,2.28528,119.31968,250.55414,248.44597,499.00012,0.22966350613967879,0.29207430247173344
19,19,19,19,0.0001423969999999,-0.0002933142,0.00016633968,-2.2938297e-05,-0.62894547,-0.11362074,-1.8093336,-0.3268611,-0.34012458,0.25909868,-4.7211914e-05,3.562089e-05,-0.056952734,-0.010288669,-4.7213027e-05,3.5620258e-05,-0.056950044,-0.010288183,373.6657,2.28528,120.17352,251.20691,249.09323,500.30014,0.23039613165708658,0.29276257979061715
20,20,20,20,0.0001498899999999,-0.00029405416,0.00016693161,-2.3086284e-05,-0.6296788,-0.11435377,-1.8114431,-0.32896987,-0.34104663,0.2600207,-4.976447e-05,3.756619e-05,-0.057019133,-0.010355047,-4.976571e-05,3.7565485e-05,-0.057016294,-0.010354532,375.55344,2.314862,121.030334,252.20822,250.08612,502.29434,0.23112814939986778,0.29345037625278286
21,21,21,21,0.0001573859999999,-0.0002946461,0.00016767156,-2.3086284e-05,-0.62894565,-0.11435377,-1.809334,-0.32896987,-0.34208396,0.26117328,-5.2324365e-05,3.9519262e-05,-0.05695275,-0.010355047,-5.2325737e-05,3.9518483e-05,-0.05694977,-0.010354505,377.06696,2.314862,122.10569,252.64641,250.52063,503.16705,0.23204246229243877,0.2942235999307871
22,22,22,22,0.0001648809999999,-0.00029538607,0.0001682635,-2.3086284e-05,-0.62967885,-0.11435377,-1.8114432,-0.32896987,-0.34312126,0.26209533,-5.489204e-05,4.148011e-05,-0.05701914,-0.010355047,-5.4893546e-05,4.147925e-05,-0.05701601,-0.010354479,378.96323,2.314862,122.96937,253.67902,251.54454,505.22357,0.23277330009336616,0.294996203859807
23,23,23,23,0.0001723749999999,-0.00029597807,0.00016885548,-2.3234277e-05,-0.62967896,-0.11508683,-1.8114437,-0.3310787,-0.34392813,0.2630174,-5.7466623e-05,4.3447864e-05,-0.05701915,-0.010421427,-5.7468274e-05,4.3446922e-05,-0.057015873,-0.010420828,380.4838,2.3446357,123.83613,254.30302,252.1633,506.4663,0.2335036199955462,0.29559676596875406
24,24,24,24,0.0001798699999999,-0.00029656998,0.0001694474,-2.3234277e-05,-0.6296789,-0.11508683,-1.8114434,-0.3310787,-0.34485012,0.2639394,-6.004768e-05,4.5422534e-05,-0.057019148,-0.010421427,-6.0049486e-05,4.54215e-05,-0.057015724,-0.010420801,382.0071,2.3446357,124.70587,254.9566,252.81139,507.768,0.23423335153738675,0.29628257190022983
25,25,25,25,0.0001873649999999,-0.00029730995,0.00017003939,-2.3234277e-05,-0.63041186,-0.11508683,-1.8135521,-0.3310787,-0.34588748,0.26486152,-6.2636085e-05,4.740411e-05,-0.05708552,-0.010421427,-6.263805e-05,4.7402988e-05,-0.057081945,-0.010420774,383.91577,2.3446357,125.57875,255.9924,253.83847,509.83087,0.23496264583143558,0.2970536318886846
26,26,26,26,0.0001948589999999,-0.00029790186,0.00017063132,-2.3382265e-05,-0.6304118,-0.11581986,-1.8135519,-0.3331875,-0.34669426,0.26578355,-6.52314e-05,4.9392598e-05,-0.057085514,-0.010487805,-6.523353e-05,4.939138e-05,-0.05708179,-0.010487121,385.44595,2.3745987,126.45458,256.61676,254.45758,511.07434,0.2356913375406995,0.2976528931940397
27,27,27,27,0.0002023539999999,-0.00029849386,0.0001712233,-2.3382265e-05,-0.63041186,-0.11581986,-1.8135521,-0.3331875,-0.34761634,0.26670563,-6.783319e-05,5.1387997e-05,-0.05708552,-0.010487805,-6.783549e-05,5.1386676e-05,-0.05708165,-0.010487094,386.97943,2.3745987,127.33355,257.2713,255.1066,512.3779,0.236419538117451,0.2983373577364714
28,28,28,28,0.00020985,-0.00029908578,0.00017196321,-2.3382265e-05,-0.62967885,-0.11581986,-1.8114432,-0.3331875,-0.3486536,0.26785815,-7.044233e-05,5.339117e-05,-0.05701914,-0.010487805,-7.044481e-05,5.3389747e-05,-0.057015125,-0.010487067,388.51572,2.3745987,128.43642,257.70468,255.53636,513.241,0.2373289806720478,0.29910676144919457
29,29,29,29,0.0002173429999999,-0.00029982574,0.0001725552,-2.3530252e-05,-0.6304118,-0.11655289,-1.8135519,-0.33529624,-0.34957573,0.26878026,-7.305881e-05,5.5402117e-05,-0.057085514,-0.010554182,-7.306148e-05,5.5400586e-05,-0.05708134,-0.010553411,390.44052,2.4047518,129.32222,258.71353,256.5367,515.25024,0.23805601376985322,0.299790268981818
30,30,30,30,0.0002248379999999,-0.0003004177,0.00017314713,-2.3530252e-05,-0.63041204,-0.11655289,-1.8135525,-0.33529624,-0.35049775,0.2697023,-7.56822e-05,5.7419977e-05,-0.057085533,-0.010554182,-7.568506e-05,5.741833e-05,-0.05708121,-0.010553383,391.98383,2.4047518,130.21098,259.36807,257.18573,516.55383,0.23878246354349203,0.30047322819953404
31,31,31,31,0.0002323309999999,-0.00030100966,0.0001737391,-2.3530252e-05,-0.63041186,-0.11655289,-1.8135521,-0.33529624,-0.35141984,0.27062437,-7.831249e-05,5.9444745e-05,-0.05708552,-0.010554182,-7.8315556e-05,5.9442977e-05,-0.05708105,-0.010553356,393.53006,2.4047518,131.10286,260.02246,257.8346,517.85706,0.23950840958136435,0.3011557730996527
32,32,32,32,0.0002398269999999,-0.00030174962,0.00017447906,-2.3530252e-05,-0.63041186,-0.11655289,-1.8135521,-0.33529624,-0.35257244,0.27177697,-8.0950565e-05,6.147729e-05,-0.05708552,-0.010554182,-8.095384e-05,6.1475395e-05,-0.057080902,-0.010553328,395.46725,2.4047518,132.222,260.8405,258.64578,519.4863,0.24041511149410283,0.302008290378147
