Time (ms),SS316 Alloy Back Surface,SS316 Alloy Front Surface,Al 356 Alloy Back Surface,Al 356 Alloy Front Surface,SS 316 - Al 356 Composite Back Surface,SS 316 - Al 356 Composite Front Surface
0.051445253,650.7801,65.77532,220.68277,128.74821,330.12692,317.93506
0.051460277,650.71155,65.74966,220.74168,128.86696,330.26898,318.28018
0.051475305,650.6429,65.72442,220.80061,128.98718,330.41107,318.62445
0.05149033,650.57416,65.69984,220.85953,129.1089,330.55325,318.96796
0.051505353,650.50543,65.675804,220.91844,129.23215,330.69543,319.31058
0.051520377,650.4366,65.65231,220.97733,129.357,330.83777,319.65237
0.0515354,650.3676,65.629425,221.03622,129.48322,330.98007,319.99326
0.05155043,650.29865,65.60708,221.09511,129.611,331.1224,320.33344
0.051565453,650.2296,65.58538,221.15398,129.74022,331.26483,320.67258
0.051580478,650.16046,65.564186,221.2128,129.87096,331.40723,321.0108
0.0515955,650.0914,65.54363,221.27167,130.00311,331.54965,321.3482
0.05161053,650.02203,65.52362,221.33044,130.13676,331.69217,321.68472
0.051625554,649.9528,65.50426,221.38927,130.2719,331.83463,322.02032
0.051640578,649.8836,65.48544,221.448,130.40846,331.97714,322.3549
0.0516556,649.8142,65.467224,221.50677,130.54642,332.1197,322.68857
0.051670626,649.7449,65.449646,221.56548,130.6859,332.26218,323.02133
0.051685654,649.6755,65.43263,221.62416,130.82677,332.4047,323.3531
0.051700678,649.60614,65.416245,221.68283,130.96906,332.54724,323.68393
0.0517157,649.5367,65.40041,221.74146,131.11276,332.68973,324.0137
0.051730726,649.4672,65.38532,221.80006,131.25795,332.83224,324.34256
0.051745754,649.39777,65.37073,221.85863,131.40445,332.97476,324.67038
0.051760778,649.32837,65.35679,221.91716,131.55243,333.11716,324.9972
0.051775802,649.2589,65.343445,221.97562,131.7018,333.25958,325.3229
0.051790826,649.18945,65.330734,222.03407,131.85254,333.40204,325.6477
0.05180585,649.12,65.31868,222.09248,132.00465,333.54437,325.97144
0.051820878,649.05066,65.30717,222.15082,132.15817,333.6867,326.29404
0.051835902,648.98114,65.29635,222.20914,132.313,333.82907,326.61563
0.051850926,648.9118,65.28613,222.26741,132.46921,333.97128,326.9362
0.05186595,648.84247,65.276566,222.3256,132.62682,334.11346,327.25558
0.051880974,648.7732,65.26768,222.3838,132.78574,334.25565,327.5739
0.051896002,648.70386,65.2594,222.44191,132.94598,334.39767,327.8912
0.051911026,648.6346,65.25171,222.49997,133.10764,334.5397,328.20724
0.05192605,648.5654,65.244774,222.55798,133.27054,334.68164,328.52225
0.051941074,648.4963,65.23837,222.6159,133.43484,334.8235,328.8361
0.051956102,648.42725,65.23262,222.6738,133.6004,334.96527,329.14883
0.051971126,648.35815,65.22762,222.73163,133.76727,335.10696,329.46042
0.05198615,648.2892,65.22321,222.78937,133.93538,335.2486,329.77075
0.052001175,648.2202,65.21945,222.84708,134.1049,335.3901,330.08005
0.0520162,648.1514,65.216324,222.90471,134.27568,335.53156,330.3881
0.052031226,648.08264,65.21385,222.96227,134.44763,335.67285,330.69492
0.05204625,648.014,65.21209,223.01978,134.62099,335.81412,331.0006
0.052061275,647.9454,65.21099,223.0772,134.79549,335.95517,331.3051
0.0520763,647.8769,65.21051,223.13452,134.97133,336.09616,331.60825
0.052091323,647.8085,65.21072,223.19182,135.14842,336.23703,331.91025
0.05210635,647.7401,65.211624,223.249,135.3267,336.37778,332.21103
0.052121375,647.6719,65.21317,223.30614,135.50629,336.51843,332.5106
0.0521364,647.6038,65.21537,223.36314,135.68707,336.65894,332.8088
0.052151423,647.5358,65.2183,223.42012,135.86905,336.79932,333.1059
0.05216645,647.4679,65.22183,223.47697,136.05225,336.93948,333.40164
0.052181475,647.40015,65.22607,223.53377,136.23663,337.0796,333.69608
0.0521965,647.33246,65.230995,223.59047,136.42227,337.21948,333.9892
0.052211523,647.26495,65.23656,223.64706,136.6091,337.35925,334.2811
0.052226547,647.1975,65.24287,223.70358,136.79706,337.49887,334.57162
0.052241575,647.1303,65.249825,223.76004,136.98622,337.6383,334.86087
0.0522566,647.0632,65.25748,223.81636,137.17657,337.77765,335.14874
0.052271623,646.9963,65.26577,223.8726,137.36798,337.91675,335.43533
0.052286647,646.92944,65.274864,223.92877,137.56062,338.0557,335.72058
0.05230167,646.8628,65.28456,223.9848,137.75438,338.19446,336.0045
0.0523167,646.79626,65.29493,224.04074,137.94934,338.33307,336.28696
0.052331723,646.7299,65.30601,224.09659,138.14539,338.4714,336.56808
0.052346747,646.66364,65.31778,224.15234,138.34253,338.60962,336.84787
0.05236177,646.5977,65.330246,224.20796,138.54083,338.7476,337.12625
0.0523768,646.5318,65.34346,224.26347,138.74014,338.8854,337.4032
0.052391823,646.4662,65.35735,224.31891,138.94064,339.02298,337.67883
0.052406847,646.4007,65.37191,224.37422,139.14221,339.1604,337.95294
0.05242187,646.33545,65.387146,224.42943,139.34486,339.29755,338.22568
0.052436896,646.2704,65.40314,224.48451,139.54857,339.4345,338.497
0.052451923,646.2055,65.41977,224.53949,139.7533,339.57126,338.7669
0.052466948,646.1408,65.43714,224.59436,139.95915,339.70776,339.0354
0.05248197,646.07623,65.45521,224.6491,140.16602,339.84406,339.30234
0.052496996,646.012,65.47397,224.70375,140.37396,339.9801,339.56787
0.05251202,645.94794,65.49348,224.75822,140.58287,340.1159,339.8319
0.052527048,645.8841,65.513626,224.81262,140.79291,340.2515,340.0945
0.05254207,645.82043,65.53452,224.86688,141.0039,340.3868,340.35565
0.052557096,645.757,65.556114,224.92099,141.21591,340.52188,340.61523
0.05257212,645.6939,65.57839,224.97499,141.42891,340.65668,340.87335
0.052587148,645.6309,65.60147,225.02887,141.6429,340.79123,341.1299
0.052602172,645.56824,65.625145,225.08266,141.85788,340.92554,341.385
0.052617196,645.50574,65.64956,225.13623,142.07382,341.05954,341.63858
0.05263222,645.4435,65.67472,225.18974,142.29073,341.19333,341.89066
0.052647244,645.38153,65.70057,225.24309,142.50865,341.3268,342.14117
0.052662272,645.31995,65.72712,225.29633,142.72743,341.46005,342.3901
0.052677296,645.2583,65.75436,225.3494,142.94719,341.59296,342.63748
0.05269232,645.19714,65.78233,225.40234,143.16786,341.72556,342.88333
0.052707344,645.13617,65.811066,225.45514,143.38956,341.85794,343.12766
0.052722372,645.0756,65.84044,225.50778,143.61206,341.98996,343.37033
0.052737396,645.0152,65.87055,225.56033,143.83553,342.12173,343.61148
0.05275242,644.95514,65.90141,225.6127,144.05986,342.2532,343.851
0.052767444,644.89526,65.93296,225.66493,144.28513,342.38434,344.08896
0.05278247,644.83575,65.96521,225.71701,144.51117,342.51517,344.32532
0.052797496,644.7765,65.998146,225.76894,144.73822,342.64572,344.56003
0.05281252,644.7175,66.03187,225.82071,144.96606,342.7759,344.79318
0.052827545,644.65894,66.06626,225.87236,145.19482,342.90582,345.02466
0.05284257,644.6005,66.10137,225.92386,145.42433,343.03537,345.25458
0.052857593,644.5424,66.13723,225.97516,145.65474,343.1646,345.48282
0.05287262,644.48474,66.173744,226.02634,145.88597,343.2935,345.70944
0.052887645,644.42725,66.21099,226.07738,146.11804,343.4221,345.93433
0.05290267,644.3702,66.24898,226.12822,146.3509,343.5503,346.15768
0.052917693,644.31335,66.28767,226.17894,146.58455,343.6782,346.37924
0.05293272,644.25696,66.32704,226.22948,146.81905,343.80576,346.59927
0.052947745,644.20087,66.367165,226.27986,147.0543,343.9329,346.8176
0.05296277,644.14496,66.40798,226.33006,147.29028,344.05975,347.0342
0.052977793,644.0895,66.44954,226.38014,147.52711,344.18625,347.24915
0.052992817,644.03436,66.49179,226.43001,147.76466,344.31232,347.46237
0.053007845,643.97955,66.53474,226.47974,148.00302,344.43808,347.67395
0.05302287,643.92505,66.57837,226.5293,148.24205,344.56345,347.8838
0.053037893,643.8711,66.62275,226.57869,148.48181,344.68845,348.09195
0.053052917,643.8173,66.66788,226.6279,148.72235,344.8131,348.29837
0.05306794,643.76404,66.7137,226.67697,148.96355,344.93735,348.50305
0.05308297,643.71094,66.76021,226.72583,149.20552,345.06125,348.70605
0.053097993,643.65826,66.8074,226.77454,149.4482,345.18472,348.90732
0.053113017,643.60596,66.8553,226.82306,149.69151,345.30783,349.10678
0.05312804,643.554,66.90399,226.8714,149.93555,345.43054,349.30457
0.05314307,643.50244,66.953316,226.91959,150.18025,345.55286,349.50055
0.053158093,643.45135,67.00339,226.96758,150.42558,345.67477,349.69485
0.053173117,643.4005,67.05411,227.01538,150.67155,345.79623,349.88742
0.05318814,643.3502,67.10557,227.06303,150.91818,345.91736,350.07816
0.053203166,643.30023,67.15772,227.11049,151.1655,346.0381,350.2671
0.053218193,643.25055,67.21062,227.15776,151.41339,346.1584,350.4543
0.053233217,643.2013,67.26415,227.20483,151.66199,346.27826,350.6397
0.05324824,643.1525,67.318436,227.25174,151.91109,346.39764,350.8234
0.053263266,643.10406,67.373405,227.29843,152.1609,346.51672,351.0052
0.05327829,643.056,67.42907,227.34497,152.41121,346.63528,351.1853
0.053293318,643.00854,67.485435,227.39134,152.66205,346.7535,351.36356
0.05330834,642.96136,67.542435,227.43747,152.91359,346.87122,351.54
0.053323366,642.9145,67.60023,227.48341,153.16566,346.98856,351.7147
0.05333839,642.8682,67.65871,227.5292,153.41826,347.1054,351.8875
0.053353418,642.8222,67.717834,227.57478,153.67145,347.22186,352.0585
0.05336844,642.77673,67.77761,227.6202,153.92516,347.33783,352.22778
0.053383466,642.7316,67.83813,227.66537,154.17935,347.4534,352.3951
0.05339849,642.687,67.89933,227.71039,154.43411,347.56848,352.56073
0.053413514,642.64276,67.961235,227.75516,154.68936,347.68307,352.72437
0.053428542,642.59906,68.02387,227.79979,154.94518,347.7973,352.8863
0.053443566,642.55566,68.087105,227.8442,155.2014,347.91107,353.04636
0.05345859,642.5128,68.15104,227.8884,155.45811,348.0243,353.20456
0.053473614,642.4704,68.2157,227.9324,155.7154,348.13712,353.36087
0.053488642,642.4284,68.28101,227.97621,155.97307,348.24945,353.5154
0.053503666,642.38684,68.34697,228.01984,156.23116,348.36136,353.66797
0.05351869,642.3458,68.413666,228.06322,156.48973,348.47275,353.8188
0.053533714,642.3052,68.481,228.1064,156.74876,348.58365,353.96774
0.05354874,642.265,68.54903,228.14943,157.00826,348.6941,354.11478
0.053563766,642.2253,68.61771,228.19223,157.26816,348.80408,354.25998
0.05357879,642.1861,68.68703,228.23482,157.5284,348.9136,354.4032
0.053593814,642.14734,68.75708,228.2772,157.7891,349.02258,354.54462
0.05360884,642.1091,68.82773,228.31937,158.05017,349.13113,354.6841
0.053623863,642.0712,68.89907,228.36136,158.31166,349.23917,354.8218
0.05363889,642.03394,68.971115,228.4031,158.57352,349.3467,354.95764
0.053653914,641.997,69.04373,228.44464,158.83566,349.45374,355.0915
0.05366894,641.96063,69.1171,228.48598,159.09825,349.56024,355.22342
0.053683963,641.9248,69.19106,228.52711,159.36116,349.66632,355.35345
0.05369899,641.8894,69.26572,228.56805,159.62442,349.77185,355.48172
0.053714015,641.8545,69.341064,228.60873,159.88802,349.8769,355.608
0.05372904,641.82007,69.416954,228.64923,160.15192,349.98145,355.73236
0.053744063,641.78613,69.49354,228.68951,160.41609,350.08545,355.85483
0.053759087,641.75275,69.57076,228.72958,160.68065,350.189,355.9754
0.053774115,641.71985,69.64867,228.76942,160.94543,350.29196,356.0941
0.05378914,641.68744,69.72713,228.8091,161.21053,350.39447,356.21072
0.053804163,641.6555,69.80629,228.8485,161.47586,350.49643,356.3256
0.053819187,641.62415,69.88607,228.88773,161.7415,350.59787,356.43842
0.05383421,641.59326,69.96655,228.92668,162.00745,350.69885,356.54944
0.05384924,641.5629,70.047585,228.96548,162.27359,350.79922,356.65848
0.053864263,641.533,70.12925,229.00401,162.53996,350.8991,356.76562
0.053879287,641.5037,70.21162,229.04233,162.8066,350.99844,356.8708
0.05389431,641.4749,70.29452,229.08047,163.07343,351.09723,356.97406
0.05390934,641.4466,70.37801,229.11836,163.34042,351.19556,357.07538
0.053924363,641.4189,70.46225,229.15605,163.6077,351.2933,357.17474
0.053939387,641.3916,70.54698,229.1935,163.8751,351.39053,357.27222
0.05395441,641.365,70.63241,229.2307,164.14272,351.48718,357.36777
0.053969435,641.3386,70.71842,229.26772,164.41058,351.58334,357.46133
0.053984463,641.31305,70.80502,229.3045,164.67853,351.67892,357.55295
0.053999487,641.28796,70.89227,229.34106,164.94664,351.77402,357.64264
0.05401451,641.26337,70.98012,229.37744,165.21492,351.86847,357.73044
0.054029536,641.23926,71.0685,229.41353,165.48335,351.9625,357.81628
0.05404456,641.2158,71.157524,229.4494,165.75189,352.05588,357.9001
0.054059587,641.1928,71.24709,229.4851,166.0205,352.14874,357.982
0.05407461,641.1704,71.33735,229.52054,166.28934,352.24103,358.06195
0.054089636,641.1487,71.4281,229.55574,166.5582,352.33282,358.14
0.05410466,641.12726,71.519485,229.59074,166.82722,352.42404,358.21606
0.054119688,641.10657,71.61143,229.62552,167.09627,352.51468,358.29016
0.05413471,641.08636,71.70396,229.66005,167.36546,352.60477,358.36237
0.054149736,641.0666,71.79708,229.69438,167.63466,352.6943,358.4326
0.05416476,641.04755,71.89079,229.72847,167.90393,352.7833,358.50082
0.054179784,641.029,71.985,229.76233,168.17326,352.87167,358.56708
0.05419481,641.011,72.07984,229.79597,168.44264,352.95956,358.63147
0.054209836,640.99365,72.175186,229.82936,168.71205,353.0468,358.69385
0.05422486,640.97675,72.271164,229.86253,168.98149,353.1335,358.7543
0.054239884,640.96045,72.36764,229.89548,169.25087,353.21967,358.8128
0.05425491,640.94464,72.46471,229.9282,169.52032,353.3053,358.86935
0.054269936,640.9295,72.56227,229.9607,169.78978,353.39023,358.92392
0.05428496,640.91486,72.660416,229.99295,170.05922,353.47476,358.97656
0.054299984,640.9008,72.75912,230.025,170.32867,353.5586,359.02722
0.05431501,640.8873,72.85834,230.0568,170.598,353.64185,359.07596
0.054330036,640.8745,72.95813,230.0884,170.86737,353.7246,359.12262
0.05434506,640.8621,73.05844,230.11975,171.13666,353.8068,359.16754
0.054360084,640.8504,73.15921,230.1509,171.40591,353.88828,359.21033
0.05437511,640.83923,73.26056,230.18175,171.67511,353.96936,359.2512
0.054390132,640.8286,73.362465,230.21242,171.94424,354.04977,359.29016
0.05440516,640.81866,73.46484,230.24286,172.21329,354.12958,359.32715
0.054420184,640.80914,73.567726,230.27304,172.48222,354.20883,359.36218
0.05443521,640.80035,73.67116,230.30302,172.7511,354.2875,359.3953
0.054450233,640.792,73.77507,230.33276,173.01984,354.36563,359.42642
0.05446526,640.7843,73.87953,230.36227,173.28845,354.44318,359.45554
0.054480284,640.7772,73.98443,230.39157,173.55695,354.52008,359.48276
0.05449531,640.7707,74.08983,230.42064,173.82533,354.59644,359.5081
0.054510333,640.7648,74.19576,230.44943,174.09352,354.6722,359.53143
0.054525357,640.7593,74.30219,230.47806,174.36162,354.74738,359.5528
0.054540385,640.7546,74.40906,230.5064,174.62955,354.82196,359.57224
0.05455541,640.75037,74.516426,230.53455,174.89728,354.896,359.58975
0.054570433,640.7468,74.62428,230.56247,175.1649,354.96942,359.60526
0.054585457,640.7437,74.732574,230.59015,175.43228,355.04224,359.61884
0.05460048,640.7413,74.84138,230.61755,175.6995,355.11447,359.63052
0.05461551,640.7394,74.950615,230.64482,175.96648,355.18616,359.64032
0.054630533,640.7382,75.06038,230.67178,176.23328,355.25723,359.64807
0.054645557,640.7377,75.17051,230.69856,176.49986,355.32767,359.65387
0.05466058,640.7375,75.281166,230.7251,176.76624,355.39755,359.65784
0.05467561,640.73816,75.39222,230.7514,177.03235,355.4669,359.65985
0.054690633,640.73914,75.50372,230.77748,177.29822,355.53558,359.6599
0.054705657,640.74084,75.61571,230.8033,177.56384,355.60373,359.65802
0.05472068,640.74316,75.728096,230.82893,177.8292,355.67126,359.65427
0.054735705,640.7461,75.84091,230.85434,178.09431,355.73822,359.64853
0.054750733,640.74963,75.954185,230.87952,178.35918,355.8046,359.64093
0.054765757,640.7537,76.0679,230.90446,178.62369,355.8703,359.63138
0.05478078,640.7583,76.18195,230.92914,178.88797,355.93552,359.61987
0.054795805,640.7637,76.2965,230.95364,179.15193,356.00006,359.60648
0.05481083,640.7695,76.411446,230.9779,179.41559,356.0641,359.5912
0.054825857,640.776,76.52677,231.00195,179.67891,356.12744,359.57394
0.05484088,640.7831,76.642555,231.02574,179.94193,356.19028,359.55487
0.054855905,640.7908,76.758675,231.04935,180.20457,356.25247,359.53384
0.05487093,640.799,76.87524,231.07268,180.46689,356.31415,359.51093
0.054885957,640.8078,76.99209,231.09583,180.7289,356.37515,359.48605
0.05490098,640.8173,77.10944,231.11874,180.99051,356.43567,359.45938
0.054916006,640.8274,77.22713,231.14142,181.2518,356.49545,359.43076
0.05493103,640.838,77.34521,231.1639,181.51268,356.55475,359.40024
0.054946054,640.84924,77.46363,231.18611,181.77322,356.61346,359.36783
0.05496108,640.8611,77.582466,231.20816,182.03333,356.67157,359.3336
0.054976106,640.8734,77.701614,231.22995,182.29309,356.72906,359.29742
0.05499113,640.88654,77.82113,231.25153,182.55244,356.78595,359.25937
0.055006154,640.90015,77.941025,231.2729,182.81133,356.8423,359.2195
0.05502118,640.9143,78.06127,231.29402,183.06982,356.89807,359.17767
0.055036206,640.92914,78.18191,231.31491,183.32791,356.95322,359.13406
0.05505123,640.94464,78.30279,231.33565,183.58556,357.00778,359.0886
0.055066254,640.96063,78.42406,231.35611,183.84271,357.06174,359.0412
0.055081278,640.9772,78.545685,231.37636,184.0995,357.11514,358.99194
0.055096306,640.9944,78.66758,231.39641,184.3558,357.16797,358.9409
0.05511133,641.01215,78.78984,231.41624,184.61165,357.22018,358.88794
0.055126354,641.0305,78.912384,231.43584,184.86694,357.27185,358.83316
0.05514138,641.04944,79.03524,231.45523,185.12186,357.32288,358.77646
0.055156402,641.06903,79.15842,231.47441,185.37622,357.37338,358.7181
0.05517143,641.0891,79.2819,231.49335,185.63014,357.42334,358.65784
0.055186454,641.10986,79.40572,231.5121,185.88353,357.47263,358.59564
0.05520148,641.1313,79.52978,231.53062,186.13641,357.5214,358.53168
0.055216502,641.1531,79.65414,231.54895,186.38872,357.5696,358.4659
0.05523153,641.17566,79.778786,231.56705,186.6406,357.61722,358.39844
0.055246554,641.19867,79.90374,231.58498,186.89189,357.6642,358.329
0.05526158,641.2224,80.02894,231.60265,187.14268,357.71063,358.2578
0.055276603,641.2467,80.15441,231.62009,187.39287,357.75647,358.18478
0.055291627,641.2715,80.280136,231.63737,187.64249,357.8018,358.11005
0.055306654,641.29694,80.40616,231.65442,187.89162,357.84656,358.0334
0.05532168,641.3228,80.53238,231.67128,188.14017,357.89072,357.955
0.055336703,641.3495,80.658936,231.6879,188.38814,357.93427,357.87485
0.055351727,641.37665,80.7857,231.70435,188.63548,357.97726,357.79285
0.05536675,641.4044,80.91265,231.72058,188.88228,358.01968,357.70914
0.05538178,641.4327,81.03989,231.7366,189.12846,358.0616,357.62366
0.055396803,641.4616,81.16737,231.75243,189.37402,358.1029,357.5364
0.055411827,641.4911,81.295044,231.76804,189.61902,358.14368,357.44733
0.05542685,641.5211,81.42297,231.78343,189.8634,358.18387,357.35654
0.05544188,641.5518,81.551094,231.79866,190.1071,358.2235,357.2641
0.055456903,641.583,81.67941,231.81366,190.35019,358.26257,357.16986
0.055471927,641.61475,81.80797,231.82849,190.59268,358.30106,357.07385
0.05548695,641.6471,81.93672,231.8431,190.83449,358.33905,356.9761
0.055501975,641.67993,82.065674,231.8575,191.07565,358.37643,356.87662
0.055517003,641.71344,82.19481,231.87172,191.31615,358.4133,356.77542
0.055532027,641.74744,82.32414,231.88574,191.55597,358.4496,356.67255
0.05554705,641.78204,82.45358,231.89955,191.79515,358.48535,356.5679
0.055562075,641.8172,82.58325,231.91321,192.03366,358.5205,356.4616
0.0555771,641.85297,82.71312,231.92662,192.27145,358.5552,356.35358
0.055592127,641.8892,82.84314,231.93987,192.50854,358.58926,356.24384
0.05560715,641.9261,82.97336,231.95293,192.74496,358.62283,356.13248
0.055622175,641.9635,83.10365,231.96579,192.98068,358.65585,356.01935
0.0556372,642.00146,83.23415,231.97847,193.21564,358.6884,355.90457
0.055652227,642.04004,83.3648,231.99095,193.44995,358.72028,355.78818
0.05566725,642.079,83.49554,232.00323,193.68347,358.75174,355.67004
0.055682275,642.1185,83.62648,232.01534,193.91629,358.78256,355.55032
0.0556973,642.1588,83.7575,232.0273,194.1484,358.8129,355.42892
0.055712324,642.19934,83.88862,232.03899,194.37975,358.84268,355.30585
0.05572735,642.24066,84.01996,232.05057,194.61029,358.87198,355.18115
0.055742376,642.28253,84.15136,232.06194,194.84012,358.90073,355.05493
0.0557574,642.32477,84.28282,232.07312,195.0692,358.92896,354.9269
0.055772424,642.3677,84.41448,232.08415,195.2975,358.95667,354.79733
0.055787448,642.411,84.54618,232.095,195.52501,358.9839,354.66617
0.055802476,642.45496,84.67793,232.10564,195.75177,359.0105,354.5334
0.0558175,642.4994,84.809875,232.1161,195.9777,359.03665,354.399
0.055832524,642.54443,84.941864,232.1264,196.2029,359.06226,354.26303
0.055847548,642.5899,85.0739,232.13655,196.42728,359.08737,354.1254
0.055862576,642.6359,85.20608,232.14647,196.65079,359.112,353.98636
0.0558776,642.68243,85.33825,232.15628,196.87355,359.13608,353.8456
0.055892624,642.72955,85.47052,232.16586,197.09552,359.15973,353.7033
0.055907648,642.7772,85.60284,232.17532,197.3166,359.1828,353.55945
0.055922672,642.8254,85.73525,232.18457,197.5369,359.2054,353.41406
0.0559377,642.874,85.86761,232.1937,197.75635,359.22745,353.26715
0.055952724,642.9231,86.000114,232.20264,197.97495,359.24905,353.11868
0.05596775,642.9728,86.13262,232.21141,198.19272,359.27014,352.96863
0.055982772,643.0229,86.26516,232.22002,198.40967,359.29077,352.81714
0.0559978,643.0736,86.39775,232.22847,198.62575,359.3109,352.6641
0.056012824,643.1248,86.53034,232.23676,198.84094,359.3305,352.50955
0.05602785,643.17645,86.662926,232.24486,199.05524,359.34964,352.35355
0.056042872,643.2286,86.795555,232.25285,199.26869,359.36832,352.19598
0.056057896,643.28125,86.92814,232.26062,199.4813,359.3865,352.03693
0.056072924,643.33435,87.060814,232.26831,199.69301,359.4042,351.87646
0.05608795,643.38806,87.19344,232.27579,199.90378,359.42145,351.71442
0.056102972,643.4422,87.32606,232.28313,200.11371,359.4382,351.55096
0.056117997,643.4967,87.458664,232.29033,200.32275,359.45447,351.3861
0.05613302,643.55194,87.59123,232.29735,200.53087,359.47034,351.2197
0.05614805,643.6075,87.723785,232.30424,200.73802,359.48566,351.052
0.056163073,643.6635,87.85634,232.31099,200.94434,359.50058,350.88272
0.056178097,643.72003,87.98884,232.31758,201.14969,359.51505,350.71207
0.05619312,643.777,88.12129,232.324,201.35411,359.52902,350.54004
0.05620815,643.83453,88.253685,232.3303,201.55765,359.54254,350.3666
0.056223173,643.89246,88.38608,232.33649,201.76021,359.5556,350.19168
0.056238197,643.95074,88.51837,232.34248,201.9619,359.56827,350.01547
0.05625322,644.0097,88.65066,232.34839,202.16258,359.5804,349.83783
0.056268245,644.06903,88.782845,232.3541,202.36229,359.59216,349.65884
0.056283273,644.1288,88.91492,232.35971,202.56108,359.60345,349.4785
0.056298297,644.1889,89.047,232.36517,202.75891,359.61438,349.29675
0.05631332,644.24963,89.178925,232.3705,202.95583,359.62485,349.11362
0.056328345,644.3107,89.3108,232.37569,203.1517,359.63486,348.9292
0.05634337,644.37225,89.44257,232.38072,203.34659,359.6444,348.7434
0.056358397,644.4343,89.57429,232.38571,203.54054,359.65353,348.55627
0.05637342,644.49664,89.70586,232.3905,203.73355,359.66235,348.3679
0.056388445,644.55945,89.83731,232.39519,203.92549,359.67062,348.17813
0.05640347,644.62274,89.96873,232.39972,204.11652,359.6786,347.98715
0.056418497,644.6864,90.09994,232.40414,204.30653,359.68597,347.79483
0.05643352,644.75055,90.23105,232.40846,204.49548,359.6931,347.60117
0.056448545,644.8151,90.3621,232.41261,204.6835,359.69974,347.40634
0.05646357,644.88007,90.49296,232.41667,204.87047,359.70605,347.21017
0.056478593,644.94543,90.62366,232.42061,205.05644,359.7119,347.01285
0.05649362,645.0113,90.75425,232.42444,205.24141,359.71747,346.81412
0.056508645,645.07745,90.88475,232.42815,205.42535,359.72253,346.61426
0.05652367,645.1441,91.015045,232.43172,205.60823,359.72717,346.41318
0.056538694,645.211,91.14514,232.43523,205.79013,359.73148,346.21085
0.056553718,645.2784,91.27514,232.43858,205.97096,359.7354,346.0073
0.056568746,645.3462,91.40492,232.44185,206.15077,359.73898,345.80255
0.05658377,645.41437,91.53457,232.445,206.32954,359.74222,345.59656
0.056598794,645.48285,91.66401,232.44803,206.50726,359.74496,345.38943
0.056613818,645.5518,91.7933,232.45099,206.6839,359.7474,345.18112
0.056628846,645.62103,91.922424,232.45384,206.85954,359.74945,344.97168
0.05664387,645.69086,92.051315,232.45657,207.03413,359.75116,344.76096
0.056658894,645.7609,92.180046,232.45917,207.20764,359.75253,344.54922
0.056673918,645.8313,92.308525,232.46172,207.38008,359.7535,344.33627
0.056688942,645.90204,92.43685,232.46416,207.55147,359.75412,344.12228
0.05670397,645.9732,92.56493,232.4665,207.72176,359.7544,343.907
0.056718994,646.0447,92.69282,232.46872,207.891,359.7543,343.69083
0.056734018,646.11664,92.820496,232.47089,208.05916,359.75397,343.47336
0.056749042,646.1888,92.947876,232.47295,208.22624,359.7532,343.25494
0.05676407,646.2613,93.075096,232.47495,208.3922,359.75217,343.0353
0.056779094,646.3342,93.20207,232.4768,208.55711,359.75067,342.81467
0.056794118,646.4074,93.3288,232.4786,208.72093,359.74893,342.59296
0.056809142,646.481,93.45523,232.48035,208.88364,359.74686,342.3702
0.056824166,646.5549,93.581505,232.48195,209.04526,359.74445,342.14636
0.056839194,646.62915,93.70747,232.48347,209.20573,359.7418,341.92154
0.05685422,646.7037,93.83315,232.48499,209.36516,359.7388,341.6957
0.056869242,646.77856,93.95862,232.48637,209.52348,359.7354,341.46875
0.056884266,646.85376,94.08379,232.48767,209.68068,359.73178,341.24088
0.05689929,646.92926,94.20876,232.48892,209.83676,359.72787,341.01196
0.05691432,647.005,94.3334,232.49007,209.99174,359.7236,340.78207
0.056929342,647.08105,94.45772,232.49115,210.1456,359.71906,340.55124
0.056944367,647.15753,94.58179,232.4922,210.29828,359.71423,340.31943
0.05695939,647.2343,94.70556,232.49316,210.4499,359.70914,340.0866
0.05697442,647.3111,94.82909,232.49402,210.6004,359.7037,339.85287
0.056989443,647.3885,94.95226,232.49486,210.74971,359.698,339.6182
0.057004467,647.46606,95.075096,232.49562,210.89796,359.69205,339.38263
0.05701949,647.5438,95.19767,232.49634,211.045,359.6858,339.14606
0.057034515,647.622,95.31995,232.49695,211.19093,359.6793,338.90863
0.057049543,647.70044,95.44187,232.49754,211.33575,359.6725,338.6703
0.057064567,647.77905,95.563446,232.49806,211.47942,359.66547,338.43103
0.05707959,647.85803,95.68478,232.49854,211.62193,359.6582,338.1909
0.057094615,647.937,95.805695,232.49896,211.76332,359.65063,337.94998
0.05710964,648.01654,95.926285,232.49928,211.90352,359.64282,337.70813
0.057124667,648.0962,96.04656,232.49959,212.04257,359.63474,337.46545
0.05713969,648.17615,96.1665,232.49988,212.18048,359.6265,337.22192
0.057154715,648.25635,96.28603,232.50008,212.31726,359.61792,336.97754
0.05716974,648.3367,96.40531,232.50026,212.45284,359.60916,336.73236
0.057184767,648.41736,96.52414,232.5004,212.58725,359.60013,336.4864
0.05719979,648.4982,96.64263,232.50049,212.72055,359.5909,336.23962
0.057214815,648.57935,96.76077,232.50055,212.8526,359.58148,335.99203
0.05722984,648.6607,96.8785,232.50053,212.98358,359.57178,335.7437
0.057244863,648.74225,96.995895,232.50052,213.11333,359.56186,335.4946
