Strain (mm/mm),SS316 Alloy Back Surface,SS316 Alloy Front Surface,Al 356 Alloy Back Surface,Al 356 Alloy Front Surface,SS 316 - Al 356 Composite Back Surface,SS 316 - Al 356 Composite Front Surface
-0.09857013,681.3119,103.65528,254.95868,194.27318,383.95978,327.8714
-0.09859369,681.30334,103.564354,254.99086,194.32745,384.00214,327.89316
-0.09861723,681.29407,103.473236,255.02321,194.38148,384.04477,327.915
-0.098640665,681.2842,103.38203,255.05565,194.43538,384.08786,327.93692
-0.09866421,681.2738,103.290665,255.0883,194.48917,384.13132,327.95877
-0.098687746,681.26276,103.19911,255.12105,194.54282,384.17514,327.98077
-0.098711304,681.25104,103.10751,255.15395,194.59634,384.21936,328.00275
-0.098734856,681.23865,103.015724,255.18698,194.64963,384.26395,328.02484
-0.0987584,681.22565,102.92388,255.2202,194.70284,384.30887,328.0469
-0.098781824,681.21204,102.831856,255.2535,194.75595,384.35422,328.06903
-0.09880537,681.19775,102.73978,255.28696,194.80884,384.3999,328.09116
-0.09882891,681.18286,102.64756,255.32057,194.86157,384.44598,328.11343
-0.09885246,681.1675,102.555244,255.3543,194.9142,384.4924,328.13568
-0.09887599,681.1513,102.46288,255.38817,194.96667,384.5392,328.158
-0.098899536,681.1346,102.37037,255.42218,195.01903,384.58636,328.18042
-0.09892308,681.1174,102.277824,255.45633,195.07117,384.63385,328.20285
-0.098946616,681.09937,102.185135,255.49063,195.12323,384.68173,328.22528
-0.09897015,681.0808,102.092445,255.52502,195.1751,384.73,328.24783
-0.098993696,681.06165,101.99965,255.55957,195.22685,384.7786,328.2704
-0.099017225,681.0418,101.90677,255.59424,195.27844,384.8276,328.29306
-0.09904087,681.0214,101.81388,255.62907,195.32988,384.87683,328.31573
-0.09906442,681.00055,101.72091,255.664,195.38115,384.92654,328.3384
-0.099087946,680.9789,101.62789,255.69905,195.43233,384.9766,328.36127
-0.09911149,680.9567,101.53487,255.73425,195.48337,385.02695,328.38412
-0.09913503,680.93384,101.44181,255.76958,195.53421,385.07764,328.407
-0.09915855,680.91046,101.34865,255.80502,195.58487,385.12875,328.43
-0.099182084,680.88654,101.25553,255.84059,195.63548,385.1801,328.453
-0.09920562,680.8619,101.16233,255.8763,195.68591,385.2319,328.476
-0.09922927,680.8368,101.06918,255.91214,195.7362,385.284,328.4992
-0.099252805,680.811,100.975975,255.94804,195.78629,385.33643,328.5224
-0.099276334,680.78467,100.88278,255.98412,195.83627,385.38913,328.54565
-0.099299856,680.7577,100.78954,256.02032,195.8861,385.44223,328.56897
-0.099323496,680.7303,100.69639,256.0566,195.9358,385.49564,328.59225
-0.09934703,680.70215,100.6032,256.09302,195.98532,385.54944,328.61566
-0.09937056,680.67346,100.51006,256.12955,196.03471,385.60355,328.63916
-0.099394195,680.6443,100.41688,256.16623,196.08397,385.658,328.66275
-0.09941773,680.61444,100.32379,256.20297,196.13304,385.7127,328.6863
-0.09944125,680.584,100.23071,256.2399,196.18202,385.7678,328.71002
-0.099464886,680.5532,100.13767,256.2769,196.2308,385.82312,328.73373
-0.09948842,680.52167,100.04469,256.31396,196.27946,385.87885,328.75748
-0.099511944,680.48956,99.95171,256.35123,196.32794,385.93488,328.78134
-0.09953557,680.457,99.85878,256.38855,196.3763,385.99124,328.80527
-0.0995591,680.4238,99.76596,256.42596,196.42448,386.04788,328.82916
-0.09958274,680.39014,99.67319,256.46353,196.47255,386.10486,328.8532
-0.09960626,680.3558,99.58051,256.5012,196.52048,386.1621,328.87726
-0.099629894,680.3211,99.48788,256.5389,196.56824,386.21967,328.90146
-0.099653415,680.2857,99.3953,256.5768,196.61588,386.2776,328.92566
-0.09967704,680.2498,99.30288,256.61475,196.66331,386.33575,328.94992
-0.09970057,680.21344,99.2105,256.6528,196.71068,386.3942,328.97433
-0.09972419,680.17645,99.11818,256.691,196.7578,386.45297,328.99866
-0.09974771,680.1389,99.02605,256.72925,196.80486,386.51212,329.0232
-0.09977134,680.1009,98.933975,256.76764,196.85176,386.5714,329.0477
-0.09979496,680.06244,98.84205,256.8061,196.89848,386.63104,329.07224
-0.09981848,680.0233,98.75017,256.84467,196.94507,386.69098,329.0969
-0.09984212,679.98376,98.65849,256.8833,196.99152,386.75128,329.12158
-0.09986564,679.9436,98.56691,256.92206,197.0378,386.81177,329.14642
-0.09988927,679.9031,98.47549,256.9609,197.08394,386.8725,329.17126
-0.09991288,679.86194,98.3842,256.99985,197.12994,386.93362,329.19614
-0.09993651,679.82043,98.293015,257.03888,197.17581,386.99496,329.22107
-0.09996002,679.77826,98.20197,257.07797,197.22153,387.05655,329.24612
-0.09998364,679.7356,98.11119,257.1172,197.26709,387.1185,329.27118
-0.100007266,679.69257,98.020454,257.15646,197.3125,387.18066,329.29633
-0.10003078,679.64886,97.92996,257.19586,197.35777,387.24304,329.32153
-0.10005441,679.60486,97.83956,257.23532,197.4029,387.30576,329.34677
-0.100078024,679.5603,97.74941,257.27487,197.44785,387.36868,329.37213
-0.100101635,679.51526,97.65942,257.31448,197.49272,387.4319,329.39746
-0.10012526,679.4698,97.56962,257.35422,197.53738,387.49536,329.423
-0.10014877,679.4237,97.48001,257.39398,197.58197,387.55905,329.44846
-0.10017239,679.3773,97.3906,257.4339,197.62633,387.62302,329.47403
-0.10019602,679.3304,97.30139,257.47382,197.67058,387.68726,329.49966
-0.10021964,679.283,97.21238,257.51382,197.71472,387.75165,329.52536
-0.100243255,679.2351,97.12362,257.55396,197.75868,387.8164,329.55115
-0.10026687,679.1869,97.03504,257.59412,197.80247,387.88132,329.5769
-0.100290485,679.13806,96.94666,257.6343,197.84619,387.94647,329.6028
-0.100314096,679.0889,96.85859,257.67465,197.88968,388.0119,329.6287
-0.100337714,679.0393,96.77069,257.71503,197.93307,388.07755,329.65475
-0.100361325,678.9892,96.68306,257.7555,197.97633,388.14343,329.68076
-0.10038494,678.9387,96.59571,257.79602,198.01945,388.2095,329.70682
-0.10040856,678.88776,96.50857,257.8366,198.0624,388.27585,329.733
-0.10043217,678.8364,96.42166,257.87726,198.10521,388.34238,329.7592
-0.10045578,678.7846,96.33507,257.91797,198.14789,388.4091,329.7855
-0.10047938,678.7324,96.248695,257.95874,198.19041,388.47614,329.81183
-0.100503,678.6798,96.162636,257.99957,198.23282,388.54327,329.8382
-0.10052661,678.6267,96.076866,258.0405,198.27505,388.6107,329.86456
-0.10055022,678.5733,95.99133,258.08142,198.31715,388.67828,329.89114
-0.10057382,678.5195,95.9061,258.12244,198.35915,388.74612,329.9177
-0.100597434,678.4652,95.82117,258.16348,198.40097,388.8141,329.94427
-0.10062105,678.4106,95.73652,258.20465,198.44264,388.88235,329.97092
-0.10064466,678.3555,95.652214,258.2458,198.48419,388.95074,329.99762
-0.10066826,678.30005,95.56821,258.28702,198.52557,389.01932,330.02432
-0.10069186,678.2443,95.4845,258.3283,198.5668,389.0881,330.05118
-0.10071558,678.18823,95.40107,258.36963,198.60793,389.15707,330.07806
-0.10073919,678.1316,95.31799,258.41098,198.64891,389.22626,330.10495
-0.100762784,678.0747,95.23531,258.45242,198.68977,389.29556,330.1319
-0.100786395,678.0174,95.15287,258.4939,198.73045,389.36505,330.1589
-0.100809984,677.9598,95.07082,258.53537,198.77103,389.43475,330.18594
-0.10083371,677.9018,94.98912,258.57693,198.81145,389.50464,330.21304
-0.10085731,677.8435,94.9077,258.6185,198.85175,389.57465,330.24014
-0.10088091,677.78485,94.82668,258.66016,198.8919,389.64487,330.26736
-0.10090451,677.72577,94.746056,258.70184,198.93185,389.7152,330.29456
-0.10092811,677.6664,94.665764,258.74353,198.97173,389.78577,330.3219
-0.10095182,677.6067,94.585815,258.7853,199.01149,389.85635,330.3492
-0.100975424,677.5467,94.50632,258.82706,199.05107,389.92728,330.3766
-0.10099902,677.48627,94.427155,258.86884,199.09055,389.99826,330.40393
-0.10102273,677.4258,94.34838,258.9107,199.1299,390.0693,330.43143
-0.101046324,677.3647,94.26996,258.95258,199.16908,390.14062,330.45886
-0.101070024,677.30347,94.19197,258.9945,199.20808,390.21204,330.48636
-0.10109363,677.2418,94.11437,259.0364,199.247,390.28354,330.514
-0.10111722,677.18,94.03717,259.07837,199.2858,390.3553,330.5416
-0.101140924,677.1178,93.9604,259.12033,199.32446,390.42706,330.56927
-0.10116453,677.05524,93.88397,259.16232,199.36296,390.49902,330.59686
-0.10118822,676.99255,93.80804,259.20438,199.40135,390.5711,330.62457
-0.101211816,676.9295,93.73249,259.24643,199.43956,390.6433,330.65234
-0.10123541,676.8662,93.65739,259.28848,199.47766,390.71567,330.68015
-0.101259105,676.80255,93.582726,259.33057,199.51566,390.7881,330.70795
-0.10128271,676.73865,93.50845,259.37265,199.5535,390.8606,330.73578
-0.1013064,676.6746,93.43467,259.41476,199.5912,390.93326,330.7637
-0.10133,676.61017,93.36132,259.45688,199.62875,391.00607,330.79153
-0.101353705,676.5456,93.28847,259.49902,199.66621,391.07895,330.8195
-0.101377286,676.4807,93.215996,259.54114,199.70354,391.15192,330.8475
-0.10140099,676.4156,93.144066,259.58334,199.7407,391.22498,330.8755
-0.10142456,676.3502,93.07253,259.6255,199.77777,391.29813,330.90353
-0.101448275,676.28455,93.00148,259.66766,199.81471,391.37134,330.93152
-0.10147185,676.2188,92.930916,259.7098,199.8515,391.44473,330.9596
-0.101495564,676.1527,92.86084,259.75198,199.88814,391.51813,330.98764
-0.10151914,676.0865,92.79121,259.79416,199.92468,391.59164,331.01584
-0.10154284,676.02,92.722115,259.83636,199.96104,391.66522,331.04395
-0.10156652,675.95337,92.65345,259.87854,199.99736,391.7389,331.0721
-0.10159012,675.8864,92.58533,259.92075,200.0335,391.81265,331.10025
-0.101613805,675.8194,92.51769,259.96292,200.06949,391.88647,331.12845
-0.101637386,675.752,92.4506,260.0051,200.10536,391.96036,331.15662
-0.10166107,675.6847,92.383995,260.04727,200.14117,392.03427,331.18488
-0.10168477,675.617,92.31787,260.08945,200.17682,392.10825,331.21313
-0.10170835,675.54913,92.25228,260.13156,200.21234,392.1823,331.2414
-0.101732045,675.48114,92.18724,260.17374,200.24774,392.2564,331.26962
-0.10175574,675.41296,92.12273,260.21585,200.2829,392.3305,331.2979
-0.10177931,675.3447,92.058754,260.25797,200.31804,392.40472,331.32617
-0.101803,675.2762,91.99527,260.30008,200.35306,392.479,331.35446
-0.10182669,675.2076,91.932365,260.3422,200.38795,392.55328,331.38278
-0.10185027,675.13873,91.86995,260.38425,200.42276,392.62762,331.41113
-0.10187394,675.0699,91.80813,260.4263,200.45737,392.70193,331.43945
-0.101897635,675.00085,91.74683,260.46835,200.49188,392.77634,331.46774
-0.10192121,674.9316,91.68612,260.51038,200.52625,392.85077,331.496
-0.10194489,674.8623,91.62596,260.55237,200.56052,392.92514,331.52432
-0.10196859,674.79285,91.566376,260.59433,200.59467,392.99963,331.55264
-0.101992264,674.7234,91.50737,260.63626,200.62868,393.07404,331.58102
-0.102015845,674.6536,91.44891,260.6782,200.66257,393.1486,331.6093
-0.10203952,674.58386,91.391075,260.72006,200.69633,393.22308,331.63766
-0.102063194,674.51404,91.33373,260.76193,200.73,393.29755,331.66595
-0.10208688,674.44403,91.27702,260.80374,200.76357,393.3721,331.69427
-0.10211045,674.37396,91.2209,260.84555,200.79697,393.4466,331.72256
-0.102134146,674.30383,91.16541,260.8873,200.83028,393.5211,331.75082
-0.10215781,674.23364,91.11046,260.92905,200.86346,393.59558,331.77914
-0.1021815,674.16345,91.05614,260.97073,200.89651,393.67007,331.8074
-0.10220517,674.093,91.00245,261.01236,200.92944,393.74454,331.8357
-0.10222884,674.02264,90.949295,261.05402,200.96228,393.81903,331.86395
-0.10225242,673.9521,90.896774,261.09558,200.995,393.89346,331.89212
-0.102276094,673.88153,90.844894,261.1371,201.02756,393.9679,331.92038
-0.102299765,673.81104,90.79364,261.17862,201.06004,394.04227,331.94855
-0.10232345,673.7404,90.74293,261.22006,201.0924,394.11664,331.9767
-0.10234713,673.6698,90.69294,261.26144,201.12463,394.19095,332.00494
-0.102370806,673.5991,90.64354,261.3028,201.1568,394.2653,332.03302
-0.10239436,673.5284,90.59477,261.34412,201.18877,394.3395,332.06122
-0.10241803,673.45764,90.546646,261.38535,201.22072,394.41373,332.08926
-0.102441706,673.38696,90.49914,261.42654,201.25247,394.48788,332.11737
-0.10246538,673.3161,90.45233,261.4677,201.28413,394.56204,332.1454
-0.10248905,673.24536,90.406136,261.50882,201.3157,394.63608,332.17337
-0.10251272,673.1747,90.360535,261.54987,201.34715,394.7101,332.20142
-0.1025364,673.10394,90.31567,261.59085,201.37848,394.78412,332.22934
-0.102560066,673.03314,90.27138,261.6318,201.40971,394.85797,332.25726
-0.102583736,672.96246,90.22783,261.67267,201.44083,394.9319,332.28516
-0.10260741,672.8918,90.1849,261.71347,201.47182,395.00558,332.31302
-0.10263098,672.8211,90.142654,261.75424,201.5027,395.07928,332.34082
-0.10265464,672.75037,90.1011,261.7949,201.53351,395.15298,332.36862
-0.10267831,672.6798,90.060165,261.83554,201.56418,395.2265,332.3964
-0.10270197,672.60925,90.01992,261.8761,201.59473,395.29996,332.4241
-0.10272564,672.53876,89.98036,261.9166,201.62515,395.37335,332.45172
-0.10274929,672.4683,89.94147,261.95703,201.65555,395.4467,332.47937
-0.10277297,672.3979,89.90332,261.99738,201.68578,395.51984,332.50696
-0.10279663,672.3276,89.8658,262.03763,201.71591,395.593,332.53445
-0.102820285,672.2574,89.82901,262.07785,201.74593,395.666,332.56192
-0.102843955,672.1871,89.7929,262.11798,201.77583,395.73892,332.58936
-0.10286762,672.11707,89.75742,262.15805,201.80563,395.81174,332.61676
-0.102891274,672.04706,89.722725,262.19803,201.83536,395.88443,332.64398
-0.10291494,671.9772,89.68871,262.23798,201.86494,395.95703,332.67136
-0.10293861,671.9073,89.65538,262.2778,201.89441,396.0295,332.69855
-0.10296226,671.83765,89.622765,262.31754,201.92383,396.10196,332.72577
-0.10298593,671.768,89.59084,262.35724,201.95311,396.1742,332.7528
-0.10300958,671.6984,89.5597,262.3968,201.9823,396.24628,332.77982
-0.10303324,671.6291,89.52919,262.4363,202.01138,396.31833,332.80682
-0.10305691,671.5599,89.49944,262.47574,202.04037,396.39023,332.8338
-0.10308055,671.4908,89.4704,262.5151,202.06923,396.46198,332.86063
-0.10310421,671.42175,89.44208,262.55432,202.09805,396.5336,332.88745
-0.10312787,671.3529,89.41453,262.5935,202.1267,396.60504,332.91412
-0.10315152,671.2842,89.38766,262.6326,202.1553,396.67636,332.94073
-0.10317517,671.21564,89.36147,262.67154,202.1838,396.74762,332.96738
-0.103198834,671.1473,89.33612,262.71048,202.21217,396.81866,332.99387
-0.1032225,671.079,89.31144,262.74927,202.24043,396.8896,333.02036
-0.10324614,671.0108,89.2875,262.78796,202.26859,396.96036,333.04666
-0.10326979,670.943,89.26432,262.82657,202.29668,397.0309,333.07294
-0.10329345,670.8753,89.24183,262.86508,202.32465,397.1014,333.09918
-0.1033171,670.8077,89.22017,262.9035,202.35251,397.17166,333.12534
-0.10334075,670.7403,89.19924,262.94183,202.3803,397.24176,333.1514
-0.10336441,670.67316,89.178986,262.98004,202.408,397.31177,333.17737
-0.10338805,670.6062,89.15955,263.01816,202.43561,397.3815,333.2033
-0.1034117,670.5394,89.140816,263.0562,202.46313,397.45117,333.22906
-0.10343535,670.47284,89.12285,263.09412,202.49052,397.52057,333.25488
-0.103459,670.40656,89.10566,263.1319,202.51785,397.58984,333.28046
-0.10348265,670.34033,89.08919,263.16962,202.54504,397.65894,333.306
-0.1035063,670.2745,89.07351,263.2072,202.57217,397.7278,333.33145
-0.103529945,670.2088,89.05856,263.24472,202.5992,397.79657,333.3568
-0.1035536,670.1433,89.04443,263.28214,202.62611,397.86502,333.38217
-0.10357724,670.0781,89.03099,263.31934,202.65298,397.93332,333.40735
-0.10360089,670.0132,89.018364,263.35654,202.67972,398.0015,333.43237
-0.10362453,669.9484,89.00647,263.39355,202.70638,398.0694,333.45737
-0.10364818,669.88403,88.99541,263.43054,202.73297,398.13712,333.4822
-0.10367181,669.8198,88.98507,263.46735,202.75943,398.20468,333.50705
-0.10369545,669.7558,88.97551,263.50406,202.78583,398.27194,333.5317
-0.10371911,669.69214,88.96673,263.54068,202.81212,398.33905,333.55627
-0.10374273,669.6287,88.958725,263.57712,202.83833,398.40594,333.58078
-0.103766374,669.5656,88.951454,263.61346,202.86447,398.47263,333.60516
-0.103790015,669.50275,88.94499,263.6497,202.89055,398.53912,333.62943
-0.103813656,669.44025,88.93933,263.68585,202.91647,398.60538,333.6536
-0.1038373,669.378,88.93443,263.72186,202.94234,398.67133,333.6776
-0.103860945,669.316,88.93031,263.75772,202.96808,398.73712,333.70154
-0.103884585,669.2544,88.92697,263.79346,202.9938,398.80273,333.72534
-0.103908226,669.19305,88.9244,263.82913,203.01938,398.86804,333.74902
-0.10393186,669.132,88.922615,263.8646,203.0449,398.93307,333.77258
-0.10395549,669.0713,88.92171,263.9,203.07036,398.99796,333.7961
-0.103979126,669.0109,88.92147,263.93524,203.09572,399.0626,333.81946
-0.104002774,668.95074,88.922066,263.97034,203.12096,399.12695,333.8426
-0.1040264,668.8911,88.92343,264.00534,203.14613,399.1911,333.86572
-0.10405004,668.83167,88.92563,264.0402,203.17122,399.25497,333.88873
-0.104073666,668.77264,88.9286,264.07495,203.19624,399.31854,333.91162
-0.10409731,668.7139,88.93236,264.10953,203.22115,399.38196,333.93427
-0.10412093,668.6556,88.93684,264.144,203.246,399.4451,333.95685
-0.10414457,668.59753,88.94218,264.17834,203.27078,399.50793,333.97934
-0.104168214,668.5399,88.94831,264.21255,203.29552,399.57053,334.00168
-0.10419184,668.4826,88.95526,264.2466,203.3201,399.6329,334.02386
-0.104215465,668.4257,88.96299,264.28052,203.34462,399.69498,334.04593
-0.10423909,668.3692,88.971504,264.3143,203.36906,399.75677,334.06784
-0.104262725,668.31305,88.98078,264.348,203.39342,399.81833,334.08963
-0.10428634,668.25726,88.9909,264.3815,203.41774,399.8796,334.11127
-0.10430988,668.20184,89.00179,264.4149,203.44191,399.94058,334.1328
-0.1043335,668.14685,89.0135,264.44812,203.46603,400.0013,334.15417
-0.10435712,668.0923,89.02598,264.4812,203.49013,400.06174,334.17545
-0.10438076,668.0381,89.039246,264.51413,203.5141,400.12195,334.19656
-0.10440438,667.98425,89.05333,264.5469,203.53798,400.18176,334.21753
-0.10442801,667.93085,89.06825,264.57962,203.56183,400.2414,334.23825
-0.10445163,667.8779,89.08395,264.61212,203.58559,400.30066,334.25894
-0.10447525,667.82544,89.10036,264.6445,203.60927,400.35965,334.27942
-0.104498886,667.7733,89.1177,264.67673,203.63287,400.41837,334.29977
-0.1045225,667.7217,89.13577,264.7088,203.65642,400.47678,334.31998
-0.10454603,667.67035,89.15461,264.74075,203.67987,400.53485,334.34
-0.10456964,667.61945,89.17428,264.77252,203.70325,400.59268,334.35995
-0.10459326,667.56915,89.19477,264.80417,203.72656,400.6502,334.3797
-0.10461688,667.51917,89.21604,264.83566,203.74982,400.70743,334.39923
-0.1046405,667.46967,89.23809,264.867,203.77295,400.7643,334.41867
-0.104664125,667.42065,89.26096,264.89813,203.79604,400.82092,334.4379
-0.10468764,667.372,89.28466,264.9292,203.81906,400.87723,334.45703
-0.10471126,667.3239,89.30908,264.96008,203.84203,400.93317,334.47595
-0.104734875,667.27637,89.33433,264.99078,203.8649,400.9888,334.4947
-0.10475849,667.2291,89.36041,265.02136,203.8877,401.04416,334.51334
-0.10478211,667.18243,89.387215,265.0518,203.91043,401.09918,334.53174
-0.10480573,667.13617,89.41483,265.082,203.9331,401.1539,334.55008
-0.104829244,667.09045,89.443275,265.11215,203.95573,401.2082,334.56815
-0.10485284,667.04517,89.4725,265.1421,203.97826,401.2623,334.58612
-0.104876466,667.0004,89.50251,265.17188,204.00073,401.316,334.60388
-0.10490008,666.9561,89.53338,265.2015,204.02313,401.3694,334.6215
-0.1049236,666.9123,89.56493,265.23102,204.04547,401.4225,334.6389
-0.10494722,666.869,89.59735,265.26028,204.06773,401.47522,334.65616
-0.10497082,666.8263,89.63051,265.2895,204.08997,401.52762,334.67325
-0.10499432,666.78394,89.66448,265.31845,204.11206,401.57965,334.69012
-0.10501793,666.74225,89.699295,265.3473,204.13417,401.63135,334.70682
-0.10504154,666.701,89.734825,265.37595,204.15614,401.6828,334.72333
-0.105065145,666.6603,89.771164,265.40445,204.1781,401.7338,334.73972
-0.10508866,666.6201,89.80835,265.4328,204.19997,401.7845,334.75586
-0.10511227,666.5804,89.84625,265.46103,204.22179,401.83487,334.77185
-0.10513588,666.54126,89.88488,265.489,204.24352,401.88483,334.78766
-0.10515938,666.5026,89.924385,265.51688,204.2652,401.9345,334.80328
-0.10518298,666.46454,89.964615,265.5446,204.28687,401.98383,334.81876
-0.105206475,666.427,90.00572,265.57214,204.30843,402.0328,334.834
-0.10523009,666.3901,90.04745,265.59946,204.32994,402.0814,334.84906
-0.105253704,666.35364,90.090096,265.62665,204.35138,402.1296,334.86395
-0.1052772,666.3177,90.13343,265.65372,204.37276,402.17752,334.8786
-0.1053008,666.28235,90.177635,265.68057,204.39407,402.22504,334.89313
-0.105324306,666.24756,90.22252,265.70728,204.41533,402.27225,334.9074
-0.1053479,666.21344,90.26823,265.7338,204.43655,402.319,334.9215
-0.105371505,666.17975,90.31465,265.76013,204.45766,402.3655,334.9354
-0.105395004,666.14667,90.361916,265.78635,204.47879,402.41156,334.9491
-0.10541861,666.11426,90.4099,265.81235,204.49983,402.45728,334.96265
-0.1054421,666.08215,90.45866,265.8382,204.5208,402.50262,334.97595
-0.1054657,666.0509,90.508194,265.86392,204.5417,402.54758,334.98907
-0.105489194,666.02014,90.55846,265.88943,204.56256,402.5923,335.00198
-0.1055128,665.9899,90.609535,265.91476,204.58336,402.63647,335.01468
-0.10553629,665.9603,90.66134,265.93994,204.6041,402.68033,335.02722
-0.105559886,665.93134,90.713875,265.96494,204.62477,402.72385,335.03955
-0.10558337,665.90283,90.767235,265.9898,204.64545,402.76694,335.05167
-0.10560687,665.875,90.82128,266.01443,204.66599,402.80966,335.06357
-0.105630465,665.84784,90.87614,266.0389,204.68652,402.85208,335.0753
-0.10565396,665.82117,90.93168,266.06326,204.70702,402.89404,335.08673
-0.105677545,665.7952,90.98804,266.0874,204.72745,402.9357,335.098
-0.105701044,665.7698,91.045074,266.11133,204.74779,402.97684,335.1091
-0.105724536,665.7449,91.10289,266.13516,204.76808,403.0177,335.11993
-0.10574812,665.72076,91.16144,266.15878,204.78831,403.05817,335.1306
-0.1057716,665.69714,91.2207,266.18222,204.80855,403.0982,335.14108
-0.1057951,665.67413,91.28074,266.20547,204.82872,403.13794,335.1513
-0.10581869,665.65186,91.34151,266.2286,204.84882,403.17725,335.16135
-0.10584217,665.6302,91.40299,266.25156,204.86885,403.21613,335.17117
-0.10586565,665.609,91.465225,266.2743,204.88889,403.2547,335.18076
-0.10588915,665.5885,91.52816,266.2969,204.90883,403.29282,335.1902
-0.10591273,665.5687,91.59184,266.3193,204.92874,403.33054,335.1993
-0.105936214,665.54944,91.656235,266.34155,204.94861,403.36792,335.20828
-0.1059597,665.5309,91.72136,266.3636,204.9684,403.40488,335.217
-0.105983175,665.51294,91.78722,266.38547,204.98814,403.44147,335.22546
-0.10600666,665.49567,91.85369,266.40717,205.00784,403.4776,335.23383
-0.10603025,665.47906,91.920944,266.4287,205.02753,403.5134,335.24194
-0.10605373,665.46313,91.98897,266.45007,205.04713,403.5488,335.2498
-0.10607721,665.44763,92.05758,266.47125,205.06671,403.58377,335.25745
-0.10610068,665.4329,92.12696,266.49228,205.08621,403.61838,335.2649
-0.10612417,665.4189,92.197014,266.5131,205.1057,403.65256,335.272
-0.10614764,665.4054,92.26785,266.53375,205.1251,403.68634,335.279
-0.10617112,665.39264,92.33926,266.55423,205.14449,403.7198,335.28574
-0.1061946,665.38055,92.41145,266.57452,205.16382,403.75275,335.2923
-0.106218174,665.36914,92.484314,266.59467,205.1831,403.7854,335.29858
-0.10624166,665.35834,92.55785,266.61462,205.20236,403.81757,335.30472
-0.10626503,665.3481,92.63207,266.63437,205.22156,403.8494,335.31052
-0.1062885,665.3387,92.70697,266.654,205.24074,403.88077,335.31616
-0.106311984,665.32983,92.78249,266.67343,205.25984,403.91177,335.32156
-0.106335446,665.3217,92.85874,266.69266,205.27893,403.94235,335.32672
-0.10635892,665.3143,92.93567,266.7118,205.29796,403.97253,335.3317
-0.10638239,665.3075,93.01324,266.73065,205.31693,404.0023,335.33646
-0.106405854,665.30145,93.0915,266.7494,205.33588,404.03168,335.34094
-0.10642934,665.29596,93.17042,266.7679,205.35478,404.0607,335.34515
-0.10645279,665.2912,93.25,266.7863,205.37364,404.08923,335.34918
-0.10647627,665.28705,93.33021,266.80447,205.39246,404.1174,335.35303
-0.10649965,665.28357,93.4111,266.8225,205.41125,404.14514,335.35657
-0.106523104,665.28076,93.49258,266.84036,205.42996,404.17252,335.3599
-0.10654658,665.2788,93.57472,266.85803,205.44868,404.19943,335.36304
-0.10657005,665.2774,93.65755,266.87555,205.46733,404.22598,335.36588
-0.10659341,665.2766,93.74096,266.89288,205.48592,404.2521,335.36853
-0.10661688,665.2767,93.82503,266.91003,205.50452,404.27786,335.37094
-0.10664033,665.27734,93.90974,266.927,205.5231,404.30313,335.3732
-0.10666369,665.2786,93.99512,266.9438,205.54156,404.32806,335.3751
-0.106687166,665.2807,94.08104,266.96042,205.56006,404.35254,335.3768
-0.10671063,665.2835,94.16759,266.97693,205.57846,404.37668,335.37833
-0.106733985,665.2868,94.2548,266.9932,205.59686,404.40036,335.3796
-0.106757455,665.29095,94.342606,267.00928,205.61523,404.4236,335.38055
-0.1067809,665.2958,94.43099,267.02524,205.63353,404.44647,335.38138
-0.106804274,665.3012,94.51999,267.041,205.65181,404.469,335.38193
-0.10682772,665.30743,94.60958,267.05655,205.67007,404.49103,335.3823
-0.10685109,665.3143,94.69979,267.072,205.68826,404.51266,335.38232
-0.10687454,665.3219,94.79059,267.08725,205.70647,404.5339,335.38217
-0.1068979,665.3301,94.881966,267.10236,205.72458,404.55475,335.38184
-0.10692135,665.33905,94.973915,267.11722,205.74269,404.57516,335.38116
-0.10694471,665.34875,95.06639,267.13196,205.76077,404.5952,335.3803
-0.10696817,665.35913,95.15956,267.1465,205.77881,404.6148,335.37918
-0.10699152,665.3702,95.253204,267.16092,205.79683,404.63403,335.37787
-0.107014865,665.38184,95.34753,267.1751,205.81483,404.65283,335.37628
-0.10703833,665.3943,95.442314,267.1892,205.83275,404.6712,335.37454
-0.10706167,665.4075,95.537704,267.20312,205.85063,404.68924,335.37253
-0.107085034,665.4213,95.63362,267.21683,205.86855,404.70685,335.37024
-0.107108474,665.4359,95.73011,267.23035,205.88637,404.724,335.36774
-0.10713183,665.45105,95.82713,267.24377,205.90419,404.74078,335.36496
-0.107155174,665.467,95.924675,267.25696,205.92197,404.75714,335.36194
-0.10717852,665.48364,96.022804,267.27002,205.93971,404.77313,335.35876
-0.10720197,665.50104,96.121414,267.2829,205.9574,404.78873,335.3553
-0.10722532,665.51904,96.22061,267.29562,205.9751,404.80386,335.35162
-0.107248664,665.5377,96.32028,267.30814,205.99274,404.8186,335.3477
-0.107272,665.55725,96.420494,267.32056,206.0104,404.833,335.3435
-0.10729535,665.5774,96.52122,267.33276,206.02798,404.84695,335.33914
-0.10731869,665.59814,96.6225,267.3448,206.04556,404.8605,335.3345
-0.10734204,665.61975,96.72418,267.35672,206.0631,404.8737,335.32968
-0.10736538,665.6419,96.826416,267.3684,206.08061,404.8864,335.32462
-0.10738873,665.66486,96.92918,267.37997,206.09808,404.89877,335.31924
-0.10741207,665.6885,97.03242,267.3914,206.11557,404.91077,335.31363
-0.107435405,665.7129,97.13615,267.40262,206.13297,404.92227,335.3078
