Time (ms),SS 316 - Al 356 Composite Strain Rate 1W,SS 316 - Al 356 Composite Strain Rate 3W,SS316 Alloy Strain Rate 1W,SS316 Alloy Strain Rate 3W,Al 356 Alloy Strain Rate 1W,Al 356 Alloy Strain Rate 3W
0.006802923,-939.27356,743.2436,-774.19855,254.72406,-779.5416,557.87665
0.006814552,-941.50635,743.8968,-776.02,256.17258,-781.4888,558.64484
0.006826181,-943.7495,744.5619,-777.8482,257.63214,-783.44257,559.4236
0.00683781,-946.00256,745.23914,-779.6828,259.10284,-785.40295,560.2127
0.006849439,-948.2657,745.9286,-781.5239,260.58456,-787.3699,561.0123
0.006861068,-950.5389,746.62976,-783.37164,262.07733,-789.3433,561.82245
0.0068726963,-952.8221,747.3432,-785.2257,263.5811,-791.3235,562.64307
0.0068843253,-955.11536,748.0687,-787.08624,265.096,-793.31006,563.47424
0.0068959543,-957.4186,748.80634,-788.95337,266.62192,-795.3033,564.31586
0.006907583,-959.73157,749.5561,-790.8268,268.15878,-797.303,565.1681
0.006919212,-962.0546,750.3179,-792.7067,269.70663,-799.30914,566.0309
0.006930841,-964.38745,751.09186,-794.593,271.26553,-801.3219,566.9042
0.00694247,-966.7302,751.8778,-796.4856,272.8353,-803.34106,567.788
0.006954099,-969.0827,752.6759,-798.38464,274.41602,-805.3669,568.6825
0.006965728,-971.4451,753.4862,-800.2901,276.00772,-807.399,569.5874
0.006977357,-973.8172,754.30853,-802.2019,277.61026,-809.4375,570.50305
0.006988986,-976.19904,755.14307,-804.11993,279.22372,-811.4826,571.4294
0.007000615,-978.59064,755.98987,-806.0443,280.8482,-813.534,572.36615
0.007012244,-980.9919,756.84863,-807.975,282.48337,-815.59186,573.31354
0.007023873,-983.4028,757.7195,-809.91187,284.12952,-817.6561,574.2716
0.0070355018,-985.82336,758.60266,-811.85504,285.78638,-819.72675,575.24023
0.0070471303,-988.25354,759.49786,-813.8045,287.4542,-821.80383,576.21967
0.007058759,-990.6933,760.40546,-815.76013,289.13263,-823.8871,577.2096
0.007070388,-993.1426,761.325,-817.72186,290.82196,-825.9768,578.2102
0.007082017,-995.6013,762.25684,-819.68994,292.52213,-828.0729,579.2216
0.007093646,-998.06964,763.20074,-821.66406,294.2329,-830.17523,580.2435
0.007105275,-1000.5473,764.15686,-823.64435,295.9545,-832.2838,581.27606
0.007116904,-1003.0345,765.1251,-825.6308,297.68674,-834.3986,582.31946
0.007128533,-1005.53107,766.1056,-827.62335,299.42966,-836.51984,583.3734
0.007140162,-1008.03687,767.0982,-829.6219,301.1833,-838.6473,584.4381
0.007151791,-1010.55206,768.1029,-831.6267,302.94754,-840.7809,585.5134
0.00716342,-1013.07666,769.1199,-833.63745,304.7225,-842.92084,586.5995
0.007175049,-1015.61035,770.149,-835.65424,306.5079,-845.0669,587.6962
0.007186678,-1018.15344,771.1903,-837.6771,308.304,-847.21924,588.8037
0.0071983067,-1020.70557,772.2438,-839.7059,310.11063,-849.3776,589.9218
0.0072099357,-1023.2669,773.30945,-841.7407,311.9279,-851.54224,591.05066
0.007221564,-1025.8374,774.3873,-843.78156,313.75558,-853.71295,592.1903
0.007233193,-1028.4171,775.4771,-845.8282,315.59372,-855.8897,593.3406
0.007244822,-1031.0057,776.57935,-847.8808,317.44238,-858.07263,594.5015
0.007256451,-1033.6034,777.6935,-849.93933,319.30145,-860.2617,595.6732
0.00726808,-1036.2102,778.82007,-852.0037,321.171,-862.45685,596.85565
0.007279709,-1038.8259,779.9587,-854.07404,323.05096,-864.658,598.0488
0.007291338,-1041.4504,781.1095,-856.1501,324.9412,-866.8653,599.2527
0.007302967,-1044.0841,782.2724,-858.23206,326.84186,-869.0784,600.46735
0.007314596,-1046.7264,783.44745,-860.31976,328.75278,-871.2978,601.6926
0.007326225,-1049.3776,784.6345,-862.4133,330.67413,-873.523,602.9287
0.007337854,-1052.0376,785.8339,-864.51263,332.60562,-875.754,604.17554
0.0073494827,-1054.7064,787.0452,-866.6176,334.54736,-877.99133,605.4329
0.0073611117,-1057.3838,788.2689,-868.7284,336.49945,-880.2343,606.70105
0.0073727407,-1060.0701,789.50446,-870.84485,338.4616,-882.48334,607.9801
0.0073843696,-1062.765,790.75244,-872.9669,340.4339,-884.7382,609.2698
0.007395998,-1065.4684,792.0123,-875.0948,342.41638,-886.99896,610.57007
0.007407627,-1068.1804,793.2843,-877.2281,344.40897,-889.2657,611.8812
0.007419256,-1070.901,794.5684,-879.36725,346.4117,-891.53815,613.20306
0.007430885,-1073.6301,795.86456,-881.51184,348.4244,-893.81647,614.5355
0.007442514,-1076.3677,797.1729,-883.66205,350.4472,-896.10046,615.8788
0.007454143,-1079.1136,798.4933,-885.81775,352.47992,-898.39044,617.2328
0.007465772,-1081.8679,799.8256,-887.979,354.52258,-900.686,618.5974
0.007477401,-1084.6307,801.17,-890.1458,356.5752,-902.9874,619.9727
0.00748903,-1087.4019,802.52655,-892.3181,358.6377,-905.29456,621.3587
0.0075006587,-1090.1812,803.8951,-894.49585,360.71014,-907.60736,622.75543
0.0075122877,-1092.9689,805.27563,-896.6791,362.7924,-909.92596,624.16284
0.0075239167,-1095.7646,806.66815,-898.8677,364.88443,-912.2501,625.58105
0.0075355456,-1098.5686,808.07275,-901.06165,366.98624,-914.5799,627.00977
0.0075471746,-1101.3806,809.4893,-903.26105,369.09787,-916.9154,628.4493
0.0075588035,-1104.2008,810.91785,-905.46576,371.219,-919.2564,629.89935
0.007570432,-1107.029,812.3584,-907.67584,373.35,-921.6031,631.3601
0.007582061,-1109.8654,813.81085,-909.8912,375.49066,-923.9553,632.83154
0.00759369,-1112.7095,815.27527,-912.1118,377.6408,-926.3132,634.31366
0.007605319,-1115.5618,816.75165,-914.33777,379.80057,-928.67633,635.80634
0.007616948,-1118.4218,818.24,-916.5689,381.96997,-931.04517,637.3097
0.007628577,-1121.2896,819.7403,-918.8053,384.1487,-933.4195,638.8236
0.007640206,-1124.1653,821.2522,-921.0468,386.33694,-935.7992,640.3482
0.0076518347,-1127.0488,822.7761,-923.2935,388.53476,-938.1844,641.8834
0.0076634637,-1129.9401,824.31213,-925.5455,390.74194,-940.575,643.4292
0.0076750927,-1132.8389,825.8598,-927.8024,392.95847,-942.97095,644.9855
0.0076867216,-1135.7454,827.4193,-930.0646,395.18423,-945.37225,646.55255
0.0076983506,-1138.6595,828.9907,-932.33167,397.41943,-947.779,648.13
0.0077099795,-1141.5813,830.57385,-934.60394,399.6638,-950.19116,649.7182
0.0077216085,-1144.5105,832.1688,-936.8811,401.91742,-952.6084,651.31683
0.0077332375,-1147.4471,833.77563,-939.1634,404.1802,-955.03107,652.92615
0.007744866,-1150.3914,835.3941,-941.4506,406.45212,-957.45905,654.5457
0.007756495,-1153.3429,837.0244,-943.74274,408.73315,-959.89215,656.176
0.007768124,-1156.3018,838.6665,-946.03986,411.02325,-962.33044,657.81683
0.007779753,-1159.268,840.3202,-948.3418,413.32236,-964.774,659.468
0.007791382,-1162.2413,841.9856,-950.6488,415.63046,-967.2228,661.1297
0.0078030108,-1165.222,843.6627,-952.9605,417.94754,-969.67664,662.80206
0.00781464,-1168.21,845.3513,-955.27704,420.27347,-972.1356,664.4847
0.007826269,-1171.2048,847.05176,-957.5984,422.60825,-974.5997,666.1778
0.007837897,-1174.207,848.7638,-959.9245,424.95197,-977.069,667.8814
0.007849527,-1177.2162,850.4875,-962.2554,427.3045,-979.5431,669.59534
0.007861155,-1180.2323,852.2226,-964.59094,429.66562,-982.02234,671.3197
0.0078727845,-1183.2555,853.9695,-966.93134,432.0355,-984.5066,673.05457
0.007884413,-1186.2854,855.72766,-969.27625,434.414,-986.9958,674.7997
0.007896042,-1189.3223,857.4975,-971.62585,436.80127,-989.49005,676.55524
0.007907671,-1192.366,859.27893,-973.9802,439.19708,-991.98914,678.32117
0.0079193,-1195.4165,861.07166,-976.33905,441.60138,-994.49316,680.0973
0.007930929,-1198.4736,862.87604,-978.7025,444.0141,-997.00214,681.8839
0.007942558,-1201.5376,864.6916,-981.0705,446.43533,-999.51587,683.6808
0.007954187,-1204.6082,866.51886,-983.443,448.86508,-1002.03455,685.48785
0.007965816,-1207.6853,868.35736,-985.82,451.30298,-1004.558,687.3053
0.007977445,-1210.7689,870.20734,-988.2015,453.74933,-1007.0862,689.13293
0.007989074,-1213.8594,872.06854,-990.5874,456.20398,-1009.61914,690.9708
0.008000703,-1216.9559,873.941,-992.9777,458.66684,-1012.15686,692.819
0.008012331,-1220.0591,875.8249,-995.3724,461.13782,-1014.6992,694.67725
0.0080239605,-1223.1685,877.7201,-997.77155,463.61694,-1017.2462,696.5457
0.008035589,-1226.2843,879.62646,-1000.17487,466.10422,-1019.7979,698.4243
0.008047218,-1229.4064,881.5441,-1002.5825,468.59952,-1022.35425,700.3131
0.008058847,-1232.5347,883.4731,-1004.9945,471.10275,-1024.9152,702.21216
0.008070476,-1235.6692,885.413,-1007.41077,473.61404,-1027.4808,704.12115
0.008082105,-1238.8097,887.36414,-1009.8313,476.13315,-1030.0509,706.0402
0.008093734,-1241.9563,889.3266,-1012.25604,478.66022,-1032.6255,707.9694
0.008105363,-1245.1091,891.3,-1014.6848,481.19504,-1035.2046,709.9087
0.008116992,-1248.268,893.28436,-1017.11774,483.73758,-1037.7881,711.8579
0.008128621,-1251.4325,895.2799,-1019.5549,486.28796,-1040.3761,713.8172
0.00814025,-1254.603,897.2865,-1021.99603,488.84583,-1042.9685,715.78644
0.008151879,-1257.7794,899.304,-1024.4414,491.41147,-1045.5653,717.7657
0.008163508,-1260.9618,901.3326,-1026.8906,493.98462,-1048.1665,719.7549
0.0081751365,-1264.1497,903.372,-1029.3439,496.5653,-1050.772,721.7539
0.008186765,-1267.3434,905.4223,-1031.8011,499.15344,-1053.3817,723.7628
0.008198394,-1270.5427,907.4835,-1034.2622,501.74893,-1055.9957,725.7816
0.008210023,-1273.7476,909.5557,-1036.7274,504.35193,-1058.6141,727.8103
0.008221652,-1276.9581,911.6385,-1039.1964,506.9622,-1061.2366,729.8489
0.008233281,-1280.1742,913.7323,-1041.6692,509.5797,-1063.8633,731.8971
0.00824491,-1283.3956,915.8367,-1044.1461,512.2044,-1066.4943,733.9552
0.008256539,-1286.6226,917.952,-1046.6266,514.8363,-1069.1293,736.023
0.008268168,-1289.8547,920.07794,-1049.1107,517.47534,-1071.7683,738.10065
0.008279797,-1293.0923,922.2145,-1051.5988,520.1214,-1074.4115,740.1879
0.008291426,-1296.3351,924.36163,-1054.0905,522.7746,-1077.0588,742.285
0.008303055,-1299.5831,926.5194,-1056.586,525.4347,-1079.7101,744.3915
0.008314684,-1302.8362,928.6878,-1059.0851,528.1016,-1082.3654,746.5077
0.0083263125,-1306.0945,930.8667,-1061.5879,530.7755,-1085.0245,748.6335
0.008337942,-1309.3578,933.05615,-1064.0942,533.4561,-1087.6877,750.7689
0.00834957,-1312.6261,935.25604,-1066.604,536.14343,-1090.3547,752.91394
0.008361199,-1315.8994,937.46643,-1069.1174,538.83746,-1093.0255,755.0684
0.008372828,-1319.1776,939.68726,-1071.6345,541.53827,-1095.7004,757.23236
0.008384457,-1322.4608,941.9184,-1074.1549,544.2456,-1098.379,759.40576
0.008396086,-1325.7487,944.15985,-1076.6788,546.9595,-1101.0614,761.5886
0.008407715,-1329.0413,946.4118,-1079.206,549.67975,-1103.7474,763.7809
0.008419344,-1332.3386,948.6738,-1081.7369,552.40643,-1106.4373,765.9826
0.008430973,-1335.6405,950.9461,-1084.271,555.1396,-1109.1307,768.19366
0.008442602,-1338.9471,953.22864,-1086.8083,557.8791,-1111.828,770.414
0.008454231,-1342.2584,955.52136,-1089.349,560.6247,-1114.5288,772.64355
0.00846586,-1345.574,957.8243,-1091.8931,563.3766,-1117.2332,774.8825
0.0084774885,-1348.8942,960.1372,-1094.4402,566.13464,-1119.9413,777.1306
0.008489118,-1352.2185,962.46014,-1096.9907,568.89886,-1122.6527,779.38794
0.008500746,-1355.5475,964.79315,-1099.5444,571.669,-1125.3678,781.6544
0.008512376,-1358.8805,967.1362,-1102.1012,574.4451,-1128.0862,783.93
0.008524004,-1362.2179,969.4891,-1104.6611,577.22723,-1130.8082,786.2148
0.008535633,-1365.5596,971.852,-1107.2241,580.0151,-1133.5336,788.5086
0.008547262,-1368.9053,974.22485,-1109.7902,582.8088,-1136.2623,790.8114
0.008558891,-1372.2551,976.6073,-1112.3593,585.6083,-1138.9944,793.12335
0.00857052,-1375.6088,978.99976,-1114.9314,588.41345,-1141.7299,795.44415
0.008582149,-1378.9667,981.40186,-1117.5065,591.22424,-1144.4684,797.774
0.008593778,-1382.3284,983.8137,-1120.0844,594.0406,-1147.2104,800.1126
0.008605407,-1385.6938,986.2353,-1122.6653,596.8624,-1149.9557,802.46027
0.008617036,-1389.0635,988.6665,-1125.2491,599.6899,-1152.704,804.81665
0.008628665,-1392.4368,991.1072,-1127.8357,602.5226,-1155.4554,807.1819
0.008640294,-1395.8136,993.55756,-1130.425,605.3606,-1158.2102,809.556
0.008651922,-1399.194,996.01746,-1133.0175,608.2039,-1160.9678,811.9388
0.008663552,-1402.5784,998.4869,-1135.6123,611.0524,-1163.7288,814.33026
0.00867518,-1405.9661,1000.9657,-1138.21,613.9062,-1166.4924,816.73035
0.00868681,-1409.3573,1003.45374,-1140.8104,616.765,-1169.2593,819.13916
0.008698438,-1412.7521,1005.9513,-1143.4135,619.6289,-1172.029,821.5566
0.008710067,-1416.1501,1008.4581,-1146.019,622.49774,-1174.8019,823.98254
0.008721696,-1419.5516,1010.9744,-1148.6273,625.3715,-1177.5775,826.41705
0.008733325,-1422.9563,1013.49976,-1151.238,628.2501,-1180.356,828.8599
0.008744954,-1426.3643,1016.0341,-1153.8514,631.1335,-1183.1372,831.3114
0.008756583,-1429.7755,1018.5778,-1156.4672,634.02167,-1185.9213,833.7713
0.008768212,-1433.1897,1021.1307,-1159.0856,636.9144,-1188.708,836.23944
0.008779841,-1436.6072,1023.6926,-1161.7063,639.8118,-1191.4977,838.716
0.00879147,-1440.0275,1026.2634,-1164.3293,642.7138,-1194.2899,841.2008
0.008803098,-1443.4508,1028.8433,-1166.9547,645.6203,-1197.085,843.6941
0.008814728,-1446.8771,1031.432,-1169.5826,648.5311,-1199.8826,846.1954
0.008826356,-1450.3062,1034.0297,-1172.2129,651.4464,-1202.6826,848.7049
0.008837986,-1453.7382,1036.6362,-1174.8451,654.3659,-1205.4854,851.22266
0.008849614,-1457.173,1039.2515,-1177.4797,657.28955,-1208.2904,853.7484
0.008861244,-1460.6102,1041.8754,-1180.1166,660.2176,-1211.0981,856.2823
0.008872872,-1464.0503,1044.5083,-1182.7556,663.14954,-1213.9084,858.8243
0.008884501,-1467.493,1047.1497,-1185.3969,666.08575,-1216.721,861.37415
0.00889613,-1470.9381,1049.7997,-1188.04,669.0257,-1219.5359,863.9319
0.008907759,-1474.3857,1052.458,-1190.6853,671.96985,-1222.3533,866.4976
0.008919388,-1477.8359,1055.1252,-1193.3326,674.91766,-1225.1729,869.0714
0.008931017,-1481.2883,1057.8008,-1195.982,677.8692,-1227.9946,871.6527
0.008942646,-1484.7432,1060.4845,-1198.6334,680.8247,-1230.819,874.24207
0.0089542745,-1488.2001,1063.1769,-1201.2867,683.7836,-1233.6453,876.83905
0.008965904,-1491.6594,1065.8776,-1203.9419,686.74615,-1236.4736,879.44366
0.008977532,-1495.1207,1068.5864,-1206.5991,689.7124,-1239.3044,882.0559
0.008989162,-1498.5841,1071.3037,-1209.2578,692.68195,-1242.1373,884.67596
0.00900079,-1502.0497,1074.0289,-1211.9186,695.6549,-1244.9722,887.30347
0.00901242,-1505.5172,1076.7625,-1214.5812,698.63135,-1247.809,889.93854
0.009024048,-1508.9867,1079.504,-1217.2454,701.61096,-1250.648,892.58105
0.009035678,-1512.4581,1082.2534,-1219.9115,704.5938,-1253.4886,895.23096
0.009047306,-1515.9313,1085.0114,-1222.5791,707.5798,-1256.3313,897.8883
0.009058935,-1519.4062,1087.7766,-1225.2483,710.5688,-1259.176,900.55304
0.009070564,-1522.8827,1090.5502,-1227.9192,713.5609,-1262.0225,903.22504
0.009082193,-1526.3611,1093.3312,-1230.5917,716.55597,-1264.8707,905.9043
0.009093822,-1529.8411,1096.1204,-1233.2656,719.5537,-1267.721,908.5909
0.0091054505,-1533.3226,1098.9171,-1235.9413,722.5544,-1270.5728,911.2844
0.00911708,-1536.8055,1101.7216,-1238.6184,725.5579,-1273.4261,913.9851
0.009128708,-1540.2898,1104.5336,-1241.2968,728.564,-1276.2815,916.6931
0.009140338,-1543.7758,1107.3531,-1243.9766,731.5727,-1279.1383,919.408
0.009151966,-1547.2628,1110.1805,-1246.6578,734.5839,-1281.9967,922.13
0.009163596,-1550.7511,1113.0149,-1249.3403,737.59766,-1284.8566,924.8587
0.009175224,-1554.2407,1115.857,-1252.0243,740.6138,-1287.7181,927.59436
0.009186854,-1557.7316,1118.7064,-1254.7094,743.6324,-1290.5812,930.337
0.009198482,-1561.2235,1121.5635,-1257.3958,746.653,-1293.4457,933.0864
0.009210112,-1564.7164,1124.4274,-1260.0834,749.67596,-1296.3114,935.84247
0.00922174,-1568.2104,1127.2986,-1262.7721,752.7012,-1299.1785,938.6052
0.009233369,-1571.7052,1130.177,-1265.462,755.7284,-1302.0471,941.37476
0.009244998,-1575.2012,1133.0626,-1268.1531,758.7575,-1304.9169,944.1508
0.0092566265,-1578.6978,1135.9552,-1270.8451,761.7887,-1307.7881,946.9334
0.009268256,-1582.1952,1138.8546,-1273.5381,764.82166,-1310.6604,949.7226
0.009279884,-1585.6932,1141.7612,-1276.2323,767.85645,-1313.534,952.5181
0.009291514,-1589.1921,1144.6747,-1278.9275,770.8928,-1316.4086,955.3202
0.009303142,-1592.6915,1147.595,-1281.6234,773.93097,-1319.2844,958.12854
0.009314772,-1596.1914,1150.522,-1284.3203,776.97095,-1322.1613,960.9431
0.0093264,-1599.692,1153.4557,-1287.0181,780.01215,-1325.0392,963.76416
0.00933803,-1603.1927,1156.3961,-1289.7166,783.0549,-1327.918,966.5913
0.009349658,-1606.6942,1159.3431,-1292.416,786.099,-1330.7979,969.4246
0.009361288,-1610.1959,1162.2968,-1295.1162,789.14453,-1333.6786,972.2639
0.009372916,-1613.6978,1165.2568,-1297.8171,792.19116,-1336.5602,975.10944
0.0093845455,-1617.2001,1168.2236,-1300.5187,795.23914,-1339.4426,977.96094
0.009396174,-1620.7023,1171.1967,-1303.221,798.28796,-1342.3259,980.8184
0.0094078025,-1624.2048,1174.1759,-1305.9237,801.3381,-1345.21,983.6817
0.009419432,-1627.7073,1177.1615,-1308.6272,804.3892,-1348.0946,986.5508
0.00943106,-1631.2098,1180.1532,-1311.3313,807.4411,-1350.9801,989.4258
0.00944269,-1634.7124,1183.1512,-1314.0356,810.4938,-1353.8663,992.30646
0.009454318,-1638.2148,1186.1554,-1316.7406,813.5473,-1356.753,995.193
0.009465948,-1641.717,1189.1656,-1319.446,816.60156,-1359.6404,998.085
0.009477576,-1645.2191,1192.1819,-1322.1519,819.6564,-1362.5281,1000.9828
0.009489206,-1648.7207,1195.2039,-1324.8582,822.7117,-1365.4164,1003.88586
0.009500834,-1652.2223,1198.2319,-1327.5647,825.7677,-1368.3052,1006.79443
0.009512464,-1655.7235,1201.2657,-1330.2716,828.824,-1371.1943,1009.7085
0.009524092,-1659.224,1204.3053,-1332.9788,831.8806,-1374.0841,1012.6282
0.0095357215,-1662.724,1207.3506,-1335.686,834.93756,-1376.974,1015.55286
0.00954735,-1666.2238,1210.4015,-1338.3937,837.9947,-1379.8641,1018.4829
0.009558979,-1669.7229,1213.4579,-1341.1016,841.05194,-1382.7545,1021.4182
0.009570608,-1673.2211,1216.52,-1343.8093,844.10925,-1385.6454,1024.3586
0.009582236,-1676.7189,1219.5876,-1346.5175,847.1666,-1388.5361,1027.3042
0.009593866,-1680.2158,1222.6606,-1349.2255,850.2238,-1391.4271,1030.2548
0.009605494,-1683.7119,1225.7389,-1351.9336,853.28107,-1394.3185,1033.2103
0.009617124,-1687.2072,1228.8226,-1354.6418,856.338,-1397.2096,1036.1709
0.009628752,-1690.7017,1231.9114,-1357.3497,859.3946,-1400.1008,1039.1361
0.009640382,-1694.1948,1235.0054,-1360.0577,862.4508,-1402.992,1042.1063
0.00965201,-1697.6873,1238.1046,-1362.7655,865.50665,-1405.883,1045.0813
0.00966364,-1701.1785,1241.2086,-1365.4734,868.56213,-1408.7742,1048.0609
0.009675268,-1704.6686,1244.318,-1368.181,871.6169,-1411.665,1051.0453
0.0096868975,-1708.1575,1247.432,-1370.8883,874.6709,-1414.5558,1054.0342
0.009698526,-1711.6453,1250.551,-1373.5952,877.7245,-1417.4464,1057.0277
0.009710155,-1715.1315,1253.6748,-1376.3021,880.77704,-1420.3367,1060.0256
0.009721784,-1718.6166,1256.8033,-1379.0088,883.8289,-1423.2266,1063.0281
0.009733413,-1722.1002,1259.9366,-1381.7148,886.87994,-1426.1163,1066.0349
0.009745042,-1725.5824,1263.0745,-1384.4205,889.92975,-1429.0056,1069.0459
0.00975667,-1729.0629,1266.217,-1387.1259,892.97864,-1431.8944,1072.0613
0.0097683,-1732.542,1269.3639,-1389.8307,896.02637,-1434.7828,1075.0808
0.009779928,-1736.0195,1272.5153,-1392.535,899.07294,-1437.6709,1078.1046
0.009791558,-1739.4951,1275.671,-1395.2389,902.1182,-1440.5582,1081.1322
0.009803186,-1742.9692,1278.8314,-1397.9421,905.1622,-1443.445,1084.164
0.009814816,-1746.4418,1281.9956,-1400.6448,908.20465,-1446.3312,1087.1997
0.009826444,-1749.9121,1285.1641,-1403.3468,911.2458,-1449.2168,1090.2394
0.0098380735,-1753.3805,1288.337,-1406.0482,914.28516,-1452.1014,1093.283
0.009849702,-1756.8472,1291.5138,-1408.7489,917.3231,-1454.9856,1096.3302
0.009861331,-1760.3119,1294.6945,-1411.4489,920.3593,-1457.8691,1099.3811
0.00987296,-1763.7744,1297.8794,-1414.1481,923.3938,-1460.7517,1102.4359
0.009884589,-1767.2349,1301.0679,-1416.8464,926.4262,-1463.6332,1105.4941
0.009896218,-1770.6932,1304.2604,-1419.5437,929.45703,-1466.5142,1108.5559
0.009907847,-1774.1492,1307.4567,-1422.2404,932.4858,-1469.3939,1111.6212
0.009919476,-1777.603,1310.6564,-1424.936,935.5123,-1472.2727,1114.6901
0.009931104,-1781.0546,1313.86,-1427.6309,938.537,-1475.1506,1117.7621
0.009942734,-1784.5037,1317.0671,-1430.3246,941.5594,-1478.0275,1120.8376
0.009954362,-1787.9506,1320.2777,-1433.0173,944.57935,-1480.9031,1123.9164
0.009965992,-1791.3947,1323.4917,-1435.709,947.5972,-1483.7776,1126.9982
0.00997762,-1794.8365,1326.7091,-1438.3995,950.6126,-1486.6511,1130.0833
0.0099892495,-1798.2758,1329.9299,-1441.089,953.6256,-1489.5232,1133.1711
0.010000878,-1801.7122,1333.1539,-1443.7773,956.6359,-1492.394,1136.2625
0.010012507,-1805.1461,1336.3811,-1446.4646,959.6438,-1495.2637,1139.3563
0.010024136,-1808.5771,1339.6115,-1449.1504,962.6489,-1498.1318,1142.4534
0.010035765,-1812.0056,1342.8448,-1451.8351,965.65125,-1500.999,1145.5531
0.010047394,-1815.4312,1346.0812,-1454.5183,968.6509,-1503.8643,1148.6556
0.010059023,-1818.8538,1349.3204,-1457.2003,971.64764,-1506.7283,1151.7609
0.010070652,-1822.2733,1352.5625,-1459.881,974.64124,-1509.5907,1154.8687
0.010082281,-1825.6902,1355.8076,-1462.5602,977.63196,-1512.4518,1157.9791
0.01009391,-1829.104,1359.0553,-1465.2379,980.6196,-1515.3112,1161.092
0.010105538,-1832.5145,1362.3055,-1467.9141,983.6041,-1518.1688,1164.2074
0.010117168,-1835.922,1365.5586,-1470.5889,986.5854,-1521.0248,1167.3251
0.010128796,-1839.3262,1368.8141,-1473.2622,989.5633,-1523.8792,1170.4452
0.0101404255,-1842.7272,1372.072,-1475.9338,992.5377,-1526.7319,1173.5676
0.010152054,-1846.125,1375.3326,-1478.6038,995.5089,-1529.5826,1176.6923
0.010163683,-1849.5194,1378.5952,-1481.2722,998.4765,-1532.4316,1179.8187
0.010175312,-1852.9104,1381.8602,-1483.939,1001.44055,-1535.2787,1182.9476
0.010186941,-1856.2979,1385.1276,-1486.6039,1004.4009,-1538.124,1186.0784
0.01019857,-1859.682,1388.397,-1489.2672,1007.3576,-1540.9673,1189.2112
0.010210199,-1863.0623,1391.6683,-1491.9286,1010.3104,-1543.8086,1192.3457
0.010221828,-1866.4392,1394.9418,-1494.5883,1013.2595,-1546.6477,1195.4823
0.010233457,-1869.8126,1398.2173,-1497.246,1016.20447,-1549.4849,1198.6205
0.010245086,-1873.1823,1401.4945,-1499.9019,1019.1456,-1552.32,1201.7604
0.010256715,-1876.548,1404.7737,-1502.5559,1022.0827,-1555.1528,1204.902
0.010268344,-1879.91,1408.0547,-1505.2076,1025.0155,-1557.9834,1208.045
0.010279972,-1883.2682,1411.3374,-1507.8577,1027.9443,-1560.8119,1211.1896
0.0102916015,-1886.6224,1414.6215,-1510.5057,1030.8689,-1563.6381,1214.3358
0.01030323,-1889.9727,1417.9072,-1513.1515,1033.7888,-1566.462,1217.4833
0.010314859,-1893.319,1421.1946,-1515.7954,1036.7047,-1569.2833,1220.632
0.010326488,-1896.6614,1424.4832,-1518.4369,1039.6158,-1572.1025,1223.7822
0.010338117,-1899.9996,1427.7732,-1521.0765,1042.5226,-1574.9193,1226.9332
0.010349746,-1903.3339,1431.0647,-1523.714,1045.4248,-1577.7334,1230.0854
0.010361375,-1906.6638,1434.3573,-1526.3489,1048.322,-1580.5449,1233.2389
0.010373004,-1909.9893,1437.651,-1528.9816,1051.215,-1583.354,1236.3933
0.010384633,-1913.3107,1440.9459,-1531.6123,1054.1028,-1586.1605,1239.5486
0.010396262,-1916.6278,1444.2417,-1534.2402,1056.9858,-1588.9645,1242.705
0.010407891,-1919.9404,1447.5386,-1536.8661,1059.864,-1591.7656,1245.8619
0.01041952,-1923.2485,1450.8362,-1539.4895,1062.7369,-1594.564,1249.0195
0.010431149,-1926.5524,1454.1349,-1542.1104,1065.6051,-1597.3597,1252.178
0.010442778,-1929.8519,1457.4341,-1544.7289,1068.4679,-1600.1523,1255.337
0.010454406,-1933.1464,1460.734,-1547.3448,1071.3257,-1602.9425,1258.4966
0.010466035,-1936.4363,1464.0347,-1549.9581,1074.1779,-1605.7297,1261.6565
0.010477664,-1939.7218,1467.3359,-1552.569,1077.0249,-1608.5139,1264.817
0.010489293,-1943.0024,1470.6377,-1555.1771,1079.8666,-1611.295,1267.9775
0.010500922,-1946.2786,1473.9398,-1557.7827,1082.7029,-1614.0731,1271.1387
0.010512551,-1949.5496,1477.2424,-1560.3855,1085.5333,-1616.8485,1274.2999
0.01052418,-1952.8157,1480.545,-1562.9857,1088.3583,-1619.6205,1277.4615
0.010535809,-1956.0771,1483.8481,-1565.5833,1091.1777,-1622.3895,1280.6229
0.010547438,-1959.3335,1487.1512,-1568.1779,1093.9915,-1625.1553,1283.7848
0.010559067,-1962.5848,1490.4548,-1570.7697,1096.7992,-1627.918,1286.946
0.010570696,-1965.8314,1493.7578,-1573.3586,1099.6013,-1630.6772,1290.1074
0.010582325,-1969.0726,1497.0613,-1575.9447,1102.3972,-1633.4332,1293.2687
0.010593954,-1972.3087,1500.3643,-1578.5278,1105.1871,-1636.1859,1296.4296
0.010605583,-1975.54,1503.6674,-1581.1082,1107.9712,-1638.9353,1299.5902
0.010617211,-1978.7657,1506.9703,-1583.6854,1110.7491,-1641.6812,1302.7505
0.01062884,-1981.9862,1510.2726,-1586.2596,1113.5208,-1644.4237,1305.9105
0.010640469,-1985.2015,1513.5747,-1588.8306,1116.2861,-1647.1626,1309.0696
