Time (ms),SS 316 - Al 356 Composite Strain Rate 1W,SS 316 - Al 356 Composite Strain Rate 3W,SS316 Alloy Strain Rate 1W,SS316 Alloy Strain Rate 3W,Al 356 Alloy Strain Rate 1W,Al 356 Alloy Strain Rate 3W
0.02636278,-2371.0056,1940.5725,-1970.975,810.033,-2003.3557,1637.7899
0.026374409,-2371.165,1940.6816,-1970.9492,809.88477,-2003.0024,1637.631
0.026386037,-2371.3228,1940.7888,-1970.9207,809.7365,-2002.6453,1637.469
0.026397668,-2371.478,1940.8947,-1970.8892,809.5878,-2002.2843,1637.3044
0.026409296,-2371.6306,1940.9982,-1970.855,809.4391,-2001.9193,1637.1372
0.026420925,-2371.781,1941.0999,-1970.8176,809.2901,-2001.5504,1636.9672
0.026432553,-2371.9294,1941.1998,-1970.7773,809.1409,-2001.1777,1636.7944
0.026444182,-2372.0752,1941.2979,-1970.7343,808.99164,-2000.801,1636.6196
0.026455812,-2372.2185,1941.3939,-1970.6881,808.84235,-2000.421,1636.4415
0.02646744,-2372.3596,1941.4883,-1970.6392,808.69275,-2000.037,1636.2616
0.02647907,-2372.4983,1941.5809,-1970.5873,808.543,-1999.6489,1636.0784
0.026490698,-2372.6345,1941.6718,-1970.5325,808.3933,-1999.2573,1635.8931
0.026502328,-2372.7683,1941.7606,-1970.4747,808.24365,-1998.8619,1635.7052
0.026513956,-2372.8994,1941.8475,-1970.4141,808.0936,-1998.4626,1635.5146
0.026525585,-2373.0288,1941.9327,-1970.3506,807.9437,-1998.0598,1635.3215
0.026537213,-2373.155,1942.0165,-1970.284,807.7937,-1997.6532,1635.1263
0.026548844,-2373.2793,1942.0977,-1970.2147,807.64386,-1997.2429,1634.9282
0.026560472,-2373.4011,1942.1776,-1970.1422,807.4937,-1996.8289,1634.7279
0.0265721,-2373.52,1942.2556,-1970.0671,807.34375,-1996.4114,1634.5249
0.02658373,-2373.6365,1942.3319,-1969.989,807.1937,-1995.9899,1634.3198
0.02659536,-2373.751,1942.4061,-1969.908,807.0437,-1995.5648,1634.1122
0.026606988,-2373.8625,1942.4786,-1969.8241,806.8937,-1995.1364,1633.9021
0.026618617,-2373.9717,1942.5494,-1969.7374,806.7439,-1994.7041,1633.6897
0.026630245,-2374.0784,1942.6185,-1969.6477,806.59393,-1994.2682,1633.4749
0.026641874,-2374.1824,1942.6854,-1969.555,806.4444,-1993.8286,1633.2576
0.026653504,-2374.284,1942.7509,-1969.4595,806.2947,-1993.3857,1633.0383
0.026665132,-2374.383,1942.8146,-1969.3612,806.14526,-1992.9392,1632.8165
0.026676761,-2374.4795,1942.8763,-1969.2596,805.9957,-1992.4889,1632.5922
0.02668839,-2374.5735,1942.9364,-1969.1555,805.84674,-1992.0353,1632.366
0.02670002,-2374.6648,1942.9946,-1969.0485,805.6976,-1991.578,1632.1375
0.026711648,-2374.7534,1943.0514,-1968.9386,805.5485,-1991.1174,1631.9065
0.026723277,-2374.8396,1943.1062,-1968.8257,805.3998,-1990.6533,1631.6732
0.026734905,-2374.9233,1943.1592,-1968.7098,805.25116,-1990.1858,1631.4382
0.026746536,-2375.0042,1943.2103,-1968.5913,805.10284,-1989.7147,1631.2006
0.026758164,-2375.0825,1943.26,-1968.4698,804.9547,-1989.2401,1630.9609
0.026769793,-2375.1577,1943.3077,-1968.3456,804.80695,-1988.7621,1630.7194
0.026781421,-2375.231,1943.3539,-1968.2185,804.6593,-1988.2809,1630.4752
0.02679305,-2375.3015,1943.3982,-1968.0884,804.51184,-1987.796,1630.2291
0.02680468,-2375.3694,1943.441,-1967.9553,804.3645,-1987.3081,1629.981
0.026816308,-2375.4343,1943.4819,-1967.8196,804.21783,-1986.8168,1629.7306
0.026827937,-2375.4968,1943.5209,-1967.6812,804.0714,-1986.3218,1629.4783
0.026839565,-2375.5564,1943.5586,-1967.5397,803.9251,-1985.8239,1629.2239
0.026851196,-2375.6135,1943.5941,-1967.3954,803.7791,-1985.3226,1628.9675
0.026862824,-2375.6677,1943.6282,-1967.2483,803.63354,-1984.8179,1628.709
0.026874453,-2375.7195,1943.6608,-1967.0981,803.4882,-1984.3099,1628.4484
0.026886081,-2375.7683,1943.6914,-1966.9454,803.3434,-1983.7987,1628.1863
0.026897712,-2375.8145,1943.7203,-1966.7898,803.199,-1983.2843,1627.9219
0.02690934,-2375.8582,1943.7477,-1966.6315,803.05493,-1982.7668,1627.6556
0.026920969,-2375.899,1943.7736,-1966.4701,802.9111,-1982.2461,1627.3873
0.026932597,-2375.937,1943.7975,-1966.306,802.7679,-1981.722,1627.1171
0.026944228,-2375.972,1943.8197,-1966.139,802.6249,-1981.195,1626.845
0.026955856,-2376.0046,1943.8405,-1965.9697,802.4825,-1980.6647,1626.5713
0.026967485,-2376.0342,1943.8596,-1965.7971,802.3405,-1980.1311,1626.2954
0.026979113,-2376.0613,1943.8767,-1965.6218,802.19904,-1979.5948,1626.0178
0.026990741,-2376.0854,1943.8927,-1965.4437,802.058,-1979.0552,1625.7385
0.027002372,-2376.1067,1943.9069,-1965.2631,801.9175,-1978.5126,1625.4572
0.027014,-2376.1252,1943.9194,-1965.0795,801.77716,-1977.967,1625.1743
0.027025629,-2376.141,1943.9303,-1964.893,801.6378,-1977.4182,1624.8898
0.027037257,-2376.154,1943.9395,-1964.7039,801.4986,-1976.8663,1624.603
0.027048888,-2376.1646,1943.9468,-1964.5118,801.36017,-1976.3116,1624.3152
0.027060516,-2376.1714,1943.9532,-1964.3173,801.2223,-1975.754,1624.0254
0.027072145,-2376.176,1943.9575,-1964.1199,801.08496,-1975.1934,1623.7335
0.027083773,-2376.1775,1943.9604,-1963.92,800.9482,-1974.6299,1623.4404
0.027095404,-2376.1763,1943.9618,-1963.717,800.8119,-1974.0634,1623.1458
0.027107032,-2376.1724,1943.9613,-1963.5114,800.67633,-1973.494,1622.849
0.02711866,-2376.1655,1943.9596,-1963.3031,800.54126,-1972.9219,1622.551
0.027130289,-2376.1555,1943.956,-1963.092,800.40674,-1972.3466,1622.2515
0.027141917,-2376.143,1943.9508,-1962.8783,800.2731,-1971.7687,1621.9502
0.027153548,-2376.1274,1943.9442,-1962.662,800.13995,-1971.1881,1621.6475
0.027165176,-2376.1094,1943.9363,-1962.4429,800.00745,-1970.6046,1621.3433
0.027176805,-2376.088,1943.9265,-1962.2213,799.8758,-1970.0184,1621.0375
0.027188433,-2376.0637,1943.9155,-1961.9967,799.7446,-1969.4291,1620.7301
0.027200064,-2376.0366,1943.9027,-1961.7694,799.61426,-1968.8375,1620.4215
0.027211692,-2376.0068,1943.8883,-1961.5397,799.4845,-1968.243,1620.1112
0.02722332,-2375.9739,1943.8728,-1961.3071,799.3554,-1967.6456,1619.7997
0.02723495,-2375.9382,1943.8553,-1961.0721,799.2272,-1967.0459,1619.4867
0.02724658,-2375.8994,1943.8365,-1960.8344,799.0995,-1966.4434,1619.1722
0.027258208,-2375.858,1943.8163,-1960.5941,798.97284,-1965.8381,1618.8566
0.027269837,-2375.813,1943.7944,-1960.3508,798.8467,-1965.2306,1618.5394
0.027281465,-2375.7659,1943.7712,-1960.1053,798.72156,-1964.6202,1618.2212
0.027293095,-2375.7153,1943.7468,-1959.8569,798.5969,-1964.0073,1617.9014
0.027304724,-2375.6616,1943.7202,-1959.6061,798.4733,-1963.3917,1617.5803
0.027316352,-2375.6052,1943.6926,-1959.3527,798.35016,-1962.7739,1617.2579
0.02732798,-2375.546,1943.6633,-1959.0964,798.22815,-1962.1534,1616.9344
0.02733961,-2375.4834,1943.6329,-1958.838,798.1069,-1961.5304,1616.6097
0.02735124,-2375.4185,1943.601,-1958.5769,797.9864,-1960.905,1616.2838
0.027362868,-2375.35,1943.5673,-1958.313,797.86694,-1960.2772,1615.9567
0.027374497,-2375.2788,1943.5326,-1958.0466,797.7481,-1959.647,1615.6283
0.027386125,-2375.2046,1943.4961,-1957.7778,797.63025,-1959.0142,1615.2987
0.027397756,-2375.1272,1943.4585,-1957.5065,797.5133,-1958.3792,1614.968
0.027409384,-2375.047,1943.4193,-1957.2323,797.39716,-1957.7418,1614.6365
0.027421013,-2374.964,1943.3785,-1956.9559,797.2818,-1957.102,1614.3036
0.027432641,-2374.8777,1943.3365,-1956.677,797.1674,-1956.46,1613.97
0.027444271,-2374.7883,1943.2933,-1956.3955,797.0541,-1955.8157,1613.635
0.0274559,-2374.6963,1943.2484,-1956.1115,796.9415,-1955.1691,1613.2991
0.027467528,-2374.601,1943.2025,-1955.825,796.8301,-1954.5203,1612.9622
0.027479157,-2374.5027,1943.1549,-1955.5361,796.7195,-1953.8694,1612.6241
0.027490785,-2374.4014,1943.1062,-1955.2446,796.60974,-1953.216,1612.2853
0.027502416,-2374.2969,1943.056,-1954.9508,796.5009,-1952.5605,1611.9456
0.027514044,-2374.1897,1943.0044,-1954.6544,796.39325,-1951.903,1611.6049
0.027525673,-2374.079,1942.9515,-1954.3557,796.2864,-1951.243,1611.2631
0.027537301,-2373.9658,1942.8971,-1954.0544,796.1807,-1950.5815,1610.9204
0.027548932,-2373.8494,1942.8417,-1953.7509,796.0759,-1949.9175,1610.577
0.02756056,-2373.73,1942.7849,-1953.445,795.9723,-1949.2517,1610.2328
0.027572189,-2373.6072,1942.7263,-1953.1365,795.8695,-1948.5836,1609.8878
0.027583817,-2373.4814,1942.6669,-1952.8258,795.76776,-1947.9136,1609.5417
0.027595447,-2373.353,1942.6062,-1952.5125,795.6671,-1947.2416,1609.1954
0.027607076,-2373.2212,1942.5442,-1952.1968,795.5675,-1946.5675,1608.848
0.027618704,-2373.0864,1942.4806,-1951.8789,795.46893,-1945.8914,1608.4995
0.027630333,-2372.9485,1942.4158,-1951.5587,795.37134,-1945.2136,1608.151
0.027641963,-2372.8076,1942.35,-1951.2361,795.275,-1944.5338,1607.8013
0.027653592,-2372.6636,1942.2825,-1950.9111,795.1795,-1943.852,1607.4509
0.02766522,-2372.5164,1942.2141,-1950.584,795.08527,-1943.1686,1607.0999
0.027676849,-2372.3662,1942.1447,-1950.2543,794.9922,-1942.4832,1606.7485
0.027688477,-2372.213,1942.0735,-1949.9226,794.89996,-1941.796,1606.3964
0.027700108,-2372.0564,1942.0011,-1949.5881,794.809,-1941.1072,1606.0435
0.027711736,-2371.8972,1941.9277,-1949.2518,794.71924,-1940.4163,1605.6901
0.027723365,-2371.7346,1941.853,-1948.9132,794.6307,-1939.7239,1605.3363
0.027734993,-2371.5688,1941.7772,-1948.5723,794.54297,-1939.0295,1604.9817
0.027746623,-2371.4006,1941.7002,-1948.229,794.4565,-1938.3339,1604.6268
0.027758252,-2371.2285,1941.6221,-1947.8835,794.3713,-1937.6362,1604.2711
0.02776988,-2371.0537,1941.5425,-1947.5359,794.2871,-1936.937,1603.9153
0.027781509,-2370.8757,1941.4617,-1947.186,794.2041,-1936.2361,1603.5588
0.02779314,-2370.6946,1941.3798,-1946.834,794.1223,-1935.5338,1603.2019
0.027804768,-2370.5105,1941.2969,-1946.4797,794.0418,-1934.8296,1602.8447
0.027816396,-2370.3232,1941.2126,-1946.1234,793.9622,-1934.1239,1602.4868
0.027828025,-2370.1328,1941.1273,-1945.7646,793.88403,-1933.4169,1602.1289
0.027839653,-2369.9392,1941.041,-1945.4039,793.8072,-1932.7083,1601.7705
0.027851284,-2369.743,1940.9531,-1945.041,793.7313,-1931.9983,1601.4117
0.027862912,-2369.543,1940.8646,-1944.676,793.6568,-1931.2865,1601.0524
0.02787454,-2369.34,1940.7747,-1944.3088,793.5834,-1930.5735,1600.6931
0.027886169,-2369.1343,1940.6836,-1943.9396,793.51135,-1929.859,1600.3334
0.0278978,-2368.9253,1940.5914,-1943.5682,793.4403,-1929.1432,1599.9735
0.027909428,-2368.7131,1940.4983,-1943.1948,793.37067,-1928.4261,1599.6134
0.027921056,-2368.4978,1940.404,-1942.8193,793.3023,-1927.7074,1599.2529
0.027932685,-2368.2795,1940.3083,-1942.4419,793.23505,-1926.9875,1598.8922
0.027944315,-2368.058,1940.212,-1942.0623,793.1692,-1926.2665,1598.5314
0.027955944,-2367.8335,1940.1144,-1941.6804,793.1046,-1925.5442,1598.1707
0.027967572,-2367.6057,1940.0156,-1941.2969,793.0413,-1924.8204,1597.8094
0.0279792,-2367.375,1939.916,-1940.9113,792.9794,-1924.0955,1597.4481
0.027990831,-2367.141,1939.8152,-1940.5234,792.91833,-1923.3694,1597.0869
0.02800246,-2366.904,1939.7134,-1940.1338,792.85895,-1922.642,1596.7255
0.028014088,-2366.6638,1939.6105,-1939.7421,792.8008,-1921.9137,1596.364
0.028025717,-2366.4204,1939.5067,-1939.3486,792.7439,-1921.1842,1596.0027
0.028037345,-2366.174,1939.4019,-1938.9529,792.6885,-1920.4534,1595.6407
0.028048975,-2365.9243,1939.2955,-1938.5554,792.6342,-1919.7216,1595.2793
0.028060604,-2365.6719,1939.189,-1938.1561,792.58124,-1918.9889,1594.9177
0.028072232,-2365.4163,1939.0808,-1937.7549,792.52985,-1918.2551,1594.5563
0.02808386,-2365.1575,1938.9719,-1937.3514,792.4794,-1917.52,1594.195
0.028095491,-2364.8953,1938.8617,-1936.9465,792.4305,-1916.7844,1593.8334
0.02810712,-2364.6301,1938.751,-1936.5394,792.3829,-1916.0475,1593.4722
0.028118748,-2364.362,1938.6392,-1936.1306,792.3367,-1915.3098,1593.111
0.028130377,-2364.0908,1938.5262,-1935.72,792.2917,-1914.5713,1592.75
0.028142007,-2363.8162,1938.4122,-1935.3074,792.24817,-1913.8315,1592.389
0.028153636,-2363.5388,1938.2972,-1934.8932,792.20593,-1913.0912,1592.0282
0.028165264,-2363.258,1938.1818,-1934.4769,792.16504,-1912.35,1591.6675
0.028176893,-2362.9744,1938.0652,-1934.059,792.1256,-1911.6079,1591.3071
0.028188521,-2362.6877,1937.9474,-1933.6392,792.08746,-1910.8652,1590.947
0.028200151,-2362.3977,1937.8285,-1933.2178,792.05084,-1910.1215,1590.5873
0.02821178,-2362.1045,1937.7096,-1932.7944,792.01544,-1909.3771,1590.2278
0.028223408,-2361.8086,1937.589,-1932.3695,791.98157,-1908.6321,1589.8682
0.028235037,-2361.509,1937.4675,-1931.9429,791.94916,-1907.8861,1589.5092
0.028246667,-2361.2068,1937.3453,-1931.5143,791.91766,-1907.1399,1589.1504
0.028258296,-2360.9014,1937.2225,-1931.084,791.8879,-1906.3926,1588.792
0.028269924,-2360.5928,1937.0984,-1930.6523,791.85974,-1905.6449,1588.434
0.028281553,-2360.281,1936.9735,-1930.2189,791.83264,-1904.8965,1588.0763
0.028293183,-2359.9663,1936.8477,-1929.7837,791.80707,-1904.1476,1587.7188
0.028304812,-2359.6484,1936.7214,-1929.3468,791.7828,-1903.3982,1587.3619
0.02831644,-2359.3276,1936.5938,-1928.9083,791.76,-1902.6481,1587.0054
0.028328069,-2359.0037,1936.4653,-1928.4684,791.7388,-1901.8977,1586.6493
0.028339699,-2358.6765,1936.3363,-1928.0267,791.7188,-1901.1467,1586.2937
0.028351327,-2358.3464,1936.2063,-1927.5835,791.7003,-1900.3953,1585.9385
0.028362956,-2358.0132,1936.0754,-1927.1387,791.68335,-1899.6433,1585.5839
0.028374584,-2357.677,1935.944,-1926.6923,791.6675,-1898.8909,1585.2296
0.028386213,-2357.3376,1935.8116,-1926.2444,791.65326,-1898.1384,1584.8761
0.028397843,-2356.995,1935.6783,-1925.7949,791.6406,-1897.3853,1584.5231
0.028409472,-2356.6494,1935.5444,-1925.3439,791.62915,-1896.632,1584.1708
0.0284211,-2356.3008,1935.4095,-1924.8914,791.6192,-1895.8783,1583.8187
0.028432729,-2355.9497,1935.2739,-1924.4373,791.61084,-1895.1243,1583.4674
0.02844436,-2355.595,1935.1375,-1923.9819,791.60364,-1894.37,1583.1167
0.028455988,-2355.237,1935.0001,-1923.5249,791.598,-1893.6154,1582.7667
0.028467616,-2354.876,1934.8624,-1923.0665,791.5937,-1892.8606,1582.4172
0.028479245,-2354.5125,1934.7236,-1922.6068,791.5911,-1892.1058,1582.0686
0.028490875,-2354.1455,1934.5841,-1922.1455,791.5898,-1891.3507,1581.7205
0.028502503,-2353.7756,1934.4441,-1921.6826,791.5898,-1890.5955,1581.3733
0.028514132,-2353.4026,1934.303,-1921.2186,791.5915,-1889.84,1581.0267
0.02852576,-2353.0266,1934.1614,-1920.7533,791.5944,-1889.0846,1580.6805
0.028537389,-2352.6477,1934.0188,-1920.2865,791.59906,-1888.329,1580.3353
0.02854902,-2352.2659,1933.876,-1919.8184,791.6049,-1887.5735,1579.9911
0.028560648,-2351.8809,1933.7318,-1919.349,791.6123,-1886.8179,1579.6475
0.028572276,-2351.4927,1933.5872,-1918.878,791.6212,-1886.0621,1579.3047
0.028583905,-2351.1013,1933.4421,-1918.4059,791.63153,-1885.3065,1578.9629
0.028595535,-2350.7073,1933.2964,-1917.9326,791.6431,-1884.5508,1578.6216
0.028607164,-2350.3103,1933.1497,-1917.4578,791.65643,-1883.7954,1578.2814
0.028618792,-2349.9104,1933.0022,-1916.9819,791.67126,-1883.0398,1577.9418
0.02863042,-2349.507,1932.8541,-1916.5046,791.6873,-1882.2845,1577.6035
0.02864205,-2349.101,1932.7054,-1916.0264,791.7049,-1881.5292,1577.2656
0.02865368,-2348.6921,1932.5565,-1915.5466,791.7239,-1880.7743,1576.9288
0.028665308,-2348.2805,1932.4061,-1915.0658,791.74426,-1880.0194,1576.593
0.028676936,-2347.8652,1932.2555,-1914.5837,791.7662,-1879.2646,1576.2583
0.028688567,-2347.4478,1932.1044,-1914.1006,791.7897,-1878.5101,1575.9243
0.028700195,-2347.0266,1931.9523,-1913.6162,791.81464,-1877.7559,1575.5913
0.028711824,-2346.6028,1931.7999,-1913.1307,791.8409,-1877.002,1575.2593
0.028723452,-2346.176,1931.6467,-1912.644,791.8685,-1876.2484,1574.9287
0.02873508,-2345.746,1931.4929,-1912.1562,791.89777,-1875.4949,1574.5985
0.028746711,-2345.3135,1931.3387,-1911.6672,791.92834,-1874.742,1574.2698
0.02875834,-2344.878,1931.1835,-1911.1772,791.96063,-1873.9893,1573.9419
0.028769968,-2344.4392,1931.0278,-1910.6864,791.994,-1873.2369,1573.615
0.028781597,-2343.998,1930.8717,-1910.1943,792.02924,-1872.485,1573.2896
0.028793227,-2343.5532,1930.7147,-1909.7012,792.0658,-1871.7336,1572.965
0.028804855,-2343.1062,1930.5576,-1909.2072,792.10364,-1870.9825,1572.6414
0.028816484,-2342.6562,1930.3995,-1908.7119,792.14294,-1870.2318,1572.3188
0.028828112,-2342.203,1930.2407,-1908.2158,792.1837,-1869.482,1571.9979
0.028839743,-2341.747,1930.0819,-1907.7186,792.22614,-1868.7323,1571.6776
0.028851371,-2341.288,1929.9222,-1907.2205,792.2697,-1867.9835,1571.3588
0.028863,-2340.8262,1929.7621,-1906.7216,792.3149,-1867.2351,1571.0411
0.028874628,-2340.3618,1929.6012,-1906.2216,792.36145,-1866.4872,1570.7245
0.028886257,-2339.8943,1929.4402,-1905.7205,792.4095,-1865.7401,1570.4092
0.028897887,-2339.424,1929.2783,-1905.2189,792.4591,-1864.9933,1570.0951
0.028909516,-2338.951,1929.1157,-1904.7161,792.5099,-1864.2472,1569.7819
0.028921144,-2338.4749,1928.9529,-1904.2124,792.5622,-1863.502,1569.4707
0.028932773,-2337.996,1928.7896,-1903.708,792.61597,-1862.7574,1569.1602
0.028944403,-2337.5142,1928.6257,-1903.2028,792.6712,-1862.0135,1568.8511
0.028956031,-2337.0298,1928.4612,-1902.6967,792.7276,-1861.2701,1568.5432
0.02896766,-2336.5425,1928.2964,-1902.1897,792.7857,-1860.5278,1568.2366
0.028979288,-2336.0522,1928.131,-1901.6819,792.84534,-1859.7861,1567.9316
0.028990919,-2335.5596,1927.9652,-1901.1736,792.9062,-1859.0454,1567.6276
0.029002547,-2335.0637,1927.7987,-1900.6641,792.96826,-1858.3054,1567.3252
0.029014176,-2334.5652,1927.6316,-1900.1542,793.03217,-1857.5664,1567.024
0.029025804,-2334.064,1927.4645,-1899.6432,793.09717,-1856.828,1566.7242
0.029037435,-2333.5598,1927.2965,-1899.1318,793.1637,-1856.0907,1566.4258
0.029049063,-2333.0532,1927.1283,-1898.6195,793.23145,-1855.354,1566.1288
0.029060692,-2332.5437,1926.9595,-1898.1066,793.3007,-1854.6183,1565.833
0.02907232,-2332.031,1926.7903,-1897.5931,793.3715,-1853.8838,1565.5388
0.029083949,-2331.516,1926.6205,-1897.0789,793.4434,-1853.1503,1565.2458
0.029095579,-2330.9985,1926.4506,-1896.5637,793.51685,-1852.4176,1564.9546
0.029107207,-2330.4778,1926.28,-1896.0485,793.5919,-1851.6858,1564.6648
0.029118836,-2329.9543,1926.109,-1895.5321,793.6681,-1850.9551,1564.3762
0.029130464,-2329.4287,1925.9377,-1895.0154,793.7458,-1850.2256,1564.0894
0.029142095,-2328.9001,1925.7659,-1894.498,793.82477,-1849.497,1563.804
0.029153723,-2328.3687,1925.5935,-1893.98,793.9052,-1848.7695,1563.5198
0.029165352,-2327.835,1925.421,-1893.4615,793.98694,-1848.0432,1563.2372
0.02917698,-2327.298,1925.2479,-1892.9426,794.0701,-1847.318,1562.9562
0.02918861,-2326.7588,1925.0746,-1892.423,794.1545,-1846.5941,1562.6769
0.02920024,-2326.2168,1924.9006,-1891.903,794.2401,-1845.8712,1562.3989
0.029211868,-2325.672,1924.7266,-1891.3824,794.3275,-1845.1495,1562.1226
0.029223496,-2325.125,1924.5521,-1890.8615,794.4159,-1844.429,1561.8477
0.029235125,-2324.5752,1924.3766,-1890.3398,794.5057,-1843.7098,1561.5746
0.029246755,-2324.0227,1924.2015,-1889.8179,794.59686,-1842.992,1561.3025
0.029258383,-2323.4678,1924.0256,-1889.2954,794.6893,-1842.2751,1561.0327
0.029270012,-2322.9102,1923.8499,-1888.7727,794.7832,-1841.5598,1560.7639
0.02928164,-2322.3499,1923.6731,-1888.2494,794.8783,-1840.8457,1560.4973
0.02929327,-2321.7869,1923.4961,-1887.7257,794.97473,-1840.1329,1560.2319
0.0293049,-2321.2217,1923.319,-1887.2017,795.0725,-1839.4215,1559.9685
0.029316528,-2320.6533,1923.1415,-1886.6772,795.1715,-1838.7117,1559.7064
0.029328156,-2320.083,1922.9635,-1886.1525,795.27185,-1838.0029,1559.4462
0.029339787,-2319.51,1922.7854,-1885.6277,795.3735,-1837.2955,1559.1873
0.029351415,-2318.9343,1922.6069,-1885.102,795.47656,-1836.5898,1558.9305
0.029363044,-2318.3562,1922.4281,-1884.5765,795.58075,-1835.8855,1558.675
0.029374672,-2317.7756,1922.2485,-1884.0505,795.6861,-1835.1824,1558.4215
0.029386302,-2317.1929,1922.0695,-1883.5243,795.7931,-1834.4811,1558.1694
0.029397931,-2316.6072,1921.8892,-1882.9978,795.90094,-1833.7811,1557.9193
0.02940956,-2316.019,1921.7094,-1882.471,796.0103,-1833.0829,1557.6708
0.029421188,-2315.4285,1921.5283,-1881.9441,796.121,-1832.3859,1557.4241
0.029432816,-2314.8357,1921.3478,-1881.4169,796.2327,-1831.6906,1557.1786
0.029444447,-2314.2405,1921.1666,-1880.8895,796.34576,-1830.9967,1556.9355
0.029456075,-2313.6426,1920.9854,-1880.362,796.46,-1830.3046,1556.6938
0.029467704,-2313.0425,1920.8035,-1879.8341,796.57544,-1829.614,1556.4541
0.029479332,-2312.4397,1920.6217,-1879.3063,796.6922,-1828.9253,1556.2158
0.029490963,-2311.8345,1920.4393,-1878.7783,796.8102,-1828.2379,1555.9797
0.029502591,-2311.2268,1920.2567,-1878.2502,796.9291,-1827.5524,1555.7449
0.02951422,-2310.6172,1920.0741,-1877.7218,797.0495,-1826.8682,1555.5122
0.029525848,-2310.005,1919.8909,-1877.1935,797.17114,-1826.186,1555.2811
0.029537478,-2309.3904,1919.7074,-1876.6653,797.29376,-1825.5056,1555.052
0.029549107,-2308.7734,1919.5237,-1876.1367,797.4178,-1824.8268,1554.8246
0.029560735,-2308.1543,1919.34,-1875.608,797.5429,-1824.1499,1554.5991
0.029572364,-2307.5327,1919.1556,-1875.0793,797.669,-1823.4744,1554.3752
0.029583992,-2306.909,1918.9711,-1874.5508,797.7965,-1822.801,1554.1534
0.029595623,-2306.2827,1918.7867,-1874.0221,797.9249,-1822.1293,1553.9333
0.029607251,-2305.6545,1918.6018,-1873.4937,798.0548,-1821.4595,1553.715
0.02961888,-2305.0237,1918.4163,-1872.9651,798.18567,-1820.7914,1553.4987
0.029630508,-2304.3906,1918.231,-1872.4364,798.3176,-1820.1254,1553.2842
0.029642139,-2303.7554,1918.0454,-1871.908,798.45074,-1819.4608,1553.0713
0.029653767,-2303.1182,1917.8595,-1871.3795,798.58496,-1818.7986,1552.8606
0.029665396,-2302.4783,1917.6733,-1870.8512,798.7203,-1818.138,1552.6515
0.029677024,-2301.8367,1917.4872,-1870.3229,798.8567,-1817.4794,1552.4445
0.029688654,-2301.1924,1917.3005,-1869.7946,798.9943,-1816.8228,1552.2393
0.029700283,-2300.5461,1917.114,-1869.2666,799.133,-1816.1678,1552.0358
0.029711911,-2299.8977,1916.9266,-1868.7388,799.27264,-1815.5151,1551.8344
0.02972354,-2299.247,1916.7399,-1868.211,799.41345,-1814.8644,1551.6349
0.02973517,-2298.5942,1916.552,-1867.6833,799.55524,-1814.2157,1551.4373
0.029746799,-2297.9392,1916.3645,-1867.1559,799.6981,-1813.5688,1551.2416
0.029758427,-2297.2825,1916.1768,-1866.6288,799.8421,-1812.9241,1551.0476
0.029770056,-2296.6233,1915.9884,-1866.1017,799.987,-1812.2814,1550.8557
0.029781684,-2295.962,1915.8004,-1865.575,800.13306,-1811.6406,1550.6658
0.029793315,-2295.2988,1915.6118,-1865.0486,800.28,-1811.0021,1550.4777
0.029804943,-2294.6333,1915.4233,-1864.5221,800.428,-1810.3656,1550.2916
0.029816572,-2293.966,1915.2345,-1863.996,800.5772,-1809.7311,1550.1073
0.0298282,-2293.2964,1915.0455,-1863.4703,800.72723,-1809.0989,1549.9249
0.02983983,-2292.6248,1914.8562,-1862.9448,800.8783,-1808.4686,1549.7448
0.029851459,-2291.9512,1914.667,-1862.4197,801.03033,-1807.8405,1549.5663
0.029863087,-2291.2756,1914.4773,-1861.8949,801.1833,-1807.2147,1549.3899
0.029874716,-2290.5981,1914.2878,-1861.3704,801.33734,-1806.591,1549.2152
0.029886346,-2289.9185,1914.0978,-1860.8463,801.4921,-1805.9696,1549.0427
0.029897975,-2289.237,1913.9077,-1860.3224,801.6479,-1805.3503,1548.8721
0.029909603,-2288.5535,1913.7178,-1859.799,801.8047,-1804.733,1548.7036
0.029921232,-2287.868,1913.527,-1859.2759,801.96246,-1804.1183,1548.537
0.02993286,-2287.181,1913.3365,-1858.7532,802.1209,-1803.5056,1548.3724
0.02994449,-2286.4917,1913.1459,-1858.231,802.2804,-1802.8951,1548.2096
0.02995612,-2285.8005,1912.955,-1857.7092,802.441,-1802.287,1548.0487
0.029967748,-2285.1074,1912.7638,-1857.1879,802.60236,-1801.6812,1547.8898
0.029979376,-2284.4126,1912.5728,-1856.6669,802.7645,-1801.0776,1547.7332
0.029991006,-2283.7158,1912.3815,-1856.1466,802.9275,-1800.4763,1547.5784
0.030002635,-2283.0173,1912.1901,-1855.6266,803.09155,-1799.8777,1547.4254
0.030014263,-2282.317,1911.9985,-1855.1072,803.2564,-1799.2808,1547.2745
0.030025892,-2281.6145,1911.8068,-1854.5883,803.4221,-1798.6865,1547.1259
0.030037522,-2280.9104,1911.6147,-1854.0698,803.5884,-1798.0947,1546.979
0.03004915,-2280.2048,1911.4225,-1853.5519,803.7557,-1797.5052,1546.8339
0.03006078,-2279.497,1911.2307,-1853.0345,803.9237,-1796.9181,1546.6912
0.030072408,-2278.7876,1911.0381,-1852.5177,804.0926,-1796.3334,1546.5503
0.030084038,-2278.077,1910.8458,-1852.0015,804.2623,-1795.751,1546.411
